	Analysis of Piping Replacement Thresholds Appendix D: Methodology for Calculating Compliance Costs Appendix E: Access Model Structure and Specifications Appendix F: Analysis of Statistical Relationship between State Regulatory Programs and Confirmed Release Data Appendix G: Expert Consultation: Selection and Data Collection Methodology Appendix H: Expert Consultation: Responses Appendix I: Methodology for Calculating Avoided Cleanup Costs Appendix J: Estimation of Future UST System and Release Universes for the Alternative 62 United States Department of Health and Human Services, Public Health Service, Agency for Toxic Substances and Disease Registry. “Toxicological Profile for Polycyclic Aromatic Hydrocarbons.”	Sources Cited &quot;2005 U.S. Motor Fuel Station Count: 168,987.&quot;	Association of State and Territorial Solid Waste Management Officials. State Fund Survey Results	Association of State and Territorial Solid Waste Management Officials. State Fund Survey Results	Committee on Vehicle Emission Inspection and Maintenance Programs. Evaluating Vehicle Emissions Inspection and Maintenance Programs.	Analyzing Gasoline Demand Elasticities: A Survey.” Energy Economics,	Petroleum Hydrocarbon Vapor Intrusion Investigations: Current General Practice.” Leaking Underground Storage Tanks,	memoranda and analyses submitted under Contract EP-W-05-018, “U.S. Environmental Protection Agency. Underground Storage Tanks/Leaking Underground Storage Tanks Analytical and Technical Support.” Eckert, Andrew and	Methodology Statement: ESRI Data—Business Locations and Business Summary.” http://www.esri.com/library/whitepapers/pdfs/infousa-business-database.pdf ICF. &quot;Economic Impact Analysis of Additional Mechanisms for Local Government Entities to Demonstrate Financial Responsibility for Underground Storage Tanks.&quot;	Executive Order 12866, “Regulatory Planning and Review,”	The Economics of Price Zones and Territorial Restrictions in Gasoline Marketing.” Federal Trade Commission.	The Measurement of Environmental and Resource Values: Theory and Methods. Resources for the Future:	Determinants of Store-level Price Elasticity.”	Approaches to Assessing the Benefits, Costs,	Detailed Assessment of UST Universe by Tank Purpose and Design.&quot; Work Assignment 1-25, Task 6,	Methodology for Secondary Containment for Piping.&quot; Work Assignment 1-19, Task 5,	Methodology to Estimate Avoided Costs Associated with a Typical UST Leak.&quot;	Preliminary Assessment and Scoping of Data Related to Potential Revisions to the UST Regulations.” Work Assignment 1-25, Tasks	Entities Screening Analysis of UST Universe by Industry Sector.” Work Assignment 3-25, Task 4,	The Economics of Gasoline: Retailing Petroleum Distribution and Retailing Issues in the U.S.&quot;	MarketFacts	National Association of Convenience Stores.	of Convenience Stores. “Consumer Fuels Report,” February 2008, as cited in “Testimony of Bill Douglass, Douglass Distributing Company,	of Convenience Stores. “How do retailers get – and sell – gasoline?”	of Convenience Stores. “Who sells gasoline in the United States?”	Department of Environmental Services. &quot;Underground Storage Tank Program.&quot;	Benzene toxicity and risk assessment, 1972-1992: implications for future regulation.” Environ Health Perspect,	A Preliminary Meta Analysis of Contingent Values for Ground Water Revisited.” In The Economic Value of Water Quality,	MarketFacts 2008.&quot; National Petroleum News. Rhode Island Department of Environmental Management. Underground Storage Tank Environmental Results Program, Final Report, Tables I-IV. Risk Management Association. Statement Studies, Sector 447.	Risk Analysis to Support Revisions to Underground Storage Tank (UST) Regulations.”	Distributing Company, on behalf of the National Association of Convenience Stores, before the House Judiciary Committee, Anti-Trust Task Force Hearing to Examine the Consumer Effects of Rising Gas Prices.	of Labor Statistics. &quot;Employer Costs for Employee Compensation.&quot;	Bureau of Labor Statistics. &quot;Occupational Employment and Wages.&quot;	of Transportation Statistics. “Sales Price of Transportation Fuel to End-Users in National Transportation Statistics	Economic Census, Retail Trade. Industry Series. Gasoline Stations:	Industry Statistics Sampler: NAICS 447, Geographic Distribution -Gasoline Stations:	of Health and Human Services, Public Health Service, Agency for Toxic Substances and Disease Registry. “Toxicological Profile for Polycyclic Aromatic Hydrocarbons.”	Environmental Protection Agency. “ERP States Produce Results.”	Environmental Protection Agency, Office of Underground Storage Tanks. “Evaluation of Releases from New and Upgraded Underground Storage Tank Systems (peer review draft).”	Environmental Protection Agency, Office of Underground Storage Tanks. “Petroleum Releases at Underground Storage Tank Facilities in Florida.”	Environmental Protection Agency, Office of Underground Storage Tanks.	Environmental Protection Agency. &quot;Regulatory Impact Analysis of Technical Standards for Underground Storage Tanks.&quot;	Environmental Protection Agency. &quot;Status of State Fund Programs.&quot; accessed on September 9, 2010. http:///www.epa.gov/oust/states/fndstatus.htm U.S. Environmental Protection Agency. “Summary of the updated Regulatory Impact Analysis (RIA) for the Reconsideration of the 2008 Ozone National Ambient Air Quality Standard (NAAQS).&quot; U.S. Environmental Protection Agency. &quot;Underground Storage Tanks: Technical and Financial Requirements, and State Program Approval Procedures.&quot; Supporting Statement for EPA Information Collection Request Number 1360.08.	Revenue Service. SOI TaxStats. Table 7: Corporation Returns with Net Income for 2007. Accessible online at http://www.irs.gov/taxstats/article/0,,id=170693,00.html.	U.S. Office of Management and Budget. Circular No. A-76.	Office of Management and Budget. Circular No. A-94. Revised	of Environmental Quality. &quot;Underground Storage Tank Program.&quot;	of Environmental Conservation.	Underground Storage Tank Field-Based Research Project Report. Submitted to the California State Water Resources Control Board under contract to the
A Preliminary Meta Analysis of Contingent Values for Ground Water Revisited.	0.323943661971831	0.48275862068965514	0.16981132075471694	0.16981132075471694	0.21568627450980393	0.28301886792452835	0.30000000000000004	0.3731343283582089	0.36111111111111116	0.40740740740740744	0.2592592592592593	0.23076923076923073	0.33333333333333337	0.40909090909090906	0.33333333333333337	0.29032258064516125	0.368421052631579	0.29032258064516125	0.34426229508196726	0.3448275862068966	0.6571428571428571	0.31818181818181823	0.33333333333333337	0.36	0.31999999999999995	0.34545454545454546	0.3870967741935484	0.1333333333333333	0.38888888888888884	0.3076923076923077	0.29230769230769227	0.37254901960784315	0.34545454545454546	0.4117647058823529	0.2941176470588235	0.368421052631579	0.27586206896551724	0.21568627450980393	0.32258064516129037	0.27586206896551724	0.2592592592592593	0.288135593220339	0.44999999999999996	0.4117647058823529	0.3207547169811321	0.2222222222222222	0.3207547169811321	0.2857142857142857	0.31034482758620685
Evaluating Vehicle Emissions Inspection and Maintenance Programs	0.3529411764705882	0.49090909090909096	0.31999999999999995	0.31999999999999995	0.04166666666666663	0.31999999999999995	0.29824561403508776	0.375	0.3913043478260869	0.37254901960784315	0.2941176470588235	0.22448979591836737	0.33333333333333337	0.36585365853658536	0.43333333333333335	0.35593220338983056	0.33333333333333337	0.35593220338983056	0.3793103448275862	0.3090909090909091	0.5625	0.41463414634146345	0.4035087719298246	0.4042553191489362	0.36170212765957444	0.2692307692307693	0.3220338983050848	0.22807017543859653	0.33333333333333337	0.3877551020408163	0.3548387096774194	0.375	0.34615384615384615	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.34545454545454546	0.25	0.35593220338983056	0.34545454545454546	0.2941176470588235	0.25	0.4545454545454546	0.41538461538461535	0.4	0.33333333333333337	0.36	0.33333333333333337	0.34545454545454546
The Measurement of Environmental and Resource Values: Theory and Methods	0.33333333333333337	0.4642857142857143	0.21568627450980393	0.21568627450980393	0.22448979591836737	0.2941176470588235	0.3448275862068966	0.41538461538461535	0.34285714285714286	0.3846153846153846	0.2692307692307693	0.040000000000000036	0.30434782608695654	0.4285714285714286	0.4426229508196722	0.3666666666666667	0.34545454545454546	0.33333333333333337	0.35593220338983056	0.2857142857142857	0.5757575757575757	0.38095238095238093	0.3448275862068966	0.41666666666666663	0.375	0.3207547169811321	0.33333333333333337	0.2068965517241379	0.37142857142857144	0.36	0.33333333333333337	0.34693877551020413	0.3584905660377359	0.34693877551020413	0.22448979591836737	0.38181818181818183	0.2857142857142857	0.26530612244897955	0.33333333333333337	0.2857142857142857	0.2692307692307693	0.26315789473684215	0.4358974358974359	0.3939393939393939	0.4117647058823529	0.3076923076923077	0.33333333333333337	0.30000000000000004	0.3571428571428571
BLS Industry-Specific Occupational Employment and Wages	0.4084507042253521	0.5172413793103448	0.24528301886792447	0.24528301886792447	0.2941176470588235	0.3207547169811321	0.33333333333333337	0.34328358208955223	0.33333333333333337	0.40740740740740744	0.40740740740740744	0.34615384615384615	0.29166666666666663	0.36363636363636365	0.3650793650793651	0.32258064516129037	0.368421052631579	0.32258064516129037	0.2786885245901639	0.3448275862068966	0.6571428571428571	0.40909090909090906	0.33333333333333337	0.4	0.36	0.3090909090909091	0.32258064516129037	0.33333333333333337	0.41666666666666663	0.3846153846153846	0.3538461538461538	0.2549019607843137	0.12727272727272732	0.2941176470588235	0.2941176470588235	0.29824561403508776	0.3793103448275862	0.2941176470588235	0.32258064516129037	0.31034482758620685	0.2592592592592593	0.288135593220339	0.44999999999999996	0.4117647058823529	0.28301886792452835	0.2962962962962963	0.3584905660377359	0.38095238095238093	0.27586206896551724
Prime Supplier Sales Volumes	0.5593220338983051	0.5652173913043479	0.46341463414634143	0.46341463414634143	0.33333333333333337	0.46341463414634143	0.41666666666666663	0.5272727272727273	0.6	0.5714285714285714	0.5238095238095238	0.44999999999999996	0.38888888888888884	0.5	0.4901960784313726	0.48	0.5111111111111111	0.48	0.5510204081632653	0.4782608695652174	0.6521739130434783	0.4375	0.5	0.5263157894736843	0.5263157894736843	0.39534883720930236	0.52	0.5	0.5333333333333333	0.44999999999999996	0.5094339622641509	0.3846153846153846	0.4418604651162791	0.3846153846153846	0.4358974358974359	0.4666666666666667	0.4782608695652174	0.3846153846153846	0.48	0.4782608695652174	0.4285714285714286	0.44680851063829785	0.6176470588235294	0.5714285714285714	0.5121951219512195	0.5238095238095238	0.46341463414634143	0.4	0.4347826086956522
Approaches to Assessing the Benefits, Costs, and Impacts of the RCRA Subtitle C Program	0.2777777777777778	0.4576271186440678	0.2962962962962963	0.2962962962962963	0.23076923076923073	0.33333333333333337	0.2786885245901639	0.32352941176470584	0.31506849315068497	0.4181818181818182	0.3090909090909091	0.3584905660377359	0.3877551020408163	0.19999999999999996	0.34375	0.2698412698412699	0.3793103448275862	0.2698412698412699	0.32258064516129037	0.2542372881355932	0.6666666666666667	0.33333333333333337	0.24590163934426235	0.37254901960784315	0.33333333333333337	0.3214285714285714	0.33333333333333337	0.24590163934426235	0.31506849315068497	0.3584905660377359	0.24242424242424243	0.3076923076923077	0.2857142857142857	0.34615384615384615	0.2692307692307693	0.2068965517241379	0.22033898305084743	0.2692307692307693	0.3015873015873016	0.288135593220339	0.2727272727272727	0.23333333333333328	0.3580246913580247	0.2753623188405797	0.2962962962962963	0.2727272727272727	0.40740740740740744	0.39534883720930236	0.18644067796610164
Detailed Assessment of UST Universe by Tank Use and Industry Sector	0.3142857142857143	0.4736842105263158	0.23076923076923073	0.23076923076923073	0.36	0.2692307692307693	0.2542372881355932	0.33333333333333337	0.295774647887324	0.4716981132075472	0.39622641509433965	0.2941176470588235	0.276595744680851	0.4418604651162791	0.25806451612903225	0.34426229508196726	0.3214285714285714	0.24590163934426235	0.19999999999999996	0.26315789473684215	0.5882352941176471	0.3023255813953488	0.288135593220339	0.3877551020408163	0.34693877551020413	0.2222222222222222	0.4098360655737705	0.3220338983050848	0.323943661971831	0.2549019607843137	0.28125	0.31999999999999995	0.33333333333333337	0.31999999999999995	0.28	0.2857142857142857	0.22807017543859653	0.28	0.2786885245901639	0.22807017543859653	0.16981132075471694	0.2068965517241379	0.3924050632911392	0.3731343283582089	0.34615384615384615	0.3584905660377359	0.2692307692307693	0.36585365853658536	0.29824561403508776
Draft Industry and Facility Profiles	0.40625	0.4509803921568627	0.30434782608695654	0.30434782608695654	0.31818181818181823	0.34782608695652173	0.39622641509433965	0.5	0.4461538461538461	0.4042553191489362	0.36170212765957444	0.28888888888888886	0.2682926829268293	0.4054054054054054	0.4285714285714286	0.4181818181818182	0.52	0.38181818181818183	0.40740740740740744	0.33333333333333337	0.5	0.3513513513513513	0.3584905660377359	0.39534883720930236	0.39534883720930236	0.33333333333333337	0.4181818181818182	0.3584905660377359	0.4461538461538461	0.4222222222222223	0.3793103448275862	0.36363636363636365	0.375	0.2727272727272727	0.31818181818181823	0.36	0.33333333333333337	0.31818181818181823	0.4181818181818182	0.33333333333333337	0.3191489361702128	0.34615384615384615	0.5068493150684932	0.5081967213114754	0.4347826086956522	0.4042553191489362	0.3913043478260869	0.37142857142857144	0.37254901960784315
Economic Impact Analysis of Additional Mechanisms for Local Government Entities to Demonstrate Financial Responsibility for Underground Storage Tanks	0.189873417721519	0.48484848484848486	0.21311475409836067	0.21311475409836067	0.288135593220339	0.2786885245901639	0.23529411764705888	0.28	0.15000000000000002	0.4516129032258065	0.25806451612903225	0.23333333333333328	0.3571428571428571	0.42307692307692313	0.295774647887324	0.3142857142857143	0.23076923076923073	0.22857142857142854	0.24637681159420288	0.21212121212121215	0.5813953488372092	0.42307692307692313	0.2647058823529411	0.4482758620689655	0.3793103448275862	0.23809523809523814	0.37142857142857144	0.23529411764705888	0.22499999999999998	0.2666666666666667	0.17808219178082196	0.3220338983050848	0.3015873015873016	0.3220338983050848	0.288135593220339	0.2615384615384615	0.24242424242424243	0.288135593220339	0.2571428571428571	0.21212121212121215	0.22580645161290325	0.16417910447761197	0.31818181818181823	0.3421052631578947	0.3770491803278688	0.3548387096774194	0.3114754098360656	0.43999999999999995	0.24242424242424243
Employer Costs for Employee Compensation	0.47540983606557374	0.5416666666666667	0.39534883720930236	0.39534883720930236	0.31707317073170727	0.39534883720930236	0.43999999999999995	0.4736842105263158	0.4838709677419355	0.5	0.36363636363636365	0.33333333333333337	0.26315789473684215	0.2941176470588235	0.4716981132075472	0.42307692307692313	0.44680851063829785	0.46153846153846156	0.4509803921568627	0.45833333333333337	0.6	0.2941176470588235	0.4	0.4	0.4	0.37777777777777777	0.42307692307692313	0.4	0.5483870967741935	0.4285714285714286	0.4181818181818182	0.2195121951219512	0.33333333333333337	0.36585365853658536	0.31707317073170727	0.4042553191489362	0.45833333333333337	0.36585365853658536	0.42307692307692313	0.41666666666666663	0.36363636363636365	0.3877551020408163	0.5428571428571429	0.5172413793103448	0.4418604651162791	0.40909090909090906	0.39534883720930236	0.125	0.41666666666666663
