	Clash in Alabama Over Tennessee Coal Ash,” The New York Times,	Plant-by-plant disaggregated data comparison to statewide benchmarks	State-by-state aggregated plant data comparison to statewide benchmarks	National aggregated plant data comparison to statewide benchmarks Step 3: On a plant-by-plant basis, EPA compared the plant ZCTA percentage children, to the respective statewide average percentage children. Step 4: For purpose of summary, EPA aggregated the plant level children population comparison data for each state as displayed in Exhibit 7J below. There are no data displayed for DC, ID, RI or VT because there are no coal-fired electric utility plants in those states.	administration, and enforcement costs to RCRA-authorized state government programs/agencies. Consistent with the “direct cost” scope of EO 13132, not included in Exhibit 7L are potential indirect costs in the form of potential lost annual revenues to electricity plants associated with potential reductions in CCR sold by plants for beneficial use under the three Subtitle C options for which such an possible indirect effect is estimated in this RIA. EPA’s 2008 guidance194 for compliance with EO 13132 describes two numerical methods (i.e., numerical tests) for evaluating whether an EPA rule may have federalism implications with respect to “substantial direct compliance costs”:	25 million test: Annualized direct compliance cost expenditures to state/local governments	1% test: Annualized direct compliance costs faced by state/local governments is likely to equal or exceed 1% of their annual revenues* [* Note: Page 29 of “Attachment A: Guidance for Implementing the Federalism 1% Test” to EPA’s Nov	Private sector $100 million direct cost threshold test	State/local government $100 million direct cost threshold test*	25 million threshold test: sub-total State/Local govt cost $96.7	State/local govt cost as percentage of State/Local government electric utility annual revenues	227% 0.131% 0.215% **Type of owner entity assigned by EPA ORCR based on business type disclosed in owner name or plant-by-plant internet research on type of ownership. Size class determined according to the following numerical criteria consistent with EPA’s
General Hazardous Waste Facility Standards	0.5813953488372092	0.38095238095238093	0.33333333333333337	0.5151515151515151	0.5492957746478873	0.36363636363636365	0.46875	0.3846153846153846	0.38095238095238093	0.43999999999999995	0.31707317073170727	0.47540983606557374
Notification of Episodic Releases of Oil and Hazardous Substances (Renewal)	0.4693877551020408	0.375	0.33333333333333337	0.38888888888888884	0.37662337662337664	0.4	0.4571428571428572	0.4666666666666667	0.45833333333333337	0.4642857142857143	0.36170212765957444	0.34328358208955223
Notification of Regulated Waste Activity (Renewal)	0.4782608695652174	0.37777777777777777	0.37777777777777777	0.42028985507246375	0.43243243243243246	0.36170212765957444	0.4626865671641791	0.4285714285714286	0.4222222222222223	0.4716981132075472	0.31818181818181823	0.4375
Part B Permit Application	0.4736842105263158	0.29729729729729726	0.3513513513513513	0.540983606557377	0.5757575757575757	0.33333333333333337	0.5254237288135593	0.2941176470588235	0.4054054054054054	0.5111111111111111	0.33333333333333337	0.5
RCRA Hazardous Waste Permit Application and Modification part A	0.4893617021276596	0.34782608695652173	0.3913043478260869	0.4285714285714286	0.43999999999999995	0.29166666666666663	0.4411764705882353	0.34883720930232553	0.4347826086956522	0.4814814814814815	0.33333333333333337	0.3538461538461538
RCRA Hazardous Waste Permit Application and Modification Part A	0.4893617021276596	0.34782608695652173	0.3913043478260869	0.4285714285714286	0.43999999999999995	0.29166666666666663	0.4411764705882353	0.34883720930232553	0.4347826086956522	0.4814814814814815	0.33333333333333337	0.3538461538461538
Small Electric Motors Final Rule Technical Support Document: Chapter 16 	0.4693877551020408	0.41666666666666663	0.375	0.36111111111111116	0.4545454545454546	0.4	0.4285714285714286	0.37777777777777777	0.375	0.3928571428571429	0.36170212765957444	0.3731343283582089
A Reference Lottery Metric for Valuing Health	0.5454545454545454	0.39534883720930236	0.39534883720930236	0.4626865671641791	0.5	0.4222222222222223	0.5076923076923077	0.44999999999999996	0.4418604651162791	0.4509803921568627	0.2857142857142857	0.4516129032258065
Oxidation State of Arsenic in Coal Ash Leachate	0.39534883720930236	0.38095238095238093	0.33333333333333337	0.4242424242424242	0.43661971830985913	0.36363636363636365	0.5	0.33333333333333337	0.33333333333333337	0.4	0.31707317073170727	0.4098360655737705
Procedures for Calculating Cessation Lag	0.5121951219512195	0.30000000000000004	0.35	0.46875	0.4782608695652174	0.33333333333333337	0.4838709677419355	0.29729729729729726	0.35	0.375	0.23076923076923073	0.423728813559322
The Influence of Location, Source, and Emission Type in Estimates of the Human Health Benefits of Reducing a Ton of Air Pollution	0.4716981132075472	0.3076923076923077	0.3076923076923077	0.2894736842105263	0.33333333333333337	0.37037037037037035	0.3513513513513513	0.3877551020408163	0.3846153846153846	0.4	0.2549019607843137	0.295774647887324
