	Simplified Flow Sheet of Clinker and Cement Manufacture........................................ 2-2 2-2. Labor Costs per Metric Ton of Cement	Current Employment Statistics (National): Customizable Data Tables” Available at As obtained on	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Cement Association.	Cement Association. 2008b. “Market Research: Producer Price Indices—Competitive Building Materials.” Available at	Cement Association (PCA).	Department of Commerce, Bureau of the Census.	DC: Government Printing Office. Available at As obtained on	the Census.	DC: Government Printing Office. Available at As obtained on	Optimal Tariffs and Market Power: The Evidence.” American Economic Review 98(5):2032-2065.	Estimating Particulate MatterMortality Dose-Response Curves and Threshold Levels: An Analysis of Daily TimeSeries for the 20 Largest	A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S.	D&B Million Dollar Directory.	Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between	Multimarket Contact and Pricing: Evidence from the U.S.	Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics.” U.S. Geological Survey Data Series 140, Version 1.2. Available at	Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and	Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality. Special Report to the Health Effects Institute.	Reduction in Fine Particulate Air Pollution and Mortality.”	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Price and Seller Concentration in Cement: Effective Oligopoly or	Circular A-4: Regulatory Analysis.	Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds.”	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	U.S. and Canadian Portland Cement Industry: Plant Information Summary.	U.S. and Canadian Labor-Energy Input Survey	Flash Report: Capacity Expansion Update.” Available at < http://www.cement.org/econ/pdf/NONMEMBERCapacity Expansion.pdf>. As obtained on	Association (PCA). 2008a. “Cement and Concrete Basics: History & Manufacture of Portland Cement.” Available at concretebasics_history.asp>.	Association (PCA). 2008b. “Market Research: Producer Price Indices— Competitive Building Materials.” Available at	Association (PCA).	Cement Plant Operating Cost Study.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci.	Air Pollution and Cause-Specific Mortality in Milan, Italy, 1980–1989.” Arch Environ Health	The Cost of Environmental Regulation in a Concentrated Industry.” Available at	The Concentration-Response Relation between PM(2.5) and Daily Deaths.” Environ Health Perspectives	The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival.” Environmental Health Perspectives	Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death.”	Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix,	of the Census.	of the Census.	of the Census; generated by RTI International; using American FactFinder; “Sector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Department of Commerce, Bureau of Economic Analysis.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey. 2008b. Minerals Commodity Summaries, Cement	Current Employment Statistics (National): Customizable Data Tables.” Available at As obtained on	Statistics (BLS). 2007b. “State and Area Employment, Hours and Earnings	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C,	Environmental Protection Agency (EPA).	Environmental Protection Agency (EPA).	Environmental Protection Agency.	Environmental Protection Agency.	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	Advisory on Plans for Health Effects Analysis for EPA’s Second Prospective Analysis— Benefits and Costs of the Clean Air Act,	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	International Trade Commission (USITC). 2006. Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review). Publication 3856. Available at	Trade Commission.	Cement Manufacture and the Environment Part I: Chemistry and	Microeconomic Analysis. 3rd Ed.
Economic Analysis Resource Document	0.8794326241134752	0.8105263157894737	0.8378378378378378	0.8	0.831858407079646	0.8571428571428571	0.8222222222222222	0.8305084745762712	0.9142857142857143	0.8305084745762712	0.8666666666666667	0.8333333333333334	0.7764705882352941	0.8571428571428571	0.8235294117647058	0.8	0.867816091954023	0.826530612244898	0.877906976744186	0.7796610169491526	0.7763157894736842	0.8125	0.8857142857142857	0.8279569892473119	0.8163265306122449	0.8428571428571429	0.8372093023255814	0.8897058823529411	0.8489208633093526	0.831858407079646	0.8285714285714286	0.9428571428571428	0.8442622950819673	0.8241758241758241	0.8076923076923077	0.826530612244898	0.8333333333333334	0.8615384615384616	0.7951807228915663	0.8571428571428571	0.8571428571428571	0.8797814207650273	0.8269230769230769	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8105263157894737	0.8125	0.8450704225352113	0.8378378378378378	0.7142857142857143	0.868421052631579	0.868421052631579	0.8	0.8	0.8205128205128205	0.7916666666666666	0.7916666666666666	0.808	0.7916666666666666	0.7916666666666666	0.8901734104046243	0.8285714285714286	0.85	0.6285714285714286
EPA�s Review of the National Ambient Air Quality Standards for Particulate Matter (Second Draft PM Staff Paper, January 2005)	0.8581560283687943	1.0	1.0	0.888	1.0	0.872	0.832	0.784	0.936	0.784	1.0	0.8409090909090909	0.768	0.864	0.8	0.792	1.0	0.776	0.7151162790697675	1.0	0.768	0.8	0.864	1.0	1.0	0.784	0.84	1.0	1.0	1.0	0.912	1.0	0.744	1.0	1.0	1.0	1.0	1.0	0.744	0.912	0.912	1.0	0.824	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.776	1.0	1.0	1.0	0.776	0.808	0.808	0.816	0.816	0.752	0.8	0.8	1.0	0.8	0.8	0.791907514450867	0.928	0.776	0.856
Final Regulatory Analysis: Control of Emissions from Nonroad Diesel Engines	0.851063829787234	0.7894736842105263	0.8198198198198198	0.8533333333333334	0.7964601769911505	0.84	0.8	0.8266666666666667	0.92	0.8266666666666667	0.8111111111111111	0.7651515151515151	0.8235294117647058	0.8266666666666667	0.8	0.7866666666666666	0.7873563218390804	0.7653061224489796	0.7790697674418605	0.76	0.8421052631578947	0.84	0.7733333333333333	0.7526881720430108	0.7653061224489796	0.8666666666666667	0.8133333333333334	0.8161764705882353	0.7913669064748201	0.8141592920353983	0.88	0.8266666666666667	0.7868852459016393	0.8021978021978022	0.8461538461538461	0.8061224489795918	0.7651515151515151	0.7923076923076923	0.8192771084337349	0.9066666666666666	0.9066666666666666	0.8032786885245902	0.7733333333333333	0.7466666666666667	0.7466666666666667	0.7466666666666667	0.7466666666666667	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8210526315789474	0.7916666666666666	0.8533333333333334	0.8198198198198198	0.72	0.8133333333333334	0.8133333333333334	0.8266666666666667	0.8266666666666667	0.8461538461538461	0.8	0.8	0.744	0.8	0.8	0.8034682080924855	0.84	0.8	0.7866666666666666
Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review)	0.8014184397163121	0.8842105263157894	0.8108108108108109	0.8421052631578947	0.8230088495575221	0.8315789473684211	0.7789473684210526	0.7578947368421053	0.9157894736842105	0.7578947368421053	0.8526315789473684	0.7803030303030303	0.8	0.8736842105263158	0.7578947368421053	0.8	0.7701149425287356	0.8571428571428571	0.7616279069767442	0.8105263157894737	0.8315789473684211	0.7789473684210526	0.8631578947368421	0.8842105263157894	0.8775510204081632	0.7052631578947368	0.7894736842105263	0.7941176470588235	0.7553956834532374	0.831858407079646	0.9052631578947369	0.7894736842105263	0.7704918032786885	0.8105263157894737	0.7894736842105263	0.8367346938775511	0.7878787878787878	0.7538461538461538	0.8105263157894737	0.8947368421052632	0.8947368421052632	0.7814207650273224	0.7789473684210526	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.7578947368421053	0.8842105263157894	0.875	0.8210526315789474	0.8108108108108109	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.8210526315789474	0.7789473684210526	0.7789473684210526	0.784	0.7789473684210526	0.7789473684210526	0.4508670520231214	0.8631578947368421	0.7789473684210526	0.8526315789473684
Guidelines for Preparing Economic Analyses	0.8581560283687943	0.8105263157894737	0.8108108108108109	0.8333333333333334	0.8141592920353983	0.8095238095238095	0.8444444444444444	0.8135593220338984	0.8809523809523809	0.8135593220338984	0.7555555555555555	0.8333333333333334	0.8235294117647058	0.8095238095238095	0.8	0.7636363636363637	0.8505747126436781	0.7857142857142857	0.8604651162790697	0.7796610169491526	0.7763157894736842	0.765625	0.7142857142857143	0.7956989247311828	0.7959183673469388	0.8	0.9302325581395349	0.8676470588235294	0.8489208633093526	0.8141592920353983	0.8333333333333334	0.7380952380952381	0.8360655737704918	0.8351648351648352	0.8205128205128205	0.8061224489795918	0.8106060606060606	0.8153846153846154	0.7590361445783133	0.8571428571428571	0.8571428571428571	0.8579234972677595	0.5384615384615384	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.7843137254901961	0.7843137254901961	0.7843137254901961	0.7843137254901961	0.7843137254901961	0.7843137254901961	0.7843137254901961	0.7843137254901961	0.7843137254901961	0.8210526315789474	0.8125	0.8028169014084507	0.8108108108108109	0.8142857142857143	0.8333333333333334	0.8333333333333334	0.8095238095238095	0.8095238095238095	0.7564102564102564	0.7708333333333334	0.7708333333333334	0.784	0.7708333333333334	0.7708333333333334	0.8497109826589595	0.8333333333333334	0.8166666666666667	0.7857142857142857
Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics	0.8297872340425532	0.7735849056603774	0.8288288288288288	0.8962264150943396	0.831858407079646	0.8867924528301887	0.7924528301886793	0.8018867924528302	0.9150943396226415	0.8018867924528302	0.7830188679245284	0.7651515151515151	0.7169811320754716	0.8867924528301887	0.8207547169811321	0.7641509433962265	0.39080459770114945	0.1509433962264151	0.7383720930232558	0.7452830188679245	0.7358490566037735	0.7547169811320755	0.839622641509434	0.7830188679245284	0.8018867924528302	0.7735849056603774	0.8301886792452831	0.8161764705882353	0.762589928057554	0.8230088495575221	0.8962264150943396	0.8301886792452831	0.7868852459016393	0.8018867924528302	0.7452830188679245	0.8018867924528302	0.7727272727272727	0.7846153846153846	0.7641509433962265	0.8867924528301887	0.8867924528301887	0.7486338797814208	0.8113207547169812	0.7735849056603774	0.7735849056603774	0.7735849056603774	0.7735849056603774	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.839622641509434	0.7830188679245284	0.7358490566037735	0.8288288288288288	0.7924528301886793	0.839622641509434	0.839622641509434	0.8490566037735849	0.8490566037735849	0.7641509433962265	0.7830188679245284	0.7830188679245284	0.744	0.7830188679245284	0.7830188679245284	0.7572254335260116	0.8773584905660378	0.7547169811320755	0.8490566037735849
Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and Demand Statistics	0.8439716312056738	0.7758620689655172	0.853448275862069	0.9137931034482759	0.8275862068965517	0.896551724137931	0.8103448275862069	0.8103448275862069	0.9224137931034483	0.8103448275862069	0.7844827586206896	0.7727272727272727	0.7327586206896551	0.8879310344827587	0.8017241379310345	0.7844827586206896	0.43103448275862066	0.15517241379310345	0.7441860465116279	0.7586206896551724	0.7586206896551724	0.7586206896551724	0.8448275862068966	0.7672413793103449	0.8017241379310345	0.75	0.8362068965517241	0.8308823529411765	0.7553956834532374	0.8189655172413793	0.9051724137931034	0.8362068965517241	0.8278688524590164	0.7758620689655172	0.7413793103448276	0.7844827586206896	0.7878787878787878	0.7923076923076923	0.7586206896551724	0.896551724137931	0.896551724137931	0.7377049180327869	0.8103448275862069	0.7931034482758621	0.7931034482758621	0.7931034482758621	0.7931034482758621	0.8017241379310345	0.8017241379310345	0.8017241379310345	0.8017241379310345	0.8017241379310345	0.8017241379310345	0.8017241379310345	0.8017241379310345	0.8017241379310345	0.7931034482758621	0.7844827586206896	0.7155172413793104	0.853448275862069	0.7844827586206896	0.8448275862068966	0.8448275862068966	0.853448275862069	0.853448275862069	0.75	0.8017241379310345	0.8017241379310345	0.784	0.8017241379310345	0.8017241379310345	0.7572254335260116	0.8879310344827587	0.75	0.8620689655172413
Integrated Science Assessment for Particulate Matter (External Review Draft)	0.8368794326241135	0.8105263157894737	0.7747747747747747	0.8421052631578947	0.7787610619469026	0.8289473684210527	0.7894736842105263	0.7894736842105263	0.9078947368421053	0.7894736842105263	0.8	0.7878787878787878	0.8235294117647058	0.8421052631578947	0.7294117647058823	0.7894736842105263	0.7873563218390804	0.7755102040816326	0.75	0.7236842105263158	0.868421052631579	0.7763157894736842	0.8157894736842105	0.7311827956989247	0.826530612244898	0.8289473684210527	0.8026315789473685	0.8382352941176471	0.7769784172661871	0.7876106194690266	0.881578947368421	0.8026315789473685	0.6557377049180327	0.7912087912087912	0.8333333333333334	0.7857142857142857	0.7272727272727273	0.7461538461538462	0.7951807228915663	0.9078947368421053	0.9078947368421053	0.7923497267759563	0.8026315789473685	0.8157894736842105	0.8157894736842105	0.8157894736842105	0.8157894736842105	0.8026315789473685	0.8026315789473685	0.8026315789473685	0.8026315789473685	0.8026315789473685	0.8026315789473685	0.8026315789473685	0.8026315789473685	0.8026315789473685	0.8210526315789474	0.8020833333333334	0.881578947368421	0.7747747747747747	0.8026315789473685	0.7763157894736842	0.7763157894736842	0.7894736842105263	0.7894736842105263	0.8717948717948718	0.75	0.75	0.784	0.75	0.75	0.7976878612716763	0.8947368421052632	0.8026315789473685	0.8289473684210527
Minerals Commodity Summaries, Cement	0.8581560283687943	0.8421052631578947	0.8378378378378378	0.8055555555555556	0.831858407079646	0.8055555555555556	0.7333333333333333	0.847457627118644	0.8611111111111112	0.847457627118644	0.8666666666666667	0.8257575757575758	0.788235294117647	0.8611111111111112	0.8117647058823529	0.7818181818181819	0.8333333333333334	0.7244897959183674	0.8662790697674418	0.864406779661017	0.8289473684210527	0.796875	0.9166666666666666	0.8172043010752689	0.8163265306122449	0.7857142857142857	0.8372093023255814	0.8823529411764706	0.8561151079136691	0.8230088495575221	0.8333333333333334	0.9166666666666666	0.860655737704918	0.8351648351648352	0.8205128205128205	0.826530612244898	0.8636363636363636	0.8538461538461538	0.7951807228915663	0.8611111111111112	0.8611111111111112	0.8907103825136612	0.7884615384615384	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.6210526315789474	0.84375	0.8591549295774648	0.8378378378378378	0.7714285714285715	0.868421052631579	0.868421052631579	0.8611111111111112	0.8611111111111112	0.8333333333333334	0.7708333333333334	0.7708333333333334	0.832	0.7708333333333334	0.7708333333333334	0.8670520231213873	0.7222222222222222	0.7666666666666667	0.75
Minerals Yearbook, Cement	0.8652482269503546	0.8736842105263158	0.8828828828828829	0.84	0.8761061946902655	0.88	0.7777777777777778	0.847457627118644	0.88	0.847457627118644	0.8666666666666667	0.8712121212121212	0.8235294117647058	0.8620689655172413	0.8470588235294118	0.8181818181818182	0.8908045977011494	0.8061224489795918	0.9069767441860465	0.8305084745762712	0.8289473684210527	0.765625	0.8235294117647058	0.8602150537634409	0.8571428571428571	0.8428571428571429	0.8372093023255814	0.8970588235294118	0.8705035971223022	0.8761061946902655	0.84	0.8	0.8852459016393442	0.8681318681318682	0.8205128205128205	0.8571428571428571	0.8863636363636364	0.8846153846153846	0.8313253012048193	0.88	0.88	0.907103825136612	0.8269230769230769	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8105263157894737	0.875	0.8591549295774648	0.8828828828828829	0.8428571428571429	0.7894736842105263	0.7894736842105263	0.78125	0.78125	0.8461538461538461	0.7916666666666666	0.7916666666666666	0.864	0.7916666666666666	0.7916666666666666	0.9017341040462428	0.8	0.8	0.8064516129032258
Regulatory Impact Analysis for the Clean Air Interstate Rule	0.8581560283687943	0.7684210526315789	0.7927927927927928	0.8166666666666667	0.7787610619469026	0.8166666666666667	0.7666666666666667	0.8666666666666667	0.85	0.8666666666666667	0.8	0.7727272727272727	0.788235294117647	0.8	0.7411764705882353	0.7833333333333333	0.8218390804597702	0.7551020408163265	0.8023255813953488	0.8	0.75	0.859375	0.8	0.8172043010752689	0.7551020408163265	0.8142857142857143	0.7833333333333333	0.8235294117647058	0.7841726618705036	0.7876106194690266	0.8666666666666667	0.8	0.7622950819672131	0.7802197802197802	0.7692307692307693	0.7857142857142857	0.7878787878787878	0.7923076923076923	0.7590361445783133	0.8	0.8	0.7978142076502732	0.85	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.7894736842105263	0.7708333333333334	0.8169014084507042	0.7927927927927928	0.5	0.7833333333333333	0.7833333333333333	0.7833333333333333	0.7833333333333333	0.782051282051282	0.8333333333333334	0.8333333333333334	0.712	0.8333333333333334	0.8333333333333334	0.815028901734104	0.8833333333333333	0.8333333333333334	0.75
Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C, p. 12	0.8368794326241135	0.7894736842105263	0.7837837837837838	0.8289473684210527	0.8141592920353983	0.8157894736842105	0.75	0.8157894736842105	0.8947368421052632	0.8157894736842105	0.8555555555555555	0.7803030303030303	0.8	0.8421052631578947	0.8117647058823529	0.8157894736842105	0.7988505747126436	0.7959183673469388	0.813953488372093	0.7763157894736842	0.8947368421052632	0.8026315789473685	0.8157894736842105	0.8494623655913979	0.8061224489795918	0.7631578947368421	0.8157894736842105	0.7941176470588235	0.7985611510791367	0.8141592920353983	0.868421052631579	0.7763157894736842	0.7295081967213115	0.8131868131868132	0.8846153846153846	0.8061224489795918	0.7878787878787878	0.7846153846153846	0.8433734939759037	0.868421052631579	0.868421052631579	0.819672131147541	0.7763157894736842	0.7631578947368421	0.7631578947368421	0.7631578947368421	0.7631578947368421	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.8105263157894737	0.7916666666666666	0.8552631578947368	0.7837837837837838	0.07894736842105263	0.7763157894736842	0.7763157894736842	0.7763157894736842	0.7763157894736842	0.8461538461538461	0.7763157894736842	0.7763157894736842	0.744	0.7763157894736842	0.7763157894736842	0.791907514450867	0.868421052631579	0.7894736842105263	0.7763157894736842
Regulatory Impact Analysis, 2006 National Ambient Air Quality Standards for Particulate Matter, Chapter 5	0.8723404255319149	0.7333333333333333	0.8108108108108109	0.8857142857142857	0.8141592920353983	0.8571428571428571	0.8095238095238095	0.7904761904761904	0.9428571428571428	0.7904761904761904	0.8476190476190476	0.7878787878787878	0.7714285714285715	0.8666666666666667	0.819047619047619	0.8	0.7758620689655172	0.8	0.7441860465116279	0.7238095238095238	0.7904761904761904	0.8	0.8380952380952381	0.819047619047619	0.7714285714285715	0.7428571428571429	0.819047619047619	0.8088235294117647	0.7913669064748201	0.8141592920353983	0.8952380952380953	0.8285714285714286	0.7049180327868853	0.8285714285714286	0.780952380952381	0.8095238095238095	0.7727272727272727	0.7923076923076923	0.7333333333333333	0.9238095238095239	0.9238095238095239	0.7486338797814208	0.819047619047619	0.780952380952381	0.780952380952381	0.780952380952381	0.780952380952381	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.780952380952381	0.7333333333333333	0.7904761904761904	0.8108108108108109	0.6	0.8380952380952381	0.8380952380952381	0.8380952380952381	0.8380952380952381	0.7428571428571429	0.7904761904761904	0.7904761904761904	0.752	0.7904761904761904	0.7904761904761904	0.7745664739884393	0.9238095238095239	0.780952380952381	0.8476190476190476
Regulatory Impact Analysis, 2008 National Ambient Air Quality Standards for Ground-level Ozone, Chapter 6.	0.8794326241134752	0.7547169811320755	0.8378378378378378	0.8679245283018868	0.8672566371681416	0.8490566037735849	0.8113207547169812	0.7830188679245284	0.9339622641509434	0.7830188679245284	0.8207547169811321	0.803030303030303	0.7735849056603774	0.8584905660377359	0.8018867924528302	0.7830188679245284	0.7816091954022989	0.8113207547169812	0.7558139534883721	0.7358490566037735	0.7735849056603774	0.7924528301886793	0.839622641509434	0.8018867924528302	0.839622641509434	0.7547169811320755	0.8301886792452831	0.8161764705882353	0.7841726618705036	0.8761061946902655	0.8867924528301887	0.839622641509434	0.8114754098360656	0.8207547169811321	0.7830188679245284	0.8113207547169812	0.7727272727272727	0.8	0.7641509433962265	0.9150943396226415	0.9150943396226415	0.7540983606557377	0.7924528301886793	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.8018867924528302	0.7924528301886793	0.7547169811320755	0.7924528301886793	0.8378378378378378	0.5943396226415094	0.8301886792452831	0.8301886792452831	0.8207547169811321	0.8207547169811321	0.7264150943396226	0.7924528301886793	0.7924528301886793	0.768	0.7924528301886793	0.7924528301886793	0.7687861271676301	0.9056603773584906	0.8018867924528302	0.8301886792452831
Sector 31: Annual Survey of Manufactures: General Statistics:Statistics for Industry Groups and Industries: 2006 and 2005.	0.8156028368794326	0.819672131147541	0.8442622950819673	0.8934426229508197	0.8442622950819673	0.8852459016393442	0.8278688524590164	0.819672131147541	0.9262295081967213	0.819672131147541	0.7868852459016393	0.8333333333333334	0.7622950819672131	0.8852459016393442	0.7950819672131147	0.7868852459016393	0.7298850574712644	0.7459016393442623	0.7790697674418605	0.7704918032786885	0.7868852459016393	0.8114754098360656	0.8360655737704918	0.7622950819672131	0.819672131147541	0.7704918032786885	0.8360655737704918	0.8676470588235294	0.7985611510791367	0.8442622950819673	0.9098360655737705	0.8442622950819673	0.8442622950819673	0.8114754098360656	0.7459016393442623	0.8278688524590164	0.8257575757575758	0.8538461538461538	0.7786885245901639	0.9016393442622951	0.9016393442622951	0.4972677595628415	0.8114754098360656	0.7786885245901639	0.7786885245901639	0.7786885245901639	0.7786885245901639	0.8114754098360656	0.8114754098360656	0.8114754098360656	0.8114754098360656	0.8114754098360656	0.8114754098360656	0.8114754098360656	0.8114754098360656	0.8114754098360656	0.8032786885245902	0.8278688524590164	0.7868852459016393	0.8442622950819673	0.7786885245901639	0.8442622950819673	0.8442622950819673	0.8442622950819673	0.8442622950819673	0.7622950819672131	0.8278688524590164	0.8278688524590164	0.816	0.8278688524590164	0.8278688524590164	0.815028901734104	0.9098360655737705	0.7377049180327869	0.8442622950819673
State and Area Employment, Hours and Earnings 2005	0.8581560283687943	0.8315789473684211	0.8198198198198198	0.82	0.8230088495575221	0.82	0.8	0.847457627118644	0.86	0.847457627118644	0.7333333333333333	0.803030303030303	0.8117647058823529	0.84	0.7764705882352941	0.8545454545454545	0.8333333333333334	0.7755102040816326	0.8372093023255814	0.7796610169491526	0.7631578947368421	0.734375	0.78	0.7741935483870968	0.7755102040816326	0.7142857142857143	0.82	0.8088235294117647	0.8129496402877698	0.831858407079646	0.88	0.8	0.8032786885245902	0.8021978021978022	0.782051282051282	0.8061224489795918	0.803030303030303	0.8	0.7469879518072289	0.86	0.86	0.8524590163934426	0.8076923076923077	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8823529411764706	0.8823529411764706	0.8823529411764706	0.8823529411764706	0.8823529411764706	0.8823529411764706	0.8823529411764706	0.8823529411764706	0.8823529411764706	0.8	0.8333333333333334	0.43661971830985913	0.8198198198198198	0.7571428571428571	0.82	0.82	0.8	0.8	0.782051282051282	0.9	0.9	0.816	0.9	0.9	0.8497109826589595	0.84	0.7	0.82
State Energy Consumption, Price, and Expenditure Estimates (SEDS): Technical Notes Prices and Expenditures Section 4	0.8085106382978723	0.7931034482758621	0.8103448275862069	0.8706896551724138	0.853448275862069	0.8706896551724138	0.8017241379310345	0.7758620689655172	0.9224137931034483	0.7758620689655172	0.8189655172413793	0.8333333333333334	0.7672413793103449	0.8706896551724138	0.7844827586206896	0.7758620689655172	0.7471264367816092	0.7758620689655172	0.7616279069767442	0.7672413793103449	0.7672413793103449	0.7844827586206896	0.853448275862069	0.7586206896551724	0.7413793103448276	0.7672413793103449	0.8275862068965517	0.8014705882352942	0.8201438848920863	0.896551724137931	0.9137931034482759	0.8103448275862069	0.8278688524590164	0.7931034482758621	0.7844827586206896	0.7758620689655172	0.7803030303030303	0.8076923076923077	0.75	0.9137931034482759	0.9137931034482759	0.7595628415300546	0.7844827586206896	0.7931034482758621	0.7931034482758621	0.7931034482758621	0.7931034482758621	0.7844827586206896	0.7844827586206896	0.7844827586206896	0.7844827586206896	0.7844827586206896	0.7844827586206896	0.7844827586206896	0.7844827586206896	0.7844827586206896	0.8017241379310345	0.8017241379310345	0.7413793103448276	0.8103448275862069	0.7758620689655172	0.8362068965517241	0.8362068965517241	0.8362068965517241	0.8362068965517241	0.75	0.7844827586206896	0.7844827586206896	0.832	0.7844827586206896	0.7844827586206896	0.7861271676300579	0.8879310344827587	0.75	0.853448275862069
Technical Support Document: Calculating Benefit Per-Ton estimates, Ozone NAAQS Docket #EPA-HQ-OAR-2007	0.8652482269503546	0.8431372549019608	0.8558558558558559	0.8823529411764706	0.8672566371681416	0.8529411764705882	0.803921568627451	0.7647058823529411	0.9215686274509803	0.7647058823529411	0.8137254901960784	0.8106060606060606	0.8333333333333334	0.8529411764705882	0.7450980392156863	0.7843137254901961	0.7873563218390804	0.803921568627451	0.8081395348837209	0.7745098039215687	0.7745098039215687	0.7745098039215687	0.8529411764705882	0.8235294117647058	0.8333333333333334	0.8137254901960784	0.8333333333333334	0.8529411764705882	0.8129496402877698	0.8761061946902655	0.9019607843137255	0.8137254901960784	0.8114754098360656	0.8431372549019608	0.7450980392156863	0.8431372549019608	0.7878787878787878	0.8153846153846154	0.803921568627451	0.9117647058823529	0.9117647058823529	0.8142076502732241	0.803921568627451	0.7843137254901961	0.7843137254901961	0.7843137254901961	0.7843137254901961	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.7941176470588235	0.8921568627450981	0.8529411764705882	0.8333333333333334	0.8558558558558559	0.803921568627451	0.7549019607843137	0.7549019607843137	0.7941176470588235	0.7941176470588235	0.8431372549019608	0.7843137254901961	0.7843137254901961	0.816	0.7843137254901961	0.7843137254901961	0.7976878612716763	0.9019607843137255	0.7941176470588235	0.8529411764705882
