	Simplified Flow Sheet of Clinker and Cement Manufacture........................................ 2-2 2-2. Labor Costs per Metric Ton of Cement	Current Employment Statistics (National): Customizable Data Tables” Available at As obtained on	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Cement Association.	Cement Association. 2008b. “Market Research: Producer Price Indices—Competitive Building Materials.” Available at	Cement Association (PCA).	Department of Commerce, Bureau of the Census.	DC: Government Printing Office. Available at As obtained on	the Census.	DC: Government Printing Office. Available at As obtained on	Optimal Tariffs and Market Power: The Evidence.” American Economic Review 98(5):2032-2065.	Estimating Particulate MatterMortality Dose-Response Curves and Threshold Levels: An Analysis of Daily TimeSeries for the 20 Largest	A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S.	D&B Million Dollar Directory.	Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between	Multimarket Contact and Pricing: Evidence from the U.S.	Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics.” U.S. Geological Survey Data Series 140, Version 1.2. Available at	Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and	Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality. Special Report to the Health Effects Institute.	Reduction in Fine Particulate Air Pollution and Mortality.”	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Price and Seller Concentration in Cement: Effective Oligopoly or	Circular A-4: Regulatory Analysis.	Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds.”	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	U.S. and Canadian Portland Cement Industry: Plant Information Summary.	U.S. and Canadian Labor-Energy Input Survey	Flash Report: Capacity Expansion Update.” Available at < http://www.cement.org/econ/pdf/NONMEMBERCapacity Expansion.pdf>. As obtained on	Association (PCA). 2008a. “Cement and Concrete Basics: History & Manufacture of Portland Cement.” Available at concretebasics_history.asp>.	Association (PCA). 2008b. “Market Research: Producer Price Indices— Competitive Building Materials.” Available at	Association (PCA).	Cement Plant Operating Cost Study.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci.	Air Pollution and Cause-Specific Mortality in Milan, Italy, 1980–1989.” Arch Environ Health	The Cost of Environmental Regulation in a Concentrated Industry.” Available at	The Concentration-Response Relation between PM(2.5) and Daily Deaths.” Environ Health Perspectives	The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival.” Environmental Health Perspectives	Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death.”	Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix,	of the Census.	of the Census.	of the Census; generated by RTI International; using American FactFinder; “Sector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Department of Commerce, Bureau of Economic Analysis.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey. 2008b. Minerals Commodity Summaries, Cement	Current Employment Statistics (National): Customizable Data Tables.” Available at As obtained on	Statistics (BLS). 2007b. “State and Area Employment, Hours and Earnings	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C,	Environmental Protection Agency (EPA).	Environmental Protection Agency (EPA).	Environmental Protection Agency.	Environmental Protection Agency.	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	Advisory on Plans for Health Effects Analysis for EPA’s Second Prospective Analysis— Benefits and Costs of the Clean Air Act,	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	International Trade Commission (USITC). 2006. Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review). Publication 3856. Available at	Trade Commission.	Cement Manufacture and the Environment Part I: Chemistry and	Microeconomic Analysis. 3rd Ed.
2001 Annual Survey of Manufactures	0.8652482269503546	0.8631578947368421	0.8738738738738738	0.8529411764705882	0.8672566371681416	0.9117647058823529	0.8	0.847457627118644	0.8823529411764706	0.847457627118644	0.8666666666666667	0.8484848484848485	0.8588235294117647	0.8235294117647058	0.8470588235294118	0.8363636363636363	0.9022988505747126	0.8673469387755102	0.8837209302325582	0.8135593220338984	0.8289473684210527	0.8125	0.9411764705882353	0.8172043010752689	0.8469387755102041	0.7857142857142857	0.7674418604651163	0.8897058823529411	0.8273381294964028	0.8584070796460177	0.9117647058823529	0.8857142857142857	0.860655737704918	0.8351648351648352	0.8205128205128205	0.8469387755102041	0.8560606060606061	0.8769230769230769	0.8192771084337349	0.8529411764705882	0.8529411764705882	0.8306010928961749	0.7884615384615384	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.7789473684210526	0.8645833333333334	0.8169014084507042	0.8738738738738738	0.8571428571428571	0.7631578947368421	0.7631578947368421	0.8235294117647058	0.8235294117647058	0.782051282051282	0.75	0.75	0.856	0.75	0.75	0.8901734104046243	0.9117647058823529	0.8	0.9705882352941176
2001 Minerals Yearbook, Cement	0.8581560283687943	0.8736842105263158	0.8738738738738738	0.8333333333333334	0.8672566371681416	0.8333333333333334	0.7777777777777778	0.8305084745762712	0.9	0.8305084745762712	0.8555555555555555	0.8712121212121212	0.8470588235294118	0.8666666666666667	0.8470588235294118	0.8545454545454545	0.8850574712643678	0.7959183673469388	0.9011627906976745	0.8135593220338984	0.8289473684210527	0.796875	0.8823529411764706	0.8602150537634409	0.8469387755102041	0.8428571428571429	0.8604651162790697	0.8970588235294118	0.8561151079136691	0.8584070796460177	0.8666666666666667	0.8571428571428571	0.8770491803278688	0.8681318681318682	0.8076923076923077	0.8571428571428571	0.8787878787878788	0.8769230769230769	0.8192771084337349	0.8666666666666667	0.8666666666666667	0.9016393442622951	0.8269230769230769	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.7684210526315789	0.875	0.8169014084507042	0.8738738738738738	0.8428571428571429	0.8421052631578947	0.8421052631578947	0.84375	0.84375	0.8717948717948718	0.8333333333333334	0.8333333333333334	0.864	0.8333333333333334	0.8333333333333334	0.8901734104046243	0.8333333333333334	0.7833333333333333	0.9032258064516129
2002 Minerals Yearbook, Cement	0.8581560283687943	0.8736842105263158	0.8738738738738738	0.8333333333333334	0.8672566371681416	0.8333333333333334	0.7777777777777778	0.8305084745762712	0.9	0.8305084745762712	0.8555555555555555	0.8712121212121212	0.8470588235294118	0.8666666666666667	0.8470588235294118	0.8545454545454545	0.8850574712643678	0.7959183673469388	0.9011627906976745	0.8135593220338984	0.8289473684210527	0.796875	0.8823529411764706	0.8602150537634409	0.8469387755102041	0.8428571428571429	0.8604651162790697	0.8970588235294118	0.8561151079136691	0.8584070796460177	0.8666666666666667	0.8571428571428571	0.8770491803278688	0.8681318681318682	0.8076923076923077	0.8571428571428571	0.8787878787878788	0.8769230769230769	0.8192771084337349	0.8666666666666667	0.8666666666666667	0.9016393442622951	0.8269230769230769	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.7684210526315789	0.875	0.8169014084507042	0.8738738738738738	0.8428571428571429	0.8421052631578947	0.8421052631578947	0.84375	0.84375	0.8717948717948718	0.8333333333333334	0.8333333333333334	0.864	0.8333333333333334	0.8333333333333334	0.8901734104046243	0.8333333333333334	0.7833333333333333	0.9032258064516129
2003 Minerals Yearbook, Cement	0.8581560283687943	0.8736842105263158	0.8738738738738738	0.8333333333333334	0.8672566371681416	0.8333333333333334	0.7777777777777778	0.8305084745762712	0.9	0.8305084745762712	0.8555555555555555	0.8712121212121212	0.8470588235294118	0.8666666666666667	0.8470588235294118	0.8545454545454545	0.8850574712643678	0.7959183673469388	0.9011627906976745	0.8135593220338984	0.8289473684210527	0.796875	0.8823529411764706	0.8602150537634409	0.8469387755102041	0.8428571428571429	0.8604651162790697	0.8970588235294118	0.8561151079136691	0.8584070796460177	0.8666666666666667	0.8571428571428571	0.8770491803278688	0.8681318681318682	0.8076923076923077	0.8571428571428571	0.8787878787878788	0.8769230769230769	0.8192771084337349	0.8666666666666667	0.8666666666666667	0.9016393442622951	0.8269230769230769	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.7684210526315789	0.875	0.8169014084507042	0.8738738738738738	0.8428571428571429	0.8421052631578947	0.8421052631578947	0.84375	0.84375	0.8717948717948718	0.8333333333333334	0.8333333333333334	0.864	0.8333333333333334	0.8333333333333334	0.8901734104046243	0.8333333333333334	0.7833333333333333	0.9032258064516129
2004 Minerals Yearbook, Cement	0.8581560283687943	0.8736842105263158	0.8738738738738738	0.8333333333333334	0.8672566371681416	0.8333333333333334	0.7777777777777778	0.8305084745762712	0.9	0.8305084745762712	0.8555555555555555	0.8712121212121212	0.8470588235294118	0.8666666666666667	0.8470588235294118	0.8545454545454545	0.8850574712643678	0.7959183673469388	0.9011627906976745	0.8135593220338984	0.8289473684210527	0.796875	0.8823529411764706	0.8602150537634409	0.8469387755102041	0.8428571428571429	0.8604651162790697	0.8970588235294118	0.8561151079136691	0.8584070796460177	0.8666666666666667	0.8571428571428571	0.8770491803278688	0.8681318681318682	0.8076923076923077	0.8571428571428571	0.8787878787878788	0.8769230769230769	0.8192771084337349	0.8666666666666667	0.8666666666666667	0.9016393442622951	0.8269230769230769	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.7684210526315789	0.875	0.8169014084507042	0.8738738738738738	0.8428571428571429	0.8421052631578947	0.8421052631578947	0.84375	0.84375	0.8717948717948718	0.8333333333333334	0.8333333333333334	0.864	0.8333333333333334	0.8333333333333334	0.8901734104046243	0.8333333333333334	0.7833333333333333	0.9032258064516129
2005 Annual Survey of Manufactures	0.8652482269503546	0.8631578947368421	0.8738738738738738	0.8529411764705882	0.8672566371681416	0.9117647058823529	0.8	0.847457627118644	0.8823529411764706	0.847457627118644	0.8666666666666667	0.8484848484848485	0.8588235294117647	0.8235294117647058	0.8470588235294118	0.8363636363636363	0.9022988505747126	0.8673469387755102	0.8837209302325582	0.8135593220338984	0.8289473684210527	0.8125	0.9411764705882353	0.8172043010752689	0.8469387755102041	0.7857142857142857	0.7674418604651163	0.8897058823529411	0.8273381294964028	0.8584070796460177	0.9117647058823529	0.8857142857142857	0.860655737704918	0.8351648351648352	0.8205128205128205	0.8469387755102041	0.8560606060606061	0.8769230769230769	0.8192771084337349	0.8529411764705882	0.8529411764705882	0.8360655737704918	0.7884615384615384	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8214285714285714	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.7789473684210526	0.8645833333333334	0.8169014084507042	0.8738738738738738	0.8571428571428571	0.7631578947368421	0.7631578947368421	0.8235294117647058	0.8235294117647058	0.782051282051282	0.75	0.75	0.856	0.75	0.75	0.8901734104046243	0.9117647058823529	0.8	0.9705882352941176
2005 Minerals Yearbook, Cement	0.8581560283687943	0.8736842105263158	0.8738738738738738	0.8333333333333334	0.8672566371681416	0.8333333333333334	0.7777777777777778	0.8305084745762712	0.9	0.8305084745762712	0.8555555555555555	0.8712121212121212	0.8470588235294118	0.8666666666666667	0.8470588235294118	0.8545454545454545	0.8850574712643678	0.7959183673469388	0.9011627906976745	0.8135593220338984	0.8289473684210527	0.796875	0.8823529411764706	0.8602150537634409	0.8469387755102041	0.8428571428571429	0.8604651162790697	0.8970588235294118	0.8561151079136691	0.8584070796460177	0.8666666666666667	0.8571428571428571	0.8770491803278688	0.8681318681318682	0.8076923076923077	0.8571428571428571	0.8787878787878788	0.8769230769230769	0.8192771084337349	0.8666666666666667	0.8666666666666667	0.9016393442622951	0.8269230769230769	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.7684210526315789	0.875	0.8169014084507042	0.8738738738738738	0.8428571428571429	0.8421052631578947	0.8421052631578947	0.84375	0.84375	0.8717948717948718	0.8333333333333334	0.8333333333333334	0.864	0.8333333333333334	0.8333333333333334	0.8901734104046243	0.8333333333333334	0.7833333333333333	0.9032258064516129
2005 Minerals Yearbook,Cement	0.8652482269503546	0.8736842105263158	0.8828828828828829	0.8275862068965517	0.8672566371681416	0.8620689655172413	0.7777777777777778	0.8305084745762712	0.896551724137931	0.8305084745762712	0.8666666666666667	0.8787878787878788	0.8588235294117647	0.8620689655172413	0.8588235294117647	0.8727272727272727	0.8908045977011494	0.8061224489795918	0.9069767441860465	0.8305084745762712	0.8289473684210527	0.8125	0.8823529411764706	0.8602150537634409	0.8571428571428571	0.8428571428571429	0.8372093023255814	0.9044117647058824	0.8633093525179856	0.8672566371681416	0.896551724137931	0.8857142857142857	0.8770491803278688	0.8791208791208791	0.8205128205128205	0.8673469387755102	0.8863636363636364	0.8846153846153846	0.8313253012048193	0.8620689655172413	0.8620689655172413	0.907103825136612	0.8269230769230769	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.7789473684210526	0.875	0.8309859154929577	0.8828828828828829	0.8571428571428571	0.8421052631578947	0.8421052631578947	0.8125	0.8125	0.8717948717948718	0.8333333333333334	0.8333333333333334	0.872	0.8333333333333334	0.8333333333333334	0.8959537572254336	0.8275862068965517	0.7833333333333333	0.9354838709677419
2006 Minerals Yearbook,Crushed Stone	0.8652482269503546	0.8421052631578947	0.8468468468468469	0.8611111111111112	0.8584070796460177	0.8888888888888888	0.8666666666666667	0.8305084745762712	0.8611111111111112	0.8305084745762712	0.8555555555555555	0.8560606060606061	0.8588235294117647	0.8055555555555556	0.8352941176470589	0.8545454545454545	0.867816091954023	0.7857142857142857	0.877906976744186	0.8135593220338984	0.7894736842105263	0.84375	0.9166666666666666	0.8387096774193549	0.8163265306122449	0.8285714285714286	0.813953488372093	0.875	0.8633093525179856	0.8584070796460177	0.9166666666666666	0.8611111111111112	0.860655737704918	0.8571428571428571	0.8076923076923077	0.8469387755102041	0.8636363636363636	0.8692307692307693	0.8072289156626506	0.8333333333333334	0.8333333333333334	0.8797814207650273	0.8461538461538461	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8431372549019608	0.8210526315789474	0.84375	0.7746478873239436	0.8468468468468469	0.8428571428571429	0.8947368421052632	0.8947368421052632	0.8611111111111112	0.8611111111111112	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.856	0.8333333333333334	0.8333333333333334	0.8728323699421965	0.8055555555555556	0.7833333333333333	0.8888888888888888
Advisory on Plans for Health Effects Analysis for EPA�s Second Prospective Analysis�Benefits and Costs of the Clean Air Act, 1990�2020	0.8652482269503546	1.0	1.0	0.8955223880597015	1.0	0.8805970149253731	0.8059701492537313	0.7985074626865671	0.9402985074626866	0.7985074626865671	1.0	0.8059701492537313	0.7388059701492538	0.8805970149253731	0.7910447761194029	0.8134328358208955	1.0	0.7686567164179104	0.7674418604651163	1.0	0.7686567164179104	0.7761194029850746	0.8507462686567164	1.0	1.0	0.8059701492537313	0.8656716417910447	1.0	1.0	1.0	0.9104477611940298	1.0	0.8134328358208955	1.0	1.0	1.0	1.0	1.0	0.7313432835820896	0.917910447761194	0.917910447761194	1.0	0.8059701492537313	0.8134328358208955	0.8134328358208955	0.8134328358208955	0.8134328358208955	0.835820895522388	0.835820895522388	0.835820895522388	0.835820895522388	0.835820895522388	0.835820895522388	0.835820895522388	0.835820895522388	0.835820895522388	0.7761194029850746	1.0	1.0	1.0	0.746268656716418	0.8283582089552238	0.8283582089552238	0.835820895522388	0.835820895522388	0.7686567164179104	0.7985074626865671	0.7985074626865671	1.0	0.7985074626865671	0.7985074626865671	0.8034682080924855	0.917910447761194	0.7985074626865671	0.8432835820895522
Annual Energy Outlook 2008	0.9219858156028369	0.8947368421052632	0.8918918918918919	0.8846153846153846	0.9026548672566371	0.9230769230769231	0.8222222222222222	0.8813559322033898	0.8846153846153846	0.8813559322033898	0.8555555555555555	0.8863636363636364	0.8705882352941177	0.9310344827586207	0.8705882352941177	0.8363636363636363	0.9137931034482759	0.8775510204081632	0.9127906976744186	0.8305084745762712	0.8421052631578947	0.84375	0.8235294117647058	0.8602150537634409	0.8673469387755102	0.8142857142857143	0.7441860465116279	0.9117647058823529	0.8992805755395683	0.9026548672566371	0.9230769230769231	0.8	0.9016393442622951	0.8681318681318682	0.8461538461538461	0.8877551020408163	0.9015151515151515	0.8923076923076924	0.8433734939759037	0.8846153846153846	0.8846153846153846	0.912568306010929	0.8269230769230769	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8631578947368421	0.8958333333333334	0.8732394366197183	0.8918918918918919	0.8428571428571429	0.8157894736842105	0.8157894736842105	0.84375	0.84375	0.8205128205128205	0.7916666666666666	0.7916666666666666	0.872	0.7916666666666666	0.7916666666666666	0.9132947976878613	0.8846153846153846	0.8333333333333334	0.8709677419354839
Annual Energy Outlook 2009	0.9219858156028369	0.8947368421052632	0.8918918918918919	0.8846153846153846	0.9026548672566371	0.9230769230769231	0.8222222222222222	0.8813559322033898	0.8846153846153846	0.8813559322033898	0.8555555555555555	0.8863636363636364	0.8705882352941177	0.9310344827586207	0.8705882352941177	0.8363636363636363	0.9137931034482759	0.8775510204081632	0.9127906976744186	0.8305084745762712	0.8421052631578947	0.84375	0.8235294117647058	0.8602150537634409	0.8673469387755102	0.8142857142857143	0.7441860465116279	0.9117647058823529	0.8992805755395683	0.9026548672566371	0.9230769230769231	0.8	0.9016393442622951	0.8681318681318682	0.8461538461538461	0.8877551020408163	0.9015151515151515	0.8923076923076924	0.8433734939759037	0.8846153846153846	0.8846153846153846	0.912568306010929	0.8269230769230769	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.7857142857142857	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8736842105263158	0.8958333333333334	0.8732394366197183	0.8918918918918919	0.8428571428571429	0.8157894736842105	0.8157894736842105	0.84375	0.84375	0.8205128205128205	0.7916666666666666	0.7916666666666666	0.872	0.7916666666666666	0.7916666666666666	0.9190751445086706	0.8846153846153846	0.8333333333333334	0.8709677419354839
Characterizing Uncertainty in Particulate Matter Benefits Using Expert Elicitation	0.8368794326241135	0.7578947368421053	0.7657657657657657	0.8292682926829268	0.7787610619469026	0.8536585365853658	0.8048780487804879	0.7317073170731707	0.9146341463414634	0.7317073170731707	0.8666666666666667	0.803030303030303	0.8352941176470589	0.8536585365853658	0.8352941176470589	0.7804878048780488	0.7816091954022989	0.7755102040816326	0.7383720930232558	0.6219512195121951	0.7804878048780488	0.7439024390243902	0.8292682926829268	0.7311827956989247	0.7755102040816326	0.8048780487804879	0.7926829268292683	0.7794117647058824	0.7769784172661871	0.7964601769911505	0.9146341463414634	0.7560975609756098	0.7213114754098361	0.8461538461538461	0.8170731707317073	0.7551020408163265	0.75	0.7923076923076923	0.8072289156626506	0.9024390243902439	0.9024390243902439	0.7650273224043715	0.8048780487804879	0.7682926829268293	0.7682926829268293	0.7682926829268293	0.7682926829268293	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.8048780487804879	0.7894736842105263	0.75	0.8170731707317073	0.7657657657657657	0.8170731707317073	0.8170731707317073	0.8170731707317073	0.8048780487804879	0.8048780487804879	0.8170731707317073	0.7804878048780488	0.7804878048780488	0.76	0.7804878048780488	0.7804878048780488	0.8092485549132948	0.8902439024390244	0.7804878048780488	0.8292682926829268
Circular A-4: Regulatory Analysis	0.9078014184397163	0.8315789473684211	0.8378378378378378	0.8181818181818182	0.8407079646017699	0.8181818181818182	0.8222222222222222	0.8305084745762712	0.8787878787878788	0.8305084745762712	0.8666666666666667	0.8333333333333334	0.8470588235294118	0.9090909090909091	0.8470588235294118	0.8363636363636363	0.8908045977011494	0.8367346938775511	0.8837209302325582	0.7796610169491526	0.8026315789473685	0.8125	0.029411764705882353	0.7956989247311828	0.826530612244898	0.8142857142857143	0.8372093023255814	0.8823529411764706	0.8705035971223022	0.8495575221238938	0.8787878787878788	0.8571428571428571	0.8688524590163934	0.8351648351648352	0.782051282051282	0.826530612244898	0.8787878787878788	0.8615384615384616	0.8433734939759037	0.8484848484848485	0.8484848484848485	0.8797814207650273	0.7115384615384616	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8627450980392157	0.8627450980392157	0.8627450980392157	0.8627450980392157	0.8627450980392157	0.8627450980392157	0.8627450980392157	0.8627450980392157	0.8627450980392157	0.8315789473684211	0.8333333333333334	0.8169014084507042	0.8378378378378378	0.8142857142857143	0.868421052631579	0.868421052631579	0.8787878787878788	0.8787878787878788	0.8076923076923077	0.8125	0.8125	0.84	0.8125	0.8125	0.8728323699421965	0.8787878787878788	0.8166666666666667	0.8787878787878788
Consumer Price Index All Items � U.S. City Average Data: Customizable Data Tables	0.8297872340425532	1.0	1.0	0.8518518518518519	1.0	0.8518518518518519	0.8148148148148148	0.7654320987654321	0.9135802469135802	0.7654320987654321	1.0	0.7803030303030303	0.8352941176470589	0.8518518518518519	0.8235294117647058	0.8271604938271605	1.0	0.8163265306122449	0.7965116279069767	1.0	0.8518518518518519	0.7654320987654321	0.8271604938271605	1.0	1.0	0.8518518518518519	0.8395061728395061	1.0	1.0	1.0	0.9135802469135802	1.0	0.7868852459016393	1.0	1.0	1.0	1.0	1.0	0.8433734939759037	0.9012345679012346	0.9012345679012346	1.0	0.7901234567901234	0.8024691358024691	0.8024691358024691	0.8024691358024691	0.8024691358024691	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.8	1.0	1.0	1.0	0.8148148148148148	0.8395061728395061	0.8395061728395061	0.8518518518518519	0.8518518518518519	0.8271604938271605	0.8024691358024691	0.8024691358024691	1.0	0.8024691358024691	0.8024691358024691	0.8092485549132948	0.9012345679012346	0.7901234567901234	0.8518518518518519
Current Employment Statistics (National): Customizable Data Tables	0.8581560283687943	0.30526315789473685	0.6486486486486487	0.7878787878787878	0.7699115044247787	0.7727272727272727	0.8181818181818182	0.7575757575757576	0.8939393939393939	0.7575757575757576	0.8555555555555555	0.803030303030303	0.7764705882352941	0.8484848484848485	0.7647058823529411	0.7878787878787878	0.7816091954022989	0.8061224489795918	0.813953488372093	0.803030303030303	0.8289473684210527	0.8333333333333334	0.8333333333333334	0.7634408602150538	0.7755102040816326	0.8857142857142857	0.8333333333333334	0.8455882352941176	0.7913669064748201	0.7876106194690266	0.8787878787878788	0.7121212121212122	0.7622950819672131	0.8241758241758241	0.7307692307692307	0.7653061224489796	0.7803030303030303	0.7769230769230769	0.7831325301204819	0.8939393939393939	0.8939393939393939	0.8087431693989071	0.803030303030303	0.803030303030303	0.803030303030303	0.803030303030303	0.803030303030303	0.7878787878787878	0.7878787878787878	0.7878787878787878	0.7878787878787878	0.7878787878787878	0.7878787878787878	0.7878787878787878	0.7878787878787878	0.7878787878787878	0.7894736842105263	0.3125	0.8450704225352113	0.6486486486486487	0.8285714285714286	0.7727272727272727	0.7727272727272727	0.7878787878787878	0.7878787878787878	0.782051282051282	0.7727272727272727	0.7727272727272727	0.8	0.7727272727272727	0.7727272727272727	0.8265895953757225	0.8484848484848485	0.7727272727272727	0.803030303030303
Current-Dollar and �Real� Gross Domestic Product	0.8368794326241135	1.0	1.0	0.7708333333333334	1.0	0.7916666666666666	0.8125	0.8305084745762712	0.8958333333333334	0.8305084745762712	1.0	0.8106060606060606	0.8117647058823529	0.7708333333333334	0.8235294117647058	0.7818181818181819	1.0	0.8061224489795918	0.8488372093023255	1.0	0.7763157894736842	0.765625	0.7708333333333334	1.0	1.0	0.8	0.8541666666666666	1.0	1.0	1.0	0.8958333333333334	1.0	0.819672131147541	1.0	1.0	1.0	1.0	1.0	0.7710843373493976	0.875	0.875	1.0	0.8076923076923077	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8035714285714286	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.8235294117647058	0.7894736842105263	1.0	1.0	1.0	0.8142857142857143	0.8333333333333334	0.8333333333333334	0.7708333333333334	0.7708333333333334	0.8205128205128205	0.8958333333333334	0.8958333333333334	1.0	0.8958333333333334	0.8958333333333334	0.838150289017341	0.7916666666666666	0.7333333333333333	0.7916666666666666
Economic Analysis of Air Pollution Regulations: Portland Cement, Final Report	0.8226950354609929	0.7894736842105263	0.7657657657657657	0.8571428571428571	0.8053097345132744	0.8311688311688312	0.8051948051948052	0.8181818181818182	0.922077922077922	0.8181818181818182	0.8444444444444444	0.7803030303030303	0.7647058823529411	0.8051948051948052	0.8235294117647058	0.8181818181818182	0.7816091954022989	0.7040816326530612	0.7732558139534884	0.7402597402597403	0.8311688311688312	0.7662337662337663	0.7662337662337663	0.8279569892473119	0.8061224489795918	0.8051948051948052	0.8311688311688312	0.8308823529411765	0.7194244604316546	0.8053097345132744	0.8441558441558441	0.7922077922077922	0.7540983606557377	0.8131868131868132	0.7564102564102564	0.7755102040816326	0.7045454545454546	0.7769230769230769	0.8072289156626506	0.8831168831168831	0.8831168831168831	0.8142076502732241	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.8	0.7916666666666666	0.8441558441558441	0.7657657657657657	0.7792207792207793	0.7792207792207793	0.7792207792207793	0.7922077922077922	0.7922077922077922	0.8589743589743589	0.7402597402597403	0.7402597402597403	0.72	0.7402597402597403	0.7402597402597403	0.791907514450867	0.9090909090909091	0.7922077922077922	0.8051948051948052
