	Industry-wide Uses of Chlorine by Industry................................................................. 2-7 2-2. Use of Caustic Soda by Industry................................................................................... 2-7 2-3. Use of Caustic Potash by Industry ................................................................................ 2-8 2-4. Income (or Loss) as Net a Percentage of Sales, Basic Chemicals, Resins, and Synthetics (NAICS 3251 and 3252): 2000–2005 ....................................................... 2-14 3-1. Capital Cost Factor ($/ton Cl2 produced) vs. Capacity ................................................ 3-5 4-1. Price Trends: Alkalis and Chlorine Manufacturing:	Oxychem Completes Taft,	Chlorine: Ensuring Rail Transportation Safety.”	Potassium Carbonate Handbook.” http://www.armandproducts.com/pdfs/k2so3P1_12.pdf. Accessed	ASHTA Chemicals Inc. 2009a. About ASHTA. http://www.ashtachemicals.com/aboutfs.htm.	Inc. 2009b. Potassium Hydroxide,	Investment under Uncertainty.	Energy Information Administration.	Potassium Hydroxide.” http://www.ercoworldwide.com/ products_potassiumhydroxide.asp. Accessed	Distributional Effects of Environmental and Energy Policy: An Introduction.	Potassium Carbonate Faces Pressures from the Video Glass.” Chemical Market Reporter,	Site Fact Sheet Ashtabula Complex.” http://www.millenniumchem.com/NR/rdonlyres/6AE8BF59-D7CD-4768-951F37AE6F1C7321/0/SiteFactSheetAshtabula.pdf. Accessed	Occidental Chemical Corporation. 2008a. “OxyChem Caustic Potash Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Pages/chem_products_basic_alkali.aspx #alk_koh. Accessed	Occidental Chemical Corporation. 2008b. “OxyChem Caustic Soda Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Documents/caustic_soda/caustic.pdf.	Form 10-K405. Filed	Form 10-K. Filed	BB&T Capital Markets Presentation Manufacturing and Materials Conference.” http://www.olin.com/. Accessed	Bill Would End Mercury Use at Chlorine Plants.” http://chronicle.augusta.com/stories/031308/met_190792.shtml. Accessed	Form 10-K. Filed	Accessed	Form 10-K. Filed	Chlorine Product Bulletin.” http://corporateportal.ppg.com/NA/Chemicals/CAD/ProductInformation/Bull /English/EN. Accessed	PPG Reaches Agreement with State of Maryland.” PPG News Release. http://corporateportal.ppg.com/PPG/Newsroom/News/20090811.htm.	The Effects of Environmental Regulation on Technology Diffusion: The Case of	Special Focus on Chlorine.”	The Innovation Group (TIG).	of Labor Statistics.	of Labor Statistics. 2009b. LAU Local Area Unemployment Statistics Series Id:	of Labor Statistics.	4-13 U.S. Bureau of Labor Statistics.	of Labor Statistics.	Quarterly Financial Report for Manufacturing, Mining, and Trade Corporations, 1st Quarter reports. http://www.census.gov/prod/www/abs/qfrmm.html. Accessed	Economic Census.	http://factfinder.census.gov/servlet/DatasetMainPageServlet?_program=ECN&_tabId=E CN1&_submenuId=datasets_4&_lang=en&_ts=24636668839. Accessed	Bureau; generated by RTI International; using American FactFinder; “Sector 31: Manufacturing: Industry Series: Industry Statistics by Employment Size:	Department of Transportation.	Department of Transportation.	Environmental Protection Agency (EPA).	Federal Trade Commission (FTC).	Soda Ash. http://minerals.usgs.gov/minerals/pubs/ commodity/soda_ash/mcs-2009-sodaa.pdf. Accessed August 4,	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Environmental Protection Agency—Science Advisory Board (U.S.	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Environmental Protection Agency. RE: Docket No. EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants:	EPA requested documentation of these emission estimates using their authority under section 114 of the Clean Air Act.	EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants: Mercury Emissions from Mercury Cell Chlor-Alkali Plants—Memo: “Updated Cost Impacts Associated with the Conversion from Chlorine Production Utilizing Mercury Cell Chlor-Alkali Technology to Membrane Cell Technology,” from	B-4 Table B-3. Power Company Emission Factors: Fuel=Coal (Short tons per kWh)	Available on the internet at http://www.epa.gov/CAIR/pdfs/finaltech01.pdf U.S. Environmental Protection Agency	Available on the internet at http://www.epa.gov/cleanenergy/documents/egridzips/eGRID2007TechnicalSupportDoc ument.pdf U.S. Environmental Protection Agency
"""Site Fact Sheet Ashtabula Complex"""	0.6727272727272727	0.48	0.5806451612903225	0.5833333333333333	0.46875	0.625	0.6785714285714286	0.6896551724137931	0.5161290322580645	0.6060606060606061	0.5151515151515151	0.5869565217391304	0.5853658536585367	0.575	0.7586206896551724	0.7407407407407407	0.5833333333333333	0.6511627906976745	0.7407407407407407	0.8095238095238095	0.7407407407407407	0.5714285714285714	0.6585365853658536	0.5806451612903225	0.41666666666666663	0.6896551724137931	0.625	0.5757575757575757	0.625	0.6333333333333333	0.625	0.5526315789473684	0.6086956521739131	0.6304347826086957	0.5789473684210527	0.6538461538461539	0.6538461538461539	0.6666666666666667	0.6296296296296297	0.5675675675675675	0.5151515151515151	0.4722222222222222	0.6363636363636364	0.5945945945945945	0.7111111111111111	0.5625	0.6666666666666667	0.5526315789473684	0.5789473684210527	0.627906976744186
1997 Directory of Chemical Producers	0.6363636363636364	0.5185185185185186	0.5625	0.5277777777777778	0.5833333333333333	0.5161290322580645	0.5555555555555556	0.5714285714285714	0.5	0.4516129032258065	0.5	0.5434782608695652	0.6046511627906976	0.5609756097560976	0.6896551724137931	0.6666666666666667	0.5277777777777778	0.5	0.6666666666666667	0.8260869565217391	0.6666666666666667	0.47058823529411764	0.5384615384615384	0.4137931034482759	0.5714285714285714	0.7096774193548387	0.6538461538461539	0.5588235294117647	0.6538461538461539	0.6129032258064516	0.6538461538461539	0.5384615384615384	0.64	0.5555555555555556	0.6	0.5769230769230769	0.5769230769230769	0.6	0.6071428571428572	0.5526315789473684	0.5428571428571429	0.5384615384615384	0.5757575757575757	0.5789473684210527	0.5365853658536586	0.3448275862068966	0.6	0.6097560975609756	0.5263157894736843	0.5476190476190477
2009a. Producer Price Index Industry Data, Series ID=PCU PC325181325181	0.543859649122807	0.7027027027027026	0.65	0.5813953488372092	0.5952380952380952	0.36363636363636365	0.53125	0.6285714285714286	0.6341463414634146	0.5641025641025641	0.627906976744186	0.5	0.5833333333333333	0.5434782608695652	0.7222222222222222	0.7428571428571429	0.6739130434782609	0.48888888888888893	0.7428571428571429	0.8709677419354839	0.7428571428571429	0.6046511627906976	0.5555555555555556	0.65	0.6285714285714286	0.7027027027027026	0.696969696969697	0.5	0.696969696969697	0.5833333333333333	0.696969696969697	0.6458333333333333	0.6875	0.5102040816326531	0.6382978723404256	0.6764705882352942	0.6764705882352942	0.6842105263157895	0.6944444444444444	0.5681818181818181	0.5609756097560976	0.5555555555555556	0.5897435897435898	0.7083333333333333	0.5833333333333333	0.5641025641025641	0.6071428571428572	0.6170212765957447	0.5454545454545454	0.5625
2009b. LAU Local Area Unemployment Statistics Series ID	0.5818181818181818	0.65625	0.6	0.6	0.4117647058823529	0.4193548387096774	0.5	0.5172413793103448	0.5833333333333333	0.4545454545454546	0.6153846153846154	0.5416666666666667	0.5681818181818181	0.5238095238095238	0.71875	0.7	0.6341463414634146	0.5348837209302326	0.7	0.8461538461538461	0.7	0.5526315789473684	0.5	0.6	0.5666666666666667	0.65625	0.5384615384615384	0.1428571428571429	0.5384615384615384	0.5625	0.5384615384615384	0.6046511627906976	0.6785714285714286	0.5531914893617021	0.5609756097560976	0.5185185185185186	0.5185185185185186	0.5483870967741935	0.6451612903225806	0.43243243243243246	0.5405405405405406	0.5	0.48484848484848486	0.6428571428571428	0.5681818181818181	0.5833333333333333	0.5961538461538461	0.6046511627906976	0.4473684210526315	0.4390243902439024
2009c. LAU Local Area Unemployment Series ID:	0.5818181818181818	0.65625	0.5588235294117647	0.6	0.4117647058823529	0.46875	0.5	0.5172413793103448	0.5428571428571429	0.4545454545454546	0.65	0.5416666666666667	0.5681818181818181	0.5238095238095238	0.71875	0.7	0.6	0.5	0.7	0.8461538461538461	0.7	0.5135135135135135	0.46153846153846156	0.5588235294117647	0.5666666666666667	0.65625	0.5925925925925926	0.1428571428571429	0.5925925925925926	0.6060606060606061	0.5925925925925926	0.6046511627906976	0.6785714285714286	0.5531914893617021	0.5609756097560976	0.5185185185185186	0.5185185185185186	0.5483870967741935	0.6451612903225806	0.43243243243243246	0.5405405405405406	0.5365853658536586	0.48484848484848486	0.6097560975609756	0.5348837209302326	0.5833333333333333	0.5961538461538461	0.6046511627906976	0.4473684210526315	0.4390243902439024
2009d. Current Employment Statistics- CES(National)	0.5454545454545454	0.6363636363636364	0.5	0.5853658536585367	0.4864864864864865	0.4545454545454546	0.5333333333333333	0.5483870967741935	0.5675675675675675	0.5277777777777778	0.5641025641025641	0.46808510638297873	0.5555555555555556	0.5116279069767442	0.65625	0.6333333333333333	0.5853658536585367	0.4883720930232558	0.6333333333333333	0.8571428571428572	0.6333333333333333	0.5	0.4878048780487805	0.5428571428571429	0.5	0.59375	0.6666666666666667	0.4117647058823529	0.6666666666666667	0.6285714285714286	0.6666666666666667	0.5909090909090908	0.5555555555555556	0.5416666666666667	0.5813953488372092	0.6	0.6	0.4838709677419355	0.48275862068965514	0.42105263157894735	0.4444444444444444	0.5238095238095238	0.47058823529411764	0.5952380952380952	0.4883720930232558	0.48571428571428577	0.5576923076923077	0.44999999999999996	0.5121951219512195	0.5333333333333333
Historic Exchange Rates	0.7678571428571428	0.64	0.5185185185185186	0.6571428571428571	0.6764705882352942	0.5714285714285714	0.625	0.5217391304347826	0.6	0.6	0.6363636363636364	0.7021276595744681	0.65	0.675	0.8148148148148149	0.8	0.6571428571428571	0.6829268292682926	0.8	0.8333333333333334	0.8	0.6060606060606061	0.6578947368421053	0.46153846153846156	0.5833333333333333	0.64	0.6190476190476191	0.696969696969697	0.6190476190476191	0.6785714285714286	0.6190476190476191	0.6578947368421053	0.6	0.7173913043478262	0.6486486486486487	0.5909090909090908	0.5909090909090908	0.56	0.6799999999999999	0.6756756756756757	0.59375	0.6216216216216216	0.5862068965517242	0.6285714285714286	0.65	0.5517241379310345	0.6938775510204082	0.6923076923076923	0.6111111111111112	0.6585365853658536
PPG Canada: Fact Sheet No. 12	0.6666666666666667	0.7241379310344828	0.65625	0.5714285714285714	0.6285714285714286	0.65625	0.7142857142857143	0.7241379310344828	0.6764705882352942	0.6764705882352942	0.5882352941176471	0.6382978723404256	0.6744186046511628	0.6666666666666667	0.75	0.7307692307692308	0.6486486486486487	0.6428571428571428	0.7307692307692308	0.8571428571428572	0.7307692307692308	0.6	0.5405405405405406	0.696969696969697	0.5769230769230769	0.6785714285714286	0.72	0.6470588235294117	0.72	0.7096774193548387	0.72	0.65	0.7083333333333333	0.6222222222222222	0.7073170731707317	0.7407407407407407	0.7407407407407407	0.7	0.6666666666666667	0.6666666666666667	0.6666666666666667	0.65	0.6666666666666667	0.6923076923076923	0.6428571428571428	0.59375	0.6862745098039216	0.65	0.6052631578947368	0.6511627906976745
Revised Conversion Costs and Baseline Emissions-Conversation from Mercury Cell Chlor-Alkali to Membrane Cell Technology	0.4814814814814815	0.5757575757575757	0.4411764705882353	0.5365853658536586	0.55	0.6052631578947368	0.5625	0.4838709677419355	0.5897435897435898	0.38235294117647056	0.43243243243243246	0.52	0.5111111111111111	0.5333333333333333	0.75	0.7352941176470589	0.3783783783783784	0.5111111111111111	0.7352941176470589	0.8275862068965517	0.7352941176470589	0.4473684210526315	0.5454545454545454	0.29032258064516125	0.6176470588235294	0.6571428571428571	0.6875	0.5641025641025641	0.6875	0.6111111111111112	0.6875	0.3589743589743589	0.6333333333333333	0.5306122448979591	0.3846153846153846	0.625	0.625	0.5151515151515151	0.6060606060606061	0.44999999999999996	0.43243243243243246	0.3589743589743589	0.4571428571428572	0.3513513513513513	0.4772727272727273	0.38235294117647056	0.4285714285714286	0.47619047619047616	0.42500000000000004	0.4545454545454546
Historical ECU Cash Margins	0.7272727272727273	0.6538461538461539	0.5357142857142857	0.6666666666666667	0.6470588235294117	0.6774193548387097	0.64	0.6	0.65625	0.6129032258064516	0.6060606060606061	0.7346938775510203	0.6585365853658536	0.6829268292682926	0.8214285714285714	0.8076923076923077	0.5882352941176471	0.5897435897435898	0.8076923076923077	0.9	0.8076923076923077	0.5757575757575757	0.6666666666666667	0.4814814814814815	0.5416666666666667	0.7037037037037037	0.6363636363636364	0.6666666666666667	0.6363636363636364	0.6896551724137931	0.6363636363636364	0.631578947368421	0.6190476190476191	0.6666666666666667	0.6578947368421053	0.6666666666666667	0.6666666666666667	0.5769230769230769	0.64	0.6842105263157895	0.5625	0.5555555555555556	0.5517241379310345	0.6	0.6904761904761905	0.5172413793103448	0.6458333333333333	0.6666666666666667	0.5833333333333333	0.6666666666666667
Consultation on EPA's Particulate Matter National Ambient Air Quality Standards: Scope and Methods Plan for Health Risk and Exposure Assessment	0.5172413793103448	0.5833333333333333	0.45945945945945943	0.4390243902439024	0.4878048780487805	0.5384615384615384	0.6486486486486487	0.5833333333333333	0.4473684210526315	0.4473684210526315	0.41025641025641024	0.47058823529411764	0.4565217391304348	0.4444444444444444	0.8048780487804879	0.7948717948717949	0.4390243902439024	0.5208333333333333	0.7948717948717949	0.8484848484848485	0.7948717948717949	0.42500000000000004	0.4545454545454546	0.45945945945945943	0.5833333333333333	0.725	0.6857142857142857	0.5	0.6857142857142857	0.6829268292682926	0.6857142857142857	0.41860465116279066	0.6764705882352942	0.48	0.4418604651162791	0.6666666666666667	0.6666666666666667	0.6052631578947368	0.6842105263157895	0.5	0.44999999999999996	0.38095238095238093	0.55	0.45238095238095233	0.4222222222222223	0.4473684210526315	0.38	0.48888888888888893	0.40476190476190477	0.46808510638297873
Sector 31: ECO731I1: Manufacturing: Industry Series: Detailed Statistics by Industry for the United States: 2007	0.4821428571428571	0.6486486486486487	0.4864864864864865	0.5348837209302326	0.5121951219512195	0.5641025641025641	0.6	0.5714285714285714	0.6511627906976745	0.43243243243243246	0.5813953488372092	0.45999999999999996	0.5416666666666667	0.4666666666666667	0.7692307692307692	0.7567567567567568	0.5681818181818181	0.40909090909090906	0.7567567567567568	0.8787878787878788	0.7567567567567568	0.4878048780487805	0.5111111111111111	0.4444444444444444	0.6111111111111112	0.717948717948718	0.6764705882352942	0.4473684210526315	0.6764705882352942	0.5675675675675675	0.6764705882352942	0.5111111111111111	0.7058823529411764	0.4375	0.4285714285714286	0.6944444444444444	0.6944444444444444	0.6666666666666667	0.7105263157894737	0.4883720930232558	0.5813953488372092	0.4418604651162791	0.575	0.5454545454545454	0.4444444444444444	0.4736842105263158	0.4	0.574468085106383	0.3902439024390244	0.38636363636363635
State Electricity Profiles Table 10	0.6666666666666667	0.5769230769230769	0.5172413793103448	0.6486486486486487	0.5882352941176471	0.5666666666666667	0.6666666666666667	0.5769230769230769	0.6363636363636364	0.5	0.6285714285714286	0.6382978723404256	0.6744186046511628	0.6341463414634146	0.7037037037037037	0.6799999999999999	0.6486486486486487	0.6428571428571428	0.6799999999999999	0.8571428571428572	0.6799999999999999	0.6388888888888888	0.5789473684210527	0.5172413793103448	0.6296296296296297	0.7241379310344828	0.47619047619047616	0.5161290322580645	0.47619047619047616	0.5185185185185186	0.47619047619047616	0.6153846153846154	0.7083333333333333	0.6521739130434783	0.5277777777777778	0.5833333333333333	0.5833333333333333	0.5555555555555556	0.6666666666666667	0.5945945945945945	0.6285714285714286	0.5405405405405406	0.5333333333333333	0.6216216216216216	0.575	0.5	0.6041666666666667	0.5789473684210527	0.48571428571428577	0.55
Supplemental Tables to the Annual Energy Outlook 2010 Table 2	0.5818181818181818	0.5666666666666667	0.46875	0.5641025641025641	0.5	0.6	0.6875	0.5666666666666667	0.6216216216216216	0.5428571428571429	0.6153846153846154	0.5714285714285714	0.5	0.5238095238095238	0.7575757575757576	0.7419354838709677	0.5641025641025641	0.5348837209302326	0.7419354838709677	0.8888888888888888	0.7419354838709677	0.5897435897435898	0.5365853658536586	0.5151515151515151	0.6129032258064516	0.65625	0.7333333333333334	0.5142857142857142	0.7333333333333334	0.6857142857142857	0.7333333333333334	0.5365853658536586	0.7241379310344828	0.5833333333333333	0.4871794871794872	0.6206896551724138	0.6206896551724138	0.59375	0.6875	0.4736842105263158	0.5789473684210527	0.5	0.5714285714285714	0.575	0.5	0.5	0.47916666666666663	0.5365853658536586	0.4871794871794872	0.47619047619047616
The Emissions and Generation Resource Integrated Database for 2007 (eGRID2007) Technical Support Document	0.5	0.6388888888888888	0.4722222222222222	0.5909090909090908	0.46153846153846156	0.5526315789473684	0.6285714285714286	0.5588235294117647	0.6428571428571428	0.45945945945945943	0.5	0.5098039215686274	0.5918367346938775	0.5217391304347826	0.7631578947368421	0.75	0.5581395348837209	0.5625	0.75	0.875	0.75	0.475	0.5	0.4285714285714286	0.6	0.5151515151515151	0.6666666666666667	0.4736842105263158	0.6666666666666667	0.6666666666666667	0.6666666666666667	0.5333333333333333	0.696969696969697	0.52	0.45238095238095233	0.5625	0.5625	0.5833333333333333	0.5882352941176471	0.47619047619047616	0.6046511627906976	0.4651162790697675	0.5641025641025641	0.5348837209302326	0.5	0.5384615384615384	0.4807692307692307	0.5333333333333333	0.45238095238095233	0.29268292682926833
User's Manual for the Co-Benefits Risk Assessment (COBRA) Screening Model	0.49090909090909096	0.6285714285714286	0.5405405405405406	0.5813953488372092	0.5952380952380952	0.6829268292682926	0.6176470588235294	0.5882352941176471	0.6341463414634146	0.5641025641025641	0.4871794871794872	0.5849056603773585	0.5531914893617021	0.5434782608695652	0.7567567567567568	0.7428571428571429	0.4358974358974359	0.5531914893617021	0.7428571428571429	0.8333333333333334	0.7428571428571429	0.5	0.5555555555555556	0.5	0.5882352941176471	0.6666666666666667	0.696969696969697	0.575	0.696969696969697	0.5833333333333333	0.696969696969697	0.5227272727272727	0.6875	0.5961538461538461	0.5116279069767442	0.6764705882352942	0.6764705882352942	0.5714285714285714	0.5757575757575757	0.5348837209302326	0.525	0.4883720930232558	0.4722222222222222	0.44999999999999996	0.5217391304347826	0.4864864864864865	0.5	0.5227272727272727	0.5116279069767442	0.5625
Guidelines for Preparing Economic Analyses	0.6545454545454545	0.6071428571428572	0.5	0.5555555555555556	0.6111111111111112	0.5483870967741935	0.5384615384615384	0.375	0.4838709677419355	0.3214285714285714	0.48484848484848486	0.625	0.5609756097560976	0.6190476190476191	0.7241379310344828	0.7037037037037037	0.47058823529411764	0.525	0.7037037037037037	0.7619047619047619	0.7037037037037037	0.40625	0.4864864864864865	0.4482758620689655	0.5555555555555556	0.6551724137931034	0.6923076923076923	0.5	0.6923076923076923	0.6875	0.6923076923076923	0.5263157894736843	0.5652173913043479	0.5777777777777777	0.4722222222222222	0.56	0.56	0.42307692307692313	0.5925925925925926	0.5	0.3870967741935484	0.4444444444444444	0.4137931034482759	0.5675675675675675	0.525	0.3214285714285714	0.5918367346938775	0.6	0.4722222222222222	0.46153846153846156
"""Electric Power Annual 2007: State Data Tables"""	0.6071428571428572	0.7352941176470589	0.5588235294117647	0.5641025641025641	0.4571428571428572	0.5588235294117647	0.6875	0.65625	0.5833333333333333	0.4545454545454546	0.65	0.5416666666666667	0.5681818181818181	0.5581395348837209	0.7941176470588236	0.78125	0.5641025641025641	0.5681818181818181	0.78125	0.8461538461538461	0.78125	0.5526315789473684	0.5714285714285714	0.5151515151515151	0.6129032258064516	0.696969696969697	0.6428571428571428	0.5142857142857142	0.6428571428571428	0.6470588235294117	0.6428571428571428	0.6046511627906976	0.6785714285714286	0.5833333333333333	0.5609756097560976	0.6206896551724138	0.6206896551724138	0.59375	0.6875	0.55	0.6153846153846154	0.5714285714285714	0.5714285714285714	0.575	0.5	0.5833333333333333	0.54	0.5365853658536586	0.525	0.4
"""Summary of 2005 Cell Room Mercury Emissions Data for Occidental Chemical Company Mercury Cell Chlor-Alkali Plants"""	0.49122807017543857	0.5833333333333333	0.5	0.5116279069767442	0.5238095238095238	0.575	0.6486486486486487	0.5833333333333333	0.5609756097560976	0.4871794871794872	0.44999999999999996	0.43999999999999995	0.4893617021276596	0.4444444444444444	0.7105263157894737	0.7297297297297297	0.47619047619047616	0.4893617021276596	0.7297297297297297	0.8484848484848485	0.7297297297297297	0.46341463414634143	0.4545454545454546	0.45945945945945943	0.5833333333333333	0.725	0.7222222222222222	0.5	0.7222222222222222	0.6829268292682926	0.7222222222222222	0.5217391304347826	0.6764705882352942	0.5098039215686274	0.5111111111111111	0.6285714285714286	0.6285714285714286	0.6052631578947368	0.6842105263157895	0.4651162790697675	0.44999999999999996	0.4545454545454546	0.55	0.4883720930232558	0.38636363636363635	0.4473684210526315	0.4117647058823529	0.5217391304347826	0.4418604651162791	0.4347826086956522
"""The Travancore-Cochin Chemicals Limited"""	0.6481481481481481	0.5384615384615384	0.5806451612903225	0.6216216216216216	0.6	0.625	0.52	0.5925925925925926	0.6060606060606061	0.5625	0.5588235294117647	0.6734693877551021	0.6511627906976745	0.6428571428571428	0.6666666666666667	0.64	0.5428571428571429	0.6511627906976745	0.64	0.8095238095238095	0.64	0.5714285714285714	0.6585365853658536	0.4285714285714286	0.5384615384615384	0.5925925925925926	0.625	0.5757575757575757	0.625	0.6333333333333333	0.625	0.5526315789473684	0.6086956521739131	0.6595744680851063	0.65	0.5416666666666667	0.5416666666666667	0.5714285714285714	0.45833333333333337	0.5675675675675675	0.5151515151515151	0.5526315789473684	0.5483870967741935	0.5142857142857142	0.6511627906976745	0.5161290322580645	0.64	0.5897435897435898	0.5789473684210527	0.627906976744186
"""With Conditions, FTC Clears Occidental Chemical's Purchase of Vulcan's Chemical Assets"""	0.6206896551724138	0.5	0.5833333333333333	0.55	0.5641025641025641	0.5833333333333333	0.625	0.59375	0.5675675675675675	0.5277777777777778	0.4	0.6415094339622642	0.5869565217391304	0.6086956521739131	0.7352941176470589	0.71875	0.4736842105263158	0.5869565217391304	0.71875	0.8148148148148149	0.71875	0.5	0.6222222222222222	0.5	0.5483870967741935	0.6764705882352942	0.7096774193548387	0.6153846153846154	0.7096774193548387	0.7027027027027026	0.7096774193548387	0.4878048780487805	0.6551724137931034	0.6274509803921569	0.5813953488372092	0.6	0.6	0.6176470588235294	0.5333333333333333	0.5714285714285714	0.4864864864864865	0.4878048780487805	0.5945945945945945	0.4871794871794872	0.6170212765957447	0.4411764705882353	0.5849056603773585	0.5581395348837209	0.5813953488372092	0.5957446808510638
Advisory on Plans for Health Effects Analysis in the Analytical Plan for EPA's Second Prospective Analysis-Benefits and Costs of the Clean Air Act, 1990-2020	0.5263157894736843	0.6	0.5526315789473684	0.5238095238095238	0.5	0.5135135135135135	0.6666666666666667	0.6	0.575	0.5384615384615384	0.5714285714285714	0.48	0.5319148936170213	0.5217391304347826	0.7297297297297297	0.7142857142857143	0.5581395348837209	0.4666666666666667	0.7142857142857143	0.8387096774193549	0.7142857142857143	0.5121951219512195	0.4651162790697675	0.5526315789473684	0.6	0.7105263157894737	0.7058823529411764	0.4736842105263158	0.7058823529411764	0.631578947368421	0.7058823529411764	0.5333333333333333	0.7352941176470589	0.52	0.5555555555555556	0.6857142857142857	0.6857142857142857	0.5833333333333333	0.7027027027027026	0.4	0.5	0.5	0.4864864864864865	0.6	0.4666666666666667	0.45945945945945943	0.4509803921568627	0.5652173913043479	0.41463414634146345	0.5106382978723405
Average Retail Price of Electricity to Ultimate Customers by End-Use Sector, by State for 2006	0.4727272727272728	0.6388888888888888	0.5135135135135135	0.5581395348837209	0.5365853658536586	0.4722222222222222	0.5454545454545454	0.5151515151515151	0.6097560975609756	0.37142857142857144	0.5	0.48	0.5319148936170213	0.5531914893617021	0.7297297297297297	0.7142857142857143	0.5581395348837209	0.5	0.7142857142857143	0.8387096774193549	0.7142857142857143	0.5121951219512195	0.5	0.4285714285714286	0.6388888888888888	0.7435897435897436	0.6666666666666667	0.43243243243243246	0.6666666666666667	0.5945945945945945	0.6666666666666667	0.4651162790697675	0.65625	0.4897959183673469	0.4883720930232558	0.6857142857142857	0.6857142857142857	0.5	0.6666666666666667	0.3589743589743589	0.42105263157894735	0.3902439024390244	0.4	0.5	0.39534883720930236	0.41666666666666663	0.3877551020408163	0.5652173913043479	0.33333333333333337	0.37209302325581395
Clean Air Interstate Rule Emissions Inventory Technical Suport Document 	0.5818181818181818	0.5172413793103448	0.3666666666666667	0.6	0.4571428571428572	0.6	0.5	0.5172413793103448	0.5428571428571429	0.40625	0.5405405405405406	0.5416666666666667	0.6	0.5581395348837209	0.7941176470588236	0.78125	0.5263157894736843	0.5681818181818181	0.78125	0.8461538461538461	0.78125	0.4285714285714286	0.5714285714285714	0.25	0.4642857142857143	0.5172413793103448	0.6896551724137931	0.5142857142857142	0.6896551724137931	0.6857142857142857	0.6896551724137931	0.46153846153846156	0.5769230769230769	0.5217391304347826	0.4473684210526315	0.5185185185185186	0.5185185185185186	0.5	0.6	0.5128205128205128	0.5	0.3783783783783784	0.48484848484848486	0.45945945945945943	0.5348837209302326	0.4545454545454546	0.5102040816326531	0.5	0.4054054054054054	0.4
Early MACT Compliance: Consent Agreement: Exhibits B and C	0.5636363636363637	0.48275862068965514	0.4375	0.5384615384615384	0.5135135135135135	0.5714285714285714	0.6129032258064516	0.48275862068965514	0.47058823529411764	0.4242424242424242	0.5135135135135135	0.5208333333333333	0.4390243902439024	0.5	0.7647058823529411	0.75	0.37142857142857144	0.4390243902439024	0.75	0.8076923076923077	0.75	0.4	0.5121951219512195	0.3870967741935484	0.5806451612903225	0.6666666666666667	0.7	0.48571428571428577	0.7	0.6944444444444444	0.7	0.39473684210526316	0.6428571428571428	0.5319148936170213	0.3783783783783784	0.5862068965517242	0.5862068965517242	0.5161290322580645	0.5666666666666667	0.4871794871794872	0.38235294117647056	0.3513513513513513	0.4545454545454546	0.4736842105263158	0.6086956521739131	0.4242424242424242	0.52	0.475	0.42105263157894735	0.4883720930232558
Guidelines for Preparing Economic Analyses: External Review Draft	0.5789473684210527	0.6060606060606061	0.47058823529411764	0.525	0.575	0.5555555555555556	0.5483870967741935	0.4666666666666667	0.4117647058823529	0.25806451612903225	0.5	0.5102040816326531	0.5	0.5227272727272727	0.7777777777777778	0.7647058823529411	0.4473684210526315	0.5333333333333333	0.7647058823529411	0.8214285714285714	0.7647058823529411	0.38888888888888884	0.42500000000000004	0.32258064516129037	0.6470588235294117	0.6470588235294117	0.71875	0.5135135135135135	0.71875	0.7105263157894737	0.71875	0.42500000000000004	0.6666666666666667	0.5208333333333333	0.44999999999999996	0.5666666666666667	0.5666666666666667	0.4516129032258065	0.6764705882352942	0.475	0.41666666666666663	0.42500000000000004	0.4411764705882353	0.46153846153846156	0.4285714285714286	0.4117647058823529	0.5098039215686274	0.5681818181818181	0.368421052631579	0.32499999999999996
Homeland Security Information Plan	0.6666666666666667	0.6296296296296297	0.5666666666666667	0.5714285714285714	0.5454545454545454	0.40740740740740744	0.4347826086956522	0.45833333333333337	0.5	0.3928571428571429	0.5454545454545454	0.6666666666666667	0.6097560975609756	0.5641025641025641	0.7037037037037037	0.6799999999999999	0.5714285714285714	0.6428571428571428	0.6799999999999999	0.8571428571428572	0.6799999999999999	0.5151515151515151	0.5789473684210527	0.5172413793103448	0.5769230769230769	0.6296296296296297	0.6086956521739131	0.4666666666666667	0.6086956521739131	0.6206896551724138	0.6086956521739131	0.6153846153846154	0.6521739130434783	0.6222222222222222	0.5277777777777778	0.5833333333333333	0.5833333333333333	0.5	0.6153846153846154	0.5555555555555556	0.5454545454545454	0.5	0.48275862068965514	0.6216216216216216	0.5384615384615384	0.4482758620689655	0.6041666666666667	0.6153846153846154	0.5277777777777778	0.55
