	Distribution of Employment within Food Manufacturing (NAICS 311):	Bureau; generated by RTI International; using American FactFinder; â€œSector 00: All sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States	Bureau; generated by RTI International; using American FactFinder; â€œSector 00: All sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States	Bureau; generated by RTI International; using American FactFinder; â€œSector 00: All sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States	Bureau; generated by RTI International; using American FactFinder; â€œSector 00: All sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States	Animal Slaughtering and Processing made up the largest share of both employment (33%) and the value of shipments (27%)	Census Bureau; generated by RTI International; using American FactFinder; â€œSector 31: Manufacturing: Geographic Area Series: Industry Statistics for the States, Metropolitan and Micropolitan Statistical Areas, Counties, and Places:	Department of Energy, Energy Information Administration.	Census Bureau; generated by RTI International; using American FactFinder; â€œSector 31: Manufacturing: Geographic Area Series: Industry Statistics for the States, Metropolitan and Micropolitan Statistical Areas, Counties, and Places:	Census Bureau; generated by RTI International; using American FactFinder; â€œSector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Bureau; generated by RTI International; using American FactFinder; â€œSector 00: All Sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States	Bureau; generated by Kapur Energy and Environment; using American FactFinder; â€œSector 00: EC0700A1: All Sectors: Geographic Area Series: Economy-Wide Key Statistics:	Bureau; generated by Kapur Energy and Environment; using American FactFinder; â€œSector 31: EC0731I1: Manufacturing: Industry Series: Detailed Statistics by Industry for the United States: 2007.â€ Accessed on	Firm Size Data from the Statistics of U.S. Businesses: U.S. Detail Employment Sizes:	Census Bureau; generated by RTI International; using American FactFinder; â€œSector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Bureau; generated by RTI International; using American FactFinder; â€œSector 00: All Sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States	Bureau; generated by Kapur Energy and Environment; using American FactFinder; â€œSector 00: EC0700A1: All Sectors: Geographic Area Series: Economy-Wide Key Statistics:	Bureau; generated by RTI International; using American FactFinder; â€œSector 00: All Sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States	Bureau; generated by Kapur Energy and Environment; using American FactFinder; â€œSector 00: EC0700A1: All Sectors: Geographic Area Series: Economy-Wide Key Statistics:	Paper & Forest Products.	Assessing the Employment Impacts of Environmental and Natural Resource Policy.â€ Environmental and Resource Economics	Environmental regulation and labor demand: Evidence from the south coast air basin.	Do environmental regulations cost jobs? An industry-level analysis of the UK.	Transforming: The Dow Chemical Company	Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish.	Jobs versus the Environment: An Industry-Level Perspective.â€	What Determines the Value of Life?	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Chemicals.â€ Standard and Poorâ€™s Industry Surveys.	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.â€	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.â€ Environ. Sci. Technol.	Applying General Equilibrium. New York:	of Economic Analysis (BEA).	of Economic Analysis (BEA).	Producer Price Index. Series ID:PCU321â€”321â€”& PCUOMFGâ€”OMFGâ€”<http://www.bls.gov/ppi/home.htm&gt;. (Data accessed on	Producer Price Index. Series ID:PCU322â€“322â€“ & PCUOMFGâ€“OMFGâ€“.	of Labor Statistics (BLS).	Producer Price Index.â€ Series ID: PCU3313â€“ 3313â€“ & PCUOMFGâ€“OMFGâ€“.	Economic Census: Sector 00: All sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States	Economic Census: Sector 00: All sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States	Economic Census: Sector 22: Utilities: Geographic Area Series: Summary Statistics:	Census of Governments, Volume 4, Number 3, Finances of County Governments:	Census of Governments, Volume 4, Number 4, Finances of Municipal and Township Governments:	Exclusions from the Economic Census.â€	Firm Size Data from the Statistics of U.S. Businesses: U.S. Detail Employment Sizes:	NAICS Definition.â€ sssd/naics/naicsrch?code=324&search=2002%20NAICS%20Search&gt;.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration. 2010d. â€œElectric Power Annual 2008: Table 8.1, Table 8.3, Table 8.4, Table 8.5,	Occupational Safety and Health Administration (OSHA).	As obtained on	Producer Price Indexes. Id: PCU311â€”311â€”Food Manufacturing & PCUOMFGâ€“OMFGâ€“Total Manufacturing&gt;.	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Guidelines for Preparing Economic Analyses.	Environmental Protection Agency.	Environmental Protection Agency.	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency	Regulatory Impact Analysis,	Regulatory Impact Analysis: National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry. Office of Air Quality Planning and Standards, Research Triangle Park,	Environmental Protection Agency (U.S.	Integrated Science Assessment for Particulate Matter (Final Report). EPA-600-R-08-139F. National Center for Environmental Assessmentâ€”RTP Division. December. Available at TO: Jim Eddinger, U.S. Environmental Protection Agency, OAQPS/SPPD FROM: Susan McClutchey, Amanda Singleton, and Graham Gibson,	Methodology for Estimating Control Costs for the Major Source Industrial, Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants.	New Unit Analysis for Industrial, Commercial, and Institutional Boilers and Process Heaters at Major Sources.	Delivered Fuel Prices to Industrial and Commercial Clients.	Department of Energy, EIA. Annual Energy Outlook 2009. Table 2. Energy Consumption by Sector	MACT Floor Analysis for the Industrial, Commercial, Institutional Boilers National Emission Standards for Hazardous Air Pollutants â€“ Area Source.	New Unit Analysis Industrial, Commercial, and Institutional Boilers National Emission Standards for Hazardous Air Pollutants â€“ Area Source.	Methodology for Estimating Control Costs for Industrial, Commercial, Institutional Boilers National Emission Standards for Hazardous Air Pollutants â€“ Area Source.	Methodology for Estimating Control Costs for Industrial, Commercial, Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants â€“ Major Source.	Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial, Industrial and Institutional Facilities.	Methodology for Developing Model Units for Industrial, Commercial, and Institutional Boilers National Emission Standards for Hazardous Air Pollutants â€“ Area Source.	Department of Energy. Energy Information Administration. Annual Energy Outlook	Institute. Sector-Based Based Pollution Prevention: Toxic Reductions through Energy Efficiency and Conservation Among Industrial Boilers.
2007 D&B Million Dollar Directory	0.5094339622641509	0.5	0.5	0.5	0.5	0.45833333333333337	0.5272727272727273	0.4871794871794872	0.5272727272727273	0.5094339622641509	0.5	0.4814814814814815	0.43333333333333335	0.40909090909090906	0.5094339622641509	0.5	0.4814814814814815	0.5	0.4814814814814815	0.5151515151515151	0.5217391304347826	0.5	0.4782608695652174	0.4358974358974359	0.41463414634146345	0.5652173913043479	0.45945945945945943	0.5	0.47619047619047616	0.4893617021276596	0.5471698113207547	0.5714285714285714	0.48571428571428577	0.48571428571428577	0.5333333333333333	0.5111111111111111	0.5294117647058824	0.5652173913043479	0.4545454545454546	0.4545454545454546	0.4418604651162791	0.5	0.5416666666666667	0.5135135135135135	0.40909090909090906	0.48	0.4871794871794872	0.4871794871794872	0.4871794871794872	0.4871794871794872	0.49090909090909096	0.4883720930232558	0.5172413793103448	0.5294117647058824	0.5	0.5	0.38888888888888884	0.38888888888888884	0.5	0.37142857142857144	0.42105263157894735	0.5636363636363637	0.4358974358974359	0.6	0.48	0.45833333333333337	0.4358974358974359	0.43999999999999995	0.4901960784313726	0.5102040816326531	0.48	0.4901960784313726	0.4666666666666667	0.4814814814814815	0.47619047619047616	0.52
Applying General Equilibrium	0.42307692307692313	0.4509803921568627	0.4509803921568627	0.4509803921568627	0.4509803921568627	0.4042553191489362	0.4444444444444444	0.368421052631579	0.4444444444444444	0.42307692307692313	0.4509803921568627	0.39622641509433965	0.4915254237288136	0.4418604651162791	0.42307692307692313	0.4509803921568627	0.39622641509433965	0.4509803921568627	0.39622641509433965	0.625	0.37777777777777777	0.3846153846153846	0.4222222222222223	0.42105263157894735	0.4	0.4222222222222223	0.5	0.34883720930232553	0.5121951219512195	0.3913043478260869	0.42307692307692313	0.1707317073170732	0.47058823529411764	0.47058823529411764	0.5593220338983051	0.6818181818181819	0.696969696969697	0.6888888888888889	0.4418604651162791	0.4418604651162791	0.2857142857142857	0.4418604651162791	0.4893617021276596	0.5	0.4418604651162791	0.6734693877551021	0.368421052631579	0.368421052631579	0.368421052631579	0.368421052631579	0.4444444444444444	0.4285714285714286	0.5	0.6	0.39534883720930236	0.23076923076923073	0.3142857142857143	0.3142857142857143	0.39534883720930236	0.2941176470588235	0.29729729729729726	0.4814814814814815	0.368421052631579	0.536231884057971	0.4693877551020408	0.5319148936170213	0.5263157894736843	0.3877551020408163	0.52	0.5	0.4693877551020408	0.48	0.5	0.4716981132075472	0.31707317073170727	0.4693877551020408
Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	0.3114754098360656	0.2666666666666667	0.2666666666666667	0.2666666666666667	0.2666666666666667	0.25	0.2698412698412699	0.276595744680851	0.2698412698412699	0.3114754098360656	0.2666666666666667	0.32258064516129037	0.32352941176470584	0.2692307692307693	0.3114754098360656	0.2666666666666667	0.32258064516129037	0.2666666666666667	0.32258064516129037	0.36585365853658536	0.14814814814814814	0.16666666666666663	0.2592592592592593	0.36170212765957444	0.18367346938775508	0.2592592592592593	0.37777777777777777	0.0	0.31999999999999995	0.2727272727272727	0.24590163934426235	0.36	0.34883720930232553	0.34883720930232553	0.4117647058823529	0.5471698113207547	0.4285714285714286	0.5555555555555556	0.23076923076923073	0.23076923076923073	0.2941176470588235	0.42307692307692313	0.3571428571428571	0.28888888888888886	0.2692307692307693	0.4482758620689655	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.3015873015873016	0.21568627450980393	0.4054054054054054	0.423728813559322	0.23076923076923073	0.16666666666666663	0.2727272727272727	0.2727272727272727	0.23076923076923073	0.3023255813953488	0.26086956521739135	0.23809523809523814	0.3191489361702128	0.3846153846153846	0.2068965517241379	0.2857142857142857	0.3191489361702128	0.31034482758620685	0.2542372881355932	0.26315789473684215	0.2068965517241379	0.22033898305084743	0.2075471698113207	0.22580645161290325	0.24	0.2068965517241379
The Welfare Economics of Public Policy	0.38181818181818183	0.37037037037037035	0.37037037037037035	0.37037037037037035	0.37037037037037035	0.31999999999999995	0.368421052631579	0.41463414634146345	0.368421052631579	0.4181818181818182	0.37037037037037035	0.3928571428571429	0.4516129032258065	0.30434782608695654	0.4181818181818182	0.37037037037037035	0.3928571428571429	0.37037037037037035	0.3928571428571429	0.48571428571428577	0.29166666666666663	0.23809523809523814	0.33333333333333337	0.2682926829268293	0.3023255813953488	0.33333333333333337	0.28205128205128205	0.26086956521739135	0.31818181818181823	0.3877551020408163	0.3090909090909091	0.40909090909090906	0.3513513513513513	0.3513513513513513	0.5161290322580645	0.574468085106383	0.5	0.5833333333333333	0.34782608695652173	0.34782608695652173	0.33333333333333337	0.34782608695652173	0.36	0.28205128205128205	0.30434782608695654	0.5769230769230769	0.41463414634146345	0.41463414634146345	0.41463414634146345	0.41463414634146345	0.368421052631579	0.33333333333333337	0.4838709677419355	0.4716981132075472	0.30434782608695654	0.23809523809523814	0.3157894736842105	0.3157894736842105	0.30434782608695654	0.29729729729729726	0.35	0.368421052631579	0.36585365853658536	0.4722222222222222	0.34615384615384615	0.4	0.36585365853658536	0.34615384615384615	0.3207547169811321	0.37254901960784315	0.34615384615384615	0.3584905660377359	0.36170212765957444	0.3928571428571429	0.36363636363636365	0.3076923076923077
WardÕs Business Directory of U.S. Private and Public Companies	0.33333333333333337	1.0	1.0	1.0	1.0	0.27586206896551724	1.0	0.34693877551020413	1.0	1.0	1.0	1.0	1.0	0.2222222222222222	1.0	1.0	1.0	1.0	1.0	0.39534883720930236	1.0	0.28	0.25	0.34693877551020413	0.2549019607843137	1.0	0.36170212765957444	0.2592592592592593	1.0	1.0	1.0	0.46153846153846156	0.4222222222222223	0.4222222222222223	1.0	1.0	0.40909090909090906	1.0	0.2222222222222222	0.2222222222222222	0.3207547169811321	0.33333333333333337	0.3448275862068966	1.0	0.2222222222222222	1.0	0.34693877551020413	0.34693877551020413	0.34693877551020413	0.34693877551020413	1.0	0.28301886792452835	0.4871794871794872	1.0	0.2592592592592593	0.28	0.34782608695652173	0.34782608695652173	0.2592592592592593	0.37777777777777777	0.375	0.3538461538461538	0.30612244897959184	1.0	0.30000000000000004	0.24137931034482762	0.22448979591836737	0.30000000000000004	1.0	1.0	1.0	1.0	0.19999999999999996	1.0	0.3076923076923077	0.2666666666666667
ÒU.S. Domestic ExportsÓ & ÒU.S. Imports for Consumption.Ó	0.38983050847457623	1.0	1.0	1.0	1.0	0.4814814814814815	1.0	0.33333333333333337	1.0	1.0	1.0	1.0	1.0	0.28	1.0	1.0	1.0	1.0	1.0	0.4358974358974359	1.0	0.3913043478260869	0.42307692307692313	0.4222222222222223	0.3191489361702128	1.0	0.4418604651162791	0.4	1.0	1.0	1.0	0.5416666666666667	0.5121951219512195	0.5121951219512195	1.0	1.0	0.5	1.0	0.31999999999999995	0.31999999999999995	0.34693877551020413	0.48	0.4814814814814815	1.0	0.28	1.0	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	1.0	0.3877551020408163	0.6	1.0	0.4	0.3913043478260869	0.47619047619047616	0.47619047619047616	0.4	0.5121951219512195	0.40909090909090906	0.4098360655737705	0.4222222222222223	1.0	0.3928571428571429	0.37037037037037035	0.33333333333333337	0.3214285714285714	1.0	1.0	1.0	1.0	0.2941176470588235	1.0	0.33333333333333337	0.3571428571428571
ÒU.S. Domestic ExportsÓ & ÒU.S. Imports for Consumption.Ó 	0.38983050847457623	1.0	1.0	1.0	1.0	0.4814814814814815	1.0	0.33333333333333337	1.0	1.0	1.0	1.0	1.0	0.28	1.0	1.0	1.0	1.0	1.0	0.4358974358974359	1.0	0.3913043478260869	0.42307692307692313	0.4222222222222223	0.3191489361702128	1.0	0.4418604651162791	0.4	1.0	1.0	1.0	0.5416666666666667	0.5121951219512195	0.5121951219512195	1.0	1.0	0.5	1.0	0.31999999999999995	0.31999999999999995	0.34693877551020413	0.48	0.4814814814814815	1.0	0.28	1.0	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	1.0	0.3877551020408163	0.6	1.0	0.4	0.3913043478260869	0.47619047619047616	0.47619047619047616	0.4	0.5121951219512195	0.40909090909090906	0.4098360655737705	0.4222222222222223	1.0	0.3928571428571429	0.37037037037037035	0.33333333333333337	0.3214285714285714	1.0	1.0	1.0	1.0	0.2941176470588235	1.0	0.33333333333333337	0.3571428571428571
ÒU.S. Total ExportsÓ & ÒU.S. Imports for Consumption.Ó 	0.423728813559322	1.0	1.0	1.0	1.0	0.4814814814814815	1.0	0.37777777777777777	1.0	1.0	1.0	1.0	1.0	0.31999999999999995	1.0	1.0	1.0	1.0	1.0	0.4871794871794872	1.0	0.3913043478260869	0.46153846153846156	0.4222222222222223	0.36170212765957444	1.0	0.4418604651162791	0.4	1.0	1.0	1.0	0.5	0.46341463414634143	0.46341463414634143	1.0	1.0	0.5	1.0	0.31999999999999995	0.31999999999999995	0.34693877551020413	0.48	0.4444444444444444	1.0	0.31999999999999995	1.0	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	1.0	0.3877551020408163	0.6	1.0	0.4	0.3913043478260869	0.47619047619047616	0.47619047619047616	0.4	0.5121951219512195	0.40909090909090906	0.3770491803278688	0.4222222222222223	1.0	0.3928571428571429	0.37037037037037035	0.37777777777777777	0.3214285714285714	1.0	1.0	1.0	1.0	0.33333333333333337	1.0	0.33333333333333337	0.3214285714285714
1997 Census NAICS Definitions	0.39622641509433965	0.5	0.5	0.5	0.5	0.5	0.49090909090909096	0.4358974358974359	0.49090909090909096	0.4716981132075472	0.5	0.5185185185185186	0.4666666666666667	0.5	0.4716981132075472	0.5	0.5185185185185186	0.5	0.5185185185185186	0.6363636363636364	0.4782608695652174	0.55	0.5217391304347826	0.5384615384615384	0.46341463414634143	0.5652173913043479	0.45945945945945943	0.5454545454545454	0.47619047619047616	0.574468085106383	0.5094339622641509	0.6190476190476191	0.6	0.6	0.5666666666666667	0.5111111111111111	0.5882352941176471	0.4782608695652174	0.4545454545454546	0.4545454545454546	0.4883720930232558	0.5	0.5416666666666667	0.45945945945945943	0.5	0.43999999999999995	0.4358974358974359	0.4358974358974359	0.4358974358974359	0.4358974358974359	0.5272727272727273	0.4883720930232558	0.4482758620689655	0.5294117647058824	0.5	0.55	0.6111111111111112	0.6111111111111112	0.5	0.6	0.4736842105263158	0.49090909090909096	0.5897435897435898	0.5142857142857142	0.43999999999999995	0.41666666666666663	0.4358974358974359	0.4	0.4509803921568627	0.4285714285714286	0.43999999999999995	0.4509803921568627	0.4666666666666667	0.4444444444444444	0.4285714285714286	0.48
1997 Economic Census: Sector 00: All sectors: Core Business Statistics Series: Comparative Statistics for the United States and the States (1997 NAICS Basis.Ó	0.24637681159420288	1.0	1.0	1.0	1.0	0.3125	1.0	0.38181818181818183	1.0	1.0	1.0	1.0	1.0	0.2666666666666667	1.0	1.0	1.0	1.0	1.0	0.5102040816326531	1.0	0.2857142857142857	0.3548387096774194	0.4181818181818182	0.33333333333333337	1.0	0.4716981132075472	0.30000000000000004	1.0	1.0	1.0	0.4482758620689655	0.4117647058823529	0.4117647058823529	1.0	1.0	0.48	1.0	0.1333333333333333	0.1333333333333333	0.288135593220339	0.4	0.34375	1.0	0.2666666666666667	1.0	0.38181818181818183	0.38181818181818183	0.38181818181818183	0.38181818181818183	1.0	0.288135593220339	0.5555555555555556	1.0	0.33333333333333337	0.3571428571428571	0.42307692307692313	0.42307692307692313	0.33333333333333337	0.4509803921568627	0.40740740740740744	0.295774647887324	0.34545454545454546	1.0	0.2727272727272727	0.28125	0.34545454545454546	0.303030303030303	1.0	1.0	1.0	1.0	0.2786885245901639	1.0	0.3448275862068966	0.24242424242424243
