	Asian Clam, Corbicula fluminea.	Economic Sectors at Risk from Invasive Aquatic Weeds at Lake Istokpog.	Harmful Non-Native Species. Issues for Congress VII RL30123: Final Report from CRS to the U.S.	Present and Expected Economic Costs of Zebra Mussel Damages to Water Users with Great Lakes Intakes.	The Pacific Coast Dungeness Crab Fishery. Oregon: Pacific States Marine Fisheries Commission.	Microbial Ecology of Ballast Water during a Transoceanic Voyage and the Effects of Open-Ocean Exchange. Marine Ecology Progress Series 233:	The Effect of Aquatic Plants on Residential Shoreline Property Values at Gunterville Reservoir: Tennessee Valley Authority and U.S. Army Corps of Engineers.	Infrastructure and Rural Development Policy. U.S. Department of Agriculture. http://www.ers.usda.gov/Briefing/Infrastructure/InfrastructureWater.htm.	Report on the California Marine Invasive Species Program. California State Lands Commission. California: Marine Facilities Division. http://www.slc.ca.gov (accessed	Dietary shifts in a stressed fish assemblage: Consequences of a bivalve invasion in the San Francisco estuary.	In Ships or On Ships? Mechanisms of Transfer and Invasion for Nonnative Species to the Coasts or North America. Invasive Species: Vectors and Management Strategies:	Testimony Before Water Resources and Environment Subcommittee of the House Transportation and Infrastructure Committee. Washington, D.C.: Environmental Protection Agency. http://www.epa.gov/ow/speeches/	Aquatic Nuisance Species in the New York River Systems and the Great Lakes Basin: An Economic and Environmental Assessment.	Update on the environmental and economic costs associated with alien-invasive species in the United States.	Sound Regional Citizen’s Advisory Council.	Port State Information eX change. United States Coast Guard. http://cgmix.uscg.mil/psix	Info USA. www.referenceusa.com (accessed	Facilitative interactions among aquatic invaders: is an ‘invasional meltdown’ occurring in the Great Lakes?	Ballast Water Heating Offers a Superior Treatment Option.	Summary of a Survey of the Literature on the Economic Impacts of Aquatic Weeds. Aquatic Ecosystem Restoration Foundation.	Feasibility of Onshore Ballast Water Treatment at California Ports. California: URS Corporation/Dames & Moore, and San Francisco for the California Association of Port Authorities (CAPA).	Evaluation and Analysis Division.	Draft Programmatic Environmental Impact Statement for Standards for Living Organisms in Ship’s Ballast Water Discharged in U.S.	Agricultural Container Indicators. http://www.ams.usda.gov (accessed October 31,	Ballast Water Discharge Standard, Draft Programmatic Environmental Impact Statement.	The OTA Report on Harmful Nonindigenous Species. Exotic Pests of Eastern Forests Conference.	Full-Scale Shipboard Trials of Ballast Water Treatment Systems	Shipboard and Dockside Trials of Ballast Water Treatment Technology. Marine Environmental Engineering Technology Symposium.	Detection and Enumeration of Pathogenic Bacteria in Ballast Water of Transoceanic Vessels Entering the Great Lakes and Resistance to Common Antibiotics. Abstract Q-317. Chicago: General Meeting of the	economic impact of sea lamprey on Great Lakes, updated from 2001$ [2] From Leigh 1998, commercial and recreational fishing benefits lost due to ruffe invasion of Great Lakes, updated from 1998$ [3] From Connelly et al. 2007, cost of Zebra Mussel control at WTP and electric generation facilities, updated from 2004$ [4] From Piementel et al. 2005, cost of Zebra Mussel or Asian Clam, updated from 2005$ [5] From Rockwell	"All damages and control costs $ 1,000,000,000 2005 Pimentel, ""Aquatic Nuisance Species in the New York State Canal and Hudson River Systems and the Great Lake Basin: An Economic and Environmental Assessment,"""	Damages to tourism, electric industry, fishing, boating, other recreation for limited geographic area $ 12,500,000 2005 Ben Grumbles, AA Office of Water, USEPA, Testimony Before WATER RESOURCES AND INFRASTRUCTURE COMMITTEE,	Impacts on industry, recreation and fisheries of $3.1 billion over next ten years $ 310,000,000	Nonindigenous species in the United States-economic consequences,	Economic impact over next 10 years of $3.1 billion ($1991) $ 310,000,000	Survey to infrastructure owners and operators $17751000 annually in 1995 for respondents only (no scaling for non-response or universe of facilities), average $11,500,000 annually for 1989-1995 $ 17,751,000	"Historical Review of Asiatic Clam Invasions and Biofouling of Waters and Industries in the Americas All damages and control Pimentel et al., ""Update on the environmental and economic costs associated with alien-invasive species in the United States""."	"Update on the environmental and economic costs associated with alien-invasive species in the United States""."	"Original analysis Economic value of existing fishery harvest at risk from introduction of green crab Leigh, ""Benefits and Costs of the Ruffe Control Program for the Great Lakes Fishery,"""	Estimation of annual commercial and recreational fishing benefits lost due to ruffe invasion using a value per angler/day approach Recreational, commercial and sport fishing (assumes 10%, 35% and 60% reduction in the population of yellow perch and 1%, 12.5% and 25% reduction in the population of wall-eye)	Commission estimates Economic losses due to ruffe $ 90,000,000	Federal Policy on Non- Indigenous Species: An Overview of the U.S. Department of Agriculture, ” contractor report prepared for the Office of Technology Assessment,	Value of lost fishing opportunities and indirect impacts if sea lamprey is not controlled in the Great Lakes $ 500,000,000	As reported in Lovell et al	Pathways and Consequences of the Introduction of NonIndigenous Fishes in the United States, ” contractor report prepared for the Office of Technology Assessment,	Amount invested annually in alien species aquatic weed control (assume for 5 species: hydrilla, European loosestrife, erasion water milfoil, melaluca, salt cedar)	Available at http://www.aquatics.org/pubs/economics.htm Original analysis Economic value at risk from invasive aquatic weeds (primarily hydrilla) in a FL lake includes recreation, agriculture support, flood control and property values $ 40,103,000	Damage Caused by Aquatic Weeds,	Damage Caused by Aquatic Weeds,	"Spending by Florida for hydrilla control $ 7,000,000 1989 Carlton, ""Introduced Species in US Coastal Waters"","
Grain News 2	0.6818181818181819	0.7741935483870968	0.7567567567567568	0.75	0.7741935483870968	0.7837837837837838	0.7777777777777778	0.7777777777777778	0.7714285714285715	0.7741935483870968	0.75	0.8048780487804879	0.696969696969697	0.6666666666666667	0.7407407407407407	0.75	0.6956521739130435	0.6896551724137931	0.7307692307692308	0.78125	0.8372093023255813	0.7727272727272727	0.7941176470588236	0.7647058823529411	0.7741935483870968	0.7647058823529411	0.7586206896551724	0.7941176470588236	0.8095238095238095	0.7959183673469388	0.7380952380952381	0.7727272727272727	0.78125	0.72	0.78125	0.7647058823529411	0.7837837837837838	0.6799999999999999	0.7777777777777778	0.7692307692307692	0.72	0.7631578947368421	0.7333333333333334	0.631578947368421	0.7428571428571429	0.7419354838709677	0.813953488372093	0.8	0.8	0.8108108108108107
Indigenous Peoples Update	0.64	0.5666666666666667	0.6216216216216216	0.5294117647058824	0.65625	0.6111111111111112	0.5588235294117647	0.5151515151515151	0.5882352941176471	0.6129032258064516	0.6363636363636364	0.6153846153846154	0.6666666666666667	0.52	0.5555555555555556	0.4482758620689655	0.6	0.6129032258064516	0.5384615384615384	0.625	0.6585365853658536	0.5454545454545454	0.5161290322580645	0.5757575757575757	0.5172413793103448	0.5757575757575757	0.5862068965517242	0.6060606060606061	0.6904761904761905	0.72	0.6818181818181819	0.627906976744186	0.5806451612903225	0.45833333333333337	0.7058823529411764	0.6176470588235294	0.5294117647058824	0.5384615384615384	0.6388888888888888	0.675	0.5769230769230769	0.5555555555555556	0.5666666666666667	0.44999999999999996	0.5151515151515151	0.625	0.6976744186046512	0.6538461538461539	0.6538461538461539	0.5588235294117647
The Economics of Controlling a Biological Invasion	0.5	0.5	0.5263157894736843	0.5135135135135135	0.5	0.5526315789473684	0.4571428571428572	0.5	0.48571428571428577	0.4516129032258065	0.4375	0.4473684210526315	0.5675675675675675	0.5	0.5333333333333333	0.48484848484848486	0.6206896551724138	0.5454545454545454	0.4642857142857143	0.5151515151515151	0.6046511627906976	0.6296296296296297	0.40625	0.5142857142857142	0.3448275862068966	0.47058823529411764	0.4666666666666667	0.40625	0.5365853658536586	0.6470588235294117	0.6	0.5454545454545454	0.5151515151515151	0.6	0.5588235294117647	0.631578947368421	0.4722222222222222	0.5172413793103448	0.4571428571428572	0.5853658536585367	0.4444444444444444	0.5384615384615384	0.5454545454545454	0.56	0.5	0.5151515151515151	0.6136363636363636	0.6666666666666667	0.6666666666666667	0.5789473684210527
Asian Clam, Corbicula fluminea	0.05555555555555558	0.5806451612903225	0.631578947368421	0.5833333333333333	0.5333333333333333	0.6578947368421053	0.5714285714285714	0.6111111111111112	0.6388888888888888	0.48275862068965514	0.6060606060606061	0.5526315789473684	0.6388888888888888	0.5925925925925926	0.5185185185185186	0.5625	0.5	0.625	0.5555555555555556	0.59375	0.5641025641025641	0.625	0.6571428571428571	0.5	0.5806451612903225	0.5454545454545454	0.5	0.5757575757575757	0.6	0.6458333333333333	0.6590909090909092	0.6046511627906976	0.5	0.5925925925925926	0.5483870967741935	0.6285714285714286	0.5428571428571429	0.6071428571428572	0.5294117647058824	0.6153846153846154	0.34782608695652173	0.6052631578947368	0.5333333333333333	0.5454545454545454	0.5294117647058824	0.5	0.6097560975609756	0.5	0.5	0.5714285714285714
Invasion Vectors: a conceptual framework for management	0.5185185185185186	0.4193548387096774	0.45945945945945943	0.4864864864864865	0.5588235294117647	0.5641025641025641	0.4722222222222222	0.4285714285714286	0.4571428571428572	0.46875	0.4545454545454546	0.5	0.5	0.4642857142857143	0.5483870967741935	0.4545454545454546	0.5357142857142857	0.4193548387096774	0.48275862068965514	0.5294117647058824	0.6444444444444444	0.6428571428571428	0.5142857142857142	0.4411764705882353	0.46875	0.5675675675675675	0.53125	0.47058823529411764	0.5813953488372092	0.6274509803921569	0.5777777777777777	0.6458333333333333	0.48484848484848486	0.5666666666666667	0.5714285714285714	0.5277777777777778	0.4864864864864865	0.48275862068965514	0.5526315789473684	0.5609756097560976	0.5172413793103448	0.4736842105263158	0.4193548387096774	0.52	0.5135135135135135	0.4375	0.5238095238095238	0.6774193548387097	0.6774193548387097	0.5897435897435898
Invasive Species in a Changing World	0.5769230769230769	0.4666666666666667	0.5405405405405406	0.5277777777777778	0.6060606060606061	0.5675675675675675	0.5142857142857142	0.47058823529411764	0.4545454545454546	0.4666666666666667	0.4516129032258065	0.5	0.5833333333333333	0.4	0.4444444444444444	0.4516129032258065	0.5925925925925926	0.5625	0.5357142857142857	0.4838709677419355	0.6190476190476191	0.6538461538461539	0.4193548387096774	0.48484848484848486	0.3571428571428571	0.5294117647058824	0.48275862068965514	0.46875	0.6511627906976745	0.6599999999999999	0.6136363636363636	0.5909090909090908	0.53125	0.5185185185185186	0.6571428571428571	0.5714285714285714	0.4411764705882353	0.42307692307692313	0.5945945945945945	0.6341463414634146	0.5714285714285714	0.5526315789473684	0.5625	0.4545454545454546	0.5142857142857142	0.5757575757575757	0.6590909090909092	0.6428571428571428	0.6428571428571428	0.47058823529411764
Marine Engineering Economics and Cost Analysis	0.45833333333333337	0.5161290322580645	0.65	0.5277777777777778	0.5161290322580645	0.5675675675675675	0.47058823529411764	0.5555555555555556	0.5428571428571429	0.4666666666666667	0.5	0.5384615384615384	0.5428571428571429	0.5185185185185186	0.3846153846153846	0.5454545454545454	0.5925925925925926	0.5625	0.5862068965517242	0.53125	0.5853658536585367	0.4782608695652174	0.5588235294117647	0.5294117647058824	0.5161290322580645	0.48484848484848486	0.5333333333333333	0.46875	0.55	0.6326530612244898	0.5813953488372092	0.5581395348837209	0.5757575757575757	0.5714285714285714	0.5757575757575757	0.6111111111111112	0.5675675675675675	0.5357142857142857	0.5142857142857142	0.6	0.4	0.5897435897435898	0.5161290322580645	0.4545454545454546	0.5142857142857142	0.4838709677419355	0.5952380952380952	0.48	0.48	0.5945945945945945
Shipping and Ports	0.72	0.5862068965517242	0.6756756756756757	0.6285714285714286	0.5862068965517242	0.5882352941176471	0.5757575757575757	0.5757575757575757	0.5625	0.5862068965517242	0.5666666666666667	0.631578947368421	0.6470588235294117	0.4782608695652174	0.5769230769230769	0.5172413793103448	0.6799999999999999	0.6333333333333333	0.56	0.6	0.675	0.6363636363636364	0.5333333333333333	0.6363636363636364	0.4814814814814815	0.5483870967741935	0.5555555555555556	0.5806451612903225	0.7073170731707317	0.7346938775510203	0.6666666666666667	0.6744186046511628	0.6451612903225806	0.4782608695652174	0.7272727272727273	0.6363636363636364	0.5882352941176471	0.5	0.6571428571428571	0.6923076923076923	0.6538461538461539	0.6111111111111112	0.5862068965517242	0.4736842105263158	0.5757575757575757	0.6451612903225806	0.7142857142857143	0.7307692307692308	0.7307692307692308	0.6176470588235294
Agricultural Container Indicators	0.40909090909090906	0.48275862068965514	0.5945945945945945	0.5428571428571429	0.5806451612903225	0.6216216216216216	0.5294117647058824	0.5294117647058824	0.5588235294117647	0.48275862068965514	0.5161290322580645	0.5526315789473684	0.6	0.5384615384615384	0.33333333333333337	0.4666666666666667	0.5	0.5333333333333333	0.5555555555555556	0.5483870967741935	0.6341463414634146	0.5	0.5757575757575757	0.4516129032258065	0.5333333333333333	0.5	0.5517241379310345	0.5757575757575757	0.6	0.6734693877551021	0.627906976744186	0.6046511627906976	0.5483870967741935	0.5384615384615384	0.6764705882352942	0.5882352941176471	0.5	0.5555555555555556	0.5714285714285714	0.65	0.41666666666666663	0.5675675675675675	0.5333333333333333	0.4	0.48484848484848486	0.5483870967741935	0.6428571428571428	0.5	0.5	0.5294117647058824
California State Lands Commission Ballast Water Management Database	0.5185185185185186	0.5151515151515151	0.6097560975609756	0.4444444444444444	0.46875	0.5263157894736843	0.5897435897435898	0.5135135135135135	0.4571428571428572	0.4193548387096774	0.5428571428571429	0.5	0.6153846153846154	0.5666666666666667	0.5483870967741935	0.5428571428571429	0.6333333333333333	0.6	0.4285714285714286	0.5714285714285714	0.5121951219512195	0.6428571428571428	0.4242424242424242	0.6052631578947368	0.4193548387096774	0.5675675675675675	0.43333333333333335	0.375	0.475	0.6274509803921569	0.6382978723404256	0.5227272727272727	0.6111111111111112	0.6129032258064516	0.6486486486486487	0.641025641025641	0.5263157894736843	0.5806451612903225	0.5135135135135135	0.6590909090909092	0.5172413793103448	0.6190476190476191	0.5588235294117647	0.52	0.5897435897435898	0.6486486486486487	0.6521739130434783	0.5357142857142857	0.5357142857142857	0.5526315789473684
