	Clash in Alabama Over Tennessee Coal Ash,‚Äù The New York Times,	Plant-by-plant disaggregated data comparison to statewide benchmarks	State-by-state aggregated plant data comparison to statewide benchmarks	National aggregated plant data comparison to statewide benchmarks Step 3: On a plant-by-plant basis, EPA compared the plant ZCTA percentage children, to the respective statewide average percentage children. Step 4: For purpose of summary, EPA aggregated the plant level children population comparison data for each state as displayed in Exhibit 7J below. There are no data displayed for DC, ID, RI or VT because there are no coal-fired electric utility plants in those states.	administration, and enforcement costs to RCRA-authorized state government programs/agencies. Consistent with the ‚Äúdirect cost‚Äù scope of EO 13132, not included in Exhibit 7L are potential indirect costs in the form of potential lost annual revenues to electricity plants associated with potential reductions in CCR sold by plants for beneficial use under the three Subtitle C options for which such an possible indirect effect is estimated in this RIA. EPA‚Äôs 2008 guidance194 for compliance with EO 13132 describes two numerical methods (i.e., numerical tests) for evaluating whether an EPA rule may have federalism implications with respect to ‚Äúsubstantial direct compliance costs‚Äù:	25 million test: Annualized direct compliance cost expenditures to state/local governments	1% test: Annualized direct compliance costs faced by state/local governments is likely to equal or exceed 1% of their annual revenues* [* Note: Page 29 of ‚ÄúAttachment A: Guidance for Implementing the Federalism 1% Test‚Äù to EPA‚Äôs Nov	Private sector $100 million direct cost threshold test	State/local government $100 million direct cost threshold test*	25 million threshold test: sub-total State/Local govt cost $96.7	State/local govt cost as percentage of State/Local government electric utility annual revenues	227% 0.131% 0.215% **Type of owner entity assigned by EPA ORCR based on business type disclosed in owner name or plant-by-plant internet research on type of ownership. Size class determined according to the following numerical criteria consistent with EPA‚Äôs
Hazardous Waste Industry Review 2008-2009	0.7297297297297297	0.6060606060606061	0.6060606060606061	0.679245283018868	0.5849056603773585	0.5882352941176471	0.6666666666666667	0.6129032258064516	0.6470588235294117	0.6153846153846154	0.6363636363636364	0.6170212765957447
Historical CCR beneficial use data for 1966-2008	0.7027027027027026	0.5757575757575757	0.5757575757575757	0.6603773584905661	0.5660377358490566	0.6	0.6470588235294117	0.5333333333333333	0.5757575757575757	0.5135135135135135	0.6060606060606061	0.5333333333333333
May 2004 Incinerator and Landfill Cost Data	0.7142857142857143	0.5806451612903225	0.5806451612903225	0.64	0.6226415094339622	0.6060606060606061	0.6799999999999999	0.5357142857142857	0.5806451612903225	0.631578947368421	0.5172413793103448	0.6304347826086957
Part 2 CCT Overview Environmental Protection Technologies (Technologies to Effectively Use Coal Ash):5C1. Coal Ash Generation Process and Application Fields	0.5952380952380952	0.5128205128205128	0.55	0.4528301886792453	0.4464285714285714	0.5	0.46153846153846156	0.5526315789473684	0.5853658536585367	0.5652173913043479	0.575	0.39583333333333337
Recent Examples of Rate Increases in Vertically Integrated States	0.7222222222222222	0.4482758620689655	0.3928571428571429	0.5	0.5769230769230769	0.4838709677419355	0.574468085106383	0.5517241379310345	0.5	0.6052631578947368	0.37037037037037035	0.5454545454545454
Recommended Practice	0.7142857142857143	0.4782608695652174	0.5416666666666667	0.7173913043478262	0.7450980392156863	0.5769230769230769	0.7333333333333334	0.4	0.5416666666666667	0.65625	0.5833333333333333	0.6829268292682926
State RCRA Subtitle C Core Hazardous Waste Management Program Implementation Costs Final Report	0.6486486486486487	0.5151515151515151	0.5151515151515151	0.54	0.5818181818181818	0.5	0.5800000000000001	0.6060606060606061	0.6	0.6097560975609756	0.5454545454545454	0.5217391304347826
Status of Coal Ash Production	0.6333333333333333	0.5185185185185186	0.5185185185185186	0.6086956521739131	0.6470588235294117	0.5517241379310345	0.6521739130434783	0.45833333333333337	0.5185185185185186	0.5882352941176471	0.5	0.5609756097560976
nan	0.9130434782608696	0.9090909090909091	0.9090909090909091	0.9565217391304348	0.9607843137254902	0.9166666666666666	0.9545454545454546	0.8947368421052632	0.9090909090909091	0.9333333333333333	0.9047619047619048	0.9512195121951219
nan	0.9130434782608696	0.9090909090909091	0.9090909090909091	0.9565217391304348	0.9607843137254902	0.9166666666666666	0.9545454545454546	0.8947368421052632	0.9090909090909091	0.9333333333333333	0.9047619047619048	0.9512195121951219
nan	0.9130434782608696	0.9090909090909091	0.9090909090909091	0.9565217391304348	0.9607843137254902	0.9166666666666666	0.9545454545454546	0.8947368421052632	0.9090909090909091	0.9333333333333333	0.9047619047619048	0.9512195121951219
"(slide number TVA-00007496) of “Kingston Fossil Plant Decision Matrix: Pond or Peninsula?"""	1.0	0.6046511627906976	0.6363636363636364	0.5	1.0	0.5909090909090908	1.0	0.6428571428571428	0.6666666666666667	0.5531914893617021	0.6590909090909092	1.0
2007 Directory of US Commercial Hazardous Waste Management Facilities	0.7317073170731707	0.5833333333333333	0.5428571428571429	0.5849056603773585	0.5964912280701755	0.5277777777777778	0.6226415094339622	0.5882352941176471	0.5428571428571429	0.5609756097560976	0.48484848484848486	0.5106382978723405
Dry Fish Ash Systerm Conversion for an Existing 480MW Power Plant, Justification, Design and Construction	0.6190476190476191	0.5384615384615384	0.5384615384615384	0.38	0.4642857142857143	0.5609756097560976	0.5636363636363637	0.5405405405405406	0.5384615384615384	0.6170212765957447	0.5263157894736843	0.5098039215686274
Kingston Fossil Plant Decision Matrix: Pond or Peninsula?	0.75	0.5333333333333333	0.5806451612903225	0.6122448979591837	0.6964285714285714	0.4666666666666667	0.625	0.5357142857142857	0.5806451612903225	0.5945945945945945	0.5666666666666667	0.6875
Production and Utilisation of CCPs in 2007 in Europe (EU 15)	0.7435897435897436	0.5882352941176471	0.6285714285714286	0.6415094339622642	0.5471698113207547	0.5294117647058824	0.6274509803921569	0.5	0.5882352941176471	0.6	0.5757575757575757	0.4772727272727273
Public Health Issues Surrounding Coal as an Energy Source	0.6470588235294117	0.3928571428571429	0.3928571428571429	0.5319148936170213	0.5769230769230769	0.5757575757575757	0.574468085106383	0.5	0.5	0.5277777777777778	0.48275862068965514	0.5116279069767442
Toxic Wastes and Race at Twenty 1987-2007	0.7567567567567568	0.59375	0.59375	0.6730769230769231	0.6037735849056604	0.6571428571428571	0.6862745098039216	0.6	0.6363636363636364	0.641025641025641	0.7058823529411764	0.5777777777777777
Actions Concerning Regulations That Significantly Affect Energy Supply, Distribution, or Use	0.5714285714285714	0.5151515151515151	0.46875	0.44680851063829785	0.5555555555555556	0.5833333333333333	0.5800000000000001	0.6470588235294117	0.6	0.6097560975609756	0.4516129032258065	0.4545454545454546
Executive Order 12866	0.8181818181818181	0.7741935483870968	0.7741935483870968	0.76	0.7115384615384616	0.6206896551724138	0.7234042553191489	0.6538461538461539	0.6896551724137931	0.6857142857142857	0.7241379310344828	0.7333333333333334
Federal Actions to Address Environmental Justice in Minority Populations and Low-Income Populations	0.6486486486486487	0.4193548387096774	0.46875	0.47916666666666663	0.5555555555555556	0.5	0.5510204081632653	0.5161290322580645	0.6	0.575	0.4516129032258065	0.5531914893617021
Overview of Life-Cycle Stages and Costs Considered by Software Systems and Tools	0.5	0.3793103448275862	0.3214285714285714	0.4893617021276596	0.5384615384615384	0.5588235294117647	0.62	0.5333333333333333	0.4838709677419355	0.4722222222222222	0.3571428571428571	0.4651162790697675
Text of the 14 January 2009 H.R. 493 bill	0.7105263157894737	0.6666666666666667	0.6666666666666667	0.5882352941176471	0.5740740740740741	0.6842105263157895	0.6274509803921569	0.6363636363636364	0.6666666666666667	0.6341463414634146	0.6571428571428571	0.5434782608695652
TVA Widow’s Creek Clean Up Info	1.0	0.5806451612903225	0.5806451612903225	0.6122448979591837	1.0	0.6470588235294117	1.0	0.6774193548387097	0.7058823529411764	0.7619047619047619	0.65625	1.0
US Dept of Energy (DOE), Energy Information Administration (EIA) website	0.6111111111111112	0.5151515151515151	0.46875	0.5102040816326531	0.5283018867924528	0.6216216216216216	0.6346153846153846	0.6857142857142857	0.6388888888888888	0.6744186046511628	0.5454545454545454	0.5531914893617021
US Senate Resolution 64	0.7333333333333334	0.6785714285714286	0.6296296296296297	0.7291666666666667	0.7547169811320755	0.6551724137931034	0.7959183673469388	0.64	0.6296296296296297	0.6363636363636364	0.56	0.7272727272727273
RCRA Practice Manual	0.6896551724137931	0.6296296296296297	0.6785714285714286	0.7021276595744681	0.7307692307692308	0.6071428571428572	0.7446808510638299	0.5833333333333333	0.6785714285714286	0.7142857142857143	0.6153846153846154	0.6666666666666667
2009 Hazardous Waste Report	0.8235294117647058	0.7	0.7	0.7884615384615384	0.7169811320754718	0.5862068965517242	0.7291666666666667	0.6666666666666667	0.7	0.6944444444444444	0.6896551724137931	0.6818181818181819
CKD proposed rule	0.75	0.6923076923076923	0.6923076923076923	0.7659574468085106	0.8113207547169812	0.6666666666666667	0.8085106382978724	0.7083333333333333	0.7407407407407407	0.7647058823529411	0.6799999999999999	0.7674418604651163
EPA ICR 0959.13, Federal Register, Vol.73, No.103, page 30617	0.7073170731707317	0.6666666666666667	0.7	0.5098039215686274	0.5535714285714286	0.65	0.6296296296296297	0.6388888888888888	0.6666666666666667	0.6363636363636364	0.725	0.5208333333333333
Federal Register, Vol. 43, No. 243	0.696969696969697	0.6451612903225806	0.6451612903225806	0.5957446808510638	0.6851851851851851	0.625	0.72	0.6551724137931034	0.6451612903225806	0.6486486486486487	0.6774193548387097	0.6739130434782609
Federal Register, Vol.64, No.161, 20 Aug 1999, pp.45632-45697.	0.7380952380952381	0.6666666666666667	0.6666666666666667	0.5384615384615384	0.5535714285714286	0.5789473684210527	0.6545454545454545	0.6756756756756757	0.6666666666666667	0.5365853658536586	0.6923076923076923	0.5208333333333333
General Hazardous Waste Facility Standards	0.7352941176470589	0.5517241379310345	0.5	0.6799999999999999	0.7090909090909091	0.5333333333333333	0.6382978723404256	0.5555555555555556	0.5517241379310345	0.6111111111111112	0.4814814814814815	0.6444444444444444
Notification of Episodic Releases of Oil and Hazardous Substances (Renewal)	0.6388888888888888	0.5454545454545454	0.5	0.56	0.5471698113207547	0.5714285714285714	0.6274509803921569	0.6363636363636364	0.6285714285714286	0.6341463414634146	0.53125	0.5111111111111111
Notification of Regulated Waste Activity (Renewal)	0.6470588235294117	0.5483870967741935	0.5483870967741935	0.5918367346938775	0.6037735849056604	0.53125	0.6326530612244898	0.6	0.59375	0.641025641025641	0.48275862068965514	0.6086956521739131
Part B Permit Application	0.6428571428571428	0.45833333333333337	0.52	0.7021276595744681	0.7307692307692308	0.5	0.6888888888888889	0.4545454545454546	0.5769230769230769	0.6764705882352942	0.5	0.6666666666666667
RCRA Hazardous Waste Permit Application and Modification part A	0.6571428571428571	0.5161290322580645	0.5625	0.6	0.6111111111111112	0.4516129032258065	0.6122448979591837	0.5172413793103448	0.6060606060606061	0.65	0.5	0.5227272727272727
RCRA Hazardous Waste Permit Application and Modification Part A	0.6571428571428571	0.5161290322580645	0.5625	0.6	0.6111111111111112	0.4516129032258065	0.6122448979591837	0.5172413793103448	0.6060606060606061	0.65	0.5	0.5227272727272727
Small Electric Motors Final Rule Technical Support Document: Chapter 16 	0.6388888888888888	0.5882352941176471	0.5454545454545454	0.5306122448979591	0.625	0.5714285714285714	0.6	0.5483870967741935	0.5454545454545454	0.5641025641025641	0.53125	0.5434782608695652
A Reference Lottery Metric for Valuing Health	0.7058823529411764	0.5666666666666667	0.5666666666666667	0.6326530612244898	0.6666666666666667	0.59375	0.6734693877551021	0.6206896551724138	0.6129032258064516	0.6216216216216216	0.4444444444444444	0.6222222222222222
Oxidation State of Arsenic in Coal Ash Leachate	0.5666666666666667	0.5517241379310345	0.5	0.5957446808510638	0.607843137254902	0.5333333333333333	0.6666666666666667	0.5	0.5	0.5714285714285714	0.4814814814814815	0.5813953488372092
Procedures for Calculating Cessation Lag	0.6774193548387097	0.46153846153846156	0.5185185185185186	0.6382978723404256	0.6470588235294117	0.5	0.6521739130434783	0.45833333333333337	0.5185185185185186	0.5454545454545454	0.375	0.5952380952380952
The Influence of Location, Source, and Emission Type in Estimates of the Human Health Benefits of Reducing a Ton of Air Pollution	0.641025641025641	0.47058823529411764	0.47058823529411764	0.44897959183673475	0.5	0.5405405405405406	0.52	0.5588235294117647	0.5555555555555556	0.5714285714285714	0.40625	0.4565217391304348
