	Clash in Alabama Over Tennessee Coal Ash,‚Äù The New York Times,	Plant-by-plant disaggregated data comparison to statewide benchmarks	State-by-state aggregated plant data comparison to statewide benchmarks	National aggregated plant data comparison to statewide benchmarks Step 3: On a plant-by-plant basis, EPA compared the plant ZCTA percentage children, to the respective statewide average percentage children. Step 4: For purpose of summary, EPA aggregated the plant level children population comparison data for each state as displayed in Exhibit 7J below. There are no data displayed for DC, ID, RI or VT because there are no coal-fired electric utility plants in those states.	administration, and enforcement costs to RCRA-authorized state government programs/agencies. Consistent with the ‚Äúdirect cost‚Äù scope of EO 13132, not included in Exhibit 7L are potential indirect costs in the form of potential lost annual revenues to electricity plants associated with potential reductions in CCR sold by plants for beneficial use under the three Subtitle C options for which such an possible indirect effect is estimated in this RIA. EPA‚Äôs 2008 guidance194 for compliance with EO 13132 describes two numerical methods (i.e., numerical tests) for evaluating whether an EPA rule may have federalism implications with respect to ‚Äúsubstantial direct compliance costs‚Äù:	25 million test: Annualized direct compliance cost expenditures to state/local governments	1% test: Annualized direct compliance costs faced by state/local governments is likely to equal or exceed 1% of their annual revenues* [* Note: Page 29 of ‚ÄúAttachment A: Guidance for Implementing the Federalism 1% Test‚Äù to EPA‚Äôs Nov	Private sector $100 million direct cost threshold test	State/local government $100 million direct cost threshold test*	25 million threshold test: sub-total State/Local govt cost $96.7	State/local govt cost as percentage of State/Local government electric utility annual revenues	227% 0.131% 0.215% **Type of owner entity assigned by EPA ORCR based on business type disclosed in owner name or plant-by-plant internet research on type of ownership. Size class determined according to the following numerical criteria consistent with EPA‚Äôs
nan	0.9516129032258065	0.9558823529411765	0.9577464788732394	0.9936974789915967	0.9956011730205279	0.9666666666666667	0.9870689655172413	0.9629629629629629	0.9682539682539683	0.96875	0.9680851063829787	0.9883268482490273
"(slide number TVA-00007496) of “Kingston Fossil Plant Decision Matrix: Pond or Peninsula?"""	1.0	0.8111111111111111	0.8222222222222222	0.8823529411764706	1.0	0.9	1.0	0.7555555555555555	0.7888888888888889	0.8333333333333334	0.8191489361702128	1.0
2007 Directory of US Commercial Hazardous Waste Management Facilities	0.8695652173913043	0.855072463768116	0.8309859154929577	0.8949579831932774	0.9222873900293255	0.8	0.8146551724137931	0.7536231884057971	0.8840579710144928	0.8115942028985508	0.776595744680851	0.8404669260700389
Dry Fish Ash Systerm Conversion for an Existing 480MW Power Plant, Justification, Design and Construction	0.8095238095238095	0.8285714285714286	0.7904761904761904	0.8571428571428571	0.8870967741935484	0.7904761904761904	0.8060344827586207	0.7714285714285715	0.7904761904761904	0.7714285714285715	0.8	0.7976653696498055
Kingston Fossil Plant Decision Matrix: Pond or Peninsula?	0.8548387096774194	0.8088235294117647	0.7746478873239436	0.9033613445378151	0.9296187683284457	0.8	0.8491379310344828	0.7894736842105263	0.7936507936507936	0.828125	0.7872340425531915	0.8599221789883269
Production and Utilisation of CCPs in 2007 in Europe (EU 15)	0.8870967741935484	0.8382352941176471	0.8450704225352113	0.9138655462184874	0.9266862170087976	0.8	0.8577586206896551	0.8166666666666667	0.873015873015873	0.859375	0.8297872340425532	0.8599221789883269
Public Health Issues Surrounding Coal as an Energy Source	0.7741935483870968	0.8088235294117647	0.8169014084507042	0.907563025210084	0.9310850439882697	0.7444444444444445	0.8577586206896551	0.8596491228070176	0.8571428571428571	0.828125	0.776595744680851	0.867704280155642
Toxic Wastes and Race at Twenty 1987-2007	0.7903225806451613	0.8088235294117647	0.8028169014084507	0.9411764705882353	0.9560117302052786	0.8	0.896551724137931	0.8518518518518519	0.8571428571428571	0.796875	0.8191489361702128	0.9027237354085603
Actions Concerning Regulations That Significantly Affect Energy Supply, Distribution, or Use	0.8152173913043478	0.8152173913043478	0.8043478260869565	0.8718487394957983	0.8973607038123167	0.8478260869565217	0.8318965517241379	0.7717391304347826	0.782608695652174	0.8260869565217391	0.8404255319148937	0.8287937743190662
Executive Order 12866	0.8870967741935484	0.8970588235294118	0.8873239436619719	0.9726890756302521	0.9765395894428153	0.9	0.9396551724137931	0.8888888888888888	0.8571428571428571	0.890625	0.9042553191489362	0.953307392996109
Federal Actions to Address Environmental Justice in Minority Populations and Low-Income Populations	0.7878787878787878	0.7777777777777778	0.7878787878787878	0.8529411764705882	0.8841642228739003	0.7878787878787878	0.7887931034482759	0.7878787878787878	0.7575757575757576	0.7575757575757576	0.8383838383838383	0.8054474708171206
Overview of Life-Cycle Stages and Costs Considered by Software Systems and Tools	0.8125	0.8125	0.775	0.8907563025210085	0.907624633431085	0.7888888888888889	0.8189655172413793	0.75	0.775	0.775	0.7872340425531915	0.8171206225680934
Text of the 14 January 2009 H.R. 493 bill	0.8387096774193549	0.8529411764705882	0.8309859154929577	0.9411764705882353	0.9545454545454546	0.8444444444444444	0.896551724137931	0.7962962962962963	0.8095238095238095	0.8125	0.8297872340425532	0.9105058365758755
TVA Widow’s Creek Clean Up Info	1.0	0.8529411764705882	0.8450704225352113	0.9516806722689075	1.0	0.8444444444444444	1.0	0.8518518518518519	0.8412698412698413	0.828125	0.851063829787234	1.0
US Dept of Energy (DOE), Energy Information Administration (EIA) website	0.8611111111111112	0.8472222222222222	0.8333333333333334	0.8991596638655462	0.9193548387096774	0.8111111111111111	0.8577586206896551	0.8055555555555556	0.8055555555555556	0.8472222222222222	0.7872340425531915	0.8287937743190662
US Senate Resolution 64	0.8387096774193549	0.8382352941176471	0.8309859154929577	0.9600840336134454	0.9721407624633431	0.8555555555555555	0.9267241379310345	0.8518518518518519	0.8412698412698413	0.796875	0.851063829787234	0.933852140077821
RCRA Practice Manual	0.8870967741935484	0.8529411764705882	0.8591549295774648	0.9642857142857143	0.9721407624633431	0.8555555555555555	0.9353448275862069	0.8703703703703703	0.8888888888888888	0.890625	0.8723404255319149	0.9377431906614786
2009 Hazardous Waste Report	0.7903225806451613	0.8088235294117647	0.8169014084507042	0.9600840336134454	0.969208211143695	0.8333333333333334	0.9224137931034483	0.8333333333333334	0.8571428571428571	0.828125	0.8723404255319149	0.9182879377431906
CKD proposed rule	0.8548387096774194	0.8676470588235294	0.8732394366197183	0.9684873949579832	0.9780058651026393	0.8777777777777778	0.9439655172413793	0.8518518518518519	0.873015873015873	0.875	0.8829787234042553	0.9416342412451362
EPA ICR 0959.13, Federal Register, Vol.73, No.103, page 30617	0.8387096774193549	0.8676470588235294	0.8873239436619719	0.930672268907563	0.9457478005865103	0.8444444444444444	0.8793103448275862	0.8852459016393442	0.9206349206349206	0.875	0.8404255319148937	0.8871595330739299
Federal Register, Vol. 43, No. 243	0.8064516129032258	0.8529411764705882	0.8450704225352113	0.9495798319327731	0.9633431085043989	0.8444444444444444	0.9137931034482759	0.7962962962962963	0.8095238095238095	0.8125	0.851063829787234	0.9221789883268483
Federal Register, Vol.64, No.161, 20 Aug 1999, pp.45632-45697.	0.9516129032258065	0.9117647058823529	0.8873239436619719	0.9348739495798319	0.9530791788856305	0.8666666666666667	0.8879310344827587	0.8548387096774194	0.8888888888888888	0.90625	0.851063829787234	0.914396887159533
General Hazardous Waste Facility Standards	0.8225806451612904	0.7352941176470589	0.7464788732394366	0.9264705882352942	0.9486803519061584	0.7888888888888889	0.8793103448275862	0.8518518518518519	0.8095238095238095	0.78125	0.776595744680851	0.8832684824902723
Notification of Episodic Releases of Oil and Hazardous Substances (Renewal)	0.84	0.8133333333333334	0.8133333333333334	0.8886554621848739	0.9120234604105572	0.7666666666666667	0.8189655172413793	0.8	0.8	0.7866666666666666	0.776595744680851	0.8326848249027238
Notification of Regulated Waste Activity (Renewal)	0.8387096774193549	0.75	0.7323943661971831	0.9180672268907563	0.9384164222873901	0.7888888888888889	0.8620689655172413	0.8703703703703703	0.8412698412698413	0.796875	0.7446808510638298	0.8715953307392996
Part B Permit Application	0.8709677419354839	0.8088235294117647	0.8309859154929577	0.9537815126050421	0.967741935483871	0.8444444444444444	0.9224137931034483	0.8148148148148148	0.8095238095238095	0.859375	0.8404255319148937	0.9182879377431906
RCRA Hazardous Waste Permit Application and Modification part A	0.9047619047619048	0.8088235294117647	0.8028169014084507	0.9033613445378151	0.9208211143695014	0.7666666666666667	0.8362068965517241	0.8412698412698413	0.8571428571428571	0.875	0.7553191489361702	0.8404669260700389
RCRA Hazardous Waste Permit Application and Modification Part A	0.9047619047619048	0.8088235294117647	0.8028169014084507	0.9033613445378151	0.9222873900293255	0.7666666666666667	0.8362068965517241	0.8412698412698413	0.8571428571428571	0.875	0.7553191489361702	0.8404669260700389
Small Electric Motors Final Rule Technical Support Document: Chapter 16 	0.8333333333333334	0.8888888888888888	0.875	0.8928571428571429	0.9164222873900293	0.8111111111111111	0.8017241379310345	0.7777777777777778	0.7777777777777778	0.8194444444444444	0.7553191489361702	0.8521400778210116
A Reference Lottery Metric for Valuing Health	0.8548387096774194	0.7941176470588235	0.7605633802816901	0.9222689075630253	0.9413489736070382	0.7666666666666667	0.8491379310344828	0.8148148148148148	0.7936507936507936	0.8125	0.776595744680851	0.8638132295719845
Oxidation State of Arsenic in Coal Ash Leachate	0.7096774193548387	0.75	0.7464788732394366	0.9138655462184874	0.9369501466275659	0.7666666666666667	0.8620689655172413	0.7592592592592593	0.7936507936507936	0.765625	0.7659574468085106	0.867704280155642
Procedures for Calculating Cessation Lag	0.8709677419354839	0.7647058823529411	0.7746478873239436	0.930672268907563	0.9472140762463344	0.8	0.8836206896551724	0.7777777777777778	0.7936507936507936	0.796875	0.8297872340425532	0.8910505836575876
The Influence of Location, Source, and Emission Type in Estimates of the Human Health Benefits of Reducing a Ton of Air Pollution	0.8062015503875969	0.8062015503875969	0.8062015503875969	0.8319327731092437	0.8636363636363636	0.7906976744186046	0.75	0.7984496124031008	0.7984496124031008	0.7984496124031008	0.7364341085271318	0.7665369649805448
