	Industry-wide Uses of Chlorine by Industry................................................................. 2-7 2-2. Use of Caustic Soda by Industry................................................................................... 2-7 2-3. Use of Caustic Potash by Industry ................................................................................ 2-8 2-4. Income (or Loss) as Net a Percentage of Sales, Basic Chemicals, Resins, and Synthetics (NAICS 3251 and 3252): 2000–2005 ....................................................... 2-14 3-1. Capital Cost Factor ($/ton Cl2 produced) vs. Capacity ................................................ 3-5 4-1. Price Trends: Alkalis and Chlorine Manufacturing:	Oxychem Completes Taft,	Chlorine: Ensuring Rail Transportation Safety.”	Potassium Carbonate Handbook.” http://www.armandproducts.com/pdfs/k2so3P1_12.pdf. Accessed	ASHTA Chemicals Inc. 2009a. About ASHTA. http://www.ashtachemicals.com/aboutfs.htm.	Inc. 2009b. Potassium Hydroxide,	Investment under Uncertainty.	Energy Information Administration.	Potassium Hydroxide.” http://www.ercoworldwide.com/ products_potassiumhydroxide.asp. Accessed	Distributional Effects of Environmental and Energy Policy: An Introduction.	Potassium Carbonate Faces Pressures from the Video Glass.” Chemical Market Reporter,	Site Fact Sheet Ashtabula Complex.” http://www.millenniumchem.com/NR/rdonlyres/6AE8BF59-D7CD-4768-951F37AE6F1C7321/0/SiteFactSheetAshtabula.pdf. Accessed	Occidental Chemical Corporation. 2008a. “OxyChem Caustic Potash Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Pages/chem_products_basic_alkali.aspx #alk_koh. Accessed	Occidental Chemical Corporation. 2008b. “OxyChem Caustic Soda Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Documents/caustic_soda/caustic.pdf.	Form 10-K405. Filed	Form 10-K. Filed	BB&T Capital Markets Presentation Manufacturing and Materials Conference.” http://www.olin.com/. Accessed	Bill Would End Mercury Use at Chlorine Plants.” http://chronicle.augusta.com/stories/031308/met_190792.shtml. Accessed	Form 10-K. Filed	Accessed	Form 10-K. Filed	Chlorine Product Bulletin.” http://corporateportal.ppg.com/NA/Chemicals/CAD/ProductInformation/Bull /English/EN. Accessed	PPG Reaches Agreement with State of Maryland.” PPG News Release. http://corporateportal.ppg.com/PPG/Newsroom/News/20090811.htm.	The Effects of Environmental Regulation on Technology Diffusion: The Case of	Special Focus on Chlorine.”	The Innovation Group (TIG).	of Labor Statistics.	of Labor Statistics. 2009b. LAU Local Area Unemployment Statistics Series Id:	of Labor Statistics.	4-13 U.S. Bureau of Labor Statistics.	of Labor Statistics.	Quarterly Financial Report for Manufacturing, Mining, and Trade Corporations, 1st Quarter reports. http://www.census.gov/prod/www/abs/qfrmm.html. Accessed	Economic Census.	http://factfinder.census.gov/servlet/DatasetMainPageServlet?_program=ECN&_tabId=E CN1&_submenuId=datasets_4&_lang=en&_ts=24636668839. Accessed	Bureau; generated by RTI International; using American FactFinder; “Sector 31: Manufacturing: Industry Series: Industry Statistics by Employment Size:	Department of Transportation.	Department of Transportation.	Environmental Protection Agency (EPA).	Federal Trade Commission (FTC).	Soda Ash. http://minerals.usgs.gov/minerals/pubs/ commodity/soda_ash/mcs-2009-sodaa.pdf. Accessed August 4,	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Environmental Protection Agency—Science Advisory Board (U.S.	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Environmental Protection Agency. RE: Docket No. EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants:	EPA requested documentation of these emission estimates using their authority under section 114 of the Clean Air Act.	EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants: Mercury Emissions from Mercury Cell Chlor-Alkali Plants—Memo: “Updated Cost Impacts Associated with the Conversion from Chlorine Production Utilizing Mercury Cell Chlor-Alkali Technology to Membrane Cell Technology,” from	B-4 Table B-3. Power Company Emission Factors: Fuel=Coal (Short tons per kWh)	Available on the internet at http://www.epa.gov/CAIR/pdfs/finaltech01.pdf U.S. Environmental Protection Agency	Available on the internet at http://www.epa.gov/cleanenergy/documents/egridzips/eGRID2007TechnicalSupportDoc ument.pdf U.S. Environmental Protection Agency
Tessenderlo Upgrades Chlorine; Expands VCM, PVC	0.5	0.41463414634146345	0.36170212765957444	0.5185185185185186	0.5384615384615384	0.4893617021276596	0.55	0.46341463414634143	0.4693877551020408	0.4693877551020408	0.34615384615384615	0.5588235294117647	0.47540983606557374	0.5333333333333333	0.641025641025641	0.6216216216216216	0.37037037037037035	0.4098360655737705	0.6216216216216216	0.7857142857142857	0.6216216216216216	0.39622641509433965	0.48275862068965514	0.4042553191489362	0.41463414634146345	0.5121951219512195	0.6666666666666667	0.52	0.6666666666666667	0.6363636363636364	0.6666666666666667	0.4137931034482759	0.5428571428571429	0.48484848484848486	0.4385964912280702	0.4736842105263158	0.4736842105263158	0.4883720930232558	0.4	0.5	0.3076923076923077	0.31034482758620685	0.41666666666666663	0.4181818181818182	0.5737704918032787	0.3877551020408163	0.43661971830985913	0.48275862068965514	0.4035087719298246	0.4516129032258065
Uhde Opens New Electrolysis Plant	0.4864864864864865	0.3846153846153846	0.37777777777777777	0.42307692307692313	0.48	0.4222222222222223	0.368421052631579	0.3846153846153846	0.3191489361702128	0.36170212765957444	0.4	0.4545454545454546	0.38983050847457623	0.4137931034482759	0.6216216216216216	0.6	0.3846153846153846	0.38983050847457623	0.6	0.6923076923076923	0.6	0.33333333333333337	0.3571428571428571	0.37777777777777777	0.3846153846153846	0.4871794871794872	0.5294117647058824	0.375	0.5294117647058824	0.5238095238095238	0.5294117647058824	0.4285714285714286	0.5151515151515151	0.46875	0.4545454545454546	0.4444444444444444	0.4444444444444444	0.36585365853658536	0.4736842105263158	0.4444444444444444	0.36	0.3571428571428571	0.30434782608695654	0.4716981132075472	0.423728813559322	0.3191489361702128	0.3913043478260869	0.3928571428571429	0.3090909090909091	0.3666666666666667
"""Oxychem Completes Taft, LA KOH Conversion"	0.44999999999999996	0.19999999999999996	0.37254901960784315	0.4137931034482759	0.3571428571428571	0.4117647058823529	0.4545454545454546	0.4222222222222223	0.3584905660377359	0.39622641509433965	0.3928571428571429	0.4722222222222222	0.3846153846153846	0.375	0.627906976744186	0.6097560975609756	0.3793103448275862	0.4769230769230769	0.6097560975609756	0.75	0.6097560975609756	0.4035087719298246	0.4516129032258065	0.2941176470588235	0.4222222222222223	0.4666666666666667	0.5	0.37037037037037035	0.5	0.5416666666666667	0.5	0.32258064516129037	0.5384615384615384	0.48571428571428577	0.4426229508196722	0.38095238095238093	0.38095238095238093	0.4042553191489362	0.4545454545454546	0.3666666666666667	0.3214285714285714	0.32258064516129037	0.42307692307692313	0.38983050847457623	0.4461538461538461	0.3584905660377359	0.3866666666666667	0.4516129032258065	0.3770491803278688	0.4242424242424242
"""Potassium Carbonate Faces Pressures from the Video Glass"""	0.4736842105263158	0.41463414634146345	0.4042553191489362	0.33333333333333337	0.3846153846153846	0.36170212765957444	0.4	0.41463414634146345	0.3877551020408163	0.30612244897959184	0.15384615384615385	0.4411764705882353	0.4098360655737705	0.4	0.5384615384615384	0.5135135135135135	0.33333333333333337	0.4426229508196722	0.5135135135135135	0.7142857142857143	0.5135135135135135	0.3207547169811321	0.4137931034482759	0.3191489361702128	0.31707317073170727	0.46341463414634143	0.4444444444444444	0.4	0.4444444444444444	0.4545454545454546	0.4444444444444444	0.3448275862068966	0.4285714285714286	0.4242424242424242	0.4035087719298246	0.42105263157894735	0.42105263157894735	0.4418604651162791	0.35	0.3928571428571429	0.34615384615384615	0.31034482758620685	0.41666666666666663	0.38181818181818183	0.47540983606557374	0.26530612244897955	0.46478873239436624	0.3793103448275862	0.368421052631579	0.3870967741935484
Distributional Effects of Environmental Energy Policy: An Introduction	0.41025641025641024	0.4883720930232558	0.34693877551020413	0.3571428571428571	0.37037037037037035	0.30612244897959184	0.2857142857142857	0.2093023255813954	0.33333333333333337	0.019607843137254943	0.37037037037037035	0.4	0.3650793650793651	0.3870967741935484	0.6097560975609756	0.5897435897435898	0.3214285714285714	0.3650793650793651	0.5897435897435898	0.6666666666666667	0.5897435897435898	0.19999999999999996	0.3666666666666667	0.18367346938775508	0.4883720930232558	0.4883720930232558	0.4736842105263158	0.2692307692307693	0.4736842105263158	0.4782608695652174	0.4736842105263158	0.30000000000000004	0.45945945945945943	0.2941176470588235	0.2542372881355932	0.4	0.4	0.24444444444444446	0.47619047619047616	0.27586206896551724	0.2962962962962963	0.23333333333333328	0.24	0.33333333333333337	0.2698412698412699	0.21568627450980393	0.34246575342465757	0.4	0.22033898305084743	0.21875
Chlor-alkali Market Wire	0.6119402985074627	0.5	0.4736842105263158	0.5555555555555556	0.5813953488372092	0.631578947368421	0.6129032258064516	0.5625	0.55	0.6	0.4418604651162791	0.6271186440677966	0.5769230769230769	0.5686274509803921	0.5333333333333333	0.5	0.4666666666666667	0.5384615384615384	0.5	0.8947368421052632	0.5	0.5454545454545454	0.5918367346938775	0.4736842105263158	0.4375	0.5	0.5555555555555556	0.6097560975609756	0.5555555555555556	0.5428571428571429	0.5555555555555556	0.5510204081632653	0.6153846153846154	0.6140350877192983	0.625	0.5172413793103448	0.5172413793103448	0.5294117647058824	0.4838709677419355	0.574468085106383	0.4883720930232558	0.5510204081632653	0.5897435897435898	0.4347826086956522	0.6153846153846154	0.5	0.5806451612903225	0.4693877551020408	0.5833333333333333	0.6603773584905661
Estimating the Mortality Risk Reduction and Economic Co-benefits from Controlling Ozone Air Pollution	0.36585365853658536	0.4042553191489362	0.3207547169811321	0.33333333333333337	0.4137931034482759	0.39622641509433965	0.4347826086956522	0.3191489361702128	0.38181818181818183	0.23636363636363633	0.24137931034482762	0.3783783783783784	0.31343283582089554	0.36363636363636365	0.6	0.5813953488372092	0.2666666666666667	0.34328358208955223	0.5813953488372092	0.7058823529411764	0.5813953488372092	0.288135593220339	0.34375	0.24528301886792447	0.44680851063829785	0.574468085106383	0.5238095238095238	0.3928571428571429	0.5238095238095238	0.48	0.5238095238095238	0.28125	0.46341463414634143	0.36111111111111116	0.2698412698412699	0.5	0.5	0.34693877551020413	0.4782608695652174	0.32258064516129037	0.24137931034482762	0.25	0.33333333333333337	0.2786885245901639	0.25373134328358204	0.19999999999999996	0.24675324675324672	0.34375	0.2698412698412699	0.2941176470588235
Estimating the Public Health Benefits of Proposed Air Pollution Regulations	0.41025641025641024	0.4418604651162791	0.30612244897959184	0.2857142857142857	0.33333333333333337	0.34693877551020413	0.4285714285714286	0.3023255813953488	0.2941176470588235	0.21568627450980393	0.2592592592592593	0.37142857142857144	0.3015873015873016	0.3548387096774194	0.6097560975609756	0.5897435897435898	0.25	0.33333333333333337	0.5897435897435898	0.6666666666666667	0.5897435897435898	0.19999999999999996	0.33333333333333337	0.26530612244897955	0.39534883720930236	0.4883720930232558	0.4736842105263158	0.34615384615384615	0.4736842105263158	0.4347826086956522	0.4736842105263158	0.30000000000000004	0.45945945945945943	0.3529411764705882	0.2542372881355932	0.4	0.4	0.33333333333333337	0.47619047619047616	0.31034482758620685	0.2962962962962963	0.2666666666666667	0.28	0.33333333333333337	0.33333333333333337	0.21568627450980393	0.34246575342465757	0.3666666666666667	0.2542372881355932	0.28125
Hidden Costs of Energy:Unpriced Consequences of Energy Production and Use	0.4736842105263158	0.46341463414634143	0.276595744680851	0.33333333333333337	0.42307692307692313	0.36170212765957444	0.35	0.31707317073170727	0.34693877551020413	0.26530612244897955	0.3846153846153846	0.47058823529411764	0.3770491803278688	0.4	0.6923076923076923	0.6756756756756757	0.33333333333333337	0.34426229508196726	0.6756756756756757	0.7142857142857143	0.6756756756756757	0.28301886792452835	0.4137931034482759	0.276595744680851	0.41463414634146345	0.5121951219512195	0.5	0.36	0.5	0.4545454545454546	0.5	0.3448275862068966	0.4285714285714286	0.4242424242424242	0.368421052631579	0.42105263157894735	0.42105263157894735	0.39534883720930236	0.5	0.3928571428571429	0.3076923076923077	0.31034482758620685	0.33333333333333337	0.4181818181818182	0.3770491803278688	0.22448979591836737	0.3802816901408451	0.4137931034482759	0.29824561403508776	0.3548387096774194
Investment under Uncertainty	0.536231884057971	0.5294117647058824	0.5	0.4893617021276596	0.5111111111111111	0.30000000000000004	0.030303030303030276	0.2941176470588235	0.4285714285714286	0.2857142857142857	0.4666666666666667	0.5737704918032787	0.5185185185185186	0.5094339622641509	0.625	0.6	0.4893617021276596	0.4814814814814815	0.6	0.6190476190476191	0.6	0.4347826086956522	0.5294117647058824	0.35	0.47058823529411764	0.4117647058823529	0.5172413793103448	0.34883720930232553	0.5172413793103448	0.45945945945945943	0.5172413793103448	0.4509803921568627	0.4285714285714286	0.5254237288135593	0.43999999999999995	0.4193548387096774	0.4193548387096774	0.38888888888888884	0.4545454545454546	0.4285714285714286	0.4222222222222223	0.37254901960784315	0.31707317073170727	0.5	0.4814814814814815	0.38095238095238093	0.5	0.5294117647058824	0.4	0.4181818181818182
"""Site Fact Sheet Ashtabula Complex"""	0.5068493150684932	0.3157894736842105	0.40909090909090906	0.4117647058823529	0.30612244897959184	0.4545454545454546	0.5135135135135135	0.5263157894736843	0.34782608695652173	0.4347826086956522	0.34693877551020413	0.41538461538461535	0.4137931034482759	0.4035087719298246	0.6111111111111112	0.5882352941176471	0.4117647058823529	0.48275862068965514	0.5882352941176471	0.6799999999999999	0.5882352941176471	0.4	0.49090909090909096	0.40909090909090906	0.26315789473684215	0.5263157894736843	0.4545454545454546	0.4042553191489362	0.4545454545454546	0.46341463414634143	0.4545454545454546	0.38181818181818183	0.4375	0.46031746031746035	0.40740740740740744	0.48571428571428577	0.48571428571428577	0.5	0.45945945945945943	0.39622641509433965	0.34693877551020413	0.3090909090909091	0.4666666666666667	0.42307692307692313	0.5517241379310345	0.3913043478260869	0.5	0.38181818181818183	0.40740740740740744	0.4576271186440678
1997 Directory of Chemical Producers	0.4666666666666667	0.35	0.3913043478260869	0.3584905660377359	0.4117647058823529	0.34782608695652173	0.3846153846153846	0.4	0.33333333333333337	0.29166666666666663	0.33333333333333337	0.3731343283582089	0.43333333333333335	0.38983050847457623	0.5263157894736843	0.5	0.3584905660377359	0.33333333333333337	0.5	0.7037037037037037	0.5	0.3076923076923077	0.368421052631579	0.26086956521739135	0.4	0.55	0.48571428571428577	0.3877551020408163	0.48571428571428577	0.4418604651162791	0.48571428571428577	0.368421052631579	0.47058823529411764	0.3846153846153846	0.4285714285714286	0.4054054054054054	0.4054054054054054	0.4285714285714286	0.4358974358974359	0.38181818181818183	0.37254901960784315	0.368421052631579	0.4042553191489362	0.40740740740740744	0.3666666666666667	0.20833333333333337	0.4285714285714286	0.4385964912280702	0.3571428571428571	0.3770491803278688
