	Simplified Flow Sheet of Clinker and Cement Manufacture........................................ 2-2 2-2. Labor Costs per Metric Ton of Cement	Current Employment Statistics (National): Customizable Data Tables” Available at As obtained on	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Cement Association.	Cement Association. 2008b. “Market Research: Producer Price Indices—Competitive Building Materials.” Available at	Cement Association (PCA).	Department of Commerce, Bureau of the Census.	DC: Government Printing Office. Available at As obtained on	the Census.	DC: Government Printing Office. Available at As obtained on	Optimal Tariffs and Market Power: The Evidence.” American Economic Review 98(5):2032-2065.	Estimating Particulate MatterMortality Dose-Response Curves and Threshold Levels: An Analysis of Daily TimeSeries for the 20 Largest	A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S.	D&B Million Dollar Directory.	Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between	Multimarket Contact and Pricing: Evidence from the U.S.	Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics.” U.S. Geological Survey Data Series 140, Version 1.2. Available at	Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and	Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality. Special Report to the Health Effects Institute.	Reduction in Fine Particulate Air Pollution and Mortality.”	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Price and Seller Concentration in Cement: Effective Oligopoly or	Circular A-4: Regulatory Analysis.	Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds.”	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	U.S. and Canadian Portland Cement Industry: Plant Information Summary.	U.S. and Canadian Labor-Energy Input Survey	Flash Report: Capacity Expansion Update.” Available at < http://www.cement.org/econ/pdf/NONMEMBERCapacity Expansion.pdf>. As obtained on	Association (PCA). 2008a. “Cement and Concrete Basics: History & Manufacture of Portland Cement.” Available at concretebasics_history.asp>.	Association (PCA). 2008b. “Market Research: Producer Price Indices— Competitive Building Materials.” Available at	Association (PCA).	Cement Plant Operating Cost Study.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci.	Air Pollution and Cause-Specific Mortality in Milan, Italy, 1980–1989.” Arch Environ Health	The Cost of Environmental Regulation in a Concentrated Industry.” Available at	The Concentration-Response Relation between PM(2.5) and Daily Deaths.” Environ Health Perspectives	The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival.” Environmental Health Perspectives	Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death.”	Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix,	of the Census.	of the Census.	of the Census; generated by RTI International; using American FactFinder; “Sector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Department of Commerce, Bureau of Economic Analysis.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey. 2008b. Minerals Commodity Summaries, Cement	Current Employment Statistics (National): Customizable Data Tables.” Available at As obtained on	Statistics (BLS). 2007b. “State and Area Employment, Hours and Earnings	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C,	Environmental Protection Agency (EPA).	Environmental Protection Agency (EPA).	Environmental Protection Agency.	Environmental Protection Agency.	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	Advisory on Plans for Health Effects Analysis for EPA’s Second Prospective Analysis— Benefits and Costs of the Clean Air Act,	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	International Trade Commission (USITC). 2006. Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review). Publication 3856. Available at	Trade Commission.	Cement Manufacture and the Environment Part I: Chemistry and	Microeconomic Analysis. 3rd Ed.
2001 Annual Survey of Manufactures	0.3877551020408163	0.4	0.42307692307692313	0.4545454545454546	0.4181818181818182	0.5	0.4358974358974359	0.4222222222222223	0.5862068965517242	0.4222222222222223	0.4576271186440678	0.2962962962962963	0.41666666666666663	0.38888888888888884	0.4347826086956522	0.3913043478260869	0.31034482758620685	0.31818181818181823	0.31999999999999995	0.35	0.4347826086956522	0.39534883720930236	0.36585365853658536	0.43999999999999995	0.4285714285714286	0.38095238095238093	0.4883720930232558	0.48275862068965514	0.3793103448275862	0.4385964912280702	0.5294117647058824	0.4285714285714286	0.3584905660377359	0.3090909090909091	0.375	0.4716981132075472	0.4	0.42307692307692313	0.4222222222222223	0.4838709677419355	0.4838709677419355	0.34545454545454546	0.34883720930232553	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.3207547169811321	0.4117647058823529	0.3846153846153846	0.42307692307692313	0.41666666666666663	0.4	0.4	0.368421052631579	0.368421052631579	0.30434782608695654	0.30000000000000004	0.30000000000000004	0.36170212765957444	0.30000000000000004	0.30000000000000004	0.4242424242424242	0.5757575757575757	0.34883720930232553	0.368421052631579
2001 Minerals Yearbook, Cement	0.34693877551020413	0.48	0.5	0.3939393939393939	0.38181818181818183	0.4444444444444444	0.4358974358974359	0.4222222222222223	0.5862068965517242	0.4222222222222223	0.4915254237288136	0.4444444444444444	0.45833333333333337	0.4444444444444444	0.4782608695652174	0.4347826086956522	0.3793103448275862	0.40909090909090906	0.48	0.5	0.4782608695652174	0.4883720930232558	0.46341463414634143	0.48	0.4285714285714286	0.4285714285714286	0.5348837209302326	0.5172413793103448	0.4482758620689655	0.4035087719298246	0.5294117647058824	0.4285714285714286	0.4716981132075472	0.4545454545454546	0.45833333333333337	0.4716981132075472	0.52	0.5	0.4222222222222223	0.5483870967741935	0.5483870967741935	0.4545454545454546	0.39534883720930236	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.3584905660377359	0.4901960784313726	0.42307692307692313	0.5	0.41666666666666663	0.5	0.5	0.4736842105263158	0.4736842105263158	0.4782608695652174	0.44999999999999996	0.44999999999999996	0.4893617021276596	0.44999999999999996	0.44999999999999996	0.48484848484848486	0.3939393939393939	0.4418604651162791	0.42105263157894735
2002 Minerals Yearbook, Cement	0.33333333333333337	0.4693877551020408	0.4901960784313726	0.375	0.37037037037037035	0.4285714285714286	0.42105263157894735	0.40909090909090906	0.5714285714285714	0.40909090909090906	0.48275862068965514	0.4339622641509434	0.44680851063829785	0.4285714285714286	0.4666666666666667	0.4222222222222223	0.4035087719298246	0.39534883720930236	0.4693877551020408	0.4871794871794872	0.4666666666666667	0.47619047619047616	0.44999999999999996	0.4693877551020408	0.41666666666666663	0.41463414634146345	0.5238095238095238	0.5087719298245614	0.4385964912280702	0.3928571428571429	0.5151515151515151	0.41463414634146345	0.46153846153846156	0.4814814814814815	0.44680851063829785	0.46153846153846156	0.5102040816326531	0.4901960784313726	0.40909090909090906	0.5333333333333333	0.5333333333333333	0.4814814814814815	0.38095238095238093	0.44999999999999996	0.44999999999999996	0.44999999999999996	0.44999999999999996	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.34615384615384615	0.48	0.4117647058823529	0.4901960784313726	0.4042553191489362	0.4871794871794872	0.4871794871794872	0.45945945945945943	0.45945945945945943	0.4666666666666667	0.4358974358974359	0.4358974358974359	0.4782608695652174	0.4358974358974359	0.4358974358974359	0.5076923076923077	0.375	0.4285714285714286	0.4054054054054054
2003 Minerals Yearbook, Cement	0.34693877551020413	0.48	0.5	0.3939393939393939	0.38181818181818183	0.4444444444444444	0.4358974358974359	0.4222222222222223	0.5862068965517242	0.4222222222222223	0.4576271186440678	0.4444444444444444	0.45833333333333337	0.4444444444444444	0.4782608695652174	0.4347826086956522	0.4137931034482759	0.40909090909090906	0.48	0.5	0.4782608695652174	0.4883720930232558	0.46341463414634143	0.48	0.4285714285714286	0.4285714285714286	0.5348837209302326	0.5172413793103448	0.4482758620689655	0.4035087719298246	0.5294117647058824	0.4285714285714286	0.4716981132075472	0.49090909090909096	0.45833333333333337	0.4716981132075472	0.52	0.5	0.4222222222222223	0.5483870967741935	0.5483870967741935	0.4545454545454546	0.39534883720930236	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.3584905660377359	0.4901960784313726	0.42307692307692313	0.5	0.41666666666666663	0.5	0.5	0.4736842105263158	0.4736842105263158	0.4782608695652174	0.44999999999999996	0.44999999999999996	0.4893617021276596	0.44999999999999996	0.44999999999999996	0.48484848484848486	0.3939393939393939	0.4418604651162791	0.368421052631579
2004 Minerals Yearbook, Cement	0.34693877551020413	0.48	0.5	0.3939393939393939	0.38181818181818183	0.4444444444444444	0.4358974358974359	0.4222222222222223	0.5862068965517242	0.4222222222222223	0.4915254237288136	0.4444444444444444	0.45833333333333337	0.4444444444444444	0.4782608695652174	0.4347826086956522	0.3793103448275862	0.40909090909090906	0.48	0.5	0.4782608695652174	0.4883720930232558	0.41463414634146345	0.48	0.4285714285714286	0.4285714285714286	0.5348837209302326	0.5172413793103448	0.4482758620689655	0.4035087719298246	0.5294117647058824	0.4285714285714286	0.4716981132075472	0.49090909090909096	0.45833333333333337	0.4716981132075472	0.52	0.5	0.4222222222222223	0.5483870967741935	0.5483870967741935	0.49090909090909096	0.39534883720930236	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.3584905660377359	0.4901960784313726	0.42307692307692313	0.5	0.41666666666666663	0.5	0.5	0.4736842105263158	0.4736842105263158	0.4782608695652174	0.44999999999999996	0.44999999999999996	0.4893617021276596	0.44999999999999996	0.44999999999999996	0.48484848484848486	0.3939393939393939	0.4418604651162791	0.42105263157894735
2005 Annual Survey of Manufactures	0.3877551020408163	0.4	0.42307692307692313	0.4545454545454546	0.4181818181818182	0.5	0.4358974358974359	0.4222222222222223	0.5862068965517242	0.4222222222222223	0.423728813559322	0.2962962962962963	0.41666666666666663	0.38888888888888884	0.4347826086956522	0.3913043478260869	0.3448275862068966	0.31818181818181823	0.31999999999999995	0.35	0.4347826086956522	0.39534883720930236	0.36585365853658536	0.43999999999999995	0.4285714285714286	0.38095238095238093	0.4883720930232558	0.48275862068965514	0.3793103448275862	0.4385964912280702	0.5294117647058824	0.4285714285714286	0.3584905660377359	0.34545454545454546	0.375	0.4339622641509434	0.4	0.42307692307692313	0.4222222222222223	0.4838709677419355	0.4838709677419355	0.38181818181818183	0.34883720930232553	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.37777777777777777	0.3207547169811321	0.4117647058823529	0.3846153846153846	0.42307692307692313	0.41666666666666663	0.4	0.4	0.368421052631579	0.368421052631579	0.30434782608695654	0.30000000000000004	0.30000000000000004	0.36170212765957444	0.30000000000000004	0.30000000000000004	0.4242424242424242	0.5757575757575757	0.34883720930232553	0.368421052631579
2005 Minerals Yearbook, Cement	0.34693877551020413	0.48	0.5	0.3939393939393939	0.38181818181818183	0.4444444444444444	0.4358974358974359	0.4222222222222223	0.5862068965517242	0.4222222222222223	0.4576271186440678	0.4444444444444444	0.45833333333333337	0.4444444444444444	0.4782608695652174	0.4347826086956522	0.4137931034482759	0.40909090909090906	0.48	0.5	0.4782608695652174	0.4883720930232558	0.46341463414634143	0.48	0.4285714285714286	0.4285714285714286	0.5348837209302326	0.5172413793103448	0.4482758620689655	0.4035087719298246	0.5294117647058824	0.4285714285714286	0.4716981132075472	0.49090909090909096	0.45833333333333337	0.4339622641509434	0.52	0.5	0.4222222222222223	0.5483870967741935	0.5483870967741935	0.49090909090909096	0.39534883720930236	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.3584905660377359	0.4901960784313726	0.42307692307692313	0.5	0.41666666666666663	0.5	0.5	0.4736842105263158	0.4736842105263158	0.4782608695652174	0.44999999999999996	0.44999999999999996	0.4893617021276596	0.44999999999999996	0.44999999999999996	0.48484848484848486	0.3939393939393939	0.4418604651162791	0.42105263157894735
2005 Minerals Yearbook,Cement	0.34693877551020413	0.48	0.5	0.3939393939393939	0.38181818181818183	0.4444444444444444	0.4358974358974359	0.4222222222222223	0.5862068965517242	0.4222222222222223	0.4576271186440678	0.4444444444444444	0.45833333333333337	0.4444444444444444	0.4782608695652174	0.4347826086956522	0.4137931034482759	0.40909090909090906	0.48	0.5	0.4782608695652174	0.4883720930232558	0.46341463414634143	0.48	0.4285714285714286	0.4285714285714286	0.5348837209302326	0.5172413793103448	0.4482758620689655	0.4035087719298246	0.5294117647058824	0.4285714285714286	0.4716981132075472	0.49090909090909096	0.45833333333333337	0.4339622641509434	0.52	0.5	0.4222222222222223	0.5483870967741935	0.5483870967741935	0.49090909090909096	0.39534883720930236	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.46341463414634143	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.5111111111111111	0.3584905660377359	0.4901960784313726	0.42307692307692313	0.5	0.41666666666666663	0.5	0.5	0.4736842105263158	0.4736842105263158	0.4782608695652174	0.44999999999999996	0.44999999999999996	0.4893617021276596	0.44999999999999996	0.44999999999999996	0.48484848484848486	0.3939393939393939	0.4418604651162791	0.42105263157894735
2006 Minerals Yearbook,Crushed Stone	0.2692307692307693	0.4339622641509434	0.4545454545454546	0.5	0.3448275862068966	0.5384615384615384	0.4285714285714286	0.45833333333333337	0.5	0.45833333333333337	0.4516129032258065	0.368421052631579	0.4117647058823529	0.4871794871794872	0.4285714285714286	0.34693877551020413	0.34426229508196726	0.3191489361702128	0.39622641509433965	0.4418604651162791	0.4285714285714286	0.4782608695652174	0.4545454545454546	0.4339622641509434	0.42307692307692313	0.37777777777777777	0.4347826086956522	0.5081967213114754	0.4098360655737705	0.3666666666666667	0.5675675675675675	0.37777777777777777	0.3928571428571429	0.3793103448275862	0.4117647058823529	0.4285714285714286	0.4339622641509434	0.4181818181818182	0.375	0.47058823529411764	0.47058823529411764	0.4137931034482759	0.4347826086956522	0.5	0.5	0.5	0.5	0.45833333333333337	0.45833333333333337	0.45833333333333337	0.45833333333333337	0.45833333333333337	0.45833333333333337	0.45833333333333337	0.45833333333333337	0.45833333333333337	0.2857142857142857	0.4444444444444444	0.38181818181818183	0.4545454545454546	0.4117647058823529	0.5813953488372092	0.5813953488372092	0.5609756097560976	0.5609756097560976	0.4285714285714286	0.4418604651162791	0.4418604651162791	0.4	0.4418604651162791	0.4418604651162791	0.4492753623188406	0.4444444444444444	0.3913043478260869	0.46341463414634143
Advisory on Plans for Health Effects Analysis for EPA�s Second Prospective Analysis�Benefits and Costs of the Clean Air Act, 1990�2020	0.4	1.0	1.0	0.5	1.0	0.4893617021276596	0.4	0.3928571428571429	0.65	0.3928571428571429	1.0	0.2615384615384615	0.35593220338983056	0.4893617021276596	0.33333333333333337	0.368421052631579	1.0	0.3090909090909091	0.24590163934426235	1.0	0.29824561403508776	0.2962962962962963	0.46153846153846156	1.0	1.0	0.39622641509433965	0.4444444444444444	1.0	1.0	1.0	0.5111111111111111	1.0	0.3125	1.0	1.0	1.0	1.0	1.0	0.2857142857142857	0.5714285714285714	0.5714285714285714	1.0	0.2962962962962963	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.3928571428571429	0.3928571428571429	0.3928571428571429	0.3928571428571429	0.3928571428571429	0.3928571428571429	0.3928571428571429	0.3928571428571429	0.3928571428571429	0.3125	1.0	1.0	1.0	0.38983050847457623	0.4117647058823529	0.4117647058823529	0.3877551020408163	0.3877551020408163	0.29824561403508776	0.2941176470588235	0.2941176470588235	1.0	0.2941176470588235	0.2941176470588235	0.4025974025974026	0.5454545454545454	0.33333333333333337	0.4285714285714286
Annual Energy Outlook 2008	0.5319148936170213	0.5	0.52	0.5483870967741935	0.4339622641509434	0.5882352941176471	0.5675675675675675	0.4883720930232558	0.6296296296296297	0.4883720930232558	0.4736842105263158	0.42307692307692313	0.5652173913043479	0.47058823529411764	0.4545454545454546	0.4545454545454546	0.4642857142857143	0.5238095238095238	0.5	0.42105263157894735	0.4545454545454546	0.41463414634146345	0.3846153846153846	0.5416666666666667	0.44680851063829785	0.5	0.46341463414634143	0.5357142857142857	0.5	0.4545454545454546	0.625	0.4	0.4901960784313726	0.4716981132075472	0.4347826086956522	0.5686274509803921	0.5	0.48	0.5348837209302326	0.5862068965517242	0.5862068965517242	0.5471698113207547	0.41463414634146345	0.4358974358974359	0.4358974358974359	0.4358974358974359	0.4358974358974359	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4509803921568627	0.5102040816326531	0.4	0.52	0.4347826086956522	0.368421052631579	0.368421052631579	0.33333333333333337	0.33333333333333337	0.36363636363636365	0.368421052631579	0.368421052631579	0.5111111111111111	0.368421052631579	0.368421052631579	0.5	0.6129032258064516	0.5121951219512195	0.4444444444444444
Annual Energy Outlook 2009	0.5319148936170213	0.5	0.52	0.5483870967741935	0.4716981132075472	0.5882352941176471	0.5675675675675675	0.4883720930232558	0.6296296296296297	0.4883720930232558	0.4736842105263158	0.42307692307692313	0.5652173913043479	0.47058823529411764	0.4545454545454546	0.4545454545454546	0.4642857142857143	0.5238095238095238	0.5	0.42105263157894735	0.4545454545454546	0.41463414634146345	0.3846153846153846	0.5416666666666667	0.44680851063829785	0.5	0.46341463414634143	0.5357142857142857	0.5357142857142857	0.49090909090909096	0.625	0.4	0.4901960784313726	0.4716981132075472	0.4347826086956522	0.5686274509803921	0.5	0.48	0.5348837209302326	0.5862068965517242	0.5862068965517242	0.5471698113207547	0.41463414634146345	0.4358974358974359	0.4358974358974359	0.4358974358974359	0.4358974358974359	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4883720930232558	0.4901960784313726	0.5102040816326531	0.4	0.52	0.4347826086956522	0.368421052631579	0.368421052631579	0.33333333333333337	0.33333333333333337	0.36363636363636365	0.368421052631579	0.368421052631579	0.5111111111111111	0.368421052631579	0.368421052631579	0.53125	0.6129032258064516	0.5121951219512195	0.4444444444444444
Characterizing Uncertainty in Particulate Matter Benefits Using Expert Elicitation	0.37037037037037035	0.38181818181818183	0.33333333333333337	0.4736842105263158	0.3666666666666667	0.46341463414634143	0.31818181818181823	0.4	0.5294117647058824	0.4	0.46875	0.288135593220339	0.28301886792452835	0.36585365853658536	0.21568627450980393	0.2549019607843137	0.3650793650793651	0.22448979591836737	0.23636363636363633	0.37777777777777777	0.2549019607843137	0.29166666666666663	0.34782608695652173	0.2727272727272727	0.2592592592592593	0.3191489361702128	0.375	0.3015873015873016	0.3650793650793651	0.3870967741935484	0.4871794871794872	0.3191489361702128	0.2068965517241379	0.33333333333333337	0.3207547169811321	0.3793103448275862	0.34545454545454546	0.29824561403508776	0.19999999999999996	0.4444444444444444	0.4444444444444444	0.3666666666666667	0.25	0.3913043478260869	0.3913043478260869	0.3913043478260869	0.3913043478260869	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.31034482758620685	0.3928571428571429	0.4035087719298246	0.33333333333333337	0.3207547169811321	0.37777777777777777	0.37777777777777777	0.34883720930232553	0.34883720930232553	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.2692307692307693	0.33333333333333337	0.33333333333333337	0.46478873239436624	0.5263157894736843	0.25	0.39534883720930236
Circular A-4: Regulatory Analysis	0.4285714285714286	0.36	0.34615384615384615	0.33333333333333337	0.38181818181818183	0.38888888888888884	0.4358974358974359	0.33333333333333337	0.5172413793103448	0.33333333333333337	0.4915254237288136	0.2962962962962963	0.33333333333333337	0.38888888888888884	0.30434782608695654	0.3913043478260869	0.3793103448275862	0.31818181818181823	0.36	0.30000000000000004	0.34782608695652173	0.34883720930232553	0.024390243902439046	0.31999999999999995	0.30612244897959184	0.33333333333333337	0.39534883720930236	0.4137931034482759	0.4482758620689655	0.4035087719298246	0.4117647058823529	0.33333333333333337	0.39622641509433965	0.4181818181818182	0.29166666666666663	0.4339622641509434	0.43999999999999995	0.34615384615384615	0.4222222222222223	0.4838709677419355	0.4838709677419355	0.34545454545454546	0.3023255813953488	0.41463414634146345	0.41463414634146345	0.41463414634146345	0.41463414634146345	0.4222222222222223	0.4222222222222223	0.4222222222222223	0.4222222222222223	0.4222222222222223	0.4222222222222223	0.4222222222222223	0.4222222222222223	0.4222222222222223	0.4339622641509434	0.37254901960784315	0.42307692307692313	0.34615384615384615	0.29166666666666663	0.35	0.35	0.3157894736842105	0.3157894736842105	0.34782608695652173	0.30000000000000004	0.30000000000000004	0.4042553191489362	0.30000000000000004	0.30000000000000004	0.4242424242424242	0.4545454545454546	0.34883720930232553	0.368421052631579
Consumer Price Index All Items � U.S. City Average Data: Customizable Data Tables	0.3666666666666667	1.0	1.0	0.40909090909090906	1.0	0.4042553191489362	0.43999999999999995	0.2142857142857143	0.6	0.2142857142857143	1.0	0.2615384615384615	0.288135593220339	0.44680851063829785	0.368421052631579	0.26315789473684215	1.0	0.3090909090909091	0.24590163934426235	1.0	0.33333333333333337	0.2962962962962963	0.3076923076923077	1.0	1.0	0.2075471698113207	0.2962962962962963	1.0	1.0	1.0	0.4666666666666667	1.0	0.1875	1.0	1.0	1.0	1.0	1.0	0.3571428571428571	0.5714285714285714	0.5714285714285714	1.0	0.33333333333333337	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.25	1.0	1.0	1.0	0.2542372881355932	0.33333333333333337	0.33333333333333337	0.30612244897959184	0.30612244897959184	0.26315789473684215	0.2549019607843137	0.2549019607843137	1.0	0.2549019607843137	0.2549019607843137	0.3246753246753247	0.40909090909090906	0.2962962962962963	0.3877551020408163
Current Employment Statistics (National): Customizable Data Tables	0.34545454545454546	0.0714285714285714	0.27586206896551724	0.4358974358974359	0.4426229508196722	0.38095238095238093	0.37777777777777777	0.37254901960784315	0.6	0.37254901960784315	0.4461538461538461	0.30000000000000004	0.2962962962962963	0.4285714285714286	0.3846153846153846	0.3846153846153846	0.375	0.28	0.3571428571428571	0.4782608695652174	0.3846153846153846	0.30612244897959184	0.36170212765957444	0.3214285714285714	0.38181818181818183	0.33333333333333337	0.3877551020408163	0.40625	0.375	0.39682539682539686	0.44999999999999996	0.33333333333333337	0.35593220338983056	0.4426229508196722	0.33333333333333337	0.3220338983050848	0.3214285714285714	0.3448275862068966	0.33333333333333337	0.5675675675675675	0.5675675675675675	0.34426229508196726	0.26530612244897955	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.35593220338983056	0.08771929824561409	0.31034482758620685	0.27586206896551724	0.37037037037037035	0.34782608695652173	0.34782608695652173	0.40909090909090906	0.40909090909090906	0.3846153846153846	0.34782608695652173	0.34782608695652173	0.39622641509433965	0.34782608695652173	0.34782608695652173	0.38888888888888884	0.4358974358974359	0.34693877551020413	0.40909090909090906
Current-Dollar and �Real� Gross Domestic Product	0.37254901960784315	1.0	1.0	0.37142857142857144	1.0	0.368421052631579	0.36585365853658536	0.276595744680851	0.5483870967741935	0.276595744680851	1.0	0.3214285714285714	0.36	0.42105263157894735	0.33333333333333337	0.375	1.0	0.34782608695652173	0.34615384615384615	1.0	0.33333333333333337	0.37777777777777777	0.3023255813953488	1.0	1.0	0.31818181818181823	0.4666666666666667	1.0	1.0	1.0	0.4444444444444444	1.0	0.4181818181818182	1.0	1.0	1.0	1.0	1.0	0.36170212765957444	0.5151515151515151	0.5151515151515151	1.0	0.33333333333333337	0.4418604651162791	0.4418604651162791	0.4418604651162791	0.4418604651162791	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.4042553191489362	0.38181818181818183	1.0	1.0	1.0	0.31999999999999995	0.4285714285714286	0.4285714285714286	0.4	0.4	0.375	0.33333333333333337	0.33333333333333337	1.0	0.33333333333333337	0.33333333333333337	0.4411764705882353	0.37142857142857144	0.33333333333333337	0.4
Economic Analysis of Air Pollution Regulations: Portland Cement, Final Report	0.34545454545454546	0.2857142857142857	0.31034482758620685	0.3846153846153846	0.3114754098360656	0.38095238095238093	0.33333333333333337	0.2549019607843137	0.6	0.2549019607843137	0.3846153846153846	0.19999999999999996	0.2592592592592593	0.47619047619047616	0.1923076923076923	0.2692307692307693	0.3125	0.24	0.2142857142857143	0.26086956521739135	0.1923076923076923	0.18367346938775508	0.23404255319148937	0.25	0.1636363636363637	0.25	0.3877551020408163	0.28125	0.34375	0.33333333333333337	0.44999999999999996	0.25	0.22033898305084743	0.3114754098360656	0.2222222222222222	0.38983050847457623	0.2857142857142857	0.24137931034482762	0.21568627450980393	0.5135135135135135	0.5135135135135135	0.24590163934426235	0.18367346938775508	0.23404255319148937	0.23404255319148937	0.23404255319148937	0.23404255319148937	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.3220338983050848	0.29824561403508776	0.31034482758620685	0.31034482758620685	0.18518518518518523	0.30434782608695654	0.30434782608695654	0.2727272727272727	0.2727272727272727	0.1923076923076923	0.21739130434782605	0.21739130434782605	0.24528301886792447	0.21739130434782605	0.21739130434782605	0.38888888888888884	0.4358974358974359	0.22448979591836737	0.31818181818181823
