	Simplified Flow Sheet of Clinker and Cement Manufacture........................................ 2-2 2-2. Labor Costs per Metric Ton of Cement	Current Employment Statistics (National): Customizable Data Tables” Available at As obtained on	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Cement Association.	Cement Association. 2008b. “Market Research: Producer Price Indices—Competitive Building Materials.” Available at	Cement Association (PCA).	Department of Commerce, Bureau of the Census.	DC: Government Printing Office. Available at As obtained on	the Census.	DC: Government Printing Office. Available at As obtained on	Optimal Tariffs and Market Power: The Evidence.” American Economic Review 98(5):2032-2065.	Estimating Particulate MatterMortality Dose-Response Curves and Threshold Levels: An Analysis of Daily TimeSeries for the 20 Largest	A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S.	D&B Million Dollar Directory.	Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between	Multimarket Contact and Pricing: Evidence from the U.S.	Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics.” U.S. Geological Survey Data Series 140, Version 1.2. Available at	Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and	Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality. Special Report to the Health Effects Institute.	Reduction in Fine Particulate Air Pollution and Mortality.”	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Price and Seller Concentration in Cement: Effective Oligopoly or	Circular A-4: Regulatory Analysis.	Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds.”	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	U.S. and Canadian Portland Cement Industry: Plant Information Summary.	U.S. and Canadian Labor-Energy Input Survey	Flash Report: Capacity Expansion Update.” Available at < http://www.cement.org/econ/pdf/NONMEMBERCapacity Expansion.pdf>. As obtained on	Association (PCA). 2008a. “Cement and Concrete Basics: History & Manufacture of Portland Cement.” Available at concretebasics_history.asp>.	Association (PCA). 2008b. “Market Research: Producer Price Indices— Competitive Building Materials.” Available at	Association (PCA).	Cement Plant Operating Cost Study.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci.	Air Pollution and Cause-Specific Mortality in Milan, Italy, 1980–1989.” Arch Environ Health	The Cost of Environmental Regulation in a Concentrated Industry.” Available at	The Concentration-Response Relation between PM(2.5) and Daily Deaths.” Environ Health Perspectives	The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival.” Environmental Health Perspectives	Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death.”	Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix,	of the Census.	of the Census.	of the Census; generated by RTI International; using American FactFinder; “Sector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Department of Commerce, Bureau of Economic Analysis.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of Energy, Energy Information Administration.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey. 2008b. Minerals Commodity Summaries, Cement	Current Employment Statistics (National): Customizable Data Tables.” Available at As obtained on	Statistics (BLS). 2007b. “State and Area Employment, Hours and Earnings	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C,	Environmental Protection Agency (EPA).	Environmental Protection Agency (EPA).	Environmental Protection Agency.	Environmental Protection Agency.	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	Advisory on Plans for Health Effects Analysis for EPA’s Second Prospective Analysis— Benefits and Costs of the Clean Air Act,	Environmental Protection Agency Science Advisory	Environmental Protection Agency Science Advisory	International Trade Commission (USITC). 2006. Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review). Publication 3856. Available at	Trade Commission.	Cement Manufacture and the Environment Part I: Chemistry and	Microeconomic Analysis. 3rd Ed.
Economic Analysis Resource Document	0.44680851063829785	0.29166666666666663	0.36	0.29032258064516125	0.4339622641509434	0.3529411764705882	0.3513513513513513	0.34883720930232553	0.5555555555555556	0.34883720930232553	0.4736842105263158	0.3076923076923077	0.34782608695652173	0.2941176470588235	0.2727272727272727	0.40909090909090906	0.3928571428571429	0.33333333333333337	0.29166666666666663	0.26315789473684215	0.2727272727272727	0.36585365853658536	0.23076923076923073	0.33333333333333337	0.3191489361702128	0.35	0.46341463414634143	0.4285714285714286	0.4642857142857143	0.4545454545454546	0.4375	0.35	0.37254901960784315	0.4339622641509434	0.26086956521739135	0.4117647058823529	0.33333333333333337	0.28	0.34883720930232553	0.5172413793103448	0.5172413793103448	0.39622641509433965	0.1707317073170732	0.28205128205128205	0.28205128205128205	0.28205128205128205	0.28205128205128205	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.4117647058823529	0.30612244897959184	0.36	0.36	0.26086956521739135	0.26315789473684215	0.26315789473684215	0.2222222222222222	0.2222222222222222	0.2727272727272727	0.21052631578947367	0.21052631578947367	0.37777777777777777	0.21052631578947367	0.21052631578947367	0.5	0.4193548387096774	0.31707317073170727	0.2222222222222222
EPA�s Review of the National Ambient Air Quality Standards for Particulate Matter (Second Draft PM Staff Paper, January 2005)	0.34328358208955223	1.0	1.0	0.5686274509803921	1.0	0.4814814814814815	0.4385964912280702	0.39682539682539686	0.7021276595744681	0.39682539682539686	1.0	0.2222222222222222	0.36363636363636365	0.5185185185185186	0.3125	0.375	1.0	0.3548387096774194	0.2647058823529411	1.0	0.3125	0.3770491803278688	0.4915254237288136	1.0	1.0	0.43333333333333335	0.47540983606557374	1.0	1.0	1.0	0.5384615384615384	1.0	0.2676056338028169	1.0	1.0	1.0	1.0	1.0	0.33333333333333337	0.6326530612244898	0.6326530612244898	1.0	0.34426229508196726	0.38983050847457623	0.38983050847457623	0.38983050847457623	0.38983050847457623	0.3650793650793651	0.3650793650793651	0.3650793650793651	0.3650793650793651	0.3650793650793651	0.3650793650793651	0.3650793650793651	0.3650793650793651	0.3650793650793651	0.2676056338028169	1.0	1.0	1.0	0.36363636363636365	0.3793103448275862	0.3793103448275862	0.4285714285714286	0.4285714285714286	0.28125	0.3448275862068966	0.3448275862068966	1.0	0.3448275862068966	0.3448275862068966	0.26190476190476186	0.607843137254902	0.34426229508196726	0.4285714285714286
Final Regulatory Analysis: Control of Emissions from Nonroad Diesel Engines	0.39622641509433965	0.2592592592592593	0.3214285714285714	0.4054054054054054	0.38983050847457623	0.44999999999999996	0.39534883720930236	0.26530612244897955	0.5757575757575757	0.26530612244897955	0.46031746031746035	0.24137931034482762	0.3076923076923077	0.44999999999999996	0.24	0.31999999999999995	0.32258064516129037	0.29166666666666663	0.2962962962962963	0.31818181818181823	0.28	0.276595744680851	0.24444444444444446	0.33333333333333337	0.28301886792452835	0.26086956521739135	0.4042553191489362	0.29032258064516125	0.4193548387096774	0.4098360655737705	0.5263157894736843	0.30434782608695654	0.29824561403508776	0.423728813559322	0.23076923076923073	0.4385964912280702	0.33333333333333337	0.3214285714285714	0.30612244897959184	0.48571428571428577	0.48571428571428577	0.288135593220339	0.23404255319148937	0.24444444444444446	0.24444444444444446	0.24444444444444446	0.24444444444444446	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.368421052631579	0.2727272727272727	0.3928571428571429	0.3214285714285714	0.23076923076923073	0.36363636363636365	0.36363636363636365	0.33333333333333337	0.33333333333333337	0.28	0.2727272727272727	0.2727272727272727	0.37254901960784315	0.2727272727272727	0.2727272727272727	0.4285714285714286	0.4054054054054054	0.276595744680851	0.33333333333333337
Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review)	0.3529411764705882	0.33333333333333337	0.352112676056338	0.5	0.3783783783783784	0.4181818181818182	0.5172413793103448	0.34375	0.7083333333333333	0.34375	0.28205128205128205	0.31506849315068497	0.34328358208955223	0.5636363636363637	0.3538461538461538	0.3846153846153846	0.37662337662337664	0.4285714285714286	0.30434782608695654	0.4576271186440678	0.3846153846153846	0.3548387096774194	0.3666666666666667	0.33333333333333337	0.38235294117647056	0.3770491803278688	0.4193548387096774	0.37662337662337664	0.4025974025974026	0.3421052631578947	0.4716981132075472	0.3770491803278688	0.3055555555555556	0.3513513513513513	0.31343283582089554	0.33333333333333337	0.33333333333333337	0.323943661971831	0.4375	0.64	0.64	0.2702702702702703	0.4193548387096774	0.4	0.4	0.4	0.4	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.36111111111111116	0.3142857142857143	0.3802816901408451	0.352112676056338	0.31343283582089554	0.35593220338983056	0.35593220338983056	0.4035087719298246	0.4035087719298246	0.3538461538461538	0.35593220338983056	0.35593220338983056	0.3939393939393939	0.35593220338983056	0.35593220338983056	0.08235294117647063	0.5	0.4193548387096774	0.4385964912280702
Guidelines for Preparing Economic Analyses	0.4	0.33333333333333337	0.3584905660377359	0.4117647058823529	0.3928571428571429	0.4054054054054054	0.4	0.26086956521739135	0.6666666666666667	0.26086956521739135	0.43333333333333335	0.2727272727272727	0.34693877551020413	0.45945945945945943	0.23404255319148937	0.3191489361702128	0.35593220338983056	0.28888888888888886	0.2549019607843137	0.31707317073170727	0.19148936170212771	0.2272727272727273	0.33333333333333337	0.33333333333333337	0.24	0.3023255813953488	0.40909090909090906	0.38983050847457623	0.38983050847457623	0.4137931034482759	0.48571428571428577	0.2558139534883721	0.2592592592592593	0.3571428571428571	0.26530612244897955	0.4444444444444444	0.2549019607843137	0.28301886792452835	0.30434782608695654	0.5625	0.5625	0.3214285714285714	0.2272727272727273	0.23809523809523814	0.23809523809523814	0.23809523809523814	0.23809523809523814	0.30434782608695654	0.30434782608695654	0.30434782608695654	0.30434782608695654	0.30434782608695654	0.30434782608695654	0.30434782608695654	0.30434782608695654	0.30434782608695654	0.33333333333333337	0.34615384615384615	0.3207547169811321	0.3584905660377359	0.26530612244897955	0.2682926829268293	0.2682926829268293	0.23076923076923073	0.23076923076923073	0.19148936170212771	0.1707317073170732	0.1707317073170732	0.29166666666666663	0.1707317073170732	0.1707317073170732	0.4029850746268657	0.4117647058823529	0.2727272727272727	0.23076923076923073
Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics	0.2941176470588235	0.34615384615384615	0.37037037037037035	0.37142857142857144	0.4035087719298246	0.42105263157894735	0.36585365853658536	0.3191489361702128	0.5483870967741935	0.3191489361702128	0.4098360655737705	0.2857142857142857	0.16000000000000003	0.42105263157894735	0.29166666666666663	0.16666666666666663	0.2666666666666667	0.08695652173913049	0.23076923076923073	0.4285714285714286	0.29166666666666663	0.24444444444444446	0.39534883720930236	0.3076923076923077	0.37254901960784315	0.2272727272727273	0.4222222222222223	0.33333333333333337	0.3666666666666667	0.423728813559322	0.5	0.36363636363636365	0.2727272727272727	0.33333333333333337	0.31999999999999995	0.38181818181818183	0.3076923076923077	0.33333333333333337	0.276595744680851	0.4545454545454546	0.4545454545454546	0.33333333333333337	0.33333333333333337	0.39534883720930236	0.39534883720930236	0.39534883720930236	0.39534883720930236	0.36170212765957444	0.36170212765957444	0.36170212765957444	0.36170212765957444	0.36170212765957444	0.36170212765957444	0.36170212765957444	0.36170212765957444	0.36170212765957444	0.3090909090909091	0.3584905660377359	0.40740740740740744	0.37037037037037035	0.4	0.4285714285714286	0.4285714285714286	0.4	0.4	0.33333333333333337	0.2857142857142857	0.2857142857142857	0.26530612244897955	0.2857142857142857	0.2857142857142857	0.5	0.37142857142857144	0.19999999999999996	0.30000000000000004
Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and Demand Statistics	0.2592592592592593	0.2727272727272727	0.29824561403508776	0.42105263157894735	0.3666666666666667	0.46341463414634143	0.2727272727272727	0.31999999999999995	0.5294117647058824	0.31999999999999995	0.4375	0.22033898305084743	0.2075471698113207	0.36585365853658536	0.2941176470588235	0.21568627450980393	0.23809523809523814	0.020408163265306145	0.19999999999999996	0.37777777777777777	0.2941176470588235	0.25	0.34782608695652173	0.2727272727272727	0.33333333333333337	0.19148936170212771	0.375	0.33333333333333337	0.3015873015873016	0.3870967741935484	0.5384615384615384	0.276595744680851	0.24137931034482762	0.30000000000000004	0.3207547169811321	0.3448275862068966	0.2727272727272727	0.26315789473684215	0.24	0.4444444444444444	0.4444444444444444	0.2666666666666667	0.25	0.34782608695652173	0.34782608695652173	0.34782608695652173	0.34782608695652173	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.2068965517241379	0.2857142857142857	0.368421052631579	0.29824561403508776	0.28301886792452835	0.4666666666666667	0.4666666666666667	0.4418604651162791	0.4418604651162791	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.2692307692307693	0.33333333333333337	0.33333333333333337	0.43661971830985913	0.42105263157894735	0.20833333333333337	0.34883720930232553
Integrated Science Assessment for Particulate Matter (External Review Draft)	0.3793103448275862	0.288135593220339	0.2786885245901639	0.47619047619047616	0.34375	0.37777777777777777	0.45833333333333337	0.2962962962962963	0.6842105263157895	0.2962962962962963	0.32352941176470584	0.23809523809523814	0.33333333333333337	0.4666666666666667	0.23636363636363633	0.2727272727272727	0.34328358208955223	0.3584905660377359	0.18644067796610164	0.34693877551020413	0.2727272727272727	0.3076923076923077	0.4	0.288135593220339	0.31034482758620685	0.33333333333333337	0.42307692307692313	0.34328358208955223	0.3731343283582089	0.303030303030303	0.4418604651162791	0.37254901960784315	0.22580645161290325	0.34375	0.26315789473684215	0.32258064516129037	0.22033898305084743	0.24590163934426235	0.33333333333333337	0.6	0.6	0.3125	0.34615384615384615	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.32258064516129037	0.30000000000000004	0.34426229508196726	0.2786885245901639	0.26315789473684215	0.26530612244897955	0.26530612244897955	0.3191489361702128	0.3191489361702128	0.23636363636363633	0.22448979591836737	0.22448979591836737	0.3571428571428571	0.22448979591836737	0.22448979591836737	0.33333333333333337	0.5238095238095238	0.2692307692307693	0.36170212765957444
Minerals Commodity Summaries, Cement	0.3191489361702128	0.33333333333333337	0.36	0.3548387096774194	0.4339622641509434	0.4117647058823529	0.3513513513513513	0.39534883720930236	0.4814814814814815	0.39534883720930236	0.543859649122807	0.34615384615384615	0.34782608695652173	0.3529411764705882	0.36363636363636365	0.31818181818181823	0.3571428571428571	0.19047619047619047	0.29166666666666663	0.3157894736842105	0.40909090909090906	0.31707317073170727	0.33333333333333337	0.33333333333333337	0.276595744680851	0.19999999999999996	0.36585365853658536	0.4642857142857143	0.4285714285714286	0.4545454545454546	0.5	0.19999999999999996	0.33333333333333337	0.3584905660377359	0.34782608695652173	0.4509803921568627	0.41666666666666663	0.31999999999999995	0.3023255813953488	0.4482758620689655	0.4482758620689655	0.3584905660377359	0.2682926829268293	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.34883720930232553	0.2941176470588235	0.34693877551020413	0.36	0.36	0.30434782608695654	0.42105263157894735	0.42105263157894735	0.38888888888888884	0.38888888888888884	0.2727272727272727	0.26315789473684215	0.26315789473684215	0.33333333333333337	0.26315789473684215	0.26315789473684215	0.5	0.29032258064516125	0.2682926829268293	0.2777777777777778
Minerals Yearbook, Cement	0.34782608695652173	0.44680851063829785	0.4693877551020408	0.33333333333333337	0.42307692307692313	0.3939393939393939	0.38888888888888884	0.38095238095238093	0.5384615384615384	0.38095238095238093	0.5357142857142857	0.4901960784313726	0.4222222222222223	0.3939393939393939	0.4418604651162791	0.39534883720930236	0.4545454545454546	0.36585365853658536	0.44680851063829785	0.45945945945945943	0.4418604651162791	0.44999999999999996	0.42105263157894735	0.44680851063829785	0.3913043478260869	0.3846153846153846	0.5	0.49090909090909096	0.49090909090909096	0.4444444444444444	0.4838709677419355	0.3846153846153846	0.43999999999999995	0.5	0.4222222222222223	0.48	0.4893617021276596	0.4693877551020408	0.38095238095238093	0.5	0.5	0.46153846153846156	0.35	0.42105263157894735	0.42105263157894735	0.42105263157894735	0.42105263157894735	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.4	0.45833333333333337	0.4693877551020408	0.4693877551020408	0.37777777777777777	0.45945945945945943	0.45945945945945943	0.4285714285714286	0.4285714285714286	0.4418604651162791	0.4054054054054054	0.4054054054054054	0.4545454545454546	0.4054054054054054	0.4054054054054054	0.5555555555555556	0.33333333333333337	0.4	0.37142857142857144
Regulatory Impact Analysis for the Clean Air Interstate Rule	0.33333333333333337	0.34615384615384615	0.33333333333333337	0.3142857142857143	0.29824561403508776	0.368421052631579	0.2682926829268293	0.3191489361702128	0.4838709677419355	0.3191489361702128	0.4426229508196722	0.25	0.28	0.42105263157894735	0.16666666666666663	0.33333333333333337	0.3666666666666667	0.21739130434782605	0.1923076923076923	0.33333333333333337	0.20833333333333337	0.28888888888888886	0.2093023255813954	0.2692307692307693	0.2941176470588235	0.2727272727272727	0.37777777777777777	0.33333333333333337	0.3666666666666667	0.3220338983050848	0.4444444444444444	0.2727272727272727	0.23636363636363633	0.33333333333333337	0.16000000000000003	0.4181818181818182	0.3076923076923077	0.2962962962962963	0.3191489361702128	0.3939393939393939	0.3939393939393939	0.22807017543859653	0.19999999999999996	0.2558139534883721	0.2558139534883721	0.2558139534883721	0.2558139534883721	0.23404255319148937	0.23404255319148937	0.23404255319148937	0.23404255319148937	0.23404255319148937	0.23404255319148937	0.23404255319148937	0.23404255319148937	0.23404255319148937	0.2727272727272727	0.3584905660377359	0.37037037037037035	0.33333333333333337	0.16000000000000003	0.33333333333333337	0.33333333333333337	0.30000000000000004	0.30000000000000004	0.29166666666666663	0.2857142857142857	0.2857142857142857	0.30612244897959184	0.2857142857142857	0.2857142857142857	0.38235294117647056	0.4285714285714286	0.24444444444444446	0.35
Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C, p. 12	0.3220338983050848	0.3666666666666667	0.29032258064516125	0.39534883720930236	0.29230769230769227	0.4347826086956522	0.30612244897959184	0.3090909090909091	0.5897435897435898	0.3090909090909091	0.42028985507246375	0.28125	0.3448275862068966	0.4347826086956522	0.25	0.3571428571428571	0.2941176470588235	0.33333333333333337	0.23333333333333328	0.36	0.2857142857142857	0.3584905660377359	0.2941176470588235	0.30000000000000004	0.2542372881355932	0.3076923076923077	0.39622641509433965	0.3529411764705882	0.38235294117647056	0.31343283582089554	0.5	0.3076923076923077	0.2698412698412699	0.32307692307692304	0.24137931034482762	0.39682539682539686	0.33333333333333337	0.29032258064516125	0.3090909090909091	0.5121951219512195	0.5121951219512195	0.29230769230769227	0.2075471698113207	0.21568627450980393	0.21568627450980393	0.21568627450980393	0.21568627450980393	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.23809523809523814	0.34426229508196726	0.32258064516129037	0.29032258064516125	0.03448275862068961	0.4	0.4	0.375	0.375	0.2857142857142857	0.36	0.36	0.368421052631579	0.36	0.36	0.3157894736842105	0.4418604651162791	0.3584905660377359	0.375
Regulatory Impact Analysis, 2006 National Ambient Air Quality Standards for Particulate Matter, Chapter 5	0.3015873015873016	0.34375	0.33333333333333337	0.4893617021276596	0.24637681159420288	0.48	0.39622641509433965	0.35593220338983056	0.627906976744186	0.35593220338983056	0.34246575342465757	0.20588235294117652	0.32258064516129037	0.52	0.30000000000000004	0.33333333333333337	0.2777777777777778	0.27586206896551724	0.21875	0.37037037037037035	0.2666666666666667	0.33333333333333337	0.38181818181818183	0.3125	0.3015873015873016	0.3214285714285714	0.4035087719298246	0.33333333333333337	0.3055555555555556	0.2676056338028169	0.5416666666666667	0.3214285714285714	0.22388059701492535	0.2753623188405797	0.25806451612903225	0.34328358208955223	0.3125	0.2727272727272727	0.3220338983050848	0.5555555555555556	0.5555555555555556	0.24637681159420288	0.33333333333333337	0.34545454545454546	0.34545454545454546	0.34545454545454546	0.34545454545454546	0.3220338983050848	0.3220338983050848	0.3220338983050848	0.3220338983050848	0.3220338983050848	0.3220338983050848	0.3220338983050848	0.3220338983050848	0.3220338983050848	0.19402985074626866	0.3538461538461538	0.303030303030303	0.33333333333333337	0.25806451612903225	0.4444444444444444	0.4444444444444444	0.42307692307692313	0.42307692307692313	0.2666666666666667	0.33333333333333337	0.33333333333333337	0.3114754098360656	0.33333333333333337	0.33333333333333337	0.25	0.5319148936170213	0.29824561403508776	0.42307692307692313
Regulatory Impact Analysis, 2008 National Ambient Air Quality Standards for Ground-level Ozone, Chapter 6.	0.31343283582089554	0.32352941176470584	0.3142857142857143	0.4901960784313726	0.26027397260273977	0.5185185185185186	0.4035087719298246	0.3015873015873016	0.6170212765957447	0.3015873015873016	0.3246753246753247	0.25	0.303030303030303	0.5555555555555556	0.34375	0.375	0.26315789473684215	0.3548387096774194	0.2647058823529411	0.4482758620689655	0.3125	0.34426229508196726	0.35593220338983056	0.32352941176470584	0.34328358208955223	0.3666666666666667	0.34426229508196726	0.3157894736842105	0.3157894736842105	0.28	0.5769230769230769	0.33333333333333337	0.2676056338028169	0.26027397260273977	0.24242424242424243	0.3802816901408451	0.32352941176470584	0.3142857142857143	0.4285714285714286	0.5510204081632653	0.5510204081632653	0.26027397260273977	0.34426229508196726	0.35593220338983056	0.35593220338983056	0.35593220338983056	0.35593220338983056	0.2698412698412699	0.2698412698412699	0.2698412698412699	0.2698412698412699	0.2698412698412699	0.2698412698412699	0.2698412698412699	0.2698412698412699	0.2698412698412699	0.15492957746478875	0.30434782608695654	0.3142857142857143	0.3142857142857143	0.2727272727272727	0.4482758620689655	0.4482758620689655	0.4285714285714286	0.4285714285714286	0.25	0.3793103448275862	0.3793103448275862	0.3538461538461538	0.3793103448275862	0.3793103448275862	0.2142857142857143	0.5294117647058824	0.3770491803278688	0.4642857142857143
Sector 31: Annual Survey of Manufactures: General Statistics:Statistics for Industry Groups and Industries: 2006 and 2005.	0.35593220338983056	0.3666666666666667	0.3548387096774194	0.4883720930232558	0.32307692307692304	0.5217391304347826	0.4693877551020408	0.34545454545454546	0.641025641025641	0.34545454545454546	0.30434782608695654	0.28125	0.3448275862068966	0.4347826086956522	0.4285714285714286	0.3571428571428571	0.2647058823529411	0.2962962962962963	0.2666666666666667	0.36	0.3928571428571429	0.3584905660377359	0.37254901960784315	0.33333333333333337	0.38983050847457623	0.3076923076923077	0.39622641509433965	0.4117647058823529	0.32352941176470584	0.34328358208955223	0.5454545454545454	0.3846153846153846	0.3015873015873016	0.2615384615384615	0.3448275862068966	0.39682539682539686	0.3666666666666667	0.3870967741935484	0.4181818181818182	0.5609756097560976	0.5609756097560976	0.23076923076923073	0.3584905660377359	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.37254901960784315	0.3090909090909091	0.3090909090909091	0.3090909090909091	0.3090909090909091	0.3090909090909091	0.3090909090909091	0.3090909090909091	0.3090909090909091	0.3090909090909091	0.23809523809523814	0.34426229508196726	0.3548387096774194	0.3548387096774194	0.3448275862068966	0.43999999999999995	0.43999999999999995	0.41666666666666663	0.41666666666666663	0.3214285714285714	0.36	0.36	0.368421052631579	0.36	0.36	0.26315789473684215	0.5348837209302326	0.3207547169811321	0.33333333333333337
State and Area Employment, Hours and Earnings 2005	0.39622641509433965	0.33333333333333337	0.3928571428571429	0.45945945945945943	0.38983050847457623	0.5	0.4418604651162791	0.4285714285714286	0.6363636363636364	0.4285714285714286	0.4285714285714286	0.27586206896551724	0.3846153846153846	0.5	0.31999999999999995	0.4	0.29032258064516125	0.29166666666666663	0.2962962962962963	0.40909090909090906	0.28	0.3191489361702128	0.37777777777777777	0.40740740740740744	0.28301886792452835	0.34782608695652173	0.36170212765957444	0.4516129032258065	0.3870967741935484	0.4098360655737705	0.5789473684210527	0.26086956521739135	0.33333333333333337	0.3220338983050848	0.34615384615384615	0.4035087719298246	0.2962962962962963	0.2857142857142857	0.3877551020408163	0.6	0.6	0.38983050847457623	0.276595744680851	0.24444444444444446	0.24444444444444446	0.24444444444444446	0.24444444444444446	0.34693877551020413	0.34693877551020413	0.34693877551020413	0.34693877551020413	0.34693877551020413	0.34693877551020413	0.34693877551020413	0.34693877551020413	0.34693877551020413	0.29824561403508776	0.34545454545454546	0.1785714285714286	0.3928571428571429	0.3076923076923077	0.36363636363636365	0.36363636363636365	0.33333333333333337	0.33333333333333337	0.24	0.2272727272727273	0.2272727272727273	0.2941176470588235	0.2272727272727273	0.2272727272727273	0.4	0.45945945945945943	0.4042553191489362	0.33333333333333337
State Energy Consumption, Price, and Expenditure Estimates (SEDS): Technical Notes Prices and Expenditures Section 4	0.3666666666666667	0.180327868852459	0.2698412698412699	0.5	0.3939393939393939	0.4042553191489362	0.36	0.3571428571428571	0.6	0.3571428571428571	0.4	0.23076923076923073	0.3220338983050848	0.4893617021276596	0.29824561403508776	0.29824561403508776	0.30434782608695654	0.2727272727272727	0.2786885245901639	0.4509803921568627	0.33333333333333337	0.2592592592592593	0.34615384615384615	0.24590163934426235	0.2666666666666667	0.3207547169811321	0.40740740740740744	0.3623188405797102	0.3623188405797102	0.3529411764705882	0.4666666666666667	0.28301886792452835	0.28125	0.36363636363636365	0.3220338983050848	0.3125	0.2786885245901639	0.23809523809523814	0.2142857142857143	0.5714285714285714	0.5714285714285714	0.33333333333333337	0.2962962962962963	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.3214285714285714	0.3214285714285714	0.3214285714285714	0.3214285714285714	0.3214285714285714	0.3214285714285714	0.3214285714285714	0.3214285714285714	0.3214285714285714	0.3125	0.19354838709677424	0.3015873015873016	0.2698412698412699	0.288135593220339	0.33333333333333337	0.33333333333333337	0.3877551020408163	0.3877551020408163	0.29824561403508776	0.2941176470588235	0.2941176470588235	0.31034482758620685	0.2941176470588235	0.2941176470588235	0.35064935064935066	0.4545454545454546	0.2962962962962963	0.4285714285714286
