	Breakdown of Monetized PM2.5 Health Benefits using Mortality Function from	Intake of mercury from fish lipid peroxidation, and the risk of myocardial infarction and coronary, cardiovascular and any death in Eastern Finnish men.‚Äù	Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‚Äù, Epidemiology,	Toxicological Effects of Methylmercury.	Environmental Protection Agency.	Co‚ÄëChair NACWA Biosolids Management Committee, e-mail to	Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	and Emissions Test Database for the Sewage Sludge Incineration Source Category. Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	The influence of location, source, and emission type in estimates of the human health benefits of reducing a ton of air pollution. Air Qual Atmos Health	Revised Compliance Costs and Economic Inputs for Existing HMIWI.	What Determines the Value of Life?	AP 42, Chapter 2: Solid Waste Disposal.	Environmental Protection Agency Office of Air Quality Planning and Standards.	Guidelines for Preparing Economic Analyses.	OAQPS Control Cost Manual. Section 4.2: NOX Post Combustion. Chapter 1: Selective Noncatalytic Reduction. Publication U.S.	Park, NC. EPA/600/R-09/019F.	Final Regulatory Impact Analysis (RIA) for the NO2 National Ambient Air Quality Standards (NAAQS).	Summary of Expert Opinions on the Existence of a Threshold in the Concentration-Response Function for PM2.5-related Mortality: Technical Support Document. Compiled by Office of Air Quality Planning and Standards, Research Triangle Park,	Lowest Measured Level (LML) Assessment for Rules without Policy-Specific Air Quality Data Available: Technical Support Document. Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning and Standards, Research Triangle Park,	Lindsay Wichers Stanek (PM Team Leader)‚ÄîNational Center for Environmental Assessment (NCEA), U.S. Environmental Protection Agency	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.‚Äù Environ. Sci. Technol.	Regulatory Impact Analysis,	Regulatory Impact Analysis,	Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead. Office of Air Quality Planning and Standards, Research Triangle Park,	Final Regulatory Impact Analysis (RIA) for the SO2 National Ambient Air Quality Standards (NAAQS). Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning	Costs to be replaced include: (a) bag leak detector replacing opacity test; (b) CO CEMS replacing CO test and secondary chamber temperature monitor;(c) HCl CEMS replacing HCl test, HCl sorbent monitor (dry scrubbers) and scrubber liquor pH monitor (wet Sources: 1. Hospital/Medical/Infectious Waste Incinerators (HMIWI) [EPA-HQ-OAR-2006-0534] Testing and Monitoring Options and Costs Memo	E-mail and attachment from Peter Westlin, EPA, to Mary Johnson,	Some Preliminary Thoughts on the HWI Monitoring.	Stack Testing Costs Parameters/Costs Equation Values A. Parameters 1. Cost index a.	Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring.	C-34 Table C-4d. Visible Emissions Testing Costs Parameters/Costs Equation Values A. Parameters 1. Operating labor rate, $/hr (LR) $34.60 2. Capital recovery factor, 5-yr equipment life, 7% interest (CRF) = [i x (1 + i)a] / [(1 + i)a - 1], where i = interest rate, a = equipment life 0.24389 B. Total Capital Investment, $ (TCI) = Combination light meter/anemometer ($200) + digital stopwatches (2 each at $25) $250 C. Direct Annual Costs, $/yr 1.	Reporting Requirements 1. Read instructions	State average tipping fees from BioCycle	Where state data unavailable, NSWMA‚Äôs 2005 Tip Fee Survey regional averages were used.	average used. All values corrected to 2008 dollars using CPI data from Bureau of Labor Statistics: http://data.bls.gov/cgi-bin/cpicalc.pl Unit-specific tipping fees are listed in Table 5. 2. Hauling cost:	WAEdmonds 1 FB vs -	Volume based on sludge density of 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435). c. Assumed square concrete pad. d. Rail height of 6 feet chosen for minimal concrete surface area requirement. e. Based on cost of $154 per 4&apos; by 8&apos; sheet of flattened aluminum, 0.125 inches thick (Metals Depot: http://www.metalsdepot.com/products/hrsteel2.phtml?page=expanded&LimAcc=$LimAcc) f. Researched concrete slab costs (including installation, materials, and labor) ranged from $3/ft2 to $10/ft2. For this analysis, an average of $6/ft2 was used. g. Capital Recovery Factor based on 7% interest and 15 year lifetime.	assumed density of dewatered sludge is 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435) *assumed maximum capacity of hauling vehicles (36 cu yd) for 50+ cu yd/day. (Land application of biosolids: process design manual.
Integrated Science Assessment for Particulate Matter	0.28	0.33333333333333337	0.2592592592592593	0.2857142857142857	0.28205128205128205	0.31818181818181823	0.2592592592592593	0.288135593220339	0.276595744680851	0.25	0.35	0.40909090909090906	0.17391304347826086	0.2093023255813954	0.3571428571428571	0.75	0.28301886792452835	0.34426229508196726	0.33333333333333337	0.21568627450980393	0.3214285714285714	0.26530612244897955	0.25	0.2195121951219512	0.2195121951219512	0.2727272727272727	0.29824561403508776	0.23404255319148937	0.43243243243243246	0.24444444444444446	0.2272727272727273	0.26530612244897955	0.19999999999999996	0.525	0.30000000000000004	0.2682926829268293	0.39622641509433965	0.3220338983050848	0.6	0.4814814814814815	0.4492753623188406
Integrated Science Assessment for Sulfur Oxides—Health Criteria	0.33333333333333337	1.0	1.0	0.30434782608695654	0.39534883720930236	1.0	0.31034482758620685	0.3015873015873016	0.2549019607843137	0.23076923076923073	0.36363636363636365	0.41666666666666663	0.24	0.3191489361702128	0.3666666666666667	0.7727272727272727	0.26315789473684215	0.32307692307692304	0.375	0.23636363636363633	1.0	0.3207547169811321	1.0	0.28888888888888886	0.28888888888888886	0.288135593220339	0.3114754098360656	0.2549019607843137	0.41025641025641024	0.34693877551020413	0.29166666666666663	0.28301886792452835	0.26530612244897955	0.47619047619047616	0.36363636363636365	0.28888888888888886	1.0	0.3015873015873016	0.641025641025641	0.48235294117647054	0.452054794520548
Medical Management Guidelines for Hydrogen Chloride (HCL)	0.2592592592592593	0.34615384615384615	0.31034482758620685	0.26086956521739135	0.39534883720930236	0.33333333333333337	0.27586206896551724	0.3015873015873016	0.2549019607843137	0.2692307692307693	0.31818181818181823	0.5	0.31999999999999995	0.276595744680851	0.4	0.8181818181818181	0.29824561403508776	0.3846153846153846	0.3125	0.34545454545454546	0.2666666666666667	0.28301886792452835	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.35593220338983056	0.34426229508196726	0.33333333333333337	0.41025641025641024	0.30612244897959184	0.29166666666666663	0.39622641509433965	0.26530612244897955	0.47619047619047616	0.36363636363636365	0.28888888888888886	0.4385964912280702	0.3650793650793651	0.6923076923076923	0.45882352941176474	0.4246575342465754
Medical Waste Incinerators--Background Information for Proposed Standards and Guidelines: Model Plant Description and Cost Report for New and Existing Facilities	0.3125	0.32258064516129037	0.23529411764705888	0.3928571428571429	0.4716981132075472	0.3448275862068966	0.2941176470588235	0.23287671232876717	0.4426229508196722	0.22580645161290325	0.4444444444444444	0.4137931034482759	0.3666666666666667	0.33333333333333337	0.37142857142857144	0.5925925925925926	0.34328358208955223	0.22666666666666668	0.29729729729729726	0.32307692307692304	0.34285714285714286	0.2698412698412699	0.2857142857142857	0.38181818181818183	0.38181818181818183	0.33333333333333337	0.323943661971831	0.3770491803278688	0.34090909090909094	0.35593220338983056	0.3793103448275862	0.33333333333333337	0.2542372881355932	0.4042553191489362	0.40740740740740744	0.34545454545454546	0.4029850746268657	0.34246575342465757	0.5510204081632653	0.3263157894736842	0.32530120481927716
Mercury in fish, bed sediment, and water from streams across the United States 	0.2941176470588235	0.30612244897959184	0.3090909090909091	0.3023255813953488	0.44999999999999996	0.37777777777777777	0.23636363636363633	0.2666666666666667	0.25	0.3877551020408163	0.36585365853658536	0.4666666666666667	0.3191489361702128	0.36363636363636365	0.33333333333333337	0.8048780487804879	0.33333333333333337	0.3548387096774194	0.3114754098360656	0.3076923076923077	0.33333333333333337	0.36	0.29824561403508776	0.33333333333333337	0.33333333333333337	0.3214285714285714	0.3448275862068966	0.375	0.43999999999999995	0.26086956521739135	0.33333333333333337	0.43999999999999995	0.30434782608695654	0.5308641975308642	0.36585365853658536	0.33333333333333337	0.33333333333333337	0.4	0.6666666666666667	0.4878048780487805	0.4571428571428572
National Industry Specific Occupational Employment and Wage Estimates	0.3584905660377359	0.2549019607843137	0.29824561403508776	0.28888888888888886	0.33333333333333337	0.36170212765957444	0.29824561403508776	0.32258064516129037	0.28	0.21568627450980393	0.34883720930232553	0.44680851063829785	0.18367346938775508	0.21739130434782605	0.35593220338983056	0.7674418604651163	0.2142857142857143	0.34375	0.3650793650793651	0.2222222222222222	0.3220338983050848	0.3076923076923077	0.288135593220339	0.2272727272727273	0.2272727272727273	0.24137931034482762	0.2666666666666667	0.24	0.4025974025974026	0.29166666666666663	0.276595744680851	0.34615384615384615	0.16666666666666663	0.49397590361445787	0.3023255813953488	0.2272727272727273	0.3571428571428571	0.3870967741935484	0.5789473684210527	0.5	0.41666666666666663
National Industry Specific Occupational Employment and Wage Estimates	0.3584905660377359	0.2549019607843137	0.29824561403508776	0.28888888888888886	0.33333333333333337	0.36170212765957444	0.29824561403508776	0.32258064516129037	0.28	0.21568627450980393	0.34883720930232553	0.44680851063829785	0.18367346938775508	0.21739130434782605	0.35593220338983056	0.7674418604651163	0.2142857142857143	0.34375	0.3650793650793651	0.2222222222222222	0.3220338983050848	0.3076923076923077	0.288135593220339	0.2272727272727273	0.2272727272727273	0.24137931034482762	0.2666666666666667	0.24	0.4025974025974026	0.29166666666666663	0.276595744680851	0.34615384615384615	0.16666666666666663	0.49397590361445787	0.3023255813953488	0.2272727272727273	0.3571428571428571	0.3870967741935484	0.5789473684210527	0.5	0.41666666666666663
OAQPS Control Cost Manual. Section 6: Particulate Matter Controls. Chapter 2: Wet Scrubbers for Particulate Matter.	0.368421052631579	0.4181818181818182	0.34426229508196726	0.3877551020408163	0.4347826086956522	0.4117647058823529	0.3114754098360656	0.33333333333333337	0.2962962962962963	0.34545454545454546	0.4042553191489362	0.2549019607843137	0.28301886792452835	0.36	0.2063492063492064	0.6595744680851063	0.2666666666666667	0.23529411764705888	0.28358208955223885	0.27586206896551724	0.3650793650793651	0.3571428571428571	0.3015873015873016	0.41666666666666663	0.41666666666666663	0.29032258064516125	0.28125	0.2592592592592593	0.308641975308642	0.34615384615384615	0.33333333333333337	0.3928571428571429	0.3076923076923077	0.47126436781609193	0.44680851063829785	0.375	0.33333333333333337	0.303030303030303	0.7142857142857143	0.43181818181818177	0.42105263157894735
OAQPS Control cost manual. Section 4.2: NOX Post Combustion. Chapter 1: Selective Noncatalytic Reduction	0.3870967741935484	0.3666666666666667	0.303030303030303	0.4444444444444444	0.37254901960784315	0.4285714285714286	0.2727272727272727	0.295774647887324	0.288135593220339	0.3666666666666667	0.5	0.2857142857142857	0.24137931034482762	0.34545454545454546	0.02941176470588236	0.6153846153846154	0.19999999999999996	0.23287671232876717	0.25	0.23809523809523814	0.3529411764705882	0.34426229508196726	0.2941176470588235	0.3584905660377359	0.3584905660377359	0.19402985074626866	0.21739130434782605	0.2542372881355932	0.3023255813953488	0.4035087719298246	0.3928571428571429	0.34426229508196726	0.33333333333333337	0.3913043478260869	0.34615384615384615	0.3584905660377359	0.32307692307692304	0.295774647887324	0.6170212765957447	0.3548387096774194	0.308641975308642
OAQPS Economic Analysis Resource Document	0.4117647058823529	0.3877551020408163	0.3090909090909091	0.34883720930232553	0.25	0.4666666666666667	0.3090909090909091	0.33333333333333337	0.33333333333333337	0.3877551020408163	0.36585365853658536	0.4222222222222223	0.14893617021276595	0.2727272727272727	0.29824561403508776	0.6585365853658536	0.2962962962962963	0.29032258064516125	0.3114754098360656	0.23076923076923073	0.4035087719298246	0.31999999999999995	0.368421052631579	0.23809523809523814	0.23809523809523814	0.2857142857142857	0.31034482758620685	0.20833333333333337	0.43999999999999995	0.30434782608695654	0.33333333333333337	0.31999999999999995	0.30434782608695654	0.5061728395061729	0.36585365853658536	0.33333333333333337	0.4814814814814815	0.4666666666666667	0.6111111111111112	0.5365853658536586	0.5142857142857142
owest Measured Level (LML) Assessment for Rules without Policy-Specific Air Quality Data Available:Technical Support Document	0.3650793650793651	0.3770491803278688	0.28358208955223885	0.38181818181818183	0.42307692307692313	0.4385964912280702	0.25373134328358204	0.2222222222222222	0.2666666666666667	0.3770491803278688	0.39622641509433965	0.4035087719298246	0.288135593220339	0.3571428571428571	0.24637681159420288	0.7358490566037736	0.24242424242424243	0.21621621621621623	0.06849315068493156	0.25	0.2753623188405797	0.32258064516129037	0.2753623188405797	0.37037037037037035	0.37037037037037035	0.20588235294117652	0.22857142857142854	0.2666666666666667	0.28735632183908044	0.31034482758620685	0.368421052631579	0.4193548387096774	0.3793103448275862	0.3548387096774194	0.4339622641509434	0.37037037037037035	0.33333333333333337	0.2777777777777778	0.625	0.3191489361702128	0.29268292682926833
Public Health Statement for Cadmium	0.30612244897959184	0.36170212765957444	0.3207547169811321	0.36585365853658536	0.368421052631579	0.39534883720930236	0.28301886792452835	0.31034482758620685	0.26086956521739135	0.3191489361702128	0.33333333333333337	0.39534883720930236	0.28888888888888886	0.33333333333333337	0.34545454545454546	0.7435897435897436	0.34615384615384615	0.3666666666666667	0.38983050847457623	0.31999999999999995	0.38181818181818183	0.375	0.3090909090909091	0.4	0.4	0.33333333333333337	0.3571428571428571	0.34782608695652173	0.452054794520548	0.31818181818181823	0.3023255813953488	0.33333333333333337	0.31818181818181823	0.5443037974683544	0.3846153846153846	0.30000000000000004	0.46153846153846156	0.31034482758620685	0.7058823529411764	0.525	0.47058823529411764
Public Health Statement for Lead	0.30612244897959184	0.36170212765957444	0.3584905660377359	0.36585365853658536	0.368421052631579	0.4418604651162791	0.28301886792452835	0.3448275862068966	0.26086956521739135	0.36170212765957444	0.28205128205128205	0.4418604651162791	0.28888888888888886	0.33333333333333337	0.38181818181818183	0.7948717948717949	0.34615384615384615	0.4	0.35593220338983056	0.31999999999999995	0.38181818181818183	0.375	0.34545454545454546	0.4	0.4	0.2962962962962963	0.3571428571428571	0.34782608695652173	0.4794520547945206	0.31818181818181823	0.3023255813953488	0.375	0.36363636363636365	0.5443037974683544	0.3846153846153846	0.35	0.46153846153846156	0.31034482758620685	0.7058823529411764	0.525	0.4411764705882353
Review of EPA’s Integrated Science Assessment for Particulate Matter (First External Review Draft, December 2008)	0.3538461538461538	1.0	1.0	0.4035087719298246	0.40740740740740744	1.0	0.2753623188405797	0.2432432432432432	0.3870967741935484	0.3015873015873016	0.49090909090909096	0.4576271186440678	0.3114754098360656	0.3793103448275862	0.3802816901408451	0.6363636363636364	0.2647058823529411	0.26315789473684215	0.2533333333333333	0.33333333333333337	1.0	0.3125	1.0	0.3571428571428571	0.3571428571428571	0.3142857142857143	0.25	0.3870967741935484	0.3258426966292135	0.3666666666666667	0.423728813559322	0.375	0.3666666666666667	0.3052631578947368	0.4545454545454546	0.4285714285714286	1.0	0.32432432432432434	0.6	0.29166666666666663	0.30952380952380953
Review of EPA's Draft Health Benefits of the Second Section 812 Prospective Study of the Clean Air Act	0.3114754098360656	0.35593220338983056	0.2615384615384615	0.4339622641509434	0.4	0.4545454545454546	0.2615384615384615	0.22857142857142854	0.3448275862068966	0.3220338983050848	0.4509803921568627	0.34545454545454546	0.29824561403508776	0.33333333333333337	0.28358208955223885	0.6470588235294117	0.34375	0.3055555555555556	0.323943661971831	0.32258064516129037	0.3731343283582089	0.3666666666666667	0.31343283582089554	0.3846153846153846	0.3846153846153846	0.33333333333333337	0.3529411764705882	0.3448275862068966	0.3647058823529412	0.3571428571428571	0.4181818181818182	0.3666666666666667	0.3928571428571429	0.3626373626373627	0.4117647058823529	0.3076923076923077	0.375	0.2857142857142857	0.5652173913043479	0.3695652173913043	0.35
Review of EPA's Integrated Science Assesment for Particulate Matter (First External Review Draft, December 2008).	0.33333333333333337	0.3125	0.2571428571428571	0.3793103448275862	0.38181818181818183	0.4666666666666667	0.2571428571428571	0.22666666666666668	0.3650793650793651	0.28125	0.5	0.43333333333333335	0.29032258064516125	0.35593220338983056	0.36111111111111116	0.6071428571428572	0.24637681159420288	0.24675324675324672	0.23684210526315785	0.31343283582089554	0.3055555555555556	0.29230769230769227	0.25	0.368421052631579	0.368421052631579	0.295774647887324	0.23287671232876717	0.3650793650793651	0.3111111111111111	0.3770491803278688	0.4	0.3538461538461538	0.34426229508196726	0.29166666666666663	0.4285714285714286	0.4385964912280702	0.30434782608695654	0.30666666666666664	0.607843137254902	0.27835051546391754	0.2941176470588235
Review of Integrated Science Assessment for Particulate Matter (Second External Review Draft, July 2009).	0.32307692307692304	0.3015873015873016	0.24637681159420288	0.33333333333333337	0.33333333333333337	0.4576271186440678	0.24637681159420288	0.21621621621621623	0.3548387096774194	0.2698412698412699	0.49090909090909096	0.423728813559322	0.24590163934426235	0.31034482758620685	0.352112676056338	0.6	0.2647058823529411	0.26315789473684215	0.22666666666666668	0.2727272727272727	0.2676056338028169	0.28125	0.23943661971830987	0.3214285714285714	0.3214285714285714	0.2857142857142857	0.25	0.32258064516129037	0.3033707865168539	0.30000000000000004	0.35593220338983056	0.34375	0.30000000000000004	0.3052631578947368	0.4181818181818182	0.3928571428571429	0.32352941176470584	0.3513513513513513	0.64	0.3125	0.30952380952380953
SAB Advisory on EPA’s Issues in Valuing Mortality Risk Reduction	0.3214285714285714	1.0	1.0	0.375	0.28888888888888886	1.0	0.23333333333333328	0.2615384615384615	0.39622641509433965	0.2962962962962963	0.4782608695652174	0.48	0.23076923076923073	0.30612244897959184	0.3548387096774194	0.6521739130434783	0.35593220338983056	0.34328358208955223	0.33333333333333337	0.26315789473684215	1.0	0.3090909090909091	1.0	0.276595744680851	0.276595744680851	0.2786885245901639	0.33333333333333337	0.3207547169811321	0.42500000000000004	0.33333333333333337	0.31999999999999995	0.2727272727272727	0.2549019607843137	0.4651162790697675	0.3913043478260869	0.3191489361702128	1.0	0.3846153846153846	0.5609756097560976	0.4252873563218391	0.41333333333333333
Summary of Expert Opinions on the Existence of a Threshold in the Concentration-Response Function for PM2.5-related Mortality: Technical Support Document	0.2698412698412699	0.2786885245901639	0.22388059701492535	0.2727272727272727	0.42307692307692313	0.4385964912280702	0.28358208955223885	0.25	0.33333333333333337	0.2786885245901639	0.4339622641509434	0.33333333333333337	0.288135593220339	0.3214285714285714	0.24637681159420288	0.6226415094339622	0.2727272727272727	0.08108108108108103	0.23287671232876717	0.25	0.33333333333333337	0.22580645161290325	0.21739130434782605	0.40740740740740744	0.40740740740740744	0.2941176470588235	0.2571428571428571	0.2666666666666667	0.28735632183908044	0.31034482758620685	0.33333333333333337	0.32258064516129037	0.27586206896551724	0.33333333333333337	0.39622641509433965	0.37037037037037035	0.33333333333333337	0.2777777777777778	0.625	0.34042553191489366	0.3414634146341463
Targeted National Sewage Sludge Survey Report	0.4285714285714286	0.4042553191489362	0.3584905660377359	0.41463414634146345	0.368421052631579	0.4418604651162791	0.3584905660377359	0.3448275862068966	0.34782608695652173	0.36170212765957444	0.4871794871794872	0.4883720930232558	0.33333333333333337	0.38095238095238093	0.38181818181818183	0.7435897435897436	0.34615384615384615	0.43333333333333335	0.35593220338983056	0.31999999999999995	0.4181818181818182	0.41666666666666663	0.38181818181818183	0.30000000000000004	0.30000000000000004	0.2962962962962963	0.3571428571428571	0.34782608695652173	0.5068493150684932	0.5	0.34883720930232553	0.41666666666666663	0.36363636363636365	0.5443037974683544	0.33333333333333337	0.30000000000000004	0.2692307692307693	0.4482758620689655	0.7058823529411764	0.525	0.4411764705882353
Technical Support Document: Social Cost of Carbon for Regulatory Impact Analysis Under Executive Order , Docket ID EPA-HQ-OAR-2009-0472-114577, 12866	0.4025974025974026	0.36	0.28395061728395066	0.4492753623188406	0.48484848484848486	0.49295774647887325	0.2592592592592593	0.2093023255813954	0.32432432432432434	0.36	0.5522388059701493	0.4084507042253521	0.34246575342465757	0.4285714285714286	0.2530120481927711	0.5522388059701493	0.32499999999999996	0.15909090909090906	0.24137931034482762	0.2564102564102564	0.3493975903614458	0.368421052631579	0.27710843373493976	0.4117647058823529	0.4117647058823529	0.24390243902439024	0.26190476190476186	0.32432432432432434	0.18811881188118806	0.41666666666666663	0.43661971830985913	0.368421052631579	0.41666666666666663	0.2149532710280374	0.4925373134328358	0.4411764705882353	0.375	0.2093023255813954	0.6451612903225806	0.2407407407407407	0.22916666666666663
ToxFAQs for Chlorinated Dibenzo-p-dioxins	0.4339622641509434	0.37254901960784315	0.368421052631579	0.4222222222222223	0.5238095238095238	0.36170212765957444	0.4385964912280702	0.3870967741935484	0.28	0.4117647058823529	0.39534883720930236	0.36170212765957444	0.4285714285714286	0.4347826086956522	0.423728813559322	0.6744186046511628	0.3571428571428571	0.28125	0.3650793650793651	0.37037037037037035	0.4576271186440678	0.34615384615384615	0.3220338983050848	0.4545454545454546	0.4545454545454546	0.3793103448275862	0.3666666666666667	0.36	0.48051948051948057	0.375	0.4893617021276596	0.42307692307692313	0.5	0.4698795180722891	0.4883720930232558	0.40909090909090906	0.3928571428571429	0.3870967741935484	0.5789473684210527	0.5	0.5277777777777778
ToxFAQs for Chlorodibenzofurans	0.4	0.375	0.37037037037037035	0.38095238095238093	0.5384615384615384	0.40909090909090906	0.4444444444444444	0.423728813559322	0.276595744680851	0.41666666666666663	0.4	0.4545454545454546	0.3913043478260869	0.39534883720930236	0.4285714285714286	0.7	0.3584905660377359	0.34426229508196726	0.43333333333333335	0.37254901960784315	0.4642857142857143	0.3877551020408163	0.3214285714285714	0.46341463414634143	0.46341463414634143	0.38181818181818183	0.368421052631579	0.36170212765957444	0.5135135135135135	0.4222222222222223	0.4545454545454546	0.3877551020408163	0.4666666666666667	0.525	0.5	0.46341463414634143	0.39622641509433965	0.423728813559322	0.6	0.5555555555555556	0.5652173913043479
Dust Disposal Cost, 2005 Tip Fee Survey	0.4509803921568627	0.3877551020408163	0.38181818181818183	0.4418604651162791	0.5	0.5111111111111111	0.4545454545454546	0.4	0.41666666666666663	0.4693877551020408	0.46341463414634143	0.33333333333333337	0.44680851063829785	0.5	0.4385964912280702	0.6585365853658536	0.4444444444444444	0.3548387096774194	0.4426229508196722	0.42307692307692313	0.4736842105263158	0.4	0.4035087719298246	0.38095238095238093	0.38095238095238093	0.4285714285714286	0.4137931034482759	0.45833333333333337	0.4933333333333333	0.5217391304347826	0.4222222222222223	0.48	0.4347826086956522	0.4814814814814815	0.5121951219512195	0.33333333333333337	0.2592592592592593	0.4	0.7222222222222222	0.4878048780487805	0.5142857142857142
Expanded Expert Judgement Assessment of the Concentration-Response Relationship between PM2.5 Exposure and Mortality	0.22580645161290325	0.30000000000000004	0.21212121212121215	0.2592592592592593	0.33333333333333337	0.3571428571428571	0.21212121212121215	0.21126760563380287	0.2542372881355932	0.23333333333333328	0.46153846153846156	0.3928571428571429	0.27586206896551724	0.23636363636363633	0.2647058823529411	0.6153846153846154	0.2615384615384615	0.15068493150684936	0.25	0.2698412698412699	0.32352941176470584	0.180327868852459	0.17647058823529416	0.3207547169811321	0.3207547169811321	0.28358208955223885	0.2753623188405797	0.2542372881355932	0.2790697674418605	0.22807017543859653	0.3571428571428571	0.3114754098360656	0.29824561403508776	0.32608695652173914	0.34615384615384615	0.3584905660377359	0.29230769230769227	0.2676056338028169	0.6170212765957447	0.33333333333333337	0.308641975308642
Extended follow-up and spatial analysis of the American Cancer Society study linking particulate air pollution and mortality.	0.26315789473684215	0.19999999999999996	0.180327868852459	0.22448979591836737	0.30434782608695654	0.33333333333333337	0.21311475409836067	0.21212121212121215	0.2222222222222222	0.23636363636363633	0.4042553191489362	0.37254901960784315	0.2075471698113207	0.19999999999999996	0.33333333333333337	0.6170212765957447	0.2666666666666667	0.20588235294117652	0.25373134328358204	0.2068965517241379	0.2698412698412699	0.1785714285714286	0.2063492063492064	0.29166666666666663	0.29166666666666663	0.25806451612903225	0.28125	0.2592592592592593	0.33333333333333337	0.2692307692307693	0.33333333333333337	0.2142857142857143	0.23076923076923073	0.4022988505747126	0.3191489361702128	0.25	0.33333333333333337	0.303030303030303	0.5714285714285714	0.38636363636363635	0.3421052631578947
Revised Secondary Environmental and Energy Impacts for New HMIWI EPA Contract No. EP-D-06-118; Work Assignment No. 3-09; SPPD No. 02/30 RTI Project No. 0210426.003.009	0.3866666666666667	0.4246575342465754	0.3417721518987342	0.4626865671641791	0.4375	0.4492753623188406	0.31645569620253167	0.23809523809523814	0.41666666666666663	0.31506849315068497	0.5692307692307692	0.42028985507246375	0.3802816901408451	0.4117647058823529	0.33333333333333337	0.4769230769230769	0.3846153846153846	0.3023255813953488	0.3176470588235294	0.3421052631578947	0.308641975308642	0.3783783783783784	0.33333333333333337	0.4545454545454546	0.4545454545454546	0.32499999999999996	0.3414634146341463	0.38888888888888884	0.19191919191919193	0.4	0.3913043478260869	0.3513513513513513	0.37142857142857144	0.2761904761904762	0.4769230769230769	0.4242424242424242	0.3589743589743589	0.2857142857142857	0.6	0.24528301886792447	0.25531914893617025
A Comparison of Fluid Bed and Multiple Hearth Biosolids Incineration	0.24528301886792447	0.2549019607843137	0.26315789473684215	0.33333333333333337	0.4285714285714286	0.276595744680851	0.29824561403508776	0.29032258064516125	0.24	0.21568627450980393	0.34883720930232553	0.4042553191489362	0.34693877551020413	0.30434782608695654	0.35593220338983056	0.7209302325581395	0.2857142857142857	0.34375	0.39682539682539686	0.2962962962962963	0.38983050847457623	0.2692307692307693	0.2542372881355932	0.2727272727272727	0.2727272727272727	0.3448275862068966	0.33333333333333337	0.28	0.4285714285714286	0.29166666666666663	0.3191489361702128	0.3846153846153846	0.29166666666666663	0.4698795180722891	0.34883720930232553	0.2727272727272727	0.3928571428571429	0.29032258064516125	0.5263157894736843	0.45238095238095233	0.4722222222222222
Analysis of beyond the Maximum Achievable Control Technology (MACT) Floor Controls for Existing SSI Units	0.34426229508196726	0.2542372881355932	0.19999999999999996	0.24528301886792447	0.36	0.38181818181818183	0.23076923076923073	0.19999999999999996	0.27586206896551724	0.2542372881355932	0.4509803921568627	0.49090909090909096	0.26315789473684215	0.33333333333333337	0.31343283582089554	0.7254901960784313	0.21875	0.25	0.2676056338028169	0.29032258064516125	0.19402985074626866	0.2666666666666667	0.10447761194029848	0.34615384615384615	0.34615384615384615	0.2727272727272727	0.23529411764705888	0.31034482758620685	0.3411764705882353	0.3214285714285714	0.3090909090909091	0.30000000000000004	0.25	0.3626373626373627	0.4509803921568627	0.3076923076923077	0.3125	0.2857142857142857	0.5652173913043479	0.3695652173913043	0.375
Cost and Emissions Reduction of Complying with the MACT Floor for Existing SSI Units.	0.2786885245901639	0.22033898305084743	0.16923076923076918	0.2075471698113207	0.36	0.38181818181818183	0.19999999999999996	0.1428571428571429	0.24137931034482762	0.18644067796610164	0.4509803921568627	0.4181818181818182	0.26315789473684215	0.2592592592592593	0.28358208955223885	0.6470588235294117	0.21875	0.19444444444444442	0.2676056338028169	0.19354838709677424	0.25373134328358204	0.19999999999999996	0.10447761194029848	0.2692307692307693	0.2692307692307693	0.24242424242424243	0.23529411764705888	0.2068965517241379	0.3176470588235294	0.3214285714285714	0.2727272727272727	0.2666666666666667	0.2142857142857143	0.3626373626373627	0.33333333333333337	0.3076923076923077	0.28125	0.2857142857142857	0.6086956521739131	0.3695652173913043	0.375
