	Industry-wide Uses of Chlorine by Industry................................................................. 2-7 2-2. Use of Caustic Soda by Industry................................................................................... 2-7 2-3. Use of Caustic Potash by Industry ................................................................................ 2-8 2-4. Income (or Loss) as Net a Percentage of Sales, Basic Chemicals, Resins, and Synthetics (NAICS 3251 and 3252): 2000–2005 ....................................................... 2-14 3-1. Capital Cost Factor ($/ton Cl2 produced) vs. Capacity ................................................ 3-5 4-1. Price Trends: Alkalis and Chlorine Manufacturing:	Oxychem Completes Taft,	Chlorine: Ensuring Rail Transportation Safety.”	Potassium Carbonate Handbook.” http://www.armandproducts.com/pdfs/k2so3P1_12.pdf. Accessed	ASHTA Chemicals Inc. 2009a. About ASHTA. http://www.ashtachemicals.com/aboutfs.htm.	Inc. 2009b. Potassium Hydroxide,	Investment under Uncertainty.	Energy Information Administration.	Potassium Hydroxide.” http://www.ercoworldwide.com/ products_potassiumhydroxide.asp. Accessed	Distributional Effects of Environmental and Energy Policy: An Introduction.	Potassium Carbonate Faces Pressures from the Video Glass.” Chemical Market Reporter,	Site Fact Sheet Ashtabula Complex.” http://www.millenniumchem.com/NR/rdonlyres/6AE8BF59-D7CD-4768-951F37AE6F1C7321/0/SiteFactSheetAshtabula.pdf. Accessed	Occidental Chemical Corporation. 2008a. “OxyChem Caustic Potash Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Pages/chem_products_basic_alkali.aspx #alk_koh. Accessed	Occidental Chemical Corporation. 2008b. “OxyChem Caustic Soda Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Documents/caustic_soda/caustic.pdf.	Form 10-K405. Filed	Form 10-K. Filed	BB&T Capital Markets Presentation Manufacturing and Materials Conference.” http://www.olin.com/. Accessed	Bill Would End Mercury Use at Chlorine Plants.” http://chronicle.augusta.com/stories/031308/met_190792.shtml. Accessed	Accessed	Chlorine Product Bulletin.” http://corporateportal.ppg.com/NA/Chemicals/CAD/ProductInformation/Bull /English/EN. Accessed	PPG Reaches Agreement with State of Maryland.” PPG News Release. http://corporateportal.ppg.com/PPG/Newsroom/News/20090811.htm.	The Effects of Environmental Regulation on Technology Diffusion: The Case of	Special Focus on Chlorine.”	The Innovation Group (TIG).	of Labor Statistics.	of Labor Statistics. 2009b. LAU Local Area Unemployment Statistics Series Id:	4-13 U.S. Bureau of Labor Statistics.	Quarterly Financial Report for Manufacturing, Mining, and Trade Corporations, 1st Quarter reports. http://www.census.gov/prod/www/abs/qfrmm.html. Accessed	Economic Census.	http://factfinder.census.gov/servlet/DatasetMainPageServlet?_program=ECN&_tabId=E CN1&_submenuId=datasets_4&_lang=en&_ts=24636668839. Accessed	Bureau; generated by RTI International; using American FactFinder; “Sector 31: Manufacturing: Industry Series: Industry Statistics by Employment Size:	Department of Transportation.	Environmental Protection Agency (EPA).	Federal Trade Commission (FTC).	Soda Ash. http://minerals.usgs.gov/minerals/pubs/ commodity/soda_ash/mcs-2009-sodaa.pdf. Accessed August 4,	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Environmental Protection Agency—Science Advisory Board (U.S.	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Environmental Protection Agency. RE: Docket No. EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants:	EPA requested documentation of these emission estimates using their authority under section 114 of the Clean Air Act.	EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants: Mercury Emissions from Mercury Cell Chlor-Alkali Plants—Memo: “Updated Cost Impacts Associated with the Conversion from Chlorine Production Utilizing Mercury Cell Chlor-Alkali Technology to Membrane Cell Technology,” from	B-4 Table B-3. Power Company Emission Factors: Fuel=Coal (Short tons per kWh)	Available on the internet at http://www.epa.gov/CAIR/pdfs/finaltech01.pdf U.S. Environmental Protection Agency	Available on the internet at http://www.epa.gov/cleanenergy/documents/egridzips/eGRID2007TechnicalSupportDoc ument.pdf U.S. Environmental Protection Agency
ASHTA to Build ChlorineKOH Plant in Arkansas	0.9176136363636364	0.8409090909090909	0.8297872340425532	0.8888888888888888	0.7777777777777778	0.8863636363636364	0.8409090909090909	0.8409090909090909	0.8470588235294118	0.7945205479452054	0.8333333333333334	0.8705035971223022	0.8553459119496856	0.8489208633093526	0.9090909090909091	0.8863636363636364	0.8061224489795918	0.8055555555555556	0.9318181818181818	0.8256880733944955	0.8620689655172413	0.8133333333333334	0.7954545454545454	0.8409090909090909	0.7954545454545454	0.8108108108108109	0.7727272727272727	0.841726618705036	0.8181818181818182	0.8728813559322034	0.8482758620689655	0.8181818181818182	0.8636363636363636	0.8636363636363636	0.8444444444444444	0.8229166666666666	0.8372093023255814	0.847457627118644	0.8494623655913979	0.8416666666666667	0.8362068965517241	0.8929765886287625	0.8142857142857143	0.8282828282828283	0.8601398601398601
Bill Would End Mercury Use at Chlorine Plants	0.9005681818181818	0.8444444444444444	0.851063829787234	0.8395061728395061	0.8194444444444444	0.8444444444444444	0.7555555555555555	0.8444444444444444	0.788235294117647	0.8082191780821918	0.7738095238095238	0.8705035971223022	0.8553459119496856	0.841726618705036	0.8666666666666667	0.8666666666666667	0.7551020408163265	0.5833333333333334	0.9333333333333333	0.8073394495412844	0.8448275862068966	0.8133333333333334	0.6666666666666666	0.8666666666666667	0.8222222222222222	0.8243243243243243	0.8222222222222222	0.8273381294964028	0.8444444444444444	0.8559322033898306	0.8344827586206897	0.8444444444444444	0.8666666666666667	0.8444444444444444	0.8555555555555555	0.7604166666666666	0.8372093023255814	0.8135593220338984	0.8064516129032258	0.8166666666666667	0.8103448275862069	0.8729096989966555	0.7571428571428571	0.8181818181818182	0.8321678321678322
Chemical Engineering Plant Cost Index	0.9176136363636364	0.8378378378378378	0.723404255319149	0.8518518518518519	0.8055555555555556	0.8648648648648649	0.8108108108108109	0.8108108108108109	0.8588235294117647	0.7671232876712328	0.8214285714285714	0.8848920863309353	0.8616352201257862	0.8489208633093526	0.8648648648648649	0.8648648648648649	0.8061224489795918	0.8055555555555556	0.8918918918918919	0.8532110091743119	0.8706896551724138	0.76	0.7567567567567568	0.7837837837837838	0.8108108108108109	0.8243243243243243	0.8648648648648649	0.8273381294964028	0.8378378378378378	0.8559322033898306	0.8413793103448276	0.7837837837837838	0.8648648648648649	0.8108108108108109	0.8333333333333334	0.7916666666666666	0.8294573643410853	0.7966101694915254	0.8064516129032258	0.8583333333333333	0.8275862068965517	0.9063545150501672	0.8	0.8181818181818182	0.8531468531468531
Chlorine Gas from South Carolina Train Crash Kills Nine	0.8778409090909091	0.8545454545454545	0.6727272727272727	0.8395061728395061	0.8194444444444444	0.8	0.8181818181818182	0.7636363636363637	0.8117647058823529	0.7945205479452054	0.7738095238095238	0.8705035971223022	0.8176100628930818	0.8201438848920863	0.8727272727272727	0.8727272727272727	0.7755102040816326	0.8055555555555556	0.9454545454545454	0.7614678899082569	0.8362068965517241	0.7733333333333333	0.7818181818181819	0.8181818181818182	0.7818181818181819	0.8108108108108109	0.7818181818181819	0.8057553956834532	0.8363636363636363	0.8305084745762712	0.8206896551724138	0.7454545454545455	0.7818181818181819	0.7818181818181819	0.8222222222222222	0.7708333333333334	0.8062015503875969	0.8135593220338984	0.7956989247311828	0.7916666666666666	0.8017241379310345	0.8762541806020067	0.8	0.8181818181818182	0.8391608391608392
MarketsNews Release	0.9545454545454546	0.8636363636363636	0.8085106382978723	0.8765432098765432	0.8888888888888888	0.8620689655172413	0.8214285714285714	0.9090909090909091	0.8705882352941177	0.8767123287671232	0.8571428571428571	0.9136690647482014	0.9182389937106918	0.9136690647482014	0.7894736842105263	0.7894736842105263	0.8469387755102041	0.8796296296296297	0.7894736842105263	0.8990825688073395	0.8620689655172413	0.84	0.8571428571428571	0.9583333333333334	1.0	0.8378378378378378	0.8787878787878788	0.8992805755395683	0.8421052631578947	0.8983050847457628	0.9103448275862069	0.8214285714285714	0.8285714285714286	0.8571428571428571	0.8888888888888888	0.90625	0.9069767441860465	0.864406779661017	0.8709677419354839	0.9083333333333333	0.896551724137931	0.9498327759197325	0.8571428571428571	0.8888888888888888	0.916083916083916
Port Edwards selss School Forest Land to ERCO Worldwide Nekoosa Considers Similar Deal	0.8636363636363636	0.872093023255814	0.8372093023255814	0.8604651162790697	0.872093023255814	0.872093023255814	0.8488372093023255	0.8372093023255814	0.8372093023255814	0.8255813953488372	0.8372093023255814	0.8633093525179856	0.8050314465408805	0.8273381294964028	0.9069767441860465	0.9069767441860465	0.8367346938775511	0.8148148148148148	0.9418604651162791	0.8165137614678899	0.8189655172413793	0.8255813953488372	0.813953488372093	0.8837209302325582	0.8604651162790697	0.7906976744186046	0.8255813953488372	0.7985611510791367	0.872093023255814	0.8305084745762712	0.8	0.8372093023255814	0.8488372093023255	0.8255813953488372	0.8777777777777778	0.8125	0.7674418604651163	0.7906976744186046	0.8709677419354839	0.8166666666666667	0.7844827586206896	0.8327759197324415	0.813953488372093	0.8787878787878788	0.8321678321678322
Portrait of a Polluter	0.9403409090909091	0.9545454545454546	0.7872340425531915	0.8641975308641975	0.875	0.896551724137931	0.8214285714285714	0.8181818181818182	0.8705882352941177	0.7945205479452054	0.8214285714285714	0.9136690647482014	0.89937106918239	0.8920863309352518	0.7727272727272727	0.7272727272727273	0.8673469387755102	0.8703703703703703	0.9545454545454546	0.8715596330275229	0.8620689655172413	0.84	0.7857142857142857	0.875	0.8181818181818182	0.8108108108108109	0.7575757575757576	0.8776978417266187	0.8636363636363636	0.8983050847457628	0.903448275862069	0.6428571428571429	0.8285714285714286	0.8214285714285714	0.8777777777777778	0.8229166666666666	0.8682170542635659	0.847457627118644	0.8279569892473119	0.8583333333333333	0.8620689655172413	0.9297658862876255	0.8	0.8585858585858586	0.8951048951048951
Project Summary Waste Minimization and Audit Report Case Studies of Minimization of Mercury Bearing Wastes at a Mercury Cell Chloralkali Plant	0.8011363636363636	0.9014084507042254	0.8380281690140845	0.8309859154929577	0.8309859154929577	0.8943661971830986	0.8591549295774648	0.8450704225352113	0.823943661971831	0.7605633802816901	0.7605633802816901	0.9154929577464789	0.8176100628930818	0.8309859154929577	0.9507042253521126	0.9436619718309859	0.8028169014084507	0.8309859154929577	0.9577464788732394	0.823943661971831	0.8309859154929577	0.7816901408450704	0.8732394366197183	0.9014084507042254	0.9014084507042254	0.7887323943661971	0.8661971830985915	0.852112676056338	0.9154929577464789	0.852112676056338	0.7931034482758621	0.852112676056338	0.8591549295774648	0.8802816901408451	0.8309859154929577	0.7676056338028169	0.7535211267605634	0.8169014084507042	0.7323943661971831	0.7816901408450704	0.7464788732394366	0.745819397993311	0.8169014084507042	0.8028169014084507	0.8741258741258742
Report Cites PPG Savings on Mercury Process Could Boost Efficiency Phase Out Toxic Discharge at Marshall Plant	0.8352272727272727	0.8909090909090909	0.8090909090909091	0.8636363636363636	0.8	0.8727272727272727	0.8636363636363636	0.8454545454545455	0.8272727272727273	0.7909090909090909	0.7545454545454545	0.8633093525179856	0.7924528301886793	0.8201438848920863	0.9363636363636364	0.9363636363636364	0.8727272727272727	0.8454545454545455	0.9454545454545454	0.8818181818181818	0.853448275862069	0.7636363636363637	0.8636363636363636	0.8909090909090909	0.8818181818181818	0.7909090909090909	0.8454545454545455	0.7985611510791367	0.9	0.8983050847457628	0.8	0.8454545454545455	0.8272727272727273	0.8727272727272727	0.8545454545454545	0.8090909090909091	0.7829457364341085	0.7636363636363637	0.8090909090909091	0.7916666666666666	0.8189655172413793	0.7926421404682275	0.7818181818181819	0.8636363636363636	0.8321678321678322
Special Focus on Chlorine	0.9375	0.88	0.7872340425531915	0.8888888888888888	0.8194444444444444	0.7586206896551724	0.8214285714285714	0.7878787878787878	0.8470588235294118	0.821917808219178	0.8214285714285714	0.8992805755395683	0.8930817610062893	0.8776978417266187	0.84	0.84	0.8367346938775511	0.8611111111111112	0.88	0.8623853211009175	0.8879310344827587	0.7733333333333333	0.10714285714285714	0.84	0.84	0.8513513513513513	0.8181818181818182	0.8705035971223022	0.84	0.8983050847457628	0.8827586206896552	0.8214285714285714	0.7714285714285715	0.7857142857142857	0.8666666666666667	0.84375	0.8837209302325582	0.8135593220338984	0.8494623655913979	0.8833333333333333	0.8620689655172413	0.9264214046822743	0.8142857142857143	0.8585858585858586	0.8811188811188811
Tessenderlo Upgrades Chlorine Expands VCM PVC	0.9119318181818182	0.8444444444444444	0.8936170212765957	0.8395061728395061	0.875	0.8666666666666667	0.8444444444444444	0.8	0.8235294117647058	0.821917808219178	0.8095238095238095	0.8848920863309353	0.8679245283018868	0.8633093525179856	0.8666666666666667	0.8666666666666667	0.7755102040816326	0.8240740740740741	0.9111111111111111	0.8348623853211009	0.853448275862069	0.8	0.7333333333333333	0.8222222222222222	0.8444444444444444	0.8378378378378378	0.8444444444444444	0.8345323741007195	0.8444444444444444	0.8389830508474576	0.8344827586206897	0.8222222222222222	0.8	0.6666666666666666	0.8333333333333334	0.8020833333333334	0.8217054263565892	0.8305084745762712	0.8172043010752689	0.85	0.8103448275862069	0.8996655518394648	0.8	0.8383838383838383	0.8461538461538461
Uhde Opens New Electrolysis Plant	0.9204545454545454	0.7272727272727273	0.7872340425531915	0.8641975308641975	0.8472222222222222	0.9090909090909091	0.7575757575757576	0.9393939393939394	0.8352941176470589	0.821917808219178	0.8333333333333334	0.8633093525179856	0.8867924528301887	0.8705035971223022	0.8787878787878788	0.8787878787878788	0.8571428571428571	0.8611111111111112	0.9090909090909091	0.8440366972477065	0.8362068965517241	0.7733333333333333	0.8787878787878788	0.7878787878787878	0.8484848484848485	0.8378378378378378	0.9090909090909091	0.8848920863309353	0.8484848484848485	0.8728813559322034	0.8620689655172413	0.8181818181818182	0.8285714285714286	0.8181818181818182	0.8555555555555555	0.8229166666666666	0.8527131782945736	0.8135593220338984	0.8387096774193549	0.8333333333333334	0.8362068965517241	0.9264214046822743	0.8285714285714286	0.8383838383838383	0.8741258741258742
Oxychem Completes Taft LA KOH Conversion	0.9204545454545454	0.45	0.8723404255319149	0.8641975308641975	0.8333333333333334	0.85	0.8	0.825	0.8705882352941177	0.7945205479452054	0.8095238095238095	0.8776978417266187	0.8553459119496856	0.841726618705036	0.9	0.875	0.8163265306122449	0.8796296296296297	0.9	0.8532110091743119	0.853448275862069	0.8	0.8	0.825	0.85	0.8108108108108109	0.8	0.8633093525179856	0.825	0.8728813559322034	0.8689655172413793	0.75	0.875	0.825	0.8666666666666667	0.8020833333333334	0.8372093023255814	0.8813559322033898	0.8387096774193549	0.8583333333333333	0.8275862068965517	0.9063545150501672	0.7571428571428571	0.8282828282828283	0.8531468531468531
Potassium Carbonate Faces Pressures from the Video Glass	0.8920454545454546	0.8214285714285714	0.8214285714285714	0.6172839506172839	0.8611111111111112	0.7857142857142857	0.8035714285714286	0.8392857142857143	0.6823529411764706	0.8493150684931506	0.3333333333333333	0.8489208633093526	0.8176100628930818	0.8129496402877698	0.875	0.875	0.7653061224489796	0.7962962962962963	0.8928571428571429	0.7798165137614679	0.7931034482758621	0.8133333333333334	0.7678571428571429	0.8392857142857143	0.8214285714285714	0.7702702702702703	0.8214285714285714	0.8057553956834532	0.8571428571428571	0.8305084745762712	0.8137931034482758	0.7857142857142857	0.75	0.8214285714285714	0.8111111111111111	0.7604166666666666	0.7984496124031008	0.8813559322033898	0.7741935483870968	0.8083333333333333	0.7586206896551724	0.8695652173913043	0.8	0.8282828282828283	0.8321678321678322
Distributional Effects of Environmental Energy Policy An Introduction	0.8693181818181818	0.8840579710144928	0.782608695652174	0.8765432098765432	0.9027777777777778	0.8405797101449275	0.7971014492753623	0.7536231884057971	0.8705882352941177	0.0547945205479452	0.8214285714285714	0.8561151079136691	0.8176100628930818	0.8057553956834532	0.8985507246376812	0.8985507246376812	0.7959183673469388	0.8333333333333334	0.9420289855072463	0.7981651376146789	0.853448275862069	0.6933333333333334	0.8115942028985508	0.8405797101449275	0.8695652173913043	0.8513513513513513	0.8260869565217391	0.8057553956834532	0.8405797101449275	0.8389830508474576	0.7862068965517242	0.7391304347826086	0.7246376811594203	0.8405797101449275	0.8666666666666667	0.75	0.7674418604651163	0.782608695652174	0.8064516129032258	0.7833333333333333	0.7586206896551724	0.8461538461538461	0.9	0.7878787878787878	0.7902097902097902
Chloralkali Market Wire	0.9460227272727273	0.9130434782608695	0.7446808510638298	0.8765432098765432	0.875	0.8620689655172413	0.8928571428571429	0.8484848484848485	0.8823529411764706	0.8493150684931506	0.8095238095238095	0.9136690647482014	0.9056603773584906	0.8992805755395683	0.782608695652174	0.782608695652174	0.8571428571428571	0.8703703703703703	0.9565217391304348	0.8623853211009175	0.896551724137931	0.84	0.8214285714285714	0.8333333333333334	0.8260869565217391	0.8243243243243243	0.8181818181818182	0.8920863309352518	0.8695652173913043	0.9067796610169492	0.903448275862069	0.8214285714285714	0.8285714285714286	0.8214285714285714	0.8888888888888888	0.84375	0.875968992248062	0.847457627118644	0.7956989247311828	0.8916666666666667	0.896551724137931	0.9331103678929766	0.8285714285714286	0.8686868686868687	0.8951048951048951
Estimating the Mortality Risk Reduction and Economic Cobenefits from Controlling Ozone Air Pollution	0.8380681818181818	0.89	0.8	0.85	0.84	0.88	0.84	0.77	0.83	0.71	0.8	0.8561151079136691	0.7924528301886793	0.7769784172661871	0.93	0.93	0.81	0.8425925925925926	0.95	0.8348623853211009	0.8275862068965517	0.78	0.84	0.87	0.89	0.82	0.85	0.7985611510791367	0.86	0.8389830508474576	0.7862068965517242	0.82	0.81	0.84	0.84	0.71	0.7209302325581395	0.75	0.8	0.7416666666666667	0.7758620689655172	0.802675585284281	0.78	0.84	0.7622377622377622
Estimating the Public Health Benefits of Proposed Air Pollution Regulations	0.8636363636363636	0.88	0.7733333333333333	0.8888888888888888	0.9066666666666666	0.84	0.8133333333333334	0.7733333333333333	0.8588235294117647	0.7733333333333333	0.8214285714285714	0.8489208633093526	0.8113207547169812	0.8057553956834532	0.92	0.9066666666666666	0.8163265306122449	0.8240740740740741	0.92	0.8073394495412844	0.8189655172413793	0.8266666666666667	0.8133333333333334	0.84	0.8533333333333334	0.8933333333333333	0.7733333333333333	0.8129496402877698	0.8666666666666667	0.8135593220338984	0.8137931034482758	0.7466666666666667	0.7733333333333333	0.84	0.8444444444444444	0.7604166666666666	0.7674418604651163	0.8133333333333334	0.7849462365591398	0.7916666666666666	0.7413793103448276	0.8461538461538461	0.8266666666666667	0.7777777777777778	0.7902097902097902
Hidden Costs of EnergyUnpriced Consequences of Energy Production and Use	0.8607954545454546	0.8611111111111112	0.7777777777777778	0.8765432098765432	0.9444444444444444	0.8333333333333334	0.8055555555555556	0.7916666666666666	0.8235294117647058	0.7534246575342466	0.8571428571428571	0.8489208633093526	0.7924528301886793	0.8201438848920863	0.9166666666666666	0.9166666666666666	0.7653061224489796	0.8148148148148148	0.9166666666666666	0.7798165137614679	0.8275862068965517	0.72	0.8333333333333334	0.8333333333333334	0.875	0.8648648648648649	0.8194444444444444	0.7841726618705036	0.8472222222222222	0.788135593220339	0.7862068965517242	0.8055555555555556	0.7777777777777778	0.8194444444444444	0.8444444444444444	0.78125	0.7596899224806202	0.7638888888888888	0.7956989247311828	0.7916666666666666	0.75	0.8361204013377926	0.8194444444444444	0.7474747474747475	0.7622377622377622
Investment under Uncertainty	0.9318181818181818	0.8571428571428571	0.7446808510638298	0.8641975308641975	0.875	0.8620689655172413	0.0	0.8181818181818182	0.8588235294117647	0.7808219178082192	0.8452380952380952	0.8920863309352518	0.89937106918239	0.8848920863309353	0.8928571428571429	0.8571428571428571	0.8163265306122449	0.8611111111111112	0.8571428571428571	0.8715596330275229	0.853448275862069	0.8133333333333334	0.8928571428571429	0.8928571428571429	0.8571428571428571	0.8378378378378378	0.8181818181818182	0.8848920863309353	0.8571428571428571	0.8728813559322034	0.8482758620689655	0.6428571428571429	0.7142857142857143	0.8928571428571429	0.8777777777777778	0.8229166666666666	0.8527131782945736	0.7627118644067796	0.8709677419354839	0.8583333333333333	0.8362068965517241	0.9264214046822743	0.8428571428571429	0.8282828282828283	0.8601398601398601
Site Fact Sheet Ashtabula Complex	0.9289772727272727	0.8484848484848485	0.8297872340425532	0.8395061728395061	0.7916666666666666	0.8484848484848485	0.8484848484848485	0.9696969696969697	0.8470588235294118	0.8356164383561644	0.7738095238095238	0.762589928057554	0.8679245283018868	0.8776978417266187	0.8484848484848485	0.8484848484848485	0.8061224489795918	0.8425925925925926	0.8787878787878788	0.8348623853211009	0.853448275862069	0.84	0.8181818181818182	0.8484848484848485	0.8181818181818182	0.8243243243243243	0.9090909090909091	0.8633093525179856	0.8484848484848485	0.864406779661017	0.8620689655172413	0.8181818181818182	0.9428571428571428	0.8484848484848485	0.8666666666666667	0.84375	0.8527131782945736	0.8135593220338984	0.8279569892473119	0.8583333333333333	0.8362068965517241	0.919732441471572	0.8285714285714286	0.8181818181818182	0.8671328671328671
1997 Directory of Chemical Producers	0.9147727272727273	0.8611111111111112	0.8723404255319149	0.8395061728395061	0.8055555555555556	0.8611111111111112	0.8611111111111112	0.8611111111111112	0.8117647058823529	0.7671232876712328	0.7619047619047619	0.8848920863309353	0.8490566037735849	0.8561151079136691	0.8611111111111112	0.8333333333333334	0.826530612244898	0.8425925925925926	0.9166666666666666	0.7889908256880734	0.8448275862068966	0.8133333333333334	0.7777777777777778	0.8333333333333334	0.8055555555555556	0.8108108108108109	0.7777777777777778	0.8633093525179856	0.75	0.864406779661017	0.8689655172413793	0.8055555555555556	0.8888888888888888	0.8055555555555556	0.8444444444444444	0.8229166666666666	0.8294573643410853	0.8305084745762712	0.8172043010752689	0.8416666666666667	0.8362068965517241	0.9096989966555183	0.7857142857142857	0.8282828282828283	0.8601398601398601
2009a Producer Price Index Industry Data Series IDPCU PC325181325181	0.875	0.8970588235294118	0.8088235294117647	0.8518518518518519	0.9027777777777778	0.8823529411764706	0.8382352941176471	0.8382352941176471	0.8705882352941177	0.863013698630137	0.8214285714285714	0.8776978417266187	0.8679245283018868	0.8561151079136691	0.9264705882352942	0.9264705882352942	0.8061224489795918	0.8240740740740741	0.9264705882352942	0.8165137614678899	0.8362068965517241	0.8933333333333333	0.8823529411764706	0.8529411764705882	0.8676470588235294	0.8513513513513513	0.8382352941176471	0.841726618705036	0.8823529411764706	0.8305084745762712	0.7931034482758621	0.8676470588235294	0.8529411764705882	0.8676470588235294	0.8888888888888888	0.7916666666666666	0.8294573643410853	0.8676470588235294	0.8494623655913979	0.8416666666666667	0.8275862068965517	0.8795986622073578	0.8714285714285714	0.8484848484848485	0.8531468531468531
2009b LAU Local Area Unemployment Statistics Series ID	0.9034090909090909	0.8148148148148148	0.8333333333333334	0.8641975308641975	0.8194444444444444	0.8518518518518519	0.8333333333333334	0.8148148148148148	0.8117647058823529	0.7945205479452054	0.7976190476190477	0.8489208633093526	0.8427672955974843	0.8273381294964028	0.8888888888888888	0.8888888888888888	0.8163265306122449	0.8055555555555556	0.8888888888888888	0.8256880733944955	0.8362068965517241	0.8	0.8333333333333334	0.8148148148148148	0.7222222222222222	0.28378378378378377	0.6851851851851852	0.8345323741007195	0.8333333333333334	0.847457627118644	0.7793103448275862	0.7962962962962963	0.8148148148148148	0.7777777777777778	0.8222222222222222	0.7916666666666666	0.7984496124031008	0.847457627118644	0.7849462365591398	0.8416666666666667	0.8103448275862069	0.8862876254180602	0.8	0.8181818181818182	0.8321678321678322
2009c LAU Local Area Unemployment Series ID	0.9232954545454546	0.7906976744186046	0.8723404255319149	0.8641975308641975	0.8472222222222222	0.8372093023255814	0.8372093023255814	0.8604651162790697	0.8352941176470589	0.7808219178082192	0.8333333333333334	0.8633093525179856	0.8742138364779874	0.8561151079136691	0.8837209302325582	0.8837209302325582	0.8367346938775511	0.8333333333333334	0.9069767441860465	0.8440366972477065	0.8448275862068966	0.7733333333333333	0.7674418604651163	0.813953488372093	0.813953488372093	0.44594594594594594	0.813953488372093	0.8633093525179856	0.813953488372093	0.8559322033898306	0.8344827586206897	0.7906976744186046	0.813953488372093	0.7906976744186046	0.8555555555555555	0.7916666666666666	0.8372093023255814	0.8305084745762712	0.8172043010752689	0.8666666666666667	0.8448275862068966	0.9063545150501672	0.8142857142857143	0.8181818181818182	0.8461538461538461
2009d Current Employment Statistics CESNational	0.9090909090909091	0.8085106382978723	0.851063829787234	0.8395061728395061	0.8055555555555556	0.8085106382978723	0.7659574468085106	0.7446808510638298	0.8470588235294118	0.7808219178082192	0.8095238095238095	0.8633093525179856	0.8553459119496856	0.8273381294964028	0.8936170212765957	0.8936170212765957	0.826530612244898	0.8055555555555556	0.9361702127659575	0.8165137614678899	0.8448275862068966	0.7733333333333333	0.8723404255319149	0.851063829787234	0.723404255319149	0.6351351351351351	0.6808510638297872	0.8633093525179856	0.851063829787234	0.8728813559322034	0.8137931034482758	0.723404255319149	0.8085106382978723	0.8085106382978723	0.8777777777777778	0.7708333333333334	0.813953488372093	0.864406779661017	0.8387096774193549	0.85	0.8189655172413793	0.8896321070234113	0.8	0.8282828282828283	0.8391608391608392
Historic Exchange Rates	0.9460227272727273	0.8695652173913043	0.7872340425531915	0.8888888888888888	0.8472222222222222	0.9310344827586207	0.7857142857142857	0.8181818181818182	0.8352941176470589	0.8356164383561644	0.8571428571428571	0.9064748201438849	0.89937106918239	0.8920863309352518	0.782608695652174	0.782608695652174	0.8571428571428571	0.8611111111111112	0.8260869565217391	0.8807339449541285	0.8879310344827587	0.84	0.8928571428571429	1.0	0.8695652173913043	0.8108108108108109	0.7878787878787878	0.8992805755395683	0.7391304347826086	0.8898305084745762	0.896551724137931	0.7857142857142857	0.8285714285714286	0.9285714285714286	0.8888888888888888	0.875	0.875968992248062	0.8305084745762712	0.8494623655913979	0.8833333333333333	0.8793103448275862	0.9331103678929766	0.8714285714285714	0.8787878787878788	0.9090909090909091
PPG Canada Fact Sheet No 12	0.9375	0.8888888888888888	0.8297872340425532	0.8271604938271605	0.8333333333333334	0.896551724137931	0.8928571428571429	0.9090909090909091	0.8941176470588236	0.863013698630137	0.7857142857142857	0.8992805755395683	0.8930817610062893	0.8920863309352518	0.8888888888888888	0.8888888888888888	0.8469387755102041	0.8796296296296297	0.9259259259259259	0.8990825688073395	0.8620689655172413	0.8666666666666667	0.8928571428571429	0.8148148148148148	0.8148148148148148	0.8513513513513513	0.8181818181818182	0.8848920863309353	0.8518518518518519	0.8983050847457628	0.8758620689655172	0.9285714285714286	0.8285714285714286	0.8928571428571429	0.8777777777777778	0.8333333333333334	0.8837209302325582	0.7966101694915254	0.8494623655913979	0.8833333333333333	0.8706896551724138	0.9331103678929766	0.7571428571428571	0.8686868686868687	0.9020979020979021
Revised Conversion Costs and Baseline EmissionsConversation from Mercury Cell ChlorAlkali to Membrane Cell Technology	0.8238636363636364	0.905982905982906	0.811965811965812	0.8376068376068376	0.8376068376068376	0.8803418803418803	0.8376068376068376	0.8376068376068376	0.8376068376068376	0.7692307692307693	0.7521367521367521	0.8633093525179856	0.8176100628930818	0.8345323741007195	0.9316239316239316	0.9316239316239316	0.811965811965812	0.8376068376068376	0.9658119658119658	0.8717948717948718	0.8717948717948718	0.7606837606837606	0.8461538461538461	0.8547008547008547	0.9145299145299145	0.8205128205128205	0.8803418803418803	0.7913669064748201	0.9145299145299145	0.8898305084745762	0.8068965517241379	0.8632478632478633	0.811965811965812	0.8461538461538461	0.8376068376068376	0.7863247863247863	0.7674418604651163	0.7863247863247863	0.7948717948717948	0.8416666666666667	0.8034188034188035	0.68561872909699	0.7008547008547008	0.8205128205128205	0.7972027972027972
