	Breakdown of Monetized PM2.5 Health Benefits using Mortality Function from	Intake of mercury from fish lipid peroxidation, and the risk of myocardial infarction and coronary, cardiovascular and any death in Eastern Finnish men.”	Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age”, Epidemiology,	Toxicological Effects of Methylmercury.	Environmental Protection Agency.	Co‑Chair NACWA Biosolids Management Committee, e-mail to	Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	and Emissions Test Database for the Sewage Sludge Incineration Source Category. Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	The influence of location, source, and emission type in estimates of the human health benefits of reducing a ton of air pollution. Air Qual Atmos Health	Revised Compliance Costs and Economic Inputs for Existing HMIWI.	What Determines the Value of Life?	AP 42, Chapter 2: Solid Waste Disposal.	Environmental Protection Agency Office of Air Quality Planning and Standards.	Guidelines for Preparing Economic Analyses.	OAQPS Control Cost Manual. Section 4.2: NOX Post Combustion. Chapter 1: Selective Noncatalytic Reduction. Publication U.S.	Park, NC. EPA/600/R-09/019F.	Final Regulatory Impact Analysis (RIA) for the NO2 National Ambient Air Quality Standards (NAAQS).	Summary of Expert Opinions on the Existence of a Threshold in the Concentration-Response Function for PM2.5-related Mortality: Technical Support Document. Compiled by Office of Air Quality Planning and Standards, Research Triangle Park,	Lowest Measured Level (LML) Assessment for Rules without Policy-Specific Air Quality Data Available: Technical Support Document. Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning and Standards, Research Triangle Park,	Lindsay Wichers Stanek (PM Team Leader)—National Center for Environmental Assessment (NCEA), U.S. Environmental Protection Agency	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Regulatory Impact Analysis,	Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead. Office of Air Quality Planning and Standards, Research Triangle Park,	Final Regulatory Impact Analysis (RIA) for the SO2 National Ambient Air Quality Standards (NAAQS). Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning	Costs to be replaced include: (a) bag leak detector replacing opacity test; (b) CO CEMS replacing CO test and secondary chamber temperature monitor;(c) HCl CEMS replacing HCl test, HCl sorbent monitor (dry scrubbers) and scrubber liquor pH monitor (wet Sources: 1. Hospital/Medical/Infectious Waste Incinerators (HMIWI) [EPA-HQ-OAR-2006-0534] Testing and Monitoring Options and Costs Memo	E-mail and attachment from Peter Westlin, EPA, to Mary Johnson,	Some Preliminary Thoughts on the HWI Monitoring.	Stack Testing Costs Parameters/Costs Equation Values A. Parameters 1. Cost index a.	Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring.	C-34 Table C-4d. Visible Emissions Testing Costs Parameters/Costs Equation Values A. Parameters 1. Operating labor rate, $/hr (LR) $34.60 2. Capital recovery factor, 5-yr equipment life, 7% interest (CRF) = [i x (1 + i)a] / [(1 + i)a - 1], where i = interest rate, a = equipment life 0.24389 B. Total Capital Investment, $ (TCI) = Combination light meter/anemometer ($200) + digital stopwatches (2 each at $25) $250 C. Direct Annual Costs, $/yr 1.	Reporting Requirements 1. Read instructions	State average tipping fees from BioCycle	Where state data unavailable, NSWMA’s 2005 Tip Fee Survey regional averages were used.	average used. All values corrected to 2008 dollars using CPI data from Bureau of Labor Statistics: http://data.bls.gov/cgi-bin/cpicalc.pl Unit-specific tipping fees are listed in Table 5. 2. Hauling cost:	WAEdmonds 1 FB vs -	Volume based on sludge density of 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435). c. Assumed square concrete pad. d. Rail height of 6 feet chosen for minimal concrete surface area requirement. e. Based on cost of $154 per 4&apos; by 8&apos; sheet of flattened aluminum, 0.125 inches thick (Metals Depot: http://www.metalsdepot.com/products/hrsteel2.phtml?page=expanded&LimAcc=$LimAcc) f. Researched concrete slab costs (including installation, materials, and labor) ranged from $3/ft2 to $10/ft2. For this analysis, an average of $6/ft2 was used. g. Capital Recovery Factor based on 7% interest and 15 year lifetime.	assumed density of dewatered sludge is 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435) *assumed maximum capacity of hauling vehicles (36 cu yd) for 50+ cu yd/day. (Land application of biosolids: process design manual.
National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry	0.7788461538461539	0.743421052631579	0.8365384615384616	0.8173076923076923	0.8173076923076923	0.8076923076923077	0.7788461538461539	0.7380952380952381	0.7785234899328859	0.7788461538461539	0.8365384615384616	0.8461538461538461	0.7403846153846154	0.7980769230769231	0.8245614035087719	0.9423076923076923	0.8173076923076923	0.7816593886462883	0.7801047120418848	0.7777777777777778	0.7741935483870968	0.7788461538461539	0.7829457364341085	0.875	0.7371428571428571	0.7391304347826086	0.7788461538461539	0.8292011019283747	0.7403846153846154	0.75	0.7692307692307693	0.7211538461538461	0.8329048843187661	0.7788461538461539	0.8269230769230769	0.8173076923076923	0.798941798941799	0.9038461538461539	0.8739054290718039	0.8317307692307693
Regulatory Impact Analysis for the Transport Rule	0.8082191780821918	0.8223684210526315	0.7524752475247525	0.7959183673469388	0.7959183673469388	0.8571428571428571	0.7865168539325843	0.8392857142857143	0.785234899328859	0.7936507936507936	0.7346938775510204	0.7755102040816326	0.8026315789473685	0.8775510204081632	0.8245614035087719	0.9183673469387755	0.5591397849462365	0.868995633187773	0.8429319371727748	0.5811965811965812	0.8225806451612904	0.7741935483870968	0.7906976744186046	0.46938775510204084	0.7428571428571429	0.7142857142857143	0.3875	0.8980716253443526	0.8135593220338984	0.7551020408163265	0.7721518987341772	0.782051282051282	0.9048843187660668	0.7959183673469388	0.7959183673469388	0.7906976744186046	0.8412698412698413	0.8367346938775511	0.9281961471103327	0.8557692307692307
Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead	0.7289719626168224	0.7631578947368421	0.8504672897196262	0.822429906542056	0.8130841121495327	0.7850467289719626	0.7850467289719626	0.7619047619047619	0.7315436241610739	0.7850467289719626	0.8037383177570093	0.8317757009345794	0.7102803738317757	0.7850467289719626	0.8157894736842105	0.9439252336448598	0.3925233644859813	0.7117903930131004	0.7068062827225131	0.5470085470085471	0.7661290322580645	0.8130841121495327	0.7286821705426356	0.7570093457943925	0.38857142857142857	0.5652173913043478	0.48598130841121495	0.8264462809917356	0.7663551401869159	0.794392523364486	0.7383177570093458	0.7570093457943925	0.8457583547557841	0.7850467289719626	0.8317757009345794	0.7757009345794392	0.7777777777777778	0.9158878504672897	0.8686514886164624	0.7980769230769231
Regulatory Impact Analysis National Ambient Air Quality Standards for Groundlevel Ozone Chapter 6	0.8041237113402062	0.75	0.8613861386138614	0.8350515463917526	0.8144329896907216	0.7938144329896907	0.8041237113402062	0.7916666666666666	0.7718120805369127	0.7731958762886598	0.8247422680412371	0.845360824742268	0.7216494845360825	0.8350515463917526	0.8070175438596491	0.9381443298969072	0.5463917525773195	0.8034934497816594	0.7696335078534031	0.5470085470085471	0.7661290322580645	0.8350515463917526	0.7674418604651163	0.7319587628865979	0.5485714285714286	0.515527950310559	0.5876288659793815	0.8429752066115702	0.7835051546391752	0.8041237113402062	0.7731958762886598	0.7731958762886598	0.8586118251928021	0.7938144329896907	0.7938144329896907	0.8144329896907216	0.7936507936507936	0.9072164948453608	0.882661996497373	0.8173076923076923
Standards of Performance for New Stationary Sources and Emission Guidelines for Existing Sources Sewage Sludge Incinerators Draft Report	0.7573529411764706	0.75	0.7720588235294118	0.8676470588235294	0.8602941176470589	0.8088235294117647	0.7794117647058824	0.7440476190476191	0.7651006711409396	0.75	0.8308823529411765	0.8529411764705882	0.7647058823529411	0.8161764705882353	0.7867647058823529	0.9558823529411765	0.7941176470588235	0.74235807860262	0.7539267015706806	0.7720588235294118	0.7867647058823529	0.75	0.8014705882352942	0.8970588235294118	0.76	0.782608695652174	0.7867647058823529	0.7768595041322314	0.8014705882352942	0.7941176470588235	0.7647058823529411	0.7205882352941176	0.8149100257069408	0.8161764705882353	0.8235294117647058	0.7647058823529411	0.7671957671957672	0.9191176470588235	0.8441330998248686	0.7884615384615384
Particulate Matter Air Pollution and Cardiovascular Disease An Update to the Scientific Statement From the American Heart Association 	0.7835820895522388	0.7960526315789473	0.6865671641791045	0.8283582089552238	0.8507462686567164	0.7761194029850746	0.7835820895522388	0.7738095238095238	0.7718120805369127	0.8059701492537313	0.835820895522388	0.835820895522388	0.7686567164179104	0.8283582089552238	0.753731343283582	0.9402985074626866	0.7686567164179104	0.7554585152838428	0.7696335078534031	0.7611940298507462	0.7985074626865671	0.7164179104477612	0.7686567164179104	0.8731343283582089	0.7771428571428571	0.782608695652174	0.753731343283582	0.8016528925619835	0.7686567164179104	0.8134328358208955	0.7611940298507462	0.7388059701492538	0.8046272493573264	0.8134328358208955	0.8208955223880597	0.7686567164179104	0.746031746031746	0.917910447761194	0.8528896672504378	0.7932692307692307
The State of Garbage in America Table 4	0.7945205479452054	0.8421052631578947	0.801980198019802	0.8974358974358975	0.8205128205128205	0.75	0.797752808988764	0.8392857142857143	0.825503355704698	0.8253968253968254	0.7948717948717948	0.8461538461538461	0.7894736842105263	0.7857142857142857	0.8157894736842105	0.8974358974358975	0.7849462365591398	0.868995633187773	0.8638743455497382	0.7948717948717948	0.7983870967741935	0.8064516129032258	0.7906976744186046	0.7692307692307693	0.8514285714285714	0.8385093167701864	0.8	0.9201101928374655	0.7627118644067796	0.8085106382978723	0.759493670886076	0.8076923076923077	0.922879177377892	0.8571428571428571	0.775	0.7325581395348837	0.8465608465608465	0.8717948717948718	0.9422066549912435	0.8701923076923077
Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution	0.7741935483870968	0.75	0.8316831683168316	0.8172043010752689	0.8172043010752689	0.7741935483870968	0.8494623655913979	0.75	0.7315436241610739	0.7419354838709677	0.8064516129032258	0.8064516129032258	0.7956989247311828	0.7849462365591398	0.7368421052631579	0.9247311827956989	0.8387096774193549	0.7860262008733624	0.7905759162303665	0.811965811965812	0.75	0.0	0.6666666666666666	0.8172043010752689	0.7714285714285715	0.7763975155279503	0.7634408602150538	0.8292011019283747	0.7419354838709677	0.7634408602150538	0.8064516129032258	0.7526881720430108	0.8560411311053985	0.7849462365591398	0.8064516129032258	0.8387096774193549	0.7883597883597884	0.8817204301075269	0.8879159369527145	0.8221153846153846
What determines the value of life A metaanalysis	0.7808219178082192	0.8157894736842105	0.7920792079207921	0.8125	0.7708333333333334	0.8392857142857143	0.7752808988764045	0.8392857142857143	0.7919463087248322	0.8253968253968254	0.375	0.7916666666666666	0.75	0.6875	0.7982456140350878	0.8958333333333334	0.7419354838709677	0.851528384279476	0.8272251308900523	0.7777777777777778	0.7903225806451613	0.7956989247311828	0.7751937984496124	0.7291666666666666	0.8171428571428572	0.8012422360248447	0.725	0.8980716253443526	0.7627118644067796	0.7708333333333334	0.7468354430379747	0.7564102564102564	0.8997429305912596	0.7916666666666666	0.7708333333333334	0.7558139534883721	0.8412698412698413	0.8125	0.9246935201401051	0.8413461538461539
Prenatal methylmercury exposure as a cardiovascular risk factor at seven years of age	0.8117647058823529	0.7368421052631579	0.26732673267326734	0.8352941176470589	0.8352941176470589	0.8117647058823529	0.8314606741573034	0.7678571428571429	0.7785234899328859	0.7529411764705882	0.788235294117647	0.8	0.8352941176470589	0.8117647058823529	0.8070175438596491	0.9294117647058824	0.8064516129032258	0.7903930131004366	0.7853403141361257	0.7606837606837606	0.7903225806451613	0.8279569892473119	0.7596899224806202	0.8470588235294118	0.7542857142857143	0.7577639751552795	0.8352941176470589	0.8429752066115702	0.788235294117647	0.8117647058823529	0.8352941176470589	0.8	0.8611825192802056	0.8117647058823529	0.8117647058823529	0.813953488372093	0.7777777777777778	0.8823529411764706	0.8844133099824869	0.8028846153846154
An empirical Bayes approach to combining and comparing estimates of the value of a statistical life for environmental policy analysis 	0.7910447761194029	0.8026315789473685	0.8059701492537313	0.8432835820895522	0.8507462686567164	0.8134328358208955	0.7164179104477612	0.6964285714285714	0.7114093959731543	0.7910447761194029	0.8134328358208955	0.835820895522388	0.753731343283582	0.7910447761194029	0.7761194029850746	0.9701492537313433	0.7611940298507462	0.759825327510917	0.7696335078534031	0.7686567164179104	0.746268656716418	0.7313432835820896	0.7985074626865671	0.8582089552238806	0.7485714285714286	0.7453416149068323	0.7164179104477612	0.7823691460055097	0.7611940298507462	0.7985074626865671	0.7686567164179104	0.753731343283582	0.8046272493573264	0.8208955223880597	0.8059701492537313	0.8059701492537313	0.746031746031746	0.917910447761194	0.8441330998248686	0.7932692307692307
The value of a statistical life a critical review of market estimates throughout the world	0.7666666666666667	0.7697368421052632	0.7821782178217822	0.7444444444444445	0.8333333333333334	0.8111111111111111	0.8222222222222222	0.7678571428571429	0.697986577181208	0.7888888888888889	0.8111111111111111	0.8222222222222222	0.7888888888888889	0.8444444444444444	0.7894736842105263	0.9444444444444444	0.8602150537634409	0.7860262008733624	0.7696335078534031	0.7606837606837606	0.7580645161290323	0.8279569892473119	0.7751937984496124	0.8555555555555555	0.7657142857142857	0.7701863354037267	0.8	0.8347107438016529	0.7555555555555555	0.8333333333333334	0.7888888888888889	0.7444444444444445	0.8406169665809768	0.7888888888888889	0.7777777777777778	0.7777777777777778	0.7883597883597884	0.9111111111111111	0.8791593695271454	0.8076923076923077
The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival	0.7708333333333334	0.7236842105263158	0.8613861386138614	0.8020833333333334	0.8125	0.8020833333333334	0.8229166666666666	0.7797619047619048	0.6778523489932886	0.7708333333333334	0.78125	0.8333333333333334	0.7708333333333334	0.8125	0.7368421052631579	0.9583333333333334	0.7708333333333334	0.7729257641921398	0.774869109947644	0.7777777777777778	0.7983870967741935	0.8125	0.7209302325581395	0.8541666666666666	0.7485714285714286	0.7701863354037267	0.78125	0.837465564738292	0.7708333333333334	0.7708333333333334	0.75	0.75	0.8431876606683805	0.8125	0.7916666666666666	0.8020833333333334	0.783068783068783	0.8854166666666666	0.8739054290718039	0.7980769230769231
Reduction in fine particulate air pollution and mortality Extended followup of the Harvard six cities study	0.7570093457943925	0.7302631578947368	0.8411214953271028	0.8130841121495327	0.8411214953271028	0.794392523364486	0.7850467289719626	0.7321428571428571	0.7516778523489933	0.7476635514018691	0.8130841121495327	0.8317757009345794	0.7757009345794392	0.8037383177570093	0.8157894736842105	0.9532710280373832	0.8130841121495327	0.74235807860262	0.7853403141361257	0.7777777777777778	0.7903225806451613	0.719626168224299	0.7674418604651163	0.8411214953271028	0.72	0.7453416149068323	0.7476635514018691	0.8236914600550964	0.7850467289719626	0.7757009345794392	0.7850467289719626	0.7757009345794392	0.8329048843187661	0.794392523364486	0.8130841121495327	0.7850467289719626	0.7671957671957672	0.897196261682243	0.8633975481611208	0.7932692307692307
Expert judgement assessment of the mortality impact of changes in ambient fine particulate matter in the US	0.7663551401869159	0.7302631578947368	0.8504672897196262	0.8411214953271028	0.8317757009345794	0.794392523364486	0.7663551401869159	0.7619047619047619	0.738255033557047	0.794392523364486	0.8037383177570093	0.8504672897196262	0.7289719626168224	0.8037383177570093	0.7456140350877193	0.9626168224299065	0.7570093457943925	0.7510917030567685	0.6963350785340314	0.7435897435897436	0.7741935483870968	0.6542056074766355	0.2558139534883721	0.8317757009345794	0.7428571428571429	0.7391304347826086	0.7663551401869159	0.8181818181818182	0.7570093457943925	0.7850467289719626	0.7289719626168224	0.7289719626168224	0.8251928020565553	0.794392523364486	0.8037383177570093	0.8037383177570093	0.7671957671957672	0.9158878504672897	0.8598949211908932	0.7740384615384616
Recovery of mercurycontaminated fisheries	0.8082191780821918	0.8157894736842105	0.7920792079207921	0.8780487804878049	0.7804878048780488	0.8571428571428571	0.7865168539325843	0.8571428571428571	0.8389261744966443	0.7777777777777778	0.8292682926829268	0.8048780487804879	0.7763157894736842	0.8095238095238095	0.8333333333333334	0.926829268292683	0.8172043010752689	0.868995633187773	0.8586387434554974	0.7863247863247863	0.8387096774193549	0.7849462365591398	0.813953488372093	0.7317073170731707	0.8342857142857143	0.8260869565217391	0.8125	0.9173553719008265	0.8135593220338984	0.7872340425531915	0.759493670886076	0.7564102564102564	0.9151670951156813	0.7142857142857143	0.8780487804878049	0.813953488372093	0.8571428571428571	0.8780487804878049	0.9369527145359019	0.8701923076923077
Deposition and cycling of sulfur controls mercury accumulation in Isle Royal fish 	0.8414634146341463	0.7236842105263158	0.8217821782178217	0.7926829268292683	0.7804878048780488	0.7926829268292683	0.8202247191011236	0.7857142857142857	0.7516778523489933	0.7804878048780488	0.8170731707317073	0.8292682926829268	0.8292682926829268	0.7682926829268293	0.7631578947368421	0.9390243902439024	0.8279569892473119	0.8034934497816594	0.8010471204188482	0.7521367521367521	0.8064516129032258	0.7956989247311828	0.7674418604651163	0.7926829268292683	0.7828571428571428	0.7888198757763976	0.8170731707317073	0.8457300275482094	0.7560975609756098	0.8048780487804879	0.8414634146341463	0.7804878048780488	0.8688946015424165	0.7439024390243902	0.8048780487804879	0.8372093023255814	0.7883597883597884	0.8902439024390244	0.8879159369527145	0.7836538461538461
Intake of mercury from fish lipidperoxidation and the risk of myocardialinfarction and coronary cardiovascular and any death in eastern Finnish men	0.8027210884353742	0.039473684210526314	0.7687074829931972	0.8571428571428571	0.8707482993197279	0.8367346938775511	0.7619047619047619	0.7916666666666666	0.825503355704698	0.7959183673469388	0.8639455782312925	0.8571428571428571	0.7619047619047619	0.8095238095238095	0.782312925170068	0.9591836734693877	0.782312925170068	0.7379912663755459	0.7539267015706806	0.7755102040816326	0.782312925170068	0.7482993197278912	0.782312925170068	0.8639455782312925	0.7314285714285714	0.7763975155279503	0.7891156462585034	0.7878787878787878	0.8027210884353742	0.8299319727891157	0.7687074829931972	0.7687074829931972	0.8174807197943444	0.8231292517006803	0.8299319727891157	0.782312925170068	0.7619047619047619	0.9251700680272109	0.8336252189141856	0.7451923076923077
The influence of location source and emission type in estimates of the human health benefits of reducing a ton of air pollution	0.7244094488188977	0.7631578947368421	0.7874015748031497	0.8110236220472441	0.8582677165354331	0.7952755905511811	0.8031496062992126	0.7380952380952381	0.1476510067114094	0.7795275590551181	0.8110236220472441	0.8503937007874016	0.7401574803149606	0.8188976377952756	0.7874015748031497	0.968503937007874	0.7401574803149606	0.7336244541484717	0.743455497382199	0.7874015748031497	0.8503937007874016	0.6850393700787402	0.8217054263565892	0.8582677165354331	0.7314285714285714	0.7639751552795031	0.7244094488188977	0.790633608815427	0.7637795275590551	0.7874015748031497	0.7874015748031497	0.7165354330708661	0.8046272493573264	0.8031496062992126	0.8188976377952756	0.7952755905511811	0.7619047619047619	0.9212598425196851	0.8371278458844134	0.7403846153846154
