	Breakdown of Monetized PM2.5 Health Benefits using Mortality Function from	Intake of mercury from fish lipid peroxidation, and the risk of myocardial infarction and coronary, cardiovascular and any death in Eastern Finnish men.‚Äù	Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age‚Äù, Epidemiology,	Toxicological Effects of Methylmercury.	Environmental Protection Agency.	Co‚ÄëChair NACWA Biosolids Management Committee, e-mail to	Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	and Emissions Test Database for the Sewage Sludge Incineration Source Category. Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	The influence of location, source, and emission type in estimates of the human health benefits of reducing a ton of air pollution. Air Qual Atmos Health	Revised Compliance Costs and Economic Inputs for Existing HMIWI.	What Determines the Value of Life?	AP 42, Chapter 2: Solid Waste Disposal.	Environmental Protection Agency Office of Air Quality Planning and Standards.	Guidelines for Preparing Economic Analyses.	OAQPS Control Cost Manual. Section 4.2: NOX Post Combustion. Chapter 1: Selective Noncatalytic Reduction. Publication U.S.	Park, NC. EPA/600/R-09/019F.	Final Regulatory Impact Analysis (RIA) for the NO2 National Ambient Air Quality Standards (NAAQS).	Summary of Expert Opinions on the Existence of a Threshold in the Concentration-Response Function for PM2.5-related Mortality: Technical Support Document. Compiled by Office of Air Quality Planning and Standards, Research Triangle Park,	Lowest Measured Level (LML) Assessment for Rules without Policy-Specific Air Quality Data Available: Technical Support Document. Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning and Standards, Research Triangle Park,	Lindsay Wichers Stanek (PM Team Leader)‚ÄîNational Center for Environmental Assessment (NCEA), U.S. Environmental Protection Agency	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.‚Äù Environ. Sci. Technol.	Regulatory Impact Analysis,	Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead. Office of Air Quality Planning and Standards, Research Triangle Park,	Final Regulatory Impact Analysis (RIA) for the SO2 National Ambient Air Quality Standards (NAAQS). Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning	Costs to be replaced include: (a) bag leak detector replacing opacity test; (b) CO CEMS replacing CO test and secondary chamber temperature monitor;(c) HCl CEMS replacing HCl test, HCl sorbent monitor (dry scrubbers) and scrubber liquor pH monitor (wet Sources: 1. Hospital/Medical/Infectious Waste Incinerators (HMIWI) [EPA-HQ-OAR-2006-0534] Testing and Monitoring Options and Costs Memo	E-mail and attachment from Peter Westlin, EPA, to Mary Johnson,	Some Preliminary Thoughts on the HWI Monitoring.	Stack Testing Costs Parameters/Costs Equation Values A. Parameters 1. Cost index a.	Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring.	C-34 Table C-4d. Visible Emissions Testing Costs Parameters/Costs Equation Values A. Parameters 1. Operating labor rate, $/hr (LR) $34.60 2. Capital recovery factor, 5-yr equipment life, 7% interest (CRF) = [i x (1 + i)a] / [(1 + i)a - 1], where i = interest rate, a = equipment life 0.24389 B. Total Capital Investment, $ (TCI) = Combination light meter/anemometer ($200) + digital stopwatches (2 each at $25) $250 C. Direct Annual Costs, $/yr 1.	Reporting Requirements 1. Read instructions	State average tipping fees from BioCycle	Where state data unavailable, NSWMA‚Äôs 2005 Tip Fee Survey regional averages were used.	average used. All values corrected to 2008 dollars using CPI data from Bureau of Labor Statistics: http://data.bls.gov/cgi-bin/cpicalc.pl Unit-specific tipping fees are listed in Table 5. 2. Hauling cost:	WAEdmonds 1 FB vs -	Volume based on sludge density of 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435). c. Assumed square concrete pad. d. Rail height of 6 feet chosen for minimal concrete surface area requirement. e. Based on cost of $154 per 4&apos; by 8&apos; sheet of flattened aluminum, 0.125 inches thick (Metals Depot: http://www.metalsdepot.com/products/hrsteel2.phtml?page=expanded&LimAcc=$LimAcc) f. Researched concrete slab costs (including installation, materials, and labor) ranged from $3/ft2 to $10/ft2. For this analysis, an average of $6/ft2 was used. g. Capital Recovery Factor based on 7% interest and 15 year lifetime.	assumed density of dewatered sludge is 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435) *assumed maximum capacity of hauling vehicles (36 cu yd) for 50+ cu yd/day. (Land application of biosolids: process design manual.
Caustic soda price hike is on the rise	0.7945205479452054	0.8223684210526315	0.7821782178217822	0.7894736842105263	0.7894736842105263	0.7678571428571429	0.7865168539325843	0.8571428571428571	0.8187919463087249	0.7777777777777778	0.7368421052631579	0.8157894736842105	0.7763157894736842	0.7857142857142857	0.8157894736842105	0.8947368421052632	0.7956989247311828	0.868995633187773	0.8534031413612565	0.7863247863247863	0.8225806451612904	0.7741935483870968	0.8062015503875969	0.8157894736842105	0.8514285714285714	0.8385093167701864	0.775	0.90633608815427	0.7796610169491526	0.7446808510638298	0.759493670886076	0.782051282051282	0.9177377892030848	0.7857142857142857	0.8	0.7674418604651163	0.8571428571428571	0.8421052631578947	0.9369527145359019	0.8701923076923077
Estimating the Public Health Benefits of Proposed Air Pollution Regulations 	0.6973684210526315	0.7828947368421053	0.8217821782178217	0.7763157894736842	0.7631578947368421	0.8026315789473685	0.7865168539325843	0.7797619047619048	0.6778523489932886	0.8157894736842105	0.7894736842105263	0.8289473684210527	0.8026315789473685	0.7763157894736842	0.7456140350877193	0.9078947368421053	0.7849462365591398	0.7991266375545851	0.8010471204188482	0.7521367521367521	0.7580645161290323	0.7741935483870968	0.7674418604651163	0.8289473684210527	0.7714285714285715	0.7763975155279503	0.775	0.8484848484848485	0.7368421052631579	0.7236842105263158	0.8227848101265823	0.8076923076923077	0.8663239074550129	0.6710526315789473	0.7763157894736842	0.8023255813953488	0.8253968253968254	0.8947368421052632	0.8966725043782837	0.8173076923076923
Toxicological Effects of Methylmercury	0.7671232876712328	0.8618421052631579	0.8415841584158416	0.0	0.6842105263157895	0.8035714285714286	0.8426966292134831	0.875	0.8322147651006712	0.7936507936507936	0.9210526315789473	0.9210526315789473	0.8026315789473685	0.9047619047619048	0.8421052631578947	0.9210526315789473	0.8172043010752689	0.8777292576419214	0.8848167539267016	0.8376068376068376	0.8548387096774194	0.8172043010752689	0.875968992248062	0.8421052631578947	0.88	0.8695652173913043	0.825	0.9228650137741047	0.8305084745762712	0.7446808510638298	0.8227848101265823	0.8076923076923077	0.9305912596401028	0.8095238095238095	0.9	0.8488372093023255	0.8941798941798942	0.8947368421052632	0.9439579684763573	0.8990384615384616
Clean Air Technology Center Technology Transfer Network	0.7945205479452054	0.8289473684210527	0.8118811881188119	0.7818181818181819	0.8	0.875	0.7865168539325843	0.8035714285714286	0.8053691275167785	0.8253968253968254	0.8	0.7454545454545455	0.75	0.8181818181818182	0.7982456140350878	0.9272727272727272	0.8064516129032258	0.8427947598253275	0.8219895287958116	0.7692307692307693	0.7903225806451613	0.7741935483870968	0.813953488372093	0.8363636363636363	0.8171428571428572	0.8136645962732919	0.8	0.8898071625344353	0.7966101694915254	0.8545454545454545	0.7974683544303798	0.782051282051282	0.897172236503856	0.7636363636363637	0.8363636363636363	0.8023255813953488	0.8465608465608465	0.8727272727272727	0.9246935201401051	0.875
Landfill Gas Emissions Model version 302	0.726027397260274	0.8486842105263158	0.8118811881188119	0.825	0.85	0.8214285714285714	0.7752808988764045	0.8571428571428571	0.8389261744966443	0.7936507936507936	0.825	0.875	0.8421052631578947	0.8571428571428571	0.8245614035087719	0.9	0.8172043010752689	0.8908296943231441	0.8795811518324608	0.8461538461538461	0.8145161290322581	0.8064516129032258	0.8527131782945736	0.825	0.8628571428571429	0.8695652173913043	0.825	0.9146005509641874	0.8305084745762712	0.8297872340425532	0.7721518987341772	0.7564102564102564	0.9254498714652957	0.8333333333333334	0.825	0.7906976744186046	0.8783068783068783	0.775	0.9422066549912435	0.8894230769230769
Motor Vehicle Emission Simulator	0.7671232876712328	0.868421052631579	0.8316831683168316	0.7368421052631579	0.84375	0.7857142857142857	0.8089887640449438	0.875	0.8523489932885906	0.8253968253968254	0.9090909090909091	0.8611111111111112	0.7894736842105263	0.8333333333333334	0.8245614035087719	0.90625	0.8172043010752689	0.8951965065502183	0.8848167539267016	0.8461538461538461	0.8467741935483871	0.8064516129032258	0.8527131782945736	0.875	0.8742857142857143	0.8695652173913043	0.8	0.9256198347107438	0.8305084745762712	0.7659574468085106	0.810126582278481	0.7435897435897436	0.9305912596401028	0.7857142857142857	0.8	0.8372093023255814	0.8941798941798942	0.90625	0.9509632224168126	0.8942307692307693
 Guidelines for Preparing Economic Analyses	0.8082191780821918	0.8092105263157895	0.8316831683168316	0.8837209302325582	0.7906976744186046	0.8214285714285714	0.8089887640449438	0.8273809523809523	0.8120805369127517	0.7142857142857143	0.813953488372093	0.8604651162790697	0.75	0.023255813953488372	0.8333333333333334	0.9069767441860465	0.7741935483870968	0.8471615720524017	0.837696335078534	0.811965811965812	0.8225806451612904	0.7956989247311828	0.8372093023255814	0.6744186046511628	0.8571428571428571	0.84472049689441	0.7625	0.90633608815427	0.7457627118644068	0.8723404255319149	0.7721518987341772	0.7948717948717948	0.9125964010282777	0.8604651162790697	0.7906976744186046	0.813953488372093	0.8571428571428571	0.8372093023255814	0.9369527145359019	0.8701923076923077
Advisory on Plans for Health Effects Analysis in the Analytical Plan for EPA’s Second Prospective Analysis – Benefits and Costs of the Clean Air Act 19902020	0.7834394904458599	0.8089171974522293	0.7770700636942676	0.8471337579617835	0.8535031847133758	0.8343949044585988	0.7643312101910829	0.8035714285714286	0.7579617834394905	0.802547770700637	0.8662420382165605	0.8535031847133758	0.7579617834394905	0.821656050955414	0.7643312101910829	0.9363057324840764	0.7261146496815286	0.7510917030567685	0.7853403141361257	0.7261146496815286	0.7643312101910829	0.7707006369426752	0.7707006369426752	0.8789808917197452	0.7714285714285715	0.782608695652174	0.7452229299363057	0.7988980716253443	0.7961783439490446	0.8280254777070064	0.7961783439490446	0.7579617834394905	0.8071979434447301	0.8535031847133758	0.8662420382165605	0.7898089171974523	0.7724867724867724	0.9235668789808917	0.8318739054290718	0.8076923076923077
Advisory on Plans on Health Effects Analysis Plan for the EPAs Second Prospective Analysis Benefits and Costs of the Clean Air Act 19902020	0.7697841726618705	0.8026315789473685	0.7913669064748201	0.8345323741007195	0.841726618705036	0.8129496402877698	0.7769784172661871	0.7678571428571429	0.7651006711409396	0.7841726618705036	0.8489208633093526	0.841726618705036	0.762589928057554	0.8201438848920863	0.7769784172661871	0.935251798561151	0.6834532374100719	0.759825327510917	0.7905759162303665	0.7482014388489209	0.7913669064748201	0.7697841726618705	0.7913669064748201	0.8705035971223022	0.7885714285714286	0.7639751552795031	0.7050359712230215	0.8016528925619835	0.7913669064748201	0.8201438848920863	0.7841726618705036	0.7410071942446043	0.8097686375321337	0.841726618705036	0.8561151079136691	0.7913669064748201	0.7671957671957672	0.920863309352518	0.8458844133099825	0.7932692307692307
Air Compliance Advisor	0.8767123287671232	0.8947368421052632	0.8613861386138614	0.8421052631578947	0.8387096774193549	0.7857142857142857	0.8651685393258427	0.9107142857142857	0.9060402684563759	0.7142857142857143	0.8484848484848485	0.7222222222222222	0.8421052631578947	0.7857142857142857	0.868421052631579	0.9545454545454546	0.8494623655913979	0.925764192139738	0.9162303664921466	0.8803418803418803	0.8870967741935484	0.8494623655913979	0.8992248062015504	0.8076923076923077	0.9028571428571428	0.8944099378881988	0.85	0.9476584022038568	0.847457627118644	0.7872340425531915	0.8481012658227848	0.8333333333333334	0.9511568123393316	0.8095238095238095	0.85	0.872093023255814	0.91005291005291	0.8181818181818182	0.9649737302977233	0.9182692307692307
Air Pollution Control Technology Fact Sheet	0.7808219178082192	0.8289473684210527	0.8316831683168316	0.8372093023255814	0.813953488372093	0.8214285714285714	0.7865168539325843	0.8214285714285714	0.8322147651006712	0.7777777777777778	0.813953488372093	0.8372093023255814	0.75	0.8372093023255814	0.7807017543859649	0.9302325581395349	0.8172043010752689	0.8646288209606987	0.8691099476439791	0.8205128205128205	0.8064516129032258	0.7849462365591398	0.8372093023255814	0.8372093023255814	0.8514285714285714	0.8509316770186336	0.7875	0.9090909090909091	0.7627118644067796	0.8297872340425532	0.7974683544303798	0.8333333333333334	0.9177377892030848	0.9069767441860465	0.8604651162790697	0.8372093023255814	0.8571428571428571	0.8604651162790697	0.9369527145359019	0.8894230769230769
Average Industrial Retail Price of Electricity	0.7808219178082192	0.8355263157894737	0.7722772277227723	0.8260869565217391	0.7391304347826086	0.8214285714285714	0.7528089887640449	0.8273809523809523	0.825503355704698	0.7777777777777778	0.7608695652173914	0.8260869565217391	0.7763157894736842	0.8478260869565217	0.8070175438596491	0.9130434782608695	0.7849462365591398	0.868995633187773	0.8429319371727748	0.8034188034188035	0.7983870967741935	0.7741935483870968	0.7984496124031008	0.8043478260869565	0.8342857142857143	0.8198757763975155	0.7375	0.90633608815427	0.7796610169491526	0.851063829787234	0.7848101265822784	0.7948717948717948	0.9125964010282777	0.8260869565217391	0.8043478260869565	0.7906976744186046	0.8412698412698413	0.8478260869565217	0.9334500875656743	0.8701923076923077
Compressed Air Tip Sheet 1	0.8493150684931506	0.8947368421052632	0.8514851485148515	0.868421052631579	0.8387096774193549	0.8035714285714286	0.8202247191011236	0.8988095238095238	0.8926174496644296	0.7619047619047619	0.8484848484848485	0.8333333333333334	0.8289473684210527	0.8333333333333334	0.868421052631579	0.9230769230769231	0.8387096774193549	0.9170305676855895	0.900523560209424	0.8461538461538461	0.8790322580645161	0.8494623655913979	0.8837209302325582	0.9615384615384616	0.8857142857142857	0.8881987577639752	0.825	0.9421487603305785	0.847457627118644	0.7872340425531915	0.8227848101265823	0.8589743589743589	0.9460154241645244	0.8333333333333334	0.85	0.8255813953488372	0.9047619047619048	0.8461538461538461	0.9614711033274956	0.9182692307692307
Consultation of EPAs Particulate Matter National Ambient Air Quality Standards Scope and Methods Plan for Health Risk and Exposure Assesment	0.7785714285714286	0.756578947368421	0.8071428571428572	0.8428571428571429	0.8428571428571429	0.8	0.7857142857142857	0.7797619047619048	0.7919463087248322	0.8	0.85	0.85	0.7285714285714285	0.8357142857142857	0.7785714285714286	0.9428571428571428	0.7071428571428572	0.7248908296943232	0.7120418848167539	0.7214285714285714	0.7714285714285715	0.75	0.8142857142857143	0.8714285714285714	0.5885714285714285	0.6086956521739131	0.7571428571428571	0.7933884297520661	0.7714285714285715	0.8142857142857143	0.75	0.7785714285714286	0.8097686375321337	0.8285714285714286	0.8214285714285714	0.7785714285714286	0.783068783068783	0.9214285714285714	0.8476357267950964	0.7788461538461539
Emission Factors  AP42 Compilation of Air Pollutant Emission Factors	0.7945205479452054	0.7828947368421053	0.8118811881188119	0.8088235294117647	0.7794117647058824	0.7794117647058824	0.7640449438202247	0.7619047619047619	0.7718120805369127	0.7647058823529411	0.8088235294117647	0.7647058823529411	0.7105263157894737	0.7352941176470589	0.7192982456140351	0.8970588235294118	0.7849462365591398	0.8165938864628821	0.8115183246073299	0.7521367521367521	0.7580645161290323	0.7849462365591398	0.7751937984496124	0.7941176470588235	0.8	0.7888198757763976	0.8125	0.8705234159779615	0.7941176470588235	0.7941176470588235	0.7974683544303798	0.7692307692307693	0.8688946015424165	0.7941176470588235	0.8088235294117647	0.8372093023255814	0.8253968253968254	0.8676470588235294	0.9054290718038529	0.8269230769230769
EPAs Review of the National Ambient Air Quality Standards for Particulate Matter Second Draft PM Staff Paper January 2005	0.7933884297520661	0.756578947368421	0.7933884297520661	0.8264462809917356	0.8099173553719008	0.8099173553719008	0.8016528925619835	0.7678571428571429	0.7785234899328859	0.7933884297520661	0.8181818181818182	0.8347107438016529	0.743801652892562	0.8099173553719008	0.8016528925619835	0.9504132231404959	0.768595041322314	0.7554585152838428	0.7172774869109948	0.8181818181818182	0.8387096774193549	0.7355371900826446	0.7209302325581395	0.8760330578512396	0.5828571428571429	0.5962732919254659	0.7520661157024794	0.8209366391184573	0.7603305785123967	0.8099173553719008	0.7520661157024794	0.7768595041322314	0.8303341902313625	0.8264462809917356	0.8512396694214877	0.743801652892562	0.7724867724867724	0.9256198347107438	0.8598949211908932	0.8076923076923077
Guidelines for Preparing Economic Analyses External Review Draft	0.821917808219178	0.7828947368421053	0.801980198019802	0.8125	0.828125	0.84375	0.7528089887640449	0.7916666666666666	0.7986577181208053	0.734375	0.765625	0.78125	0.8026315789473685	0.34375	0.7719298245614035	0.890625	0.7741935483870968	0.8209606986899564	0.8115183246073299	0.7606837606837606	0.75	0.7741935483870968	0.7829457364341085	0.78125	0.8057142857142857	0.8012422360248447	0.825	0.8760330578512396	0.890625	0.78125	0.759493670886076	0.8076923076923077	0.884318766066838	0.796875	0.78125	0.7906976744186046	0.8148148148148148	0.875	0.9124343257443083	0.8461538461538461
Hauling cost US Department of Transportation Research and Innovative Technology Administration Bureau of Transportation Statistics Table 317	0.7785714285714286	0.7894736842105263	0.7928571428571428	0.8714285714285714	0.85	0.8285714285714286	0.7285714285714285	0.7857142857142857	0.7651006711409396	0.7857142857142857	0.8285714285714286	0.8428571428571429	0.7357142857142858	0.8357142857142857	0.7857142857142857	0.9642857142857143	0.7642857142857142	0.7161572052401747	0.7277486910994765	0.7714285714285715	0.7785714285714286	0.7357142857142858	0.7714285714285715	0.8857142857142857	0.76	0.7701863354037267	0.7714285714285715	0.8071625344352618	0.7857142857142857	0.8214285714285714	0.7714285714285715	0.7714285714285715	0.8020565552699229	0.8142857142857143	0.8214285714285714	0.7857142857142857	0.7724867724867724	0.9285714285714286	0.8441330998248686	0.7740384615384616
Integrated Science Assessment for Carbon Monoxide	0.7808219178082192	0.8223684210526315	0.7920792079207921	0.8775510204081632	0.8163265306122449	0.8392857142857143	0.797752808988764	0.8095238095238095	0.8053691275167785	0.7619047619047619	0.7142857142857143	0.8775510204081632	0.7763157894736842	0.8367346938775511	0.8070175438596491	0.9387755102040817	0.7634408602150538	0.8646288209606987	0.8324607329842932	0.8205128205128205	0.7580645161290323	0.7956989247311828	0.7829457364341085	0.8163265306122449	0.84	0.8385093167701864	0.775	0.8898071625344353	0.7966101694915254	0.7959183673469388	0.7974683544303798	0.6794871794871795	0.9074550128534704	0.7959183673469388	0.7142857142857143	0.7906976744186046	0.8624338624338624	0.8775510204081632	0.9264448336252189	0.8509615384615384
Integrated Science Assessment for Oxides of Nitrogen and Sulfur–Ecological Criteria National Final Report	0.7714285714285715	0.7236842105263158	0.8666666666666667	0.8285714285714286	0.819047619047619	0.7904761904761904	0.7904761904761904	0.7857142857142857	0.7315436241610739	0.7619047619047619	0.8	0.8285714285714286	0.780952380952381	0.7619047619047619	0.8157894736842105	0.9333333333333333	0.7714285714285715	0.777292576419214	0.7172774869109948	0.7863247863247863	0.8145161290322581	0.8095238095238095	0.6976744186046512	0.8666666666666667	0.7542857142857143	0.7453416149068323	0.7523809523809524	0.8209366391184573	0.7714285714285715	0.8095238095238095	0.7619047619047619	0.7904761904761904	0.8380462724935732	0.7904761904761904	0.8	0.8	0.7513227513227513	0.9142857142857143	0.87215411558669	0.7980769230769231
Integrated Science Assessment for Particulate Matter	0.7808219178082192	0.7894736842105263	0.801980198019802	0.8269230769230769	0.7692307692307693	0.8571428571428571	0.797752808988764	0.8035714285714286	0.7919463087248322	0.7777777777777778	0.75	0.8653846153846154	0.75	0.8269230769230769	0.7894736842105263	0.9230769230769231	0.7419354838709677	0.8427947598253275	0.806282722513089	0.7863247863247863	0.7580645161290323	0.7096774193548387	0.7209302325581395	0.8269230769230769	0.8114285714285714	0.8074534161490683	0.7625	0.8870523415977961	0.7966101694915254	0.8461538461538461	0.810126582278481	0.7051282051282052	0.8997429305912596	0.7884615384615384	0.7692307692307693	0.7674418604651163	0.8465608465608465	0.8846153846153846	0.9211908931698775	0.8605769230769231
Integrated Science Assessment for Sulfur Oxides—Health Criteria	0.821917808219178	0.8026315789473685	0.7920792079207921	0.8253968253968254	0.8095238095238095	0.8888888888888888	0.8089887640449438	0.8095238095238095	0.7986577181208053	0.8253968253968254	0.7619047619047619	0.7936507936507936	0.7894736842105263	0.8095238095238095	0.7894736842105263	0.9523809523809523	0.7526881720430108	0.834061135371179	0.7853403141361257	0.7521367521367521	0.7741935483870968	0.7741935483870968	0.751937984496124	0.8412698412698413	0.7885714285714286	0.782608695652174	0.75	0.8732782369146006	0.8253968253968254	0.8095238095238095	0.7848101265822784	0.782051282051282	0.8868894601542416	0.7777777777777778	0.7777777777777778	0.7558139534883721	0.8306878306878307	0.873015873015873	0.9159369527145359	0.8413461538461539
Medical Management Guidelines for Hydrogen Chloride HCL	0.7808219178082192	0.8355263157894737	0.7722772277227723	0.7818181818181819	0.7818181818181819	0.8928571428571429	0.7640449438202247	0.8214285714285714	0.7986577181208053	0.8095238095238095	0.7454545454545455	0.8181818181818182	0.8289473684210527	0.7636363636363637	0.7982456140350878	0.9454545454545454	0.7956989247311828	0.8558951965065502	0.8272251308900523	0.7777777777777778	0.7741935483870968	0.8064516129032258	0.813953488372093	0.8545454545454545	0.8171428571428572	0.8074534161490683	0.8125	0.8870523415977961	0.7966101694915254	0.8181818181818182	0.759493670886076	0.7051282051282052	0.9023136246786633	0.7636363636363637	0.7636363636363637	0.7790697674418605	0.8359788359788359	0.8545454545454545	0.9229422066549913	0.8365384615384616
Medical Waste IncineratorsBackground Information for Proposed Standards and Guidelines Model Plant Description and Cost Report for New and Existing Facilities	0.8037974683544303	0.7974683544303798	0.7784810126582279	0.8734177215189873	0.8544303797468354	0.8291139240506329	0.7848101265822784	0.8214285714285714	0.8037974683544303	0.7468354430379747	0.8607594936708861	0.8607594936708861	0.7784810126582279	0.8164556962025317	0.7784810126582279	0.9493670886075949	0.7721518987341772	0.7641921397379913	0.7958115183246073	0.759493670886076	0.7848101265822784	0.759493670886076	0.7658227848101266	0.879746835443038	0.7714285714285715	0.7950310559006211	0.7721518987341772	0.7713498622589532	0.7784810126582279	0.8354430379746836	0.7531645569620253	0.6582278481012658	0.7969151670951157	0.8291139240506329	0.8354430379746836	0.7911392405063291	0.7724867724867724	0.9240506329113924	0.8266199649737302	0.7980769230769231
Mercury in fish bed sediment and water from streams across the United States 	0.8181818181818182	0.7039473684210527	0.7821782178217822	0.8441558441558441	0.7922077922077922	0.7922077922077922	0.7865168539325843	0.7380952380952381	0.7516778523489933	0.7922077922077922	0.7922077922077922	0.7922077922077922	0.8571428571428571	0.7532467532467533	0.7807017543859649	0.948051948051948	0.8172043010752689	0.8034934497816594	0.8010471204188482	0.7777777777777778	0.7338709677419355	0.7741935483870968	0.7286821705426356	0.8311688311688312	0.7542857142857143	0.7763975155279503	0.825	0.8457300275482094	0.7532467532467533	0.7662337662337663	0.8227848101265823	0.8333333333333334	0.87146529562982	0.7532467532467533	0.8051948051948052	0.8372093023255814	0.783068783068783	0.8701298701298701	0.8931698774080561	0.8221153846153846
National Industry Specific Occupational Employment and Wage Estimates	0.8904109589041096	0.7828947368421053	0.7722772277227723	0.8405797101449275	0.7971014492753623	0.7971014492753623	0.7640449438202247	0.7976190476190477	0.7785234899328859	0.855072463768116	0.8115942028985508	0.8260869565217391	0.75	0.6956521739130435	0.7719298245614035	0.927536231884058	0.7096774193548387	0.8209606986899564	0.7801047120418848	0.7692307692307693	0.7661290322580645	0.7741935483870968	0.8062015503875969	0.782608695652174	0.7885714285714286	0.782608695652174	0.8375	0.8705234159779615	0.8115942028985508	0.8260869565217391	0.7848101265822784	0.7692307692307693	0.8791773778920309	0.7971014492753623	0.7971014492753623	0.7906976744186046	0.8148148148148148	0.8985507246376812	0.9071803852889667	0.8365384615384616
OAQPS Control Cost Manual Section 6 Particulate Matter Controls Chapter 2 Wet Scrubbers for Particulate Matter	0.7818181818181819	0.7894736842105263	0.8090909090909091	0.8272727272727273	0.8545454545454545	0.7818181818181819	0.8	0.7678571428571429	0.7583892617449665	0.7727272727272727	0.8181818181818182	0.8181818181818182	0.7909090909090909	0.8454545454545455	0.5614035087719298	0.9363636363636364	0.8181818181818182	0.7729257641921398	0.7853403141361257	0.8034188034188035	0.7983870967741935	0.7272727272727273	0.7984496124031008	0.8818181818181818	0.7771428571428571	0.7888198757763976	0.7636363636363637	0.8181818181818182	0.7727272727272727	0.8090909090909091	0.7272727272727273	0.7818181818181819	0.8277634961439588	0.8181818181818182	0.8	0.7909090909090909	0.798941798941799	0.9181818181818182	0.8704028021015762	0.8173076923076923
OAQPS Control cost manual Section 42 NOX Post Combustion Chapter 1 Selective Noncatalytic Reduction	0.7777777777777778	0.7697368421052632	0.8316831683168316	0.8282828282828283	0.8181818181818182	0.7878787878787878	0.8181818181818182	0.7559523809523809	0.7651006711409396	0.8181818181818182	0.8181818181818182	0.7777777777777778	0.7777777777777778	0.8080808080808081	0.14912280701754385	0.9292929292929293	0.8181818181818182	0.7947598253275109	0.8010471204188482	0.8034188034188035	0.7983870967741935	0.7676767676767676	0.7751937984496124	0.8484848484848485	0.7828571428571428	0.782608695652174	0.7878787878787878	0.8347107438016529	0.7676767676767676	0.797979797979798	0.7272727272727273	0.7575757575757576	0.8431876606683805	0.7777777777777778	0.8282828282828283	0.8181818181818182	0.8042328042328042	0.898989898989899	0.8861646234676007	0.8125
OAQPS Economic Analysis Resource Document	0.8082191780821918	0.8618421052631579	0.8415841584158416	0.8048780487804879	0.7804878048780488	0.8035714285714286	0.8202247191011236	0.8571428571428571	0.8389261744966443	0.8253968253968254	0.7804878048780488	0.8048780487804879	0.8421052631578947	0.8809523809523809	0.7719298245614035	0.926829268292683	0.7526881720430108	0.8777292576419214	0.8691099476439791	0.811965811965812	0.8467741935483871	0.8064516129032258	0.8527131782945736	0.8048780487804879	0.8628571428571429	0.84472049689441	0.7375	0.9201101928374655	0.8135593220338984	0.8297872340425532	0.810126582278481	0.782051282051282	0.9280205655526992	0.8571428571428571	0.8536585365853658	0.8255813953488372	0.873015873015873	0.8292682926829268	0.9422066549912435	0.8942307692307693
owest Measured Level LML Assessment for Rules without PolicySpecific Air Quality Data AvailableTechnical Support Document	0.7768595041322314	0.7828947368421053	0.8264462809917356	0.859504132231405	0.859504132231405	0.8264462809917356	0.7768595041322314	0.7797619047619048	0.7583892617449665	0.8099173553719008	0.8347107438016529	0.859504132231405	0.7355371900826446	0.8099173553719008	0.8264462809917356	0.9504132231404959	0.7272727272727273	0.7554585152838428	0.36649214659685864	0.7520661157024794	0.8306451612903226	0.7933884297520661	0.7751937984496124	0.8760330578512396	0.7371428571428571	0.7453416149068323	0.7107438016528925	0.8236914600550964	0.7851239669421488	0.8264462809917356	0.7851239669421488	0.8016528925619835	0.8354755784061697	0.8347107438016529	0.8347107438016529	0.7851239669421488	0.7777777777777778	0.9256198347107438	0.8651488616462347	0.7788461538461539
Public Health Statement for Cadmium	0.7671232876712328	0.868421052631579	0.8118811881188119	0.868421052631579	0.8	0.75	0.8426966292134831	0.8630952380952381	0.8389261744966443	0.7777777777777778	0.8571428571428571	0.8888888888888888	0.8157894736842105	0.8095238095238095	0.8333333333333334	0.9142857142857143	0.7956989247311828	0.8864628820960698	0.8691099476439791	0.8461538461538461	0.8467741935483871	0.8172043010752689	0.8527131782945736	0.8571428571428571	0.8628571428571429	0.8571428571428571	0.7875	0.9201101928374655	0.7796610169491526	0.7872340425531915	0.8227848101265823	0.7692307692307693	0.9280205655526992	0.8333333333333334	0.8	0.8488372093023255	0.8941798941798942	0.9142857142857143	0.9474605954465849	0.8894230769230769
