	Distribution of Employment within Food Manufacturing NAICS 311	Bureau generated by RTI International using American FactFinder “Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States	Animal Slaughtering and Processing made up the largest share of both employment 33 and the value of shipments 27	Census Bureau generated by RTI International using American FactFinder “Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places	Department of Energy Energy Information Administration	Census Bureau generated by RTI International using American FactFinder “Sector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries	Bureau generated by RTI International using American FactFinder “Sector 00 All Sectors Core Business Statistics Series Comparative Statistics for the United States and the States	Bureau generated by Kapur Energy and Environment using American FactFinder “Sector 00 EC0700A1 All Sectors Geographic Area Series EconomyWide Key Statistics	Bureau generated by Kapur Energy and Environment using American FactFinder “Sector 31 EC0731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007” Accessed on	Firm Size Data from the Statistics of US Businesses US Detail Employment Sizes	Paper  Forest Products	Assessing the Employment Impacts of Environmental and Natural Resource Policy” Environmental and Resource Economics	Environmental regulation and labor demand Evidence from the south coast air basin	Do environmental regulations cost jobs An industrylevel analysis of the UK	Transforming The Dow Chemical Company	Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish	Jobs versus the Environment An IndustryLevel Perspective”	What Determines the Value of Life	Estimating the Public Health Benefits of Proposed Air Pollution Regulations	Chemicals” Standard and Poor’s Industry Surveys	Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US” Environ Sci Technol	Applying General Equilibrium New York	of Economic Analysis BEA	Producer Price Index Series IDPCU321—321— PCUOMFG—OMFG—httpwwwblsgovppihomehtmgt Data accessed on	Producer Price Index Series IDPCU322–322–  PCUOMFG–OMFG–	of Labor Statistics BLS	Producer Price Index” Series ID PCU3313– 3313–  PCUOMFG–OMFG–	Economic Census Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States	Economic Census Sector 22 Utilities Geographic Area Series Summary Statistics	Census of Governments Volume 4 Number 3 Finances of County Governments	Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments	Exclusions from the Economic Census”	NAICS Definition” sssdnaicsnaicsrchcode324search200220NAICS20Searchgt	Department of Energy Energy Information Administration 2010d “Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85	Occupational Safety and Health Administration OSHA	As obtained on	Producer Price Indexes Id PCU311—311—Food Manufacturing  PCUOMFG–OMFG–Total Manufacturinggt	Environmental Protection Agency Office of Air Quality Planning and Standards	Guidelines for Preparing Economic Analyses	Environmental Protection Agency	Regulatory Impact Analysis	Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry Office of Air Quality Planning and Standards Research Triangle Park	Environmental Protection Agency US	Integrated Science Assessment for Particulate Matter Final Report EPA600R08139F National Center for Environmental Assessment—RTP Division December Available at TO Jim Eddinger US Environmental Protection Agency OAQPSSPPD FROM Susan McClutchey Amanda Singleton and Graham Gibson	Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants	New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources	Delivered Fuel Prices to Industrial and Commercial Clients	Department of Energy EIA Annual Energy Outlook 2009 Table 2 Energy Consumption by Sector	MACT Floor Analysis for the Industrial Commercial Institutional Boilers National Emission Standards for Hazardous Air Pollutants – Area Source	New Unit Analysis Industrial Commercial and Institutional Boilers National Emission Standards for Hazardous Air Pollutants – Area Source	Methodology for Estimating Control Costs for Industrial Commercial Institutional Boilers National Emission Standards for Hazardous Air Pollutants – Area Source	Methodology for Estimating Control Costs for Industrial Commercial Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants – Major Source	Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial Industrial and Institutional Facilities	Methodology for Developing Model Units for Industrial Commercial and Institutional Boilers National Emission Standards for Hazardous Air Pollutants – Area Source	Department of Energy Energy Information Administration Annual Energy Outlook	Institute SectorBased Based Pollution Prevention Toxic Reductions through Energy Efficiency and Conservation Among Industrial Boilers
2006 National Ambient Air Quality Standards for Particulate Matter Chapter 5	0.8026315789473685	0.7666666666666667	0.7410714285714286	0.7802690582959642	0.7368421052631579	0.7696629213483146	0.7666666666666667	0.7974683544303798	0.795	0.8717948717948718	0.8421052631578947	0.7863247863247863	0.8024691358024691	0.8026315789473685	0.8026315789473685	0.7560975609756098	0.8157894736842105	0.7763157894736842	0.8026315789473685	0.7631578947368421	0.7083333333333334	0.6821705426356589	0.7894736842105263	0.8289473684210527	0.8761904761904762	0.9210526315789473	0.8289473684210527	0.9342105263157895	0.7441860465116279	0.8571428571428571	0.8421052631578947	0.813953488372093	0.8421052631578947	0.881578947368421	0.7777777777777778	0.7236842105263158	0.868421052631579	0.8686868686868687	0.7894736842105263	0.8157894736842105	0.7894736842105263	0.8289473684210527	0.7638190954773869	0.8026315789473685	0.8422939068100358	0.8064516129032258	0.7641509433962265	0.7894736842105263	0.8409090909090909	0.7083333333333334	0.7028985507246377	0.7329192546583851	0.7637362637362637	0.7698412698412699	0.7484662576687117	0.8552631578947368	0.8120300751879699
Final Regulatory Impact Analysis RIA for the NO2 National Ambient Air Quality Standards NAAQS 	0.8085106382978723	0.7611111111111111	0.75	0.7802690582959642	0.7446808510638298	0.7584269662921348	0.7611111111111111	0.7911392405063291	0.79	0.7659574468085106	0.851063829787234	0.7692307692307693	0.7872340425531915	0.8085106382978723	0.8191489361702128	0.8297872340425532	0.8085106382978723	0.7978723404255319	0.776595744680851	0.8191489361702128	0.8229166666666666	0.7751937984496124	0.851063829787234	0.8404255319148937	0.9047619047619048	0.8829787234042553	0.851063829787234	0.8723404255319149	0.7441860465116279	0.7872340425531915	0.7978723404255319	0.8723404255319149	0.7978723404255319	0.8617021276595744	0.7936507936507936	0.776595744680851	0.8829787234042553	0.898989898989899	0.7553191489361702	0.776595744680851	0.7978723404255319	0.723404255319149	0.6884422110552764	0.776595744680851	0.8100358422939068	0.7580645161290323	0.7830188679245284	0.8085106382978723	0.851063829787234	0.7430555555555556	0.7318840579710145	0.7515527950310559	0.7582417582417582	0.7936507936507936	0.754601226993865	0.7446808510638298	0.7819548872180451
Proposed SO2 NAAQS Regulatory Impact Analysis RIA	0.8225806451612904	0.8555555555555555	0.8125	0.874439461883408	0.8518518518518519	0.8595505617977528	0.85	0.8607594936708861	0.865	0.8333333333333334	0.7959183673469388	0.8376068376068376	0.8148148148148148	0.7567567567567568	0.8571428571428571	0.7682926829268293	0.864406779661017	0.8775510204081632	0.8266666666666667	0.9215686274509803	0.8229166666666666	0.8372093023255814	0.8775510204081632	0.673469387755102	0.8476190476190476	0.859375	0.7959183673469388	0.8591549295774648	0.813953488372093	0.7792207792207793	0.8428571428571429	0.813953488372093	0.8163265306122449	0.9014084507042254	0.8571428571428571	0.86	0.8775510204081632	0.8383838383838383	0.8421052631578947	0.7346938775510204	0.8775510204081632	0.46938775510204084	0.8592964824120602	0.8571428571428571	0.9032258064516129	0.8548387096774194	0.8490566037735849	0.8448275862068966	0.7954545454545454	0.8541666666666666	0.855072463768116	0.8571428571428571	0.8681318681318682	0.8253968253968254	0.852760736196319	0.7894736842105263	0.8270676691729323
Regulatory Impact Analysis for the Petroleum Refineries NSPS	0.8870967741935484	0.8	0.7857142857142857	0.8161434977578476	0.8333333333333334	0.8202247191011236	0.8	0.7911392405063291	0.835	0.782051282051282	0.8	0.7692307692307693	0.7777777777777778	0.8108108108108109	0.8166666666666667	0.7682926829268293	0.8833333333333333	0.75	0.7866666666666666	0.8666666666666667	0.78125	0.7596899224806202	0.8166666666666667	0.7833333333333333	0.8666666666666667	0.90625	0.7833333333333333	0.8873239436619719	0.7751937984496124	0.8051948051948052	0.8428571428571429	0.8255813953488372	0.75	0.8591549295774648	0.8015873015873016	0.7666666666666667	0.85	0.8888888888888888	0.8289473684210527	0.8333333333333334	0.7833333333333333	0.5666666666666667	0.7487437185929648	0.75	0.8566308243727598	0.8118279569892473	0.7830188679245284	0.8333333333333334	0.7840909090909091	0.8125	0.8115942028985508	0.8136645962732919	0.8186813186813187	0.7936507936507936	0.8220858895705522	0.7894736842105263	0.8045112781954887
Regulatory Impact Analysis for the Petroleum Refineries NSPS Chapter 3	0.8571428571428571	0.7777777777777778	0.7589285714285714	0.8116591928251121	0.8	0.797752808988764	0.7777777777777778	0.7848101265822784	0.815	0.8333333333333334	0.8285714285714286	0.7692307692307693	0.8271604938271605	0.8378378378378378	0.7857142857142857	0.7682926829268293	0.8428571428571429	0.7714285714285715	0.84	0.8285714285714286	0.78125	0.751937984496124	0.7714285714285715	0.8142857142857143	0.8666666666666667	0.9	0.8142857142857143	0.9014084507042254	0.7674418604651163	0.7922077922077922	0.8285714285714286	0.8255813953488372	0.7857142857142857	0.9154929577464789	0.7857142857142857	0.7714285714285715	0.8714285714285714	0.8686868686868687	0.8289473684210527	0.7857142857142857	0.8	0.6285714285714286	0.7386934673366834	0.7857142857142857	0.8315412186379928	0.7956989247311828	0.7641509433962265	0.7857142857142857	0.8068181818181818	0.7916666666666666	0.7898550724637681	0.7950310559006211	0.8021978021978022	0.7857142857142857	0.803680981595092	0.8421052631578947	0.7894736842105263
Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry	0.7480916030534351	0.7444444444444445	0.7709923664122137	0.7354260089686099	0.7938931297709924	0.7191011235955056	0.7444444444444445	0.7658227848101266	0.765	0.7709923664122137	0.8702290076335878	0.8015267175572519	0.6946564885496184	0.7633587786259542	0.8396946564885496	0.7786259541984732	0.8091603053435115	0.8625954198473282	0.7251908396946565	0.7786259541984732	0.7709923664122137	0.8320610687022901	0.8702290076335878	0.8854961832061069	0.8473282442748091	0.8702290076335878	0.9007633587786259	0.8625954198473282	0.816793893129771	0.7938931297709924	0.7633587786259542	0.7786259541984732	0.816793893129771	0.8244274809160306	0.8396946564885496	0.7862595419847328	0.9083969465648855	0.7633587786259542	0.732824427480916	0.8320610687022901	0.8396946564885496	0.8015267175572519	0.3417085427135678	0.8396946564885496	0.7849462365591398	0.7688172043010753	0.7404580152671756	0.7633587786259542	0.7938931297709924	0.6805555555555556	0.6739130434782609	0.7018633540372671	0.7307692307692307	0.732824427480916	0.7116564417177914	0.7709923664122137	0.8045112781954887
Environmental regulation and labor demand Evidence from the south coast air basin	0.7654320987654321	0.7666666666666667	0.7410714285714286	0.7802690582959642	0.7407407407407407	0.7640449438202247	0.7666666666666667	0.7658227848101266	0.775	0.8518518518518519	0.8271604938271605	0.7521367521367521	0.0	0.6296296296296297	0.7777777777777778	0.8658536585365854	0.8024691358024691	0.7777777777777778	0.8024691358024691	0.7530864197530864	0.7291666666666666	0.7364341085271318	0.8148148148148148	0.8518518518518519	0.8476190476190476	0.8641975308641975	0.8271604938271605	0.8765432098765432	0.7286821705426356	0.8024691358024691	0.8024691358024691	0.8488372093023255	0.7777777777777778	0.8765432098765432	0.753968253968254	0.7530864197530864	0.8765432098765432	0.8585858585858586	0.6790123456790124	0.7777777777777778	0.7283950617283951	0.8148148148148148	0.7638190954773869	0.7160493827160493	0.8136200716845878	0.7795698924731183	0.7452830188679245	0.7654320987654321	0.8181818181818182	0.7638888888888888	0.7536231884057971	0.7888198757763976	0.7747252747252747	0.7063492063492064	0.7791411042944786	0.8148148148148148	0.7593984962406015
Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution	0.7956989247311828	0.7777777777777778	0.7946428571428571	0.7982062780269058	0.7526881720430108	0.7696629213483146	0.7833333333333333	0.7721518987341772	0.79	0.8064516129032258	0.8387096774193549	0.7777777777777778	0.7204301075268817	0.7741935483870968	0.8064516129032258	0.7956989247311828	0.8064516129032258	0.8064516129032258	0.7634408602150538	0.7956989247311828	0.03125	0.6666666666666666	0.8064516129032258	0.8709677419354839	0.8761904761904762	0.8494623655913979	0.8602150537634409	0.8602150537634409	0.751937984496124	0.7956989247311828	0.7956989247311828	0.8279569892473119	0.8279569892473119	0.8494623655913979	0.7857142857142857	0.7419354838709677	0.8924731182795699	0.8888888888888888	0.7956989247311828	0.7849462365591398	0.8172043010752689	0.8172043010752689	0.7738693467336684	0.8172043010752689	0.8028673835125448	0.7365591397849462	0.7547169811320755	0.7956989247311828	0.8387096774193549	0.7430555555555556	0.7463768115942029	0.7515527950310559	0.7472527472527473	0.7222222222222222	0.7423312883435583	0.7956989247311828	0.7669172932330827
Effects of Air Quality Regulation	0.8064516129032258	0.8888888888888888	0.8571428571428571	0.9013452914798207	0.7222222222222222	0.8820224719101124	0.8888888888888888	0.8860759493670886	0.89	0.8076923076923077	0.7878787878787878	0.8034188034188035	0.7901234567901234	0.8243243243243243	0.8378378378378378	0.7926829268292683	0.7796610169491526	0.9090909090909091	0.6533333333333333	0.8627450980392157	0.8020833333333334	0.8217054263565892	0.8378378378378378	0.7575757575757576	0.8857142857142857	0.90625	0.8181818181818182	0.9014084507042254	0.8449612403100775	0.7922077922077922	0.8	0.8023255813953488	0.8157894736842105	0.9014084507042254	0.873015873015873	0.74	0.7575757575757576	0.8484848484848485	0.7105263157894737	0.8095238095238095	0.9090909090909091	0.8181818181818182	0.864321608040201	0.8823529411764706	0.910394265232975	0.8924731182795699	0.839622641509434	0.7758620689655172	0.7840909090909091	0.8680555555555556	0.8695652173913043	0.8757763975155279	0.8846153846153846	0.8333333333333334	0.8711656441717791	0.8026315789473685	0.849624060150376
Jobs versus the Environment An IndustryLevel Perspective	0.8387096774193549	0.8277777777777777	0.7678571428571429	0.8430493273542601	0.8035714285714286	0.8314606741573034	0.8333333333333334	0.7721518987341772	0.805	0.7564102564102564	0.7678571428571429	0.7264957264957265	0.8024691358024691	0.6486486486486487	0.8392857142857143	0.8170731707317073	0.05084745762711865	0.7678571428571429	0.8	0.7857142857142857	0.8020833333333334	0.7906976744186046	0.8571428571428571	0.8214285714285714	0.8761904761904762	0.890625	0.875	0.8732394366197183	0.7984496124031008	0.7662337662337663	0.7857142857142857	0.7674418604651163	0.8035714285714286	0.8732394366197183	0.8174603174603174	0.875	0.8571428571428571	0.8484848484848485	0.8552631578947368	0.8392857142857143	0.7321428571428571	0.8214285714285714	0.8090452261306532	0.7321428571428571	0.8673835125448028	0.8333333333333334	0.7735849056603774	0.7586206896551724	0.8181818181818182	0.8055555555555556	0.8188405797101449	0.8260869565217391	0.8461538461538461	0.7936507936507936	0.8282208588957055	0.7631578947368421	0.7969924812030075
What Determines the Value of Life A MetaAnalysis	0.8548387096774194	0.8388888888888889	0.75	0.852017937219731	0.7962962962962963	0.8202247191011236	0.8388888888888889	0.810126582278481	0.855	0.7051282051282052	0.8125	0.7948717948717948	0.7777777777777778	0.7567567567567568	0.7083333333333334	0.7804878048780488	0.8135593220338984	0.3125	0.7066666666666667	0.8823529411764706	0.7916666666666666	0.7906976744186046	0.8541666666666666	0.8125	0.8571428571428571	0.859375	0.875	0.8450704225352113	0.8062015503875969	0.7792207792207793	0.7428571428571429	0.7441860465116279	0.7916666666666666	0.8450704225352113	0.8015873015873016	0.84	0.8333333333333334	0.8282828282828283	0.7631578947368421	0.7083333333333334	0.7708333333333334	0.7291666666666666	0.8542713567839196	0.7708333333333334	0.8781362007168458	0.8387096774193549	0.8018867924528302	0.7758620689655172	0.7727272727272727	0.8263888888888888	0.8260869565217391	0.8385093167701864	0.8461538461538461	0.8015873015873016	0.8282208588957055	0.7631578947368421	0.7894736842105263
An Empirical Bayes Approach to Combining Estimates of the Value of Statistical Life for Environmental Policy Analysis	0.811965811965812	0.7611111111111111	0.7777777777777778	0.7443946188340808	0.8034188034188035	0.7359550561797753	0.7611111111111111	0.759493670886076	0.755	0.717948717948718	0.8803418803418803	0.7435897435897436	0.7606837606837606	0.7948717948717948	0.7948717948717948	0.7863247863247863	0.8205128205128205	0.7692307692307693	0.7606837606837606	0.8205128205128205	0.7863247863247863	0.8062015503875969	0.8205128205128205	0.8717948717948718	0.8803418803418803	0.8803418803418803	0.8632478632478633	0.8717948717948718	0.751937984496124	0.7606837606837606	0.7692307692307693	0.7606837606837606	0.8205128205128205	0.8717948717948718	0.8492063492063492	0.8034188034188035	0.8888888888888888	0.8547008547008547	0.7521367521367521	0.7692307692307693	0.8290598290598291	0.8376068376068376	0.7537688442211056	0.8205128205128205	0.7706093189964157	0.7526881720430108	0.8205128205128205	0.7692307692307693	0.811965811965812	0.7430555555555556	0.7608695652173914	0.7577639751552795	0.7527472527472527	0.8095238095238095	0.7607361963190185	0.7692307692307693	0.7744360902255639
The Value of a Statistical Life A Critical Review of Market Estimates throughout the World	0.8	0.7444444444444445	0.7767857142857143	0.7847533632286996	0.8111111111111111	0.7359550561797753	0.7444444444444445	0.7974683544303798	0.79	0.7777777777777778	0.8444444444444444	0.7777777777777778	0.7888888888888889	0.7888888888888889	0.8333333333333334	0.8111111111111111	0.8222222222222222	0.8111111111111111	0.8	0.8	0.8333333333333334	0.7751937984496124	0.8222222222222222	0.8555555555555555	0.8666666666666667	0.8666666666666667	0.8333333333333334	0.8666666666666667	0.7209302325581395	0.8	0.7888888888888889	0.8111111111111111	0.8444444444444444	0.8555555555555555	0.8095238095238095	0.7777777777777778	0.9111111111111111	0.9090909090909091	0.7888888888888889	0.8444444444444444	0.8555555555555555	0.8666666666666667	0.8090452261306532	0.8555555555555555	0.8207885304659498	0.7580645161290323	0.7735849056603774	0.8111111111111111	0.8555555555555555	0.7291666666666666	0.7246376811594203	0.7515527950310559	0.7527472527472527	0.7698412698412699	0.754601226993865	0.8111111111111111	0.7744360902255639
Reduction in fine particulate air pollution and mortality  Extended followup of the Harvard six cities study	0.8055555555555556	0.7611111111111111	0.8214285714285714	0.7668161434977578	0.7962962962962963	0.7696629213483146	0.7611111111111111	0.7784810126582279	0.775	0.7962962962962963	0.8611111111111112	0.7948717948717948	0.7037037037037037	0.7407407407407407	0.8425925925925926	0.7592592592592593	0.7777777777777778	0.8148148148148148	0.75	0.7962962962962963	0.7314814814814815	0.7674418604651163	0.8425925925925926	0.8611111111111112	0.8611111111111112	0.8611111111111112	0.8611111111111112	0.8703703703703703	0.7829457364341085	0.7685185185185185	0.7777777777777778	0.7962962962962963	0.8333333333333334	0.8518518518518519	0.7777777777777778	0.7685185185185185	0.9074074074074074	0.8425925925925926	0.7777777777777778	0.8055555555555556	0.8425925925925926	0.8425925925925926	0.7437185929648241	0.8425925925925926	0.7849462365591398	0.7473118279569892	0.7777777777777778	0.7407407407407407	0.8055555555555556	0.7430555555555556	0.7463768115942029	0.7515527950310559	0.7527472527472527	0.7380952380952381	0.7484662576687117	0.7777777777777778	0.7969924812030075
Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US	0.7735849056603774	0.7277777777777777	0.7589285714285714	0.7713004484304933	0.7452830188679245	0.7696629213483146	0.7277777777777777	0.7721518987341772	0.76	0.7358490566037735	0.8584905660377359	0.8205128205128205	0.7358490566037735	0.7264150943396226	0.8113207547169812	0.7735849056603774	0.7735849056603774	0.8113207547169812	0.7641509433962265	0.839622641509434	0.6415094339622641	0.17829457364341086	0.8301886792452831	0.8679245283018868	0.9150943396226415	0.8490566037735849	0.8584905660377359	0.839622641509434	0.7364341085271318	0.7452830188679245	0.7452830188679245	0.7641509433962265	0.8113207547169812	0.8679245283018868	0.7777777777777778	0.8018867924528302	0.8962264150943396	0.8679245283018868	0.7358490566037735	0.8113207547169812	0.8207547169811321	0.8207547169811321	0.7587939698492462	0.7924528301886793	0.7598566308243727	0.7741935483870968	0.8018867924528302	0.7830188679245284	0.7641509433962265	0.7847222222222222	0.7898550724637681	0.7763975155279503	0.7802197802197802	0.753968253968254	0.7668711656441718	0.7452830188679245	0.7744360902255639
Recovery of MercuryContaminated Fisheries	0.8064516129032258	0.8444444444444444	0.8214285714285714	0.8699551569506726	0.6851851851851852	0.848314606741573	0.8444444444444444	0.8417721518987342	0.865	0.8076923076923077	0.8048780487804879	0.811965811965812	0.8148148148148148	0.7972972972972973	0.8536585365853658	0.7439024390243902	0.7457627118644068	0.8292682926829268	0.84	0.8235294117647058	0.7916666666666666	0.8217054263565892	0.8780487804878049	0.7804878048780488	0.8666666666666667	0.859375	0.7804878048780488	0.8732394366197183	0.7984496124031008	0.8051948051948052	0.7428571428571429	0.7558139534883721	0.8536585365853658	0.8732394366197183	0.8174603174603174	0.84	0.7804878048780488	0.8484848484848485	0.7763157894736842	0.8333333333333334	0.8048780487804879	0.7560975609756098	0.8542713567839196	0.8536585365853658	0.8960573476702509	0.8494623655913979	0.8018867924528302	0.7068965517241379	0.7954545454545454	0.8402777777777778	0.8478260869565217	0.8509316770186336	0.8626373626373627	0.8095238095238095	0.8404907975460123	0.7368421052631579	0.8195488721804511
Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish	0.7560975609756098	0.7944444444444444	0.7410714285714286	0.7982062780269058	0.7195121951219512	0.7696629213483146	0.7944444444444444	0.7911392405063291	0.81	0.8658536585365854	0.8536585365853658	0.7521367521367521	0.8658536585365854	0.7926829268292683	0.8170731707317073	0.0	0.8414634146341463	0.8170731707317073	0.7804878048780488	0.8170731707317073	0.8020833333333334	0.7674418604651163	0.8048780487804879	0.8292682926829268	0.8857142857142857	0.8902439024390244	0.8536585365853658	0.9024390243902439	0.7829457364341085	0.8292682926829268	0.8048780487804879	0.813953488372093	0.8170731707317073	0.8658536585365854	0.753968253968254	0.7804878048780488	0.8902439024390244	0.8686868686868687	0.8170731707317073	0.7560975609756098	0.7804878048780488	0.7926829268292683	0.7738693467336684	0.7682926829268293	0.8315412186379928	0.7741935483870968	0.7830188679245284	0.7804878048780488	0.8068181818181818	0.7916666666666666	0.7753623188405797	0.7577639751552795	0.7747252747252747	0.7063492063492064	0.754601226993865	0.7682926829268293	0.7293233082706767
Do environmental regulations cost jobs An industrylevel analysis of the UK	0.8243243243243243	0.7666666666666667	0.7678571428571429	0.7937219730941704	0.7702702702702703	0.7921348314606742	0.7666666666666667	0.7784810126582279	0.765	0.8205128205128205	0.8513513513513513	0.7521367521367521	0.6296296296296297	0.0	0.8243243243243243	0.7926829268292683	0.6486486486486487	0.7837837837837838	0.8933333333333333	0.7702702702702703	0.7604166666666666	0.7674418604651163	0.8243243243243243	0.7972972972972973	0.8571428571428571	0.918918918918919	0.8513513513513513	0.9324324324324325	0.7596899224806202	0.8311688311688312	0.8513513513513513	0.7674418604651163	0.8108108108108109	0.9054054054054054	0.7698412698412699	0.7567567567567568	0.8783783783783784	0.8686868686868687	0.7236842105263158	0.7567567567567568	0.7027027027027027	0.7702702702702703	0.7738693467336684	0.6756756756756757	0.8422939068100358	0.7956989247311828	0.7547169811320755	0.7432432432432432	0.7954545454545454	0.75	0.7536231884057971	0.782608695652174	0.7912087912087912	0.7380952380952381	0.7730061349693251	0.7631578947368421	0.7669172932330827
Assessing the Employment Impacts of Environmental and Natural Resource Policy	0.7272727272727273	0.8277777777777777	0.7232142857142857	0.8026905829596412	0.7662337662337663	0.797752808988764	0.8277777777777777	0.7784810126582279	0.81	0.7948717948717948	0.8441558441558441	0.3418803418803419	0.8148148148148148	0.7922077922077922	0.8181818181818182	0.8048780487804879	0.7272727272727273	0.7922077922077922	0.7142857142857143	0.7792207792207793	0.75	0.6976744186046512	0.7792207792207793	0.8311688311688312	0.8952380952380953	0.922077922077922	0.8571428571428571	0.922077922077922	0.8062015503875969	0.8961038961038961	0.8181818181818182	0.7790697674418605	0.8051948051948052	0.8961038961038961	0.7777777777777778	0.8181818181818182	0.8441558441558441	0.8585858585858586	0.8701298701298701	0.7922077922077922	0.7532467532467533	0.7922077922077922	0.7788944723618091	0.7662337662337663	0.8207885304659498	0.7795698924731183	0.7547169811320755	0.7532467532467533	0.8295454545454546	0.75	0.7681159420289855	0.7701863354037267	0.7802197802197802	0.753968253968254	0.7730061349693251	0.7922077922077922	0.7518796992481203
The Impacts of Environmental Regulations on Industrial Activity Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures	0.8145695364238411	0.7777777777777778	0.7019867549668874	0.7668161434977578	0.7880794701986755	0.7640449438202247	0.7777777777777778	0.810126582278481	0.76	0.7880794701986755	0.8940397350993378	0.7417218543046358	0.6423841059602649	0.695364238410596	0.8410596026490066	0.7814569536423841	0.7880794701986755	0.8344370860927153	0.7682119205298014	0.8211920529801324	0.7880794701986755	0.7615894039735099	0.8741721854304636	0.8874172185430463	0.847682119205298	0.8807947019867549	0.9006622516556292	0.8675496688741722	0.7682119205298014	0.7814569536423841	0.7682119205298014	0.7417218543046358	0.8211920529801324	0.8410596026490066	0.7615894039735099	0.8145695364238411	0.9205298013245033	0.8344370860927153	0.695364238410596	0.847682119205298	0.8278145695364238	0.8609271523178808	0.7336683417085427	0.8278145695364238	0.7741935483870968	0.7311827956989247	0.7019867549668874	0.7748344370860927	0.7549668874172185	0.8079470198675497	0.7682119205298014	0.7639751552795031	0.7252747252747253	0.7615894039735099	0.7668711656441718	0.7748344370860927	0.7947019867549668
Optimal Tariffs and Market Power The Evidence	0.8548387096774194	0.8444444444444444	0.7767857142857143	0.8699551569506726	0.8518518518518519	0.8595505617977528	0.8444444444444444	0.8417721518987342	0.865	0.7948717948717948	0.7777777777777778	0.7863247863247863	0.7283950617283951	0.7837837837837838	0.8222222222222222	0.7804878048780488	0.8305084745762712	0.7555555555555555	0.7733333333333333	0.7647058823529411	0.78125	0.7829457364341085	0.8444444444444444	0.8666666666666667	0.8476190476190476	0.84375	0.8666666666666667	0.8450704225352113	0.813953488372093	0.8181818181818182	0.8142857142857143	0.8255813953488372	0.8444444444444444	0.8732394366197183	0.8015873015873016	0.74	0.8444444444444444	0.8585858585858586	0.7894736842105263	0.8222222222222222	0.7555555555555555	0.8444444444444444	0.8542713567839196	0.8222222222222222	0.8853046594982079	0.8548387096774194	0.7924528301886793	0.7241379310344828	0.8068181818181818	0.8333333333333334	0.8260869565217391	0.84472049689441	0.8516483516483516	0.7857142857142857	0.8466257668711656	0.8289473684210527	0.8195488721804511
The influence of location source and emission type in estimates of the human health benefits of reducing a ton of air pollution	0.7795275590551181	0.7333333333333333	0.7401574803149606	0.7488789237668162	0.7559055118110236	0.7303370786516854	0.7388888888888889	0.7721518987341772	0.76	0.7480314960629921	0.889763779527559	0.8031496062992126	0.7086614173228346	0.7559055118110236	0.8346456692913385	0.7637795275590551	0.8188976377952756	0.8110236220472441	0.7322834645669292	0.8267716535433071	0.7086614173228346	0.8217054263565892	0.8582677165354331	0.8740157480314961	0.8346456692913385	0.8503937007874016	0.8818897637795275	0.8346456692913385	0.7984496124031008	0.7637795275590551	0.7322834645669292	0.7401574803149606	0.8188976377952756	0.8267716535433071	0.8188976377952756	0.7874015748031497	0.9133858267716536	0.8188976377952756	0.7401574803149606	0.8188976377952756	0.8582677165354331	0.8582677165354331	0.7286432160804021	0.8503937007874016	0.7777777777777778	0.7096774193548387	0.7637795275590551	0.7795275590551181	0.7637795275590551	0.7916666666666666	0.7681159420289855	0.7577639751552795	0.7472527472527473	0.7716535433070866	0.7668711656441718	0.7244094488188977	0.8045112781954887
