	OnFarm Energy Use Characterizations Report Number IE052 Â©American Council for an EnergyEfficient	Characterization of the US Industrial Commercial Boiler Population submitted to Oak Ridge National Laboratory	74 FR 16447 Mandatory Greenhouse Gas Reporting Regulations Proposed Rule	Memorandum from Chris Steuer Marian Van Pelt and Robert Lanza regarding Methodology Description for Industrial Sector GHG Threshold Analysis	National Laboratory LBNL Energy Data Sourcebook for the US Residential Sector Prepared by Energy Analysis Program Environmental Energy Technologies Division LBNL	httpenduselblgovinfoPubs9599html National MultiHousing Council NMHC Quick Facts Apartment Stock Distribution of Apartments by Size of Property NMHC tabulation of unpublished data from the US Census Bureauaposs	Economic Census	Residential Energy Consumption Survey	Environmental Protection Agency EPA Supporting Data for Threshold Analysis Subpart X â€“ PP Greenhouse Gas Mandatory Reporting Rulemaking	Environmental Protection Agency EPA Emissions  Generation Resource Integrated Database eGRID	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Adipic Acid Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for Process Emissions from Primary Production of Aluminum Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Ammonia Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for Process Emissions from Cement Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for Process Emissions From Electronics Manufacture Semiconductors MEMs Liquid Crystal Displays and Photovoltaics	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for Ethanol Facilities Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Ferroalloy Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Glass Manufacturing Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for Emissions of HFC23 from Production of HCFC22 Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Hydrogen Production Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Iron and Steel Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Lead Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Lime Manufacturing Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Petrochemical Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Petroleum Refining Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Phosphoric Acid Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Pulp and Paper Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Silicon Carbide Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Soda Ash Manufacturing Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Titanium Dioxide Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for Underground Coal Mines Proposed Rule for Mandatory Reporting of Greenhouse Gases	Environmental Protection Agency EPA Office of Air and Radiation Technical Support Document for the Zinc Production Sector Proposed Rule for Mandatory Reporting of Greenhouse Gases	Emissions Thresholds Evaluation GHG Thresholds TSD and Methodology for Estimating New and Modified Sources that Would Be Subject to PSD Permitting for GHGs GHG PSD Sources TSD both of which can be found at EPAHQOAR20090517 Significant uncertainties exist in the following estimates due to the lack of historical record and permitting experience upon which to base resource needs for including GHG sources	Evaluation of ICRbased Resource Requirements for Permitting Authorities at Different Possible GHG Permitting Thresholds aNew commercialresidential permits take 10 of the time needed for new industrial permits bSalaries from Title V ICR adjusted to 2007 dollars using	bLabor cost of 7722hr from Prevention of Significant Deterioration and NonAttainment Area New Source Review Renewal
Emissions  Generation Resource Integrated Database eGRID 2004	0.7628865979381443	0.7889908256880734	0.7916666666666666	0.8	0.8136645962732919	0.8325358851674641	0.8688524590163934	0.819672131147541	0.8102189781021898	0.44565217391304346	0.8172043010752689	0.8300970873786407	0.8131868131868132	0.8131868131868132	0.8275862068965517	0.8011695906432749	0.8108108108108109	0.8142076502732241	0.8324873096446701	0.8011363636363636	0.8033707865168539	0.8100558659217877	0.8131868131868132	0.8253968253968254	0.8138297872340425	0.8131868131868132	0.8210526315789474	0.8089887640449438	0.8210526315789474	0.8172043010752689	0.8219895287958116	0.8	0.8100558659217877	0.8811881188118812	0.8345864661654135	0.7652173913043478
 Industrial Production and Capacity Utilization	0.8041237113402062	0.7247706422018348	0.8194444444444444	0.8071428571428572	0.8385093167701864	0.8421052631578947	0.8936170212765957	0.7872340425531915	0.8102189781021898	0.7717391304347826	0.8387096774193549	0.8446601941747572	0.8351648351648352	0.8406593406593407	0.8522167487684729	0.8187134502923976	0.8324324324324325	0.8360655737704918	0.8477157360406091	0.8238636363636364	0.8370786516853933	0.8324022346368715	0.8351648351648352	0.6507936507936508	0.8351063829787234	0.8351648351648352	0.8421052631578947	0.8370786516853933	0.8368421052631579	0.8387096774193549	0.8429319371727748	0.8285714285714286	0.8324022346368715	0.9108910891089109	0.8721804511278195	0.808695652173913
1995 Property Owners and Managers Survey	0.8247422680412371	0.8348623853211009	0.7916666666666666	0.8214285714285714	0.8633540372670807	0.8851674641148325	0.85	0.725	0.8321167883211679	0.8043478260869565	0.8655913978494624	0.8689320388349514	0.8571428571428571	0.8571428571428571	0.8669950738916257	0.847953216374269	0.8594594594594595	0.8524590163934426	0.868020304568528	0.8522727272727273	0.8539325842696629	0.8547486033519553	0.8516483516483516	0.8095238095238095	0.8617021276595744	0.8571428571428571	0.8631578947368421	0.8539325842696629	0.8631578947368421	0.8494623655913979	0.8638743455497382	0.8514285714285714	0.8603351955307262	0.9306930693069307	0.8984962406015038	0.7913043478260869
2002 Economic Census	0.8762886597938144	0.908256880733945	0.8611111111111112	0.9142857142857143	0.9192546583850931	0.9330143540669856	0.25	0.8108108108108109	0.9124087591240876	0.8695652173913043	0.9247311827956989	0.9320388349514563	0.9230769230769231	0.9175824175824175	0.9261083743842364	0.9181286549707602	0.9243243243243243	0.9234972677595629	0.9238578680203046	0.9204545454545454	0.9213483146067416	0.9217877094972067	0.9230769230769231	0.873015873015873	0.925531914893617	0.9230769230769231	0.9263157894736842	0.9213483146067416	0.9157894736842105	0.9247311827956989	0.9267015706806283	0.92	0.9217877094972067	0.9579207920792079	0.9473684210526315	0.9043478260869565
2002 Manufacturing Energy Consumption Survey	0.8041237113402062	0.7981651376146789	0.7638888888888888	0.8142857142857143	0.84472049689441	0.8708133971291866	0.8409090909090909	0.3409090909090909	0.8467153284671532	0.8043478260869565	0.8709677419354839	0.8786407766990292	0.8736263736263736	0.8681318681318682	0.8768472906403941	0.8654970760233918	0.8702702702702703	0.8579234972677595	0.8781725888324873	0.8636363636363636	0.8764044943820225	0.8715083798882681	0.8571428571428571	0.8412698412698413	0.8776595744680851	0.8736263736263736	0.8736842105263158	0.8707865168539326	0.8736842105263158	0.8602150537634409	0.8743455497382199	0.8514285714285714	0.8659217877094972	0.9232673267326733	0.9022556390977443	0.8260869565217391
2003 Commercial Building Energy Consumption Survey	0.8041237113402062	0.7614678899082569	0.8055555555555556	0.8071428571428572	0.8385093167701864	0.8660287081339713	0.84	0.4	0.8321167883211679	0.782608695652174	0.8602150537634409	0.8640776699029126	0.8571428571428571	0.8516483516483516	0.8620689655172413	0.847953216374269	0.8540540540540541	0.8579234972677595	0.8629441624365483	0.8465909090909091	0.8595505617977528	0.8603351955307262	0.8571428571428571	0.8095238095238095	0.8563829787234043	0.8571428571428571	0.8631578947368421	0.8539325842696629	0.8578947368421053	0.8602150537634409	0.8586387434554974	0.8342857142857143	0.8547486033519553	0.9158415841584159	0.8909774436090225	0.7913043478260869
2005 Residential Energy Consumption Survey	0.8144329896907216	0.7798165137614679	0.7777777777777778	0.8285714285714286	0.8260869565217391	0.8803827751196173	0.8571428571428571	0.11904761904761904	0.8540145985401459	0.7934782608695652	0.8709677419354839	0.8737864077669902	0.8681318681318682	0.8626373626373627	0.8719211822660099	0.8596491228070176	0.8594594594594595	0.8633879781420765	0.8730964467005076	0.8522727272727273	0.8651685393258427	0.8659217877094972	0.8626373626373627	0.8253968253968254	0.8670212765957447	0.8626373626373627	0.868421052631579	0.8651685393258427	0.868421052631579	0.8655913978494624	0.8691099476439791	0.8457142857142858	0.8659217877094972	0.9257425742574258	0.8984962406015038	0.8173913043478261
American Housing Survey for the United States 2005	0.8247422680412371	0.7706422018348624	0.8333333333333334	0.8214285714285714	0.8074534161490683	0.8277511961722488	0.84	0.76	0.7956204379562044	0.7391304347826086	0.8172043010752689	0.8398058252427184	0.8076923076923077	0.8241758241758241	0.8423645320197044	0.8070175438596491	0.8162162162162162	0.8087431693989071	0.8477157360406091	0.8068181818181818	0.8033707865168539	0.8100558659217877	0.8076923076923077	0.7936507936507936	0.8191489361702128	0.8076923076923077	0.8210526315789474	0.8089887640449438	0.8105263157894737	0.8118279569892473	0.8115183246073299	0.8228571428571428	0.8044692737430168	0.9034653465346535	0.8609022556390977	0.8173913043478261
Annual Energy Review 2005	0.845360824742268	0.8807339449541285	0.8333333333333334	0.8928571428571429	0.8944099378881988	0.9282296650717703	0.88	0.6486486486486487	0.8905109489051095	0.8478260869565217	0.9139784946236559	0.9174757281553398	0.9120879120879121	0.9065934065934066	0.9310344827586207	0.9005847953216374	0.9081081081081082	0.907103825136612	0.9137055837563451	0.9034090909090909	0.9101123595505618	0.9106145251396648	0.9065934065934066	0.8095238095238095	0.9095744680851063	0.9065934065934066	0.9157894736842105	0.9101123595505618	0.9157894736842105	0.9086021505376344	0.9162303664921466	0.9028571428571428	0.9106145251396648	0.9529702970297029	0.9323308270676691	0.8695652173913043
Characterization of the US Industrial Commercial Boiler Population	0.6701030927835051	0.3944954128440367	0.8333333333333334	0.7785714285714286	0.7577639751552795	0.8373205741626795	0.8636363636363636	0.803030303030303	0.7956204379562044	0.782608695652174	0.7849462365591398	0.8009708737864077	0.7802197802197802	0.7857142857142857	0.8177339901477833	0.7660818713450293	0.7783783783783784	0.7868852459016393	0.8071065989847716	0.7897727272727273	0.7808988764044944	0.776536312849162	0.7857142857142857	0.803030303030303	0.7712765957446809	0.7857142857142857	0.7894736842105263	0.7865168539325843	0.7842105263157895	0.7903225806451613	0.7853403141361257	0.7828571428571428	0.776536312849162	0.8861386138613861	0.8345864661654135	0.7652173913043478
