	Comments submitted to OSHA docket S029 Exhibit 314 by	Institute of Electrical and Electronics Engineers IEEE Standard for Fall Protection for Utility Work IEEE Standard 13072004 httpstandardsieeeorgreadingieeestdnumericalhtml accessed	Occupational Safety and Health Administration 29 CFR Part	Occupational Safety and Health Administration Fixed Ladders Used on Outdoor Advertising StructuresBillboards in the Outdoor Advertising Industry	Occupational Safety and Health Administration Preliminary Regulatory Impact and Regulatory Flexibility Analysis of Draft Subparts D and I of 29 CFR Part	0030 Machine Shops Turned Product and Screw Nut	Electric Lighting Equipment Manufacturing	Household Appliance Manufacturing 279213 163 1712962 371 63608 2015 1236 0001 0019 Professional and Commercial Equipment and Supplies Merchant Wholesalers	Accessories	0024 Lawn and Garden Equipment and Supplies Stores	0039 Sporting Goods Hobby and Musical Instrument Stores	0050 Electronic Shopping and MailOrder Houses 12662263 13335 949551 396 	0095 Deep Sea Coastal and Great Lakes Water Transportation 1019668 645 1580880 417 	Rural Bus Transportation	Employee Bus Transportation	0102 Other Transit and Ground Passenger Transportation	Support Activities for Air Transportation	Motion Picture and Video Industries	Television Broadcasting	Other Subscription Programming	0263 Data Processing Hosting and Related Services	Monetary Authorities  Central Bank	0005 Securities and Commodity Contracts Intermediation and Brokerage	0000 Agencies Brokerages and Other Insurance Related Activities	Pools and Funds	Offices of Real Estate Agents and Brokers	Activities Related to Real Estate	Automotive Equipment Rental and Leasing	0040 Commercial and Industrial Machinery and Equipment Rental and Leasing	Legal Services 73138890 164606 444327 852  37841 657652 400 0001 0011 Accounting Tax Preparation Bookkeeping and Payroll Services	Specialized Design Services 12493910 29234 427376 623  26635 138628 474 0001 0018 Computer Systems Design and Related Services	Scientific Research and Development	Home Health Care Services	Health Care Services	General Medical and Surgical Hospitals	Psychiatric and Substance Abuse Hospitals 103678 48 2159950 508  109669 210 437 0000 0004 Specialty except Psychiatric and Substance Abuse Hospitals 140371 130 1079779 508 	0013 Residential Mental Retardation Mental Health and Substance Abuse Facilities 1155914 4046 285693 508 	Facilities for the Elderly	Care Facilities	Individual and Family Services 8057734 27310 295047 508  14981 86180 316 0001 0021 Community Food and Housing and Emergency and Other Relief Services 3126011 6774 461472 508 	Vocational Rehabilitation Services	Care Services	0006 Promoters of Performing Arts Sports and Similar Events 2931291	Boarding Houses	0091 Electronic and Precision Equipment Repair and	Death Care Services	Grantmaking and Giving Services	receipts and payroll data from US Census Bureau Statistics of US Businesses	1 Discussions with Outdoor Amusement Business Association OABA staff indicate that very few office and multifamily residential buildings use fixed ladders greater than 20 feet in height A5 Based on this data ERG estimated that all 28906 estimated fixed ladders on lift towers are infrequently climbed A4 Communications Towers Radio Television Cellular and Microwave Virtually all communication towers have fixed ladders The Federal Communications Commission FCC Antenna Structure Registration Database lists 93000 registered Albee	Economic Census Manufacturing As downloaded from httpfactfindercensusgovservletIQRTablebmydsnameEC0200A1NAICS20023133langen on	As downloaded from ftpftpeiadoegovpubconsumptionresidential2001hctableshousingunithouseholdpdf on August 24	United States Environmental Protection Agency	As downloaded from httpwwwepagovsafewatercwssvrhtml on August 23	Telephone conversation between Joe Shefchik and Ayesha Berlind	Telephone conversation between Wendell Kido Chief Policy and Planning Division Sacramento County Regional Sanitation District and Ayesha Berlind	Telephone conversation between
Economic Report of the President	0.8301886792452831	0.8722222222222222	0.8245614035087719	0.8402777777777778	0.8552631578947368	0.7872340425531915	0.8048780487804879	0.8896103896103896	0.78125	0.82	0.8	0.8194444444444444	0.8433734939759037	0.875	0.8125	0.8148148148148148	0.7804878048780488	0.8	0.84375	0.84375	0.8163265306122449	0.7352941176470589	0.8088235294117647	0.7936507936507936	0.84375	0.8048780487804879	0.7878787878787878	0.717948717948718	0.821917808219178	0.875968992248062	0.8809523809523809	0.6571428571428571	0.71875	0.78125	0.8421052631578947	0.9011627906976745	0.8571428571428571	0.71875	0.875	0.9022988505747126	0.7647058823529411	0.8125	0.7910447761194029	0.84375	0.74	0.78125	0.8125	0.8133333333333334	0.9490566037735849	0.8253968253968254	0.8317757009345794	0.7777777777777778	0.828125	0.7419354838709677	0.8611111111111112	0.8125
Federal Participation in the Development and Use of Voluntary Consensus Standards and in Conformity Assessment Activities	0.8264462809917356	0.7388888888888889	0.7603305785123967	0.7569444444444444	0.7960526315789473	0.7851239669421488	0.8264462809917356	0.7922077922077922	0.9256198347107438	0.7851239669421488	0.768595041322314	0.768595041322314	0.8264462809917356	0.8760330578512396	0.859504132231405	0.7851239669421488	0.8181818181818182	0.8181818181818182	0.8760330578512396	0.859504132231405	0.7851239669421488	0.8429752066115702	0.7520661157024794	0.7272727272727273	0.9008264462809917	0.8099173553719008	0.8347107438016529	0.8099173553719008	0.7851239669421488	0.813953488372093	0.873015873015873	0.8264462809917356	0.859504132231405	0.8677685950413223	0.8016528925619835	0.8197674418604651	0.8181818181818182	0.8512396694214877	0.9008264462809917	0.7816091954022989	0.8181818181818182	0.9173553719008265	0.768595041322314	0.9173553719008265	0.8099173553719008	0.8760330578512396	0.8347107438016529	0.743801652892562	0.8471698113207548	0.8650793650793651	0.8347107438016529	0.7851239669421488	0.8099173553719008	0.768595041322314	0.7430555555555556	0.8264462809917356
Harmonized Tariff Schedule of the United States 2007	0.9056603773584906	0.8611111111111112	0.8421052631578947	0.8055555555555556	0.8289473684210527	0.8076923076923077	0.8653846153846154	0.8506493506493507	0.8846153846153846	0.8076923076923077	0.8727272727272727	0.8333333333333334	0.8192771084337349	0.8269230769230769	0.8269230769230769	0.8518518518518519	0.8076923076923077	0.75	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.75	0.8382352941176471	0.7936507936507936	0.8461538461538461	0.7884615384615384	0.7692307692307693	0.7307692307692307	0.7945205479452054	0.8837209302325582	0.8333333333333334	0.7884615384615384	0.75	0.7884615384615384	0.8461538461538461	0.8546511627906976	0.8	0.7692307692307693	0.7884615384615384	0.8563218390804598	0.8076923076923077	0.8269230769230769	0.7910447761194029	0.8461538461538461	0.8846153846153846	0.8269230769230769	0.7884615384615384	0.8	0.9207547169811321	0.8095238095238095	0.8130841121495327	0.8076923076923077	0.8125	0.7741935483870968	0.8125	0.8269230769230769
Job Openings and Labor Turnover Survey	0.8490566037735849	0.8666666666666667	0.7894736842105263	0.8125	0.8486842105263158	0.7872340425531915	0.8536585365853658	0.8506493506493507	0.868421052631579	0.76	0.7090909090909091	0.7916666666666666	0.7951807228915663	0.8421052631578947	0.8421052631578947	0.7407407407407407	0.8048780487804879	0.7631578947368421	0.8157894736842105	0.8421052631578947	0.7346938775510204	0.8947368421052632	0.7647058823529411	0.6825396825396826	0.7631578947368421	0.8780487804878049	0.8421052631578947	0.9487179487179487	0.7945205479452054	0.8604651162790697	0.873015873015873	0.8421052631578947	0.7368421052631579	0.7894736842105263	0.868421052631579	0.9069767441860465	0.8571428571428571	0.7894736842105263	0.8947368421052632	0.8908045977011494	0.7631578947368421	0.8421052631578947	0.7910447761194029	0.7894736842105263	0.74	0.7631578947368421	0.6842105263157895	0.8133333333333334	0.939622641509434	0.8412698412698413	0.8411214953271028	0.8444444444444444	0.859375	0.8225806451612904	0.8541666666666666	0.8421052631578947
PPE Cost Survey Final Report	0.8490566037735849	0.9055555555555556	0.7894736842105263	0.8888888888888888	0.875	0.7659574468085106	0.8292682926829268	0.9090909090909091	0.8571428571428571	0.76	0.7636363636363637	0.875	0.8313253012048193	0.8571428571428571	0.8928571428571429	0.7777777777777778	0.7560975609756098	0.8285714285714286	0.8928571428571429	0.9333333333333333	0.7755102040816326	0.7941176470588235	0.8235294117647058	0.8253968253968254	0.7857142857142857	0.8048780487804879	0.8181818181818182	0.7435897435897436	0.7945205479452054	0.9069767441860465	0.873015873015873	0.8285714285714286	0.8571428571428571	0.8214285714285714	0.8157894736842105	0.9069767441860465	0.8857142857142857	0.8928571428571429	0.7857142857142857	0.9080459770114943	0.8529411764705882	0.75	0.8208955223880597	0.8214285714285714	0.78	0.7857142857142857	0.8709677419354839	0.8533333333333334	0.9584905660377359	0.8888888888888888	0.8878504672897196	0.8	0.875	0.8064516129032258	0.875	0.8
Regulatory Analysis	0.8867924528301887	0.9222222222222223	0.8070175438596491	0.9097222222222222	0.875	0.8936170212765957	0.8292682926829268	0.922077922077922	0.8421052631578947	0.84	0.8363636363636363	0.875	0.9036144578313253	0.8333333333333334	0.8888888888888888	0.8518518518518519	0.8536585365853658	0.8	0.782608695652174	0.8333333333333334	0.8163265306122449	0.7647058823529411	0.8529411764705882	0.8412698412698413	0.8421052631578947	0.8048780487804879	0.7575757575757576	0.7948717948717948	0.8356164383561644	0.9069767441860465	0.9126984126984127	0.8571428571428571	0.76	0.8	0.7631578947368421	0.9302325581395349	0.8761904761904762	0.8076923076923077	0.7894736842105263	0.9310344827586207	0.7941176470588235	0.7894736842105263	0.8656716417910447	0.8421052631578947	0.86	0.7894736842105263	0.8387096774193549	0.8533333333333334	0.9660377358490566	0.9047619047619048	0.8878504672897196	0.8222222222222222	0.875	0.8548387096774194	0.9097222222222222	0.8333333333333334
Residential Energy Consumption Survey Table HC14a	0.8113207547169812	0.8555555555555555	0.8070175438596491	0.8472222222222222	0.8289473684210527	0.8979591836734694	0.8571428571428571	0.8441558441558441	0.8979591836734694	0.86	0.8727272727272727	0.8611111111111112	0.7951807228915663	0.7959183673469388	0.8367346938775511	0.8703703703703703	0.8775510204081632	0.8367346938775511	0.7959183673469388	0.7551020408163265	0.8775510204081632	0.7346938775510204	0.7794117647058824	0.7777777777777778	0.8979591836734694	0.8163265306122449	0.7755102040816326	0.8367346938775511	0.7671232876712328	0.8604651162790697	0.8571428571428571	0.7755102040816326	0.7959183673469388	0.7959183673469388	0.7755102040816326	0.8662790697674418	0.7142857142857143	0.7959183673469388	0.8775510204081632	0.8563218390804598	0.7346938775510204	0.8571428571428571	0.7910447761194029	0.8367346938775511	0.88	0.8163265306122449	0.7346938775510204	0.7866666666666666	0.9283018867924528	0.8015873015873016	0.794392523364486	0.8367346938775511	0.84375	0.8064516129032258	0.8333333333333334	0.7346938775510204
Standards applicable to step bolts and manhole steps load requirements for step bolts	0.788235294117647	0.7833333333333333	0.7411764705882353	0.7638888888888888	0.7894736842105263	0.788235294117647	0.8235294117647058	0.7857142857142857	0.8941176470588236	0.7647058823529411	0.7294117647058823	0.8235294117647058	0.8705882352941177	0.8235294117647058	0.8117647058823529	0.7764705882352941	0.7764705882352941	0.788235294117647	0.8705882352941177	0.8588235294117647	0.7647058823529411	0.8117647058823529	0.8235294117647058	0.7764705882352941	0.8588235294117647	0.7647058823529411	0.8117647058823529	0.8117647058823529	0.788235294117647	0.8217054263565892	0.8015873015873016	0.7764705882352941	0.8352941176470589	0.8588235294117647	0.7647058823529411	0.8255813953488372	0.8	0.8117647058823529	0.8823529411764706	0.8275862068965517	0.8117647058823529	0.8941176470588236	0.8	0.8705882352941177	0.7294117647058823	0.8705882352941177	0.8117647058823529	0.8	0.8773584905660378	0.8253968253968254	0.8037383177570093	0.7647058823529411	0.8	0.8	0.7638888888888888	0.8235294117647058
The use of ships stairs instead of fixed stairs in general industry	0.8059701492537313	0.7777777777777778	0.8059701492537313	0.7430555555555556	0.8092105263157895	0.746268656716418	0.8059701492537313	0.8181818181818182	0.8805970149253731	0.8208955223880597	0.8208955223880597	0.8611111111111112	0.8072289156626506	0.8208955223880597	0.8208955223880597	0.746268656716418	0.7910447761194029	0.746268656716418	0.7910447761194029	0.7910447761194029	0.7910447761194029	0.7164179104477612	0.8529411764705882	0.8059701492537313	0.8507462686567164	0.746268656716418	0.7611940298507462	0.746268656716418	0.7534246575342466	0.8449612403100775	0.8333333333333334	0.7910447761194029	0.8059701492537313	0.8208955223880597	0.7761194029850746	0.8313953488372093	0.7904761904761904	0.8059701492537313	0.8656716417910447	0.8563218390804598	0.7910447761194029	0.8656716417910447	0.8656716417910447	0.8507462686567164	0.7910447761194029	0.8208955223880597	0.7761194029850746	0.76	0.8886792452830189	0.8412698412698413	0.7850467289719626	0.7611940298507462	0.8656716417910447	0.7761194029850746	0.75	0.7910447761194029
website Resource Center Loan Program Materials by subject	0.8421052631578947	0.8333333333333334	0.8771929824561403	0.8194444444444444	0.8223684210526315	0.7894736842105263	0.8596491228070176	0.8311688311688312	0.8947368421052632	0.8421052631578947	0.8771929824561403	0.8611111111111112	0.8072289156626506	0.7894736842105263	0.7894736842105263	0.8421052631578947	0.8070175438596491	0.7719298245614035	0.8070175438596491	0.7543859649122807	0.8070175438596491	0.8245614035087719	0.7794117647058824	0.8095238095238095	0.8947368421052632	0.7894736842105263	0.7368421052631579	0.8070175438596491	0.8082191780821918	0.8372093023255814	0.8333333333333334	0.7719298245614035	0.8070175438596491	0.8245614035087719	0.7894736842105263	0.8604651162790697	0.780952380952381	0.8070175438596491	0.8596491228070176	0.8620689655172413	0.8245614035087719	0.8771929824561403	0.8208955223880597	0.8771929824561403	0.8596491228070176	0.8245614035087719	0.8421052631578947	0.7466666666666667	0.9150943396226415	0.8333333333333334	0.822429906542056	0.7719298245614035	0.828125	0.8064516129032258	0.7777777777777778	0.7368421052631579
National Occupational Exposure Survey Volume III Analysis of Management Interview Responses	0.8351648351648352	0.7944444444444444	0.7252747252747253	0.7638888888888888	0.75	0.7802197802197802	0.8021978021978022	0.7922077922077922	0.8901098901098901	0.7802197802197802	0.7582417582417582	0.8571428571428571	0.8791208791208791	0.8351648351648352	0.8241758241758241	0.8021978021978022	0.7912087912087912	0.7582417582417582	0.8681318681318682	0.8571428571428571	0.7692307692307693	0.8131868131868132	0.8021978021978022	0.8021978021978022	0.8901098901098901	0.7912087912087912	0.8241758241758241	0.8021978021978022	0.7802197802197802	0.8372093023255814	0.8333333333333334	0.8241758241758241	0.8241758241758241	0.8461538461538461	0.8131868131868132	0.8313953488372093	0.8571428571428571	0.8351648351648352	0.8901098901098901	0.8275862068965517	0.7472527472527473	0.8791208791208791	0.8351648351648352	0.8791208791208791	0.7582417582417582	0.8571428571428571	0.8131868131868132	0.7472527472527473	0.8849056603773585	0.8412698412698413	0.8411214953271028	0.8021978021978022	0.8571428571428571	0.7802197802197802	0.7638888888888888	0.8131868131868132
American National Standard for Ladders—Fixed– Safety Requirements	0.8461538461538461	0.7833333333333333	0.7384615384615385	0.7708333333333334	0.8026315789473685	0.7846153846153846	0.8	0.8441558441558441	0.8923076923076924	0.7692307692307693	0.8	0.8472222222222222	0.8192771084337349	0.8153846153846154	0.8307692307692308	0.8153846153846154	0.7846153846153846	0.7538461538461538	0.8	0.8461538461538461	0.8	0.8153846153846154	0.8235294117647058	0.8307692307692308	0.8461538461538461	0.7692307692307693	0.7692307692307693	0.8153846153846154	0.8082191780821918	0.8604651162790697	0.8571428571428571	0.7384615384615385	0.7692307692307693	0.7846153846153846	0.7384615384615385	0.8546511627906976	0.7714285714285715	0.8	0.8461538461538461	0.8620689655172413	0.7230769230769231	0.8615384615384616	0.8955223880597015	0.8615384615384616	0.7384615384615385	0.8	0.7230769230769231	0.7333333333333333	0.9037735849056604	0.7857142857142857	0.8411214953271028	0.8153846153846154	0.9076923076923077	0.8307692307692308	0.7916666666666666	0.7692307692307693
American National Standard for Ladders—Portable Reinforced Plastic–Safety Requirements	0.8488372093023255	0.7611111111111111	0.7325581395348837	0.7291666666666666	0.7763157894736842	0.7790697674418605	0.8023255813953488	0.8311688311688312	0.8953488372093024	0.7558139534883721	0.7790697674418605	0.8255813953488372	0.8255813953488372	0.8255813953488372	0.8372093023255814	0.7906976744186046	0.7790697674418605	0.7790697674418605	0.8255813953488372	0.8604651162790697	0.7558139534883721	0.8255813953488372	0.7325581395348837	0.7674418604651163	0.8837209302325582	0.7790697674418605	0.7906976744186046	0.8023255813953488	0.8023255813953488	0.8449612403100775	0.8571428571428571	0.7790697674418605	0.813953488372093	0.8255813953488372	0.7674418604651163	0.8313953488372093	0.8	0.8255813953488372	0.872093023255814	0.8505747126436781	0.7558139534883721	0.8837209302325582	0.8255813953488372	0.8837209302325582	0.7441860465116279	0.8372093023255814	0.7790697674418605	0.7441860465116279	0.8830188679245283	0.7698412698412699	0.8504672897196262	0.7790697674418605	0.813953488372093	0.7790697674418605	0.7916666666666666	0.8023255813953488
American National Standard Safety Requirements for JobMade Wooden Ladders	0.8493150684931506	0.7777777777777778	0.7123287671232876	0.7361111111111112	0.7697368421052632	0.8082191780821918	0.7534246575342466	0.8181818181818182	0.8904109589041096	0.684931506849315	0.8082191780821918	0.863013698630137	0.7951807228915663	0.821917808219178	0.8356164383561644	0.8082191780821918	0.7945205479452054	0.7808219178082192	0.8493150684931506	0.8356164383561644	0.7808219178082192	0.7945205479452054	0.7945205479452054	0.821917808219178	0.863013698630137	0.726027397260274	0.7671232876712328	0.7397260273972602	0.821917808219178	0.8217054263565892	0.8333333333333334	0.7945205479452054	0.821917808219178	0.8356164383561644	0.7397260273972602	0.8430232558139535	0.780952380952381	0.7808219178082192	0.8767123287671232	0.8563218390804598	0.7671232876712328	0.8904109589041096	0.863013698630137	0.863013698630137	0.726027397260274	0.8356164383561644	0.7671232876712328	0.7866666666666666	0.8943396226415095	0.8095238095238095	0.822429906542056	0.7397260273972602	0.863013698630137	0.8082191780821918	0.7777777777777778	0.7945205479452054
Dual Use Tower Transmission and Generation Utility Automation  Engineering TD Online	0.8214285714285714	0.7611111111111111	0.7619047619047619	0.7361111111111112	0.7631578947368421	0.8095238095238095	0.8095238095238095	0.8246753246753247	0.9166666666666666	0.7738095238095238	0.8095238095238095	0.8452380952380952	0.7976190476190477	0.7976190476190477	0.7976190476190477	0.7023809523809523	0.8214285714285714	0.8095238095238095	0.8333333333333334	0.8214285714285714	0.7857142857142857	0.7976190476190477	0.7619047619047619	0.7619047619047619	0.8928571428571429	0.7976190476190477	0.8452380952380952	0.7857142857142857	0.7857142857142857	0.7829457364341085	0.8333333333333334	0.8333333333333334	0.8452380952380952	0.8809523809523809	0.8095238095238095	0.8430232558139535	0.8	0.8452380952380952	0.8809523809523809	0.8275862068965517	0.7380952380952381	0.9166666666666666	0.7976190476190477	0.9047619047619048	0.7261904761904762	0.8809523809523809	0.7857142857142857	0.8452380952380952	0.8830188679245283	0.8253968253968254	0.8130841121495327	0.7619047619047619	0.8214285714285714	0.7261904761904762	0.7291666666666666	0.7857142857142857
Portable Dock Leveling Devices Safety Performance and Testing	0.8688524590163934	0.8222222222222222	0.8524590163934426	0.7986111111111112	0.8289473684210527	0.7377049180327869	0.7213114754098361	0.8311688311688312	0.8688524590163934	0.8524590163934426	0.8360655737704918	0.8194444444444444	0.7951807228915663	0.8032786885245902	0.8032786885245902	0.819672131147541	0.7377049180327869	0.7540983606557377	0.7213114754098361	0.8032786885245902	0.7540983606557377	0.7704918032786885	0.8088235294117647	0.7936507936507936	0.819672131147541	0.7377049180327869	0.7704918032786885	0.6885245901639344	0.7397260273972602	0.8527131782945736	0.8174603174603174	0.7868852459016393	0.7704918032786885	0.819672131147541	0.7704918032786885	0.8546511627906976	0.8285714285714286	0.7540983606557377	0.8524590163934426	0.8735632183908046	0.7868852459016393	0.8524590163934426	0.7910447761194029	0.8524590163934426	0.8032786885245902	0.819672131147541	0.7704918032786885	0.8266666666666667	0.909433962264151	0.8333333333333334	0.8130841121495327	0.7868852459016393	0.859375	0.7903225806451613	0.7291666666666666	0.7704918032786885
Technical And Analytical Support And Docket Review For OSHA’s Preliminary Analysis Of Costs Benefits And Economic Impacts For OSHA’s Proposed Standard For Walking And Working Surfaces	0.8524590163934426	0.819672131147541	0.8306010928961749	0.7704918032786885	0.7431693989071039	0.8524590163934426	0.8743169398907104	0.825136612021858	0.9398907103825137	0.8415300546448088	0.8306010928961749	0.8579234972677595	0.825136612021858	0.9016393442622951	0.8961748633879781	0.8360655737704918	0.825136612021858	0.8688524590163934	0.8961748633879781	0.8852459016393442	0.825136612021858	0.8688524590163934	0.7923497267759563	0.8306010928961749	0.9289617486338798	0.8469945355191257	0.8688524590163934	0.8633879781420765	0.7978142076502732	0.7759562841530054	0.7814207650273224	0.8797814207650273	0.8961748633879781	0.912568306010929	0.8524590163934426	0.8633879781420765	0.8142076502732241	0.9016393442622951	0.9289617486338798	0.8415300546448088	0.8688524590163934	0.9398907103825137	0.8306010928961749	0.9289617486338798	0.8415300546448088	0.9180327868852459	0.8743169398907104	0.7923497267759563	0.8264150943396227	0.825136612021858	0.8142076502732241	0.8415300546448088	0.8469945355191257	0.8142076502732241	0.7540983606557377	0.8852459016393442
101 Life Safety Code 2006 Edition 72223 Spiral stairs	0.8490566037735849	0.8444444444444444	0.7192982456140351	0.8125	0.8157894736842105	0.8301886792452831	0.8679245283018868	0.8181818181818182	0.9056603773584906	0.7547169811320755	0.8363636363636363	0.8055555555555556	0.7951807228915663	0.8490566037735849	0.8301886792452831	0.7962962962962963	0.8113207547169812	0.7547169811320755	0.7924528301886793	0.8113207547169812	0.7924528301886793	0.7547169811320755	0.7794117647058824	0.7936507936507936	0.8867924528301887	0.7924528301886793	0.7547169811320755	0.8301886792452831	0.7808219178082192	0.8217054263565892	0.8412698412698413	0.8301886792452831	0.8113207547169812	0.8113207547169812	0.7924528301886793	0.8488372093023255	0.819047619047619	0.8301886792452831	0.8490566037735849	0.8563218390804598	0.7735849056603774	0.8867924528301887	0.8208955223880597	0.8679245283018868	0.7735849056603774	0.8113207547169812	0.7924528301886793	0.84	0.9264150943396227	0.8492063492063492	0.8504672897196262	0.8301886792452831	0.875	0.8548387096774194	0.8194444444444444	0.7924528301886793
American National Standard for Ladders—Portable Metal– Safety Requirements	0.8378378378378378	0.7666666666666667	0.7567567567567568	0.7569444444444444	0.7828947368421053	0.7567567567567568	0.7702702702702703	0.8311688311688312	0.8783783783783784	0.7567567567567568	0.7837837837837838	0.8513513513513513	0.8072289156626506	0.7972972972972973	0.8108108108108109	0.8108108108108109	0.7702702702702703	0.7837837837837838	0.8243243243243243	0.8648648648648649	0.7567567567567568	0.8108108108108109	0.7972972972972973	0.7837837837837838	0.8783783783783784	0.7567567567567568	0.7702702702702703	0.7702702702702703	0.8243243243243243	0.8449612403100775	0.8492063492063492	0.7567567567567568	0.7972972972972973	0.8108108108108109	0.7702702702702703	0.8430232558139535	0.7714285714285715	0.7972972972972973	0.8783783783783784	0.8563218390804598	0.7432432432432432	0.8783783783783784	0.8378378378378378	0.8783783783783784	0.7432432432432432	0.8243243243243243	0.7702702702702703	0.7733333333333333	0.8924528301886793	0.7619047619047619	0.8317757009345794	0.7702702702702703	0.8378378378378378	0.8108108108108109	0.7847222222222222	0.7837837837837838
American National Standard for Ladders—Wood–Safety Requirements	0.873015873015873	0.7833333333333333	0.7619047619047619	0.7777777777777778	0.8026315789473685	0.7777777777777778	0.7936507936507936	0.8441558441558441	0.873015873015873	0.7777777777777778	0.8253968253968254	0.8611111111111112	0.8192771084337349	0.7936507936507936	0.8095238095238095	0.8412698412698413	0.7619047619047619	0.7619047619047619	0.7936507936507936	0.8412698412698413	0.8095238095238095	0.8253968253968254	0.8235294117647058	0.8412698412698413	0.8571428571428571	0.7777777777777778	0.7777777777777778	0.8253968253968254	0.8082191780821918	0.8604651162790697	0.8650793650793651	0.746031746031746	0.7777777777777778	0.7936507936507936	0.746031746031746	0.8604651162790697	0.7904761904761904	0.7936507936507936	0.8571428571428571	0.867816091954023	0.7301587301587301	0.873015873015873	0.8805970149253731	0.8571428571428571	0.746031746031746	0.8095238095238095	0.746031746031746	0.76	0.9075471698113208	0.7777777777777778	0.8317757009345794	0.8095238095238095	0.890625	0.8412698412698413	0.7986111111111112	0.7777777777777778
American National Standard for Mobile Ladder Stands and Mobile Ladder Stand Platforms	0.8117647058823529	0.7333333333333333	0.7058823529411765	0.7361111111111112	0.756578947368421	0.788235294117647	0.8235294117647058	0.7922077922077922	0.9058823529411765	0.7058823529411765	0.7294117647058823	0.788235294117647	0.8117647058823529	0.8235294117647058	0.8235294117647058	0.7529411764705882	0.7529411764705882	0.7647058823529411	0.8470588235294118	0.8823529411764706	0.7411764705882353	0.8	0.7294117647058823	0.8	0.8588235294117647	0.7647058823529411	0.8	0.8	0.7411764705882353	0.7906976744186046	0.7857142857142857	0.788235294117647	0.8352941176470589	0.8470588235294118	0.7529411764705882	0.8255813953488372	0.7428571428571429	0.8117647058823529	0.8823529411764706	0.8218390804597702	0.7647058823529411	0.8941176470588236	0.7411764705882353	0.8823529411764706	0.7647058823529411	0.8470588235294118	0.788235294117647	0.788235294117647	0.8773584905660378	0.7936507936507936	0.8504672897196262	0.8	0.8117647058823529	0.7647058823529411	0.7569444444444444	0.8352941176470589
American National Standard Safety Requirements for Workplace Floor and Wall Openings Stairs and Railing Systems	0.8288288288288288	0.7444444444444445	0.7297297297297297	0.7569444444444444	0.7368421052631579	0.8018018018018018	0.7927927927927928	0.7792207792207793	0.918918918918919	0.7207207207207207	0.7837837837837838	0.8288288288288288	0.8018018018018018	0.8648648648648649	0.8648648648648649	0.8018018018018018	0.8018018018018018	0.8018018018018018	0.8468468468468469	0.8468468468468469	0.7837837837837838	0.8018018018018018	0.7657657657657657	0.8018018018018018	0.9009009009009009	0.7837837837837838	0.8018018018018018	0.7567567567567568	0.7297297297297297	0.7906976744186046	0.7936507936507936	0.8288288288288288	0.8648648648648649	0.8738738738738738	0.7927927927927928	0.8081395348837209	0.8198198198198198	0.8198198198198198	0.8918918918918919	0.8218390804597702	0.8108108108108109	0.918918918918919	0.7747747747747747	0.9009009009009009	0.7747747747747747	0.8828828828828829	0.8108108108108109	0.7387387387387387	0.8547169811320755	0.8492063492063492	0.8468468468468469	0.7927927927927928	0.7747747747747747	0.7477477477477478	0.7708333333333334	0.8558558558558559
Assessing Occupational Safety and Health Training A Literature Review	0.8405797101449275	0.8055555555555556	0.4782608695652174	0.7291666666666666	0.743421052631579	0.8115942028985508	0.782608695652174	0.8051948051948052	0.8840579710144928	0.7971014492753623	0.7971014492753623	0.8888888888888888	0.8313253012048193	0.8115942028985508	0.8115942028985508	0.7536231884057971	0.7681159420289855	0.7681159420289855	0.8115942028985508	0.8115942028985508	0.7246376811594203	0.7681159420289855	0.855072463768116	0.7536231884057971	0.8840579710144928	0.782608695652174	0.7681159420289855	0.7536231884057971	0.821917808219178	0.8294573643410853	0.8253968253968254	0.782608695652174	0.7681159420289855	0.8115942028985508	0.782608695652174	0.8430232558139535	0.7523809523809524	0.8405797101449275	0.8695652173913043	0.8620689655172413	0.7101449275362319	0.8985507246376812	0.8985507246376812	0.8695652173913043	0.7971014492753623	0.8405797101449275	0.7391304347826086	0.7866666666666666	0.8943396226415095	0.8253968253968254	0.8317757009345794	0.8115942028985508	0.8840579710144928	0.7391304347826086	0.7708333333333334	0.7681159420289855
Data on Fixed Ladders and Cost Analysis Update in Support of OSHA’s rulemaking on Walking and Working Surfaces Submitted to OSHA	0.796875	0.7888888888888889	0.8046875	0.7847222222222222	0.7763157894736842	0.8203125	0.84375	0.8181818181818182	0.9375	0.7734375	0.8203125	0.8359375	0.78125	0.8828125	0.875	0.796875	0.8359375	0.828125	0.890625	0.859375	0.796875	0.8515625	0.7578125	0.8046875	0.90625	0.8125	0.84375	0.8203125	0.765625	0.8604651162790697	0.890625	0.8515625	0.8671875	0.890625	0.828125	0.8081395348837209	0.8125	0.890625	0.9140625	0.7701149425287356	0.8359375	0.9140625	0.796875	0.90625	0.8203125	0.8828125	0.8125	0.7578125	0.8415094339622642	0.890625	0.8203125	0.8125	0.8203125	0.78125	0.8125	0.8671875
