	Comments submitted to OSHA docket S029 Exhibit 314 by	Institute of Electrical and Electronics Engineers IEEE Standard for Fall Protection for Utility Work IEEE Standard 13072004 httpstandardsieeeorgreadingieeestdnumericalhtml accessed	Occupational Safety and Health Administration 29 CFR Part	Occupational Safety and Health Administration Fixed Ladders Used on Outdoor Advertising StructuresBillboards in the Outdoor Advertising Industry	Occupational Safety and Health Administration Preliminary Regulatory Impact and Regulatory Flexibility Analysis of Draft Subparts D and I of 29 CFR Part	0030 Machine Shops Turned Product and Screw Nut	Electric Lighting Equipment Manufacturing	Household Appliance Manufacturing 279213 163 1712962 371 63608 2015 1236 0001 0019 Professional and Commercial Equipment and Supplies Merchant Wholesalers	Accessories	0024 Lawn and Garden Equipment and Supplies Stores	0039 Sporting Goods Hobby and Musical Instrument Stores	0050 Electronic Shopping and MailOrder Houses 12662263 13335 949551 396 	0095 Deep Sea Coastal and Great Lakes Water Transportation 1019668 645 1580880 417 	Rural Bus Transportation	Employee Bus Transportation	0102 Other Transit and Ground Passenger Transportation	Support Activities for Air Transportation	Motion Picture and Video Industries	Television Broadcasting	Other Subscription Programming	0263 Data Processing Hosting and Related Services	Monetary Authorities  Central Bank	0005 Securities and Commodity Contracts Intermediation and Brokerage	0000 Agencies Brokerages and Other Insurance Related Activities	Pools and Funds	Offices of Real Estate Agents and Brokers	Activities Related to Real Estate	Automotive Equipment Rental and Leasing	0040 Commercial and Industrial Machinery and Equipment Rental and Leasing	Legal Services 73138890 164606 444327 852  37841 657652 400 0001 0011 Accounting Tax Preparation Bookkeeping and Payroll Services	Specialized Design Services 12493910 29234 427376 623  26635 138628 474 0001 0018 Computer Systems Design and Related Services	Scientific Research and Development	Home Health Care Services	Health Care Services	General Medical and Surgical Hospitals	Psychiatric and Substance Abuse Hospitals 103678 48 2159950 508  109669 210 437 0000 0004 Specialty except Psychiatric and Substance Abuse Hospitals 140371 130 1079779 508 	0013 Residential Mental Retardation Mental Health and Substance Abuse Facilities 1155914 4046 285693 508 	Facilities for the Elderly	Care Facilities	Individual and Family Services 8057734 27310 295047 508  14981 86180 316 0001 0021 Community Food and Housing and Emergency and Other Relief Services 3126011 6774 461472 508 	Vocational Rehabilitation Services	Care Services	0006 Promoters of Performing Arts Sports and Similar Events 2931291	Boarding Houses	0091 Electronic and Precision Equipment Repair and	Death Care Services	Grantmaking and Giving Services	receipts and payroll data from US Census Bureau Statistics of US Businesses	1 Discussions with Outdoor Amusement Business Association OABA staff indicate that very few office and multifamily residential buildings use fixed ladders greater than 20 feet in height A5 Based on this data ERG estimated that all 28906 estimated fixed ladders on lift towers are infrequently climbed A4 Communications Towers Radio Television Cellular and Microwave Virtually all communication towers have fixed ladders The Federal Communications Commission FCC Antenna Structure Registration Database lists 93000 registered Albee	Economic Census Manufacturing As downloaded from httpfactfindercensusgovservletIQRTablebmydsnameEC0200A1NAICS20023133langen on	As downloaded from ftpftpeiadoegovpubconsumptionresidential2001hctableshousingunithouseholdpdf on August 24	United States Environmental Protection Agency	As downloaded from httpwwwepagovsafewatercwssvrhtml on August 23	Telephone conversation between Joe Shefchik and Ayesha Berlind	Telephone conversation between Wendell Kido Chief Policy and Planning Division Sacramento County Regional Sanitation District and Ayesha Berlind	Telephone conversation between
Guidance for Implementation of the AASHTO Strategic Highway Safety Plan Volume 8 A guide for Reducing Collisions Involving Utility Poles	0.8235294117647058	0.7888888888888889	0.7720588235294118	0.8125	0.8157894736842105	0.8455882352941176	0.8382352941176471	0.8116883116883117	0.9338235294117647	0.8235294117647058	0.8161764705882353	0.8235294117647058	0.8161764705882353	0.8970588235294118	0.875	0.8161764705882353	0.8235294117647058	0.8161764705882353	0.8897058823529411	0.8823529411764706	0.8382352941176471	0.8676470588235294	0.8088235294117647	0.8014705882352942	0.9264705882352942	0.8308823529411765	0.8455882352941176	0.8529411764705882	0.7794117647058824	0.8676470588235294	0.8602941176470589	0.8529411764705882	0.8676470588235294	0.8897058823529411	0.8235294117647058	0.8372093023255814	0.7941176470588235	0.8676470588235294	0.9044117647058824	0.8275862068965517	0.8455882352941176	0.9191176470588235	0.8088235294117647	0.9117647058823529	0.8088235294117647	0.8897058823529411	0.8382352941176471	0.7794117647058824	0.8358490566037736	0.8897058823529411	0.8161764705882353	0.8235294117647058	0.8235294117647058	0.8014705882352942	0.8055555555555556	0.875
IEEE Standard for Fall Protection for Utility Work	0.8490566037735849	0.7222222222222222	0.7894736842105263	0.7916666666666666	0.8157894736842105	0.8	0.86	0.8311688311688312	0.92	0.76	0.8	0.8333333333333334	0.7590361445783133	0.8	0.8	0.8148148148148148	0.8	0.82	0.86	0.8	0.84	0.78	0.75	0.8095238095238095	0.88	0.82	0.82	0.86	0.8082191780821918	0.8604651162790697	0.8650793650793651	0.86	0.82	0.84	0.8	0.877906976744186	0.8	0.78	0.8	0.8735632183908046	0.76	0.88	0.7910447761194029	0.88	0.82	0.84	0.82	0.7466666666666667	0.930188679245283	0.8333333333333334	0.8317757009345794	0.72	0.8125	0.8387096774193549	0.8194444444444444	0.8
Poison Poles – A Report About Their Toxic Trail and Safer Alternatives Estimate of Pole Miles and Distribution Poles by State	0.816	0.7833333333333333	0.768	0.7708333333333334	0.7828947368421053	0.832	0.824	0.8051948051948052	0.92	0.792	0.784	0.816	0.776	0.872	0.864	0.792	0.8	0.8	0.88	0.872	0.824	0.8	0.776	0.76	0.896	0.792	0.816	0.824	0.784	0.8682170542635659	0.8809523809523809	0.84	0.872	0.896	0.8	0.8197674418604651	0.808	0.864	0.904	0.8275862068965517	0.84	0.92	0.76	0.928	0.784	0.896	0.864	0.784	0.8358490566037736	0.8888888888888888	0.824	0.792	0.8	0.8	0.7361111111111112	0.84
Standard Specification for Precast Reinforced Concrete Manhole Sections	0.8309859154929577	0.7944444444444444	0.8169014084507042	0.75	0.7763157894736842	0.7746478873239436	0.7605633802816901	0.8051948051948052	0.8873239436619719	0.7887323943661971	0.7746478873239436	0.875	0.8192771084337349	0.7887323943661971	0.8028169014084507	0.7887323943661971	0.6901408450704225	0.7746478873239436	0.8028169014084507	0.7605633802816901	0.7464788732394366	0.7605633802816901	0.8169014084507042	0.8028169014084507	0.8732394366197183	0.7605633802816901	0.7464788732394366	0.7746478873239436	0.821917808219178	0.813953488372093	0.7936507936507936	0.7464788732394366	0.8028169014084507	0.8309859154929577	0.7746478873239436	0.8430232558139535	0.819047619047619	0.7605633802816901	0.8591549295774648	0.8390804597701149	0.7464788732394366	0.8591549295774648	0.8591549295774648	0.8732394366197183	0.7464788732394366	0.8309859154929577	0.7746478873239436	0.8666666666666667	0.8924528301886793	0.8095238095238095	0.794392523364486	0.7746478873239436	0.8591549295774648	0.7746478873239436	0.7847222222222222	0.7887323943661971
Standard Specification for Steel Transmission Tower Bolts ZincCoated and Bare	0.8181818181818182	0.8055555555555556	0.7532467532467533	0.7638888888888888	0.7631578947368421	0.7922077922077922	0.8181818181818182	0.8051948051948052	0.8831168831168831	0.8181818181818182	0.7792207792207793	0.8701298701298701	0.8313253012048193	0.8051948051948052	0.8051948051948052	0.8051948051948052	0.6883116883116883	0.8051948051948052	0.8311688311688312	0.7922077922077922	0.7792207792207793	0.7792207792207793	0.7662337662337663	0.7662337662337663	0.8831168831168831	0.7532467532467533	0.7922077922077922	0.8181818181818182	0.8181818181818182	0.8294573643410853	0.8015873015873016	0.8051948051948052	0.8441558441558441	0.8571428571428571	0.7792207792207793	0.8313953488372093	0.780952380952381	0.7792207792207793	0.8701298701298701	0.8505747126436781	0.7662337662337663	0.8701298701298701	0.8311688311688312	0.8831168831168831	0.7142857142857143	0.8441558441558441	0.8051948051948052	0.8441558441558441	0.8905660377358491	0.8253968253968254	0.8037383177570093	0.7792207792207793	0.8571428571428571	0.7922077922077922	0.7569444444444444	0.8051948051948052
UDI directory of Electric Power Producers and Distributors 115th Edition of the Electrical World Directory	0.8207547169811321	0.7666666666666667	0.7830188679245284	0.7638888888888888	0.7763157894736842	0.8113207547169812	0.8113207547169812	0.8116883116883117	0.9150943396226415	0.839622641509434	0.7830188679245284	0.8018867924528302	0.839622641509434	0.8584905660377359	0.8490566037735849	0.7924528301886793	0.8113207547169812	0.8018867924528302	0.8679245283018868	0.8490566037735849	0.7735849056603774	0.8113207547169812	0.7735849056603774	0.7735849056603774	0.8867924528301887	0.8018867924528302	0.8301886792452831	0.8113207547169812	0.7641509433962265	0.8372093023255814	0.8492063492063492	0.7924528301886793	0.8679245283018868	0.8867924528301887	0.7924528301886793	0.8372093023255814	0.8773584905660378	0.8207547169811321	0.9150943396226415	0.8160919540229885	0.8207547169811321	0.9245283018867925	0.7641509433962265	0.9150943396226415	0.7641509433962265	0.8867924528301887	0.8490566037735849	0.8018867924528302	0.8660377358490566	0.8333333333333334	0.8598130841121495	0.7830188679245284	0.8113207547169812	0.7735849056603774	0.7708333333333334	0.8207547169811321
Ups  Downs Checking for Elevator Safety	0.8301886792452831	0.8611111111111112	0.8245614035087719	0.8472222222222222	0.8486842105263158	0.8085106382978723	0.8536585365853658	0.8636363636363636	0.8717948717948718	0.78	0.8	0.8194444444444444	0.8313253012048193	0.8205128205128205	0.8205128205128205	0.7962962962962963	0.8048780487804879	0.8461538461538461	0.8717948717948718	0.8461538461538461	0.7142857142857143	0.8461538461538461	0.7794117647058824	0.7777777777777778	0.8717948717948718	0.8780487804878049	0.7435897435897436	0.8717948717948718	0.8082191780821918	0.8682170542635659	0.8809523809523809	0.8205128205128205	0.7948717948717948	0.8461538461538461	0.8974358974358975	0.9011627906976745	0.8666666666666667	0.7692307692307693	0.8461538461538461	0.8908045977011494	0.8205128205128205	0.8717948717948718	0.7761194029850746	0.8205128205128205	0.8	0.8205128205128205	0.7948717948717948	0.8	0.9433962264150944	0.8492063492063492	0.8598130841121495	0.7777777777777778	0.796875	0.8064516129032258	0.8263888888888888	0.7692307692307693
Window Cleaning Safety	0.8490566037735849	0.9055555555555556	0.8421052631578947	0.8819444444444444	0.9013157894736842	0.8085106382978723	0.8048780487804879	0.9090909090909091	0.9090909090909091	0.8	0.8181818181818182	0.8888888888888888	0.891566265060241	0.875	0.8148148148148148	0.8148148148148148	0.8536585365853658	0.7714285714285715	0.9565217391304348	0.9	0.8163265306122449	0.8529411764705882	0.8235294117647058	0.8412698412698413	0.8181818181818182	0.7804878048780488	0.8181818181818182	0.8205128205128205	0.8356164383561644	0.9069767441860465	0.9206349206349206	0.7714285714285715	0.88	0.8636363636363636	0.7894736842105263	0.9127906976744186	0.8666666666666667	0.8461538461538461	0.8181818181818182	0.9195402298850575	0.7941176470588235	0.8181818181818182	0.835820895522388	0.7727272727272727	0.84	0.8636363636363636	0.7419354838709677	0.84	0.9641509433962264	0.8888888888888888	0.8878504672897196	0.7777777777777778	0.859375	0.8387096774193549	0.8819444444444444	0.7666666666666667
Comments submitted to OSHA docket S 029 Ex 313 by Marc Lebel ProBel Enterprises Limited	0.4942528735632184	0.8055555555555556	0.8505747126436781	0.7916666666666666	0.8223684210526315	0.7931034482758621	0.8505747126436781	0.7792207792207793	0.896551724137931	0.8045977011494253	0.8045977011494253	0.8850574712643678	0.896551724137931	0.896551724137931	0.8735632183908046	0.8275862068965517	0.8390804597701149	0.7931034482758621	0.896551724137931	0.8505747126436781	0.7816091954022989	0.8390804597701149	0.8045977011494253	0.8045977011494253	0.9195402298850575	0.8160919540229885	0.8045977011494253	0.8390804597701149	0.8390804597701149	0.8294573643410853	0.8095238095238095	0.8160919540229885	0.8160919540229885	0.8620689655172413	0.8390804597701149	0.8197674418604651	0.8285714285714286	0.8620689655172413	0.8850574712643678	0.8218390804597702	0.8275862068965517	0.8850574712643678	0.7931034482758621	0.9080459770114943	0.8390804597701149	0.8620689655172413	0.8505747126436781	0.8160919540229885	0.8849056603773585	0.8412698412698413	0.8504672897196262	0.7701149425287356	0.8390804597701149	0.8275862068965517	0.7916666666666666	0.8620689655172413
Comments submitted to OSHA docket S029 Exhibit 3126 by Andy Kreidenweis Braco Window Cleaning Service Inc	0.5047619047619047	0.8	0.7904761904761904	0.7916666666666666	0.8026315789473685	0.8095238095238095	0.8285714285714286	0.7987012987012987	0.9238095238095239	0.819047619047619	0.7904761904761904	0.8571428571428571	0.8476190476190476	0.9047619047619048	0.8761904761904762	0.8	0.8095238095238095	0.8	0.8761904761904762	0.8571428571428571	0.7714285714285715	0.819047619047619	0.780952380952381	0.819047619047619	0.9142857142857143	0.8	0.8476190476190476	0.7904761904761904	0.7714285714285715	0.813953488372093	0.8095238095238095	0.8285714285714286	0.8285714285714286	0.8666666666666667	0.8571428571428571	0.8197674418604651	0.8952380952380953	0.8761904761904762	0.8952380952380953	0.7988505747126436	0.7904761904761904	0.8952380952380953	0.819047619047619	0.9238095238095239	0.8	0.8666666666666667	0.7904761904761904	0.8	0.8716981132075472	0.8333333333333334	0.9158878504672897	0.7904761904761904	0.8285714285714286	0.780952380952381	0.7916666666666666	0.8476190476190476
Comments submitted to OSHA docket S029 Exhibit 314 by Linda Amodeo Vice President City Wide Building Services Inc	0.5309734513274337	0.8	0.8230088495575221	0.7847222222222222	0.8223684210526315	0.8141592920353983	0.831858407079646	0.7857142857142857	0.9203539823008849	0.8053097345132744	0.7964601769911505	0.8407079646017699	0.8230088495575221	0.911504424778761	0.8938053097345132	0.8230088495575221	0.8230088495575221	0.8053097345132744	0.8849557522123894	0.8672566371681416	0.7699115044247787	0.831858407079646	0.7787610619469026	0.8053097345132744	0.911504424778761	0.8053097345132744	0.831858407079646	0.8230088495575221	0.7876106194690266	0.8217054263565892	0.8095238095238095	0.8495575221238938	0.8230088495575221	0.8584070796460177	0.8495575221238938	0.8081395348837209	0.8584070796460177	0.8584070796460177	0.9026548672566371	0.7873563218390804	0.7964601769911505	0.8849557522123894	0.831858407079646	0.911504424778761	0.7964601769911505	0.8584070796460177	0.7964601769911505	0.7787610619469026	0.8641509433962264	0.8492063492063492	0.8495575221238938	0.7876106194690266	0.8230088495575221	0.7964601769911505	0.7708333333333334	0.8584070796460177
Telephone conversation between Bob Johnson President Outdoor Amusement Business Association and Ayesha Berlind ERG	0.8245614035087719	0.7777777777777778	0.7631578947368421	0.7430555555555556	0.7631578947368421	0.7982456140350878	0.8070175438596491	0.7792207792207793	0.9210526315789473	0.7982456140350878	0.7894736842105263	0.8070175438596491	0.7894736842105263	0.8596491228070176	0.8421052631578947	0.7982456140350878	0.8070175438596491	0.7982456140350878	0.8421052631578947	0.8596491228070176	0.7982456140350878	0.8245614035087719	0.7368421052631579	0.7807017543859649	0.9035087719298246	0.7982456140350878	0.8333333333333334	0.7982456140350878	0.7368421052631579	0.8294573643410853	0.8333333333333334	0.8421052631578947	0.868421052631579	0.8947368421052632	0.8245614035087719	0.8197674418604651	0.8245614035087719	0.8596491228070176	0.9122807017543859	0.8333333333333334	0.8245614035087719	0.9210526315789473	0.7807017543859649	0.9035087719298246	0.7631578947368421	0.8947368421052632	0.8596491228070176	0.7543859649122807	0.8566037735849057	0.8492063492063492	0.8157894736842105	0.7982456140350878	0.8245614035087719	0.5	0.5208333333333334	0.7368421052631579
Telephone conversation between Michael Berry President National Ski Areas Association and Ayesha Berlind ERG	0.8240740740740741	0.7833333333333333	0.75	0.7777777777777778	0.7763157894736842	0.8055555555555556	0.8055555555555556	0.7792207792207793	0.9166666666666666	0.7870370370370371	0.8148148148148148	0.8240740740740741	0.7685185185185185	0.8518518518518519	0.8425925925925926	0.7870370370370371	0.7962962962962963	0.7870370370370371	0.8240740740740741	0.8425925925925926	0.7962962962962963	0.8240740740740741	0.75	0.7870370370370371	0.8981481481481481	0.7777777777777778	0.8055555555555556	0.7962962962962963	0.75	0.813953488372093	0.8253968253968254	0.8055555555555556	0.8518518518518519	0.8796296296296297	0.7870370370370371	0.813953488372093	0.8425925925925926	0.8518518518518519	0.8888888888888888	0.8333333333333334	0.7777777777777778	0.9166666666666666	0.7685185185185185	0.9074074074074074	0.7685185185185185	0.8796296296296297	0.8333333333333334	0.75	0.8584905660377359	0.8650793650793651	0.8611111111111112	0.7777777777777778	0.8148148148148148	0.48148148148148145	0.5208333333333334	0.7222222222222222
Telephone conversation between Myron Liable President Outdoor Advertising Association of America and Ayesha Berlind ERG	0.8319327731092437	0.7833333333333333	0.7563025210084033	0.6666666666666666	0.756578947368421	0.8235294117647058	0.8151260504201681	0.7987012987012987	0.9243697478991597	0.8151260504201681	0.8151260504201681	0.8235294117647058	0.773109243697479	0.8739495798319328	0.8571428571428571	0.7983193277310925	0.8067226890756303	0.8151260504201681	0.8403361344537815	0.8571428571428571	0.773109243697479	0.8235294117647058	0.7647058823529411	0.773109243697479	0.907563025210084	0.7983193277310925	0.8319327731092437	0.8067226890756303	0.7478991596638656	0.7751937984496124	0.8333333333333334	0.8319327731092437	0.8571428571428571	0.8823529411764706	0.8235294117647058	0.8313953488372093	0.8403361344537815	0.8571428571428571	0.9159663865546218	0.8160919540229885	0.7983193277310925	0.907563025210084	0.7815126050420168	0.907563025210084	0.7815126050420168	0.8823529411764706	0.8319327731092437	0.7563025210084033	0.8452830188679246	0.8650793650793651	0.8235294117647058	0.7983193277310925	0.8235294117647058	0.5294117647058824	0.5208333333333334	0.7478991596638656
Telephone conversation between Sid Roslund Director of Technical Services National Ski Areas Association and Ayesha Berlind ERG	0.8267716535433071	0.7777777777777778	0.7795275590551181	0.8055555555555556	0.7894736842105263	0.8267716535433071	0.8346456692913385	0.7792207792207793	0.9291338582677166	0.8110236220472441	0.8267716535433071	0.8188976377952756	0.7637795275590551	0.8661417322834646	0.8582677165354331	0.7952755905511811	0.8031496062992126	0.8110236220472441	0.8503937007874016	0.8503937007874016	0.8188976377952756	0.84251968503937	0.7322834645669292	0.7795275590551181	0.9133858267716536	0.8031496062992126	0.8346456692913385	0.8110236220472441	0.7244094488188977	0.8449612403100775	0.8503937007874016	0.8267716535433071	0.8582677165354331	0.8818897637795275	0.8031496062992126	0.8197674418604651	0.7952755905511811	0.8582677165354331	0.8976377952755905	0.8390804597701149	0.8110236220472441	0.905511811023622	0.7952755905511811	0.9212598425196851	0.7874015748031497	0.8818897637795275	0.8503937007874016	0.7559055118110236	0.8415094339622642	0.8740157480314961	0.8267716535433071	0.7795275590551181	0.8110236220472441	0.5433070866141733	0.5277777777777778	0.7637795275590551
Comments submitted to OSHA Docket S029 Exhibit 419 by Michael C Wright LJB Inc	0.358974358974359	0.8333333333333334	0.8333333333333334	0.8194444444444444	0.8157894736842105	0.8205128205128205	0.8333333333333334	0.8311688311688312	0.9230769230769231	0.8589743589743589	0.8076923076923077	0.9102564102564102	0.8795180722891566	0.8974358974358975	0.8846153846153846	0.8589743589743589	0.8205128205128205	0.8333333333333334	0.8846153846153846	0.8461538461538461	0.8461538461538461	0.7948717948717948	0.8589743589743589	0.8589743589743589	0.9358974358974359	0.8333333333333334	0.8076923076923077	0.8076923076923077	0.8461538461538461	0.8527131782945736	0.8333333333333334	0.8461538461538461	0.8333333333333334	0.8846153846153846	0.8076923076923077	0.8488372093023255	0.819047619047619	0.8589743589743589	0.8846153846153846	0.8505747126436781	0.8461538461538461	0.8974358974358975	0.8333333333333334	0.9230769230769231	0.8333333333333334	0.8717948717948718	0.8589743589743589	0.8846153846153846	0.9037735849056604	0.8412698412698413	0.8411214953271028	0.7948717948717948	0.8589743589743589	0.8205128205128205	0.7986111111111112	0.8461538461538461
Comments submitted to OSHA Docket S029 Exhibit 46 by Robert J Zeolla Jr President Sunset Window Cleaning Company	0.5625	0.8111111111111111	0.8214285714285714	0.7847222222222222	0.7894736842105263	0.8214285714285714	0.8392857142857143	0.7922077922077922	0.9285714285714286	0.8392857142857143	0.8035714285714286	0.8571428571428571	0.8303571428571429	0.8928571428571429	0.875	0.8125	0.7946428571428571	0.8392857142857143	0.875	0.8660714285714286	0.8214285714285714	0.8303571428571429	0.7946428571428571	0.8303571428571429	0.9196428571428571	0.8125	0.8125	0.7946428571428571	0.7678571428571429	0.8372093023255814	0.8412698412698413	0.8392857142857143	0.8571428571428571	0.8928571428571429	0.8571428571428571	0.8081395348837209	0.875	0.8660714285714286	0.9107142857142857	0.8275862068965517	0.8392857142857143	0.9196428571428571	0.7946428571428571	0.9196428571428571	0.8214285714285714	0.8928571428571429	0.8660714285714286	0.8125	0.8641509433962264	0.8492063492063492	0.8839285714285714	0.7767857142857143	0.8214285714285714	0.7946428571428571	0.8125	0.8571428571428571
conversation between Wendell Kido Chief Policy and Planning Division Sacramento County Regional Sanitation District and Ayesha Berlind ERG	0.8333333333333334	0.7777777777777778	0.7898550724637681	0.8055555555555556	0.7828947368421053	0.8405797101449275	0.8333333333333334	0.8181818181818182	0.9420289855072463	0.8115942028985508	0.7971014492753623	0.8188405797101449	0.7753623188405797	0.8840579710144928	0.8840579710144928	0.8115942028985508	0.8405797101449275	0.8188405797101449	0.8695652173913043	0.8768115942028986	0.8188405797101449	0.8405797101449275	0.7608695652173914	0.7971014492753623	0.9130434782608695	0.8260869565217391	0.8405797101449275	0.8115942028985508	0.7536231884057971	0.8043478260869565	0.8043478260869565	0.8478260869565217	0.8840579710144928	0.8985507246376812	0.8043478260869565	0.8197674418604651	0.7971014492753623	0.8768115942028986	0.9130434782608695	0.8103448275862069	0.8260869565217391	0.927536231884058	0.8043478260869565	0.9130434782608695	0.7681159420289855	0.8985507246376812	0.8478260869565217	0.7391304347826086	0.8245283018867925	0.8405797101449275	0.8115942028985508	0.7898550724637681	0.8260869565217391	0.717391304347826	0.09722222222222222	0.855072463768116
December 5 1989 letter from Mr Thomas J Shepich to Mr Carl Pedersen regarding Descent Control Devices Memorandum to Regional Administrators from Patricia K Clark Director Directorate of Compliance Programs March 12	0.8691588785046729	0.7990654205607477	0.8271028037383178	0.780373831775701	0.7570093457943925	0.8691588785046729	0.8738317757009346	0.8130841121495327	0.9532710280373832	0.8644859813084113	0.8411214953271028	0.8598130841121495	0.8177570093457944	0.9158878504672897	0.9065420560747663	0.8411214953271028	0.8691588785046729	0.8785046728971962	0.9065420560747663	0.8925233644859814	0.8457943925233645	0.8878504672897196	0.8130841121495327	0.8364485981308412	0.9392523364485982	0.8691588785046729	0.8785046728971962	0.8785046728971962	0.8271028037383178	0.8271028037383178	0.8364485981308412	0.883177570093458	0.9065420560747663	0.9205607476635514	0.8691588785046729	0.8317757009345794	0.794392523364486	0.9112149532710281	0.9345794392523364	0.8364485981308412	0.883177570093458	0.9439252336448598	0.822429906542056	0.9392523364485982	0.8504672897196262	0.9205607476635514	0.897196261682243	0.8130841121495327	0.7924528301886793	0.8317757009345794	0.7897196261682243	0.8504672897196262	0.8457943925233645	0.8317757009345794	0.7383177570093458	0.883177570093458
Interview with Myron Liable President and JR Watson Director Legislation and Research Outdoor Advertising Association of America 	0.8372093023255814	0.7611111111111111	0.7674418604651163	0.7638888888888888	0.7697368421052632	0.8372093023255814	0.8372093023255814	0.8116883116883117	0.937984496124031	0.7984496124031008	0.813953488372093	0.8062015503875969	0.7906976744186046	0.8604651162790697	0.8604651162790697	0.7596899224806202	0.8062015503875969	0.813953488372093	0.8682170542635659	0.8449612403100775	0.7751937984496124	0.8294573643410853	0.7596899224806202	0.751937984496124	0.9069767441860465	0.8062015503875969	0.813953488372093	0.813953488372093	0.7829457364341085	0.8217054263565892	0.8682170542635659	0.8217054263565892	0.875968992248062	0.8837209302325582	0.8217054263565892	0.8255813953488372	0.7364341085271318	0.875968992248062	0.9069767441860465	0.8045977011494253	0.8217054263565892	0.9224806201550387	0.7984496124031008	0.9224806201550387	0.7829457364341085	0.8914728682170543	0.8449612403100775	0.7751937984496124	0.8320754716981132	0.8992248062015504	0.8294573643410853	0.7829457364341085	0.8062015503875969	0.7674418604651163	0.7777777777777778	0.8294573643410853
Personal communication between Ron Pietrzak American Ladder Institute and Maureen Kaplan Eastern Research Group Inc	0.8347826086956521	0.7833333333333333	0.7913043478260869	0.7638888888888888	0.7697368421052632	0.8173913043478261	0.8173913043478261	0.7857142857142857	0.9304347826086956	0.7913043478260869	0.7913043478260869	0.8173913043478261	0.808695652173913	0.8695652173913043	0.8695652173913043	0.7739130434782608	0.8	0.782608695652174	0.8695652173913043	0.8782608695652174	0.782608695652174	0.8260869565217391	0.7652173913043478	0.7478260869565218	0.8956521739130435	0.808695652173913	0.808695652173913	0.808695652173913	0.7304347826086957	0.8527131782945736	0.8492063492063492	0.808695652173913	0.8608695652173913	0.8869565217391304	0.808695652173913	0.8255813953488372	0.808695652173913	0.8608695652173913	0.9130434782608695	0.8103448275862069	0.8173913043478261	0.9217391304347826	0.7478260869565218	0.9043478260869565	0.7652173913043478	0.8956521739130435	0.8347826086956521	0.7913043478260869	0.8490566037735849	0.8412698412698413	0.8434782608695652	0.808695652173913	0.8173913043478261	0.6956521739130435	0.6875	0.8260869565217391
Personal communication between Rosita DiChacho New York Department of Labor Division of Safety  Health Engineering Services Unit and Maureen F Kaplan Eastern Research Group	0.8546511627906976	0.8166666666666667	0.7965116279069767	0.8023255813953488	0.8197674418604651	0.8488372093023255	0.8662790697674418	0.8081395348837209	0.9418604651162791	0.8313953488372093	0.8372093023255814	0.8430232558139535	0.813953488372093	0.9011627906976745	0.9011627906976745	0.8372093023255814	0.8604651162790697	0.8488372093023255	0.9011627906976745	0.9011627906976745	0.8313953488372093	0.8604651162790697	0.7965116279069767	0.8197674418604651	0.9244186046511628	0.8372093023255814	0.8546511627906976	0.8430232558139535	0.7848837209302325	0.8081395348837209	0.7965116279069767	0.8662790697674418	0.877906976744186	0.8953488372093024	0.872093023255814	0.8662790697674418	0.7906976744186046	0.8895348837209303	0.9302325581395349	0.8448275862068966	0.8372093023255814	0.9244186046511628	0.8081395348837209	0.936046511627907	0.8255813953488372	0.9011627906976745	0.8604651162790697	0.8023255813953488	0.809433962264151	0.813953488372093	0.8023255813953488	0.8430232558139535	0.813953488372093	0.7906976744186046	0.6744186046511628	0.877906976744186
Personal communication between Stefan Bright International Window Cleaning Association and Andreas Lord Eastern Research Group Inc	0.8307692307692308	0.7833333333333333	0.7769230769230769	0.7916666666666666	0.8026315789473685	0.823076923076923	0.8307692307692308	0.7857142857142857	0.9307692307692308	0.8153846153846154	0.823076923076923	0.823076923076923	0.7846153846153846	0.8769230769230769	0.8692307692307693	0.7923076923076923	0.8307692307692308	0.8153846153846154	0.8692307692307693	0.8692307692307693	0.7923076923076923	0.8384615384615385	0.7615384615384615	0.8	0.9076923076923077	0.8153846153846154	0.8307692307692308	0.823076923076923	0.7692307692307693	0.8692307692307693	0.8769230769230769	0.8307692307692308	0.8692307692307693	0.8846153846153846	0.8307692307692308	0.813953488372093	0.7923076923076923	0.8692307692307693	0.9153846153846154	0.8045977011494253	0.8153846153846154	0.9230769230769231	0.7692307692307693	0.9076923076923077	0.7923076923076923	0.8923076923076924	0.8461538461538461	0.8076923076923077	0.8339622641509434	0.8461538461538461	0.8153846153846154	0.7846153846153846	0.8076923076923077	0.7153846153846154	0.7013888888888888	0.8384615384615385
