	Clash in Alabama Over Tennessee Coal Ash‚Äù The New York Times	Plantbyplant disaggregated data comparison to statewide benchmarks	Statebystate aggregated plant data comparison to statewide benchmarks	National aggregated plant data comparison to statewide benchmarks Step 3 On a plantbyplant basis EPA compared the plant ZCTA percentage children to the respective statewide average percentage children Step 4 For purpose of summary EPA aggregated the plant level children population comparison data for each state as displayed in Exhibit 7J below There are no data displayed for DC ID RI or VT because there are no coalfired electric utility plants in those states	administration and enforcement costs to RCRAauthorized state government programsagencies Consistent with the ‚Äúdirect cost‚Äù scope of EO 13132 not included in Exhibit 7L are potential indirect costs in the form of potential lost annual revenues to electricity plants associated with potential reductions in CCR sold by plants for beneficial use under the three Subtitle C options for which such an possible indirect effect is estimated in this RIA EPA‚Äôs 2008 guidance194 for compliance with EO 13132 describes two numerical methods ie numerical tests for evaluating whether an EPA rule may have federalism implications with respect to ‚Äúsubstantial direct compliance costs‚Äù	25 million test Annualized direct compliance cost expenditures to statelocal governments	1 test Annualized direct compliance costs faced by statelocal governments is likely to equal or exceed 1 of their annual revenues  Note Page 29 of ‚ÄúAttachment A Guidance for Implementing the Federalism 1 Test‚Äù to EPA‚Äôs Nov	Private sector 100 million direct cost threshold test	Statelocal government 100 million direct cost threshold test	25 million threshold test subtotal StateLocal govt cost 967	Statelocal govt cost as percentage of StateLocal government electric utility annual revenues	227 0131 0215 Type of owner entity assigned by EPA ORCR based on business type disclosed in owner name or plantbyplant internet research on type of ownership Size class determined according to the following numerical criteria consistent with EPA‚Äôs
ACAA’s annual CCR tonnage data	0.7	0.6153846153846154	0.6153846153846154	0.6744186046511628	0.7021276595744681	0.52	0.7272727272727273	0.625	0.5833333333333333	0.6206896551724138	0.6	0.65
Annual CCR Disposition for NAICS 22 Electric Utility Plants 100 MW Capacity tons per year as of 2005	0.7209302325581395	0.631578947368421	0.631578947368421	0.5102040816326531	0.5192307692307692	0.5675675675675675	0.56	0.6	0.6111111111111112	0.6341463414634146	0.5428571428571429	0.4444444444444444
ASTM D5396  04 Standard Specification for Reclaimed Perchloroethylene	0.7073170731707317	0.5294117647058824	0.5294117647058824	0.4893617021276596	0.5294117647058824	0.5833333333333333	0.6	0.53125	0.5454545454545454	0.5405405405405406	0.5588235294117647	0.4545454545454546
ASTM Volume 1505 Engine Coolants Halogenated Organic Solvents and Fire Extinguishing Agents Industrial and Specialty Chemicals	0.6190476190476191	0.5526315789473684	0.5135135135135135	0.3829787234042553	0.46153846153846156	0.4444444444444444	0.4693877551020408	0.5142857142857142	0.4411764705882353	0.525	0.5	0.4130434782608695
avoided disposal cost incentive	0.6785714285714286	0.4545454545454546	0.4545454545454546	0.6904761904761905	0.7173913043478262	0.40909090909090906	0.6829268292682926	0.368421052631579	0.4	0.5384615384615384	0.4285714285714286	0.7
Better Safer Ways to Handle Coal Slurry Do Exist	0.7222222222222222	0.6129032258064516	0.5666666666666667	0.5777777777777777	0.64	0.5806451612903225	0.6595744680851063	0.6206896551724138	0.5862068965517242	0.6176470588235294	0.5	0.6136363636363636
Biographical Directory of the US Congress	0.6764705882352942	0.4444444444444444	0.3846153846153846	0.5681818181818181	0.6326530612244898	0.5666666666666667	0.6521739130434783	0.5555555555555556	0.46153846153846156	0.5625	0.36	0.5714285714285714
CalStar Gives Sneak Peek of LowCarbon Brick Factory	0.5882352941176471	0.4482758620689655	0.4482758620689655	0.5333333333333333	0.6	0.6470588235294117	0.5869565217391304	0.5517241379310345	0.5666666666666667	0.5588235294117647	0.4285714285714286	0.6
Coal Combustion Products  Production  Use Statistics	0.6129032258064516	0.4	0.4	0.5813953488372092	0.6170212765957447	0.4814814814814815	0.6363636363636364	0.3913043478260869	0.41666666666666663	0.4285714285714286	0.43999999999999995	0.55
Electric Utility Regulation	0.75	0.52	0.52	0.6511627906976745	0.6808510638297872	0.5384615384615384	0.6744186046511628	0.5833333333333333	0.5416666666666667	0.5862068965517242	0.4347826086956522	0.625
Hazardous Waste Industry Review 20082009	0.7297297297297297	0.625	0.625	0.6734693877551021	0.5625	0.5483870967741935	0.6382978723404256	0.5862068965517242	0.6	0.5882352941176471	0.6129032258064516	0.6222222222222222
Historical CCR beneficial use data for 19662008	0.7027027027027026	0.59375	0.59375	0.653061224489796	0.5416666666666667	0.5625	0.6170212765957447	0.5	0.5172413793103448	0.46875	0.5806451612903225	0.5348837209302326
May 2004 Incinerator and Landfill Cost Data	0.7222222222222222	0.5666666666666667	0.5666666666666667	0.6086956521739131	0.5833333333333333	0.5806451612903225	0.6595744680851063	0.5185185185185186	0.5357142857142857	0.5757575757575757	0.5	0.6136363636363636
Part 2 CCT Overview Environmental Protection Technologies Technologies to Effectively Use Coal Ash5C1 Coal Ash Generation Process and Application Fields	0.5641025641025641	0.4411764705882353	0.48571428571428577	0.42553191489361697	0.47058823529411764	0.4571428571428572	0.4130434782608695	0.48484848484848486	0.5	0.5384615384615384	0.5142857142857142	0.34883720930232553
Recent Examples of Rate Increases in Vertically Integrated States	0.7297297297297297	0.4285714285714286	0.37037037037037035	0.45238095238095233	0.5319148936170213	0.4482758620689655	0.5454545454545454	0.5357142857142857	0.4444444444444444	0.5454545454545454	0.34615384615384615	0.5238095238095238
Recommended Practice	0.7241379310344828	0.4545454545454546	0.5217391304347826	0.6904761904761905	0.7173913043478262	0.5416666666666667	0.7142857142857143	0.368421052631579	0.47619047619047616	0.5925925925925926	0.5652173913043479	0.6666666666666667
State RCRA Subtitle C Core Hazardous Waste Management Program Implementation Costs Final Report	0.6578947368421053	0.5	0.5	0.5	0.54	0.46875	0.5531914893617021	0.59375	0.5625	0.5555555555555556	0.53125	0.5
Status of Coal Ash Production	0.6451612903225806	0.5	0.5	0.5714285714285714	0.6086956521739131	0.5185185185185186	0.627906976744186	0.4347826086956522	0.45833333333333337	0.5172413793103448	0.48	0.5384615384615384
nan	0.9166666666666666	0.9047619047619048	0.9047619047619048	0.9523809523809523	0.9565217391304348	0.9090909090909091	0.9512195121951219	0.8888888888888888	0.8947368421052632	0.92	0.9	0.9487179487179487
slide number TVA00007496 of “Kingston Fossil Plant Decision Matrix Pond or Peninsula	0.6976744186046512	0.5675675675675675	0.6052631578947368	0.45833333333333337	0.5555555555555556	0.5405405405405406	0.54	0.5714285714285714	0.5833333333333333	0.5	0.5945945945945945	0.5510204081632653
2007 Directory of US Commercial Hazardous Waste Management Facilities	0.7380952380952381	0.5714285714285714	0.5294117647058824	0.5510204081632653	0.5576923076923077	0.5	0.6	0.5757575757575757	0.5	0.5	0.46875	0.48888888888888893
Dry Fish Ash Systerm Conversion for an Existing 480MW Power Plant Justification Design and Construction	0.6511627906976745	0.5135135135135135	0.5135135135135135	0.34782608695652173	0.43137254901960786	0.5263157894736843	0.5294117647058824	0.5142857142857142	0.48571428571428577	0.5609756097560976	0.5	0.47916666666666663
Kingston Fossil Plant Decision Matrix Pond or Peninsula	0.7428571428571429	0.4814814814814815	0.5357142857142857	0.5909090909090908	0.6799999999999999	0.4444444444444444	0.6136363636363636	0.48	0.5	0.5483870967741935	0.5185185185185186	0.6590909090909092
Production and Utilisation of CCPs in 2007 in Europe EU 15	0.736842105263158	0.5483870967741935	0.59375	0.5957446808510638	0.5416666666666667	0.4666666666666667	0.5869565217391304	0.4444444444444444	0.5172413793103448	0.5151515151515151	0.5333333333333333	0.42500000000000004
Public Health Issues Surrounding Coal as an Energy Source	0.6571428571428571	0.37037037037037035	0.37037037037037035	0.4883720930232558	0.5319148936170213	0.5483870967741935	0.5454545454545454	0.4814814814814815	0.4444444444444444	0.4516129032258065	0.4642857142857143	0.4878048780487805
Toxic Wastes and Race at Twenty 19872007	0.7567567567567568	0.6129032258064516	0.6129032258064516	0.6666666666666667	0.5833333333333333	0.625	0.6595744680851063	0.5714285714285714	0.5862068965517242	0.6176470588235294	0.6875	0.5813953488372092
Actions Concerning Regulations That Significantly Affect Energy Supply Distribution or Use	0.6111111111111112	0.4838709677419355	0.43333333333333335	0.41860465116279066	0.5306122448979591	0.5454545454545454	0.5434782608695652	0.625	0.5483870967741935	0.5428571428571429	0.4137931034482759	0.41463414634146345
Executive Order 12866	0.8235294117647058	0.7666666666666666	0.7666666666666666	0.7391304347826086	0.6808510638297872	0.5925925925925926	0.7045454545454546	0.64	0.6538461538461539	0.6333333333333333	0.7142857142857143	0.7209302325581395
Federal Actions to Address Environmental Justice in Minority Populations and LowIncome Populations	0.6486486486486487	0.43333333333333335	0.4838709677419355	0.4545454545454546	0.5306122448979591	0.4516129032258065	0.5111111111111111	0.48275862068965514	0.5483870967741935	0.5428571428571429	0.4137931034482759	0.5555555555555556
Overview of LifeCycle Stages and Costs Considered by Software Systems and Tools	0.5	0.3928571428571429	0.33333333333333337	0.4651162790697675	0.5106382978723405	0.5161290322580645	0.5869565217391304	0.5	0.40740740740740744	0.4193548387096774	0.3076923076923077	0.46341463414634143
Text of the 14 January 2009 HR 493 bill	0.7105263157894737	0.6470588235294117	0.6470588235294117	0.574468085106383	0.5510204081632653	0.6571428571428571	0.5957446808510638	0.6129032258064516	0.625	0.6111111111111112	0.6363636363636364	0.5454545454545454
TVA Widow’s Creek Clean Up Info	0.5625	0.5666666666666667	0.5666666666666667	0.5777777777777777	0.6923076923076923	0.625	0.6595744680851063	0.6666666666666667	0.6774193548387097	0.7297297297297297	0.6451612903225806	0.6444444444444444
US Dept of Energy DOE Energy Information Administration EIA website	0.6285714285714286	0.4482758620689655	0.3928571428571429	0.4651162790697675	0.5416666666666667	0.5625	0.5869565217391304	0.6451612903225806	0.5666666666666667	0.6	0.48275862068965514	0.5
US Senate Resolution 64	0.7419354838709677	0.6666666666666667	0.6153846153846154	0.7045454545454546	0.7291666666666667	0.6296296296296297	0.782608695652174	0.625	0.5833333333333333	0.5714285714285714	0.5416666666666667	0.7142857142857143
RCRA Practice Manual	0.7	0.6153846153846154	0.6666666666666667	0.6744186046511628	0.7021276595744681	0.5769230769230769	0.7272727272727273	0.5652173913043479	0.64	0.6666666666666667	0.6	0.65
2009 Hazardous Waste Report	0.8285714285714285	0.6896551724137931	0.6896551724137931	0.7708333333333334	0.6875	0.5555555555555556	0.7111111111111111	0.6538461538461539	0.6666666666666667	0.6451612903225806	0.6785714285714286	0.6666666666666667
CKD proposed rule	0.7586206896551724	0.6799999999999999	0.6799999999999999	0.7441860465116279	0.7916666666666666	0.64	0.7954545454545454	0.6956521739130435	0.7083333333333333	0.7241379310344828	0.6666666666666667	0.7560975609756098
EPA ICR 095913 Federal Register Vol73 No103 page 30617	0.7317073170731707	0.6388888888888888	0.6756756756756757	0.5106382978723405	0.5490196078431373	0.6111111111111112	0.5918367346938775	0.6060606060606061	0.6176470588235294	0.6052631578947368	0.7027027027027026	0.5111111111111111
Federal Register Vol 43 No 243	0.7272727272727273	0.6071428571428572	0.6071428571428572	0.6046511627906976	0.6938775510204082	0.5714285714285714	0.6888888888888889	0.6153846153846154	0.5769230769230769	0.6129032258064516	0.6428571428571428	0.6744186046511628
Federal Register Vol64 No161 20 Aug 1999 pp4563245697	0.7560975609756098	0.6666666666666667	0.6666666666666667	0.5625	0.5686274509803921	0.5151515151515151	0.6122448979591837	0.6363636363636364	0.6060606060606061	0.5142857142857142	0.6571428571428571	0.5333333333333333
General Hazardous Waste Facility Standards	0.7428571428571429	0.5357142857142857	0.4814814814814815	0.6521739130434783	0.6799999999999999	0.5	0.6136363636363636	0.5384615384615384	0.5	0.5483870967741935	0.46153846153846156	0.627906976744186
Notification of Episodic Releases of Oil and Hazardous Substances Renewal	0.6285714285714286	0.5	0.4482758620689655	0.5	0.5416666666666667	0.5161290322580645	0.5869565217391304	0.6	0.5666666666666667	0.5588235294117647	0.48275862068965514	0.46341463414634143
Notification of Regulated Waste Activity Renewal	0.6363636363636364	0.5	0.5	0.5348837209302326	0.6041666666666667	0.4642857142857143	0.5909090909090908	0.5555555555555556	0.5185185185185186	0.5625	0.42307692307692313	0.5714285714285714
Part B Permit Application	0.6551724137931034	0.4347826086956522	0.5	0.6744186046511628	0.7021276595744681	0.45833333333333337	0.6666666666666667	0.4285714285714286	0.5217391304347826	0.6206896551724138	0.4782608695652174	0.65
RCRA Hazardous Waste Permit Application and Modification part A	0.6666666666666667	0.5	0.5483870967741935	0.5652173913043479	0.5714285714285714	0.4137931034482759	0.5869565217391304	0.5	0.5666666666666667	0.6	0.48275862068965514	0.5
Small Electric Motors Final Rule Technical Support Document Chapter 16 	0.6388888888888888	0.5625	0.5161290322580645	0.5111111111111111	0.607843137254902	0.5757575757575757	0.5957446808510638	0.5172413793103448	0.48275862068965514	0.5294117647058824	0.5	0.5116279069767442
A Reference Lottery Metric for Valuing Health	0.7142857142857143	0.5517241379310345	0.5517241379310345	0.6	0.6326530612244898	0.5666666666666667	0.6521739130434783	0.6071428571428572	0.5714285714285714	0.5625	0.42307692307692313	0.6046511627906976
Oxidation State of Arsenic in Coal Ash Leachate	0.5806451612903225	0.5357142857142857	0.4814814814814815	0.5581395348837209	0.5652173913043479	0.5	0.6444444444444444	0.48	0.43999999999999995	0.5	0.46153846153846156	0.5609756097560976
Procedures for Calculating Cessation Lag	0.6875	0.43999999999999995	0.5	0.6046511627906976	0.6086956521739131	0.46153846153846156	0.627906976744186	0.4347826086956522	0.45833333333333337	0.4642857142857143	0.34782608695652173	0.575
The Influence of Location Source and Emission Type in Estimates of the Human Health Benefits of Reducing a Ton of Air Pollution	0.675	0.4375	0.4375	0.4222222222222223	0.4693877551020408	0.5	0.4782608695652174	0.53125	0.5	0.5	0.3666666666666667	0.41860465116279066
