	Comments submitted to OSHA docket S029 Exhibit 314 by	Institute of Electrical and Electronics Engineers IEEE Standard for Fall Protection for Utility Work IEEE Standard 13072004 httpstandardsieeeorgreadingieeestdnumericalhtml accessed	Occupational Safety and Health Administration 29 CFR Part	Occupational Safety and Health Administration Fixed Ladders Used on Outdoor Advertising StructuresBillboards in the Outdoor Advertising Industry	Occupational Safety and Health Administration Preliminary Regulatory Impact and Regulatory Flexibility Analysis of Draft Subparts D and I of 29 CFR Part	0030 Machine Shops Turned Product and Screw Nut	Electric Lighting Equipment Manufacturing	Household Appliance Manufacturing 279213 163 1712962 371 63608 2015 1236 0001 0019 Professional and Commercial Equipment and Supplies Merchant Wholesalers	Accessories	0024 Lawn and Garden Equipment and Supplies Stores	0039 Sporting Goods Hobby and Musical Instrument Stores	0050 Electronic Shopping and MailOrder Houses 12662263 13335 949551 396 	0095 Deep Sea Coastal and Great Lakes Water Transportation 1019668 645 1580880 417 	Rural Bus Transportation	Employee Bus Transportation	0102 Other Transit and Ground Passenger Transportation	Support Activities for Air Transportation	Motion Picture and Video Industries	Television Broadcasting	Other Subscription Programming	0263 Data Processing Hosting and Related Services	Monetary Authorities  Central Bank	0005 Securities and Commodity Contracts Intermediation and Brokerage	0000 Agencies Brokerages and Other Insurance Related Activities	Pools and Funds	Offices of Real Estate Agents and Brokers	Activities Related to Real Estate	Automotive Equipment Rental and Leasing	0040 Commercial and Industrial Machinery and Equipment Rental and Leasing	Legal Services 73138890 164606 444327 852  37841 657652 400 0001 0011 Accounting Tax Preparation Bookkeeping and Payroll Services	Specialized Design Services 12493910 29234 427376 623  26635 138628 474 0001 0018 Computer Systems Design and Related Services	Scientific Research and Development	Home Health Care Services	Health Care Services	General Medical and Surgical Hospitals	Psychiatric and Substance Abuse Hospitals 103678 48 2159950 508  109669 210 437 0000 0004 Specialty except Psychiatric and Substance Abuse Hospitals 140371 130 1079779 508 	0013 Residential Mental Retardation Mental Health and Substance Abuse Facilities 1155914 4046 285693 508 	Facilities for the Elderly	Care Facilities	Individual and Family Services 8057734 27310 295047 508  14981 86180 316 0001 0021 Community Food and Housing and Emergency and Other Relief Services 3126011 6774 461472 508 	Vocational Rehabilitation Services	Care Services	0006 Promoters of Performing Arts Sports and Similar Events 2931291	Boarding Houses	0091 Electronic and Precision Equipment Repair and	Death Care Services	Grantmaking and Giving Services	receipts and payroll data from US Census Bureau Statistics of US Businesses	1 Discussions with Outdoor Amusement Business Association OABA staff indicate that very few office and multifamily residential buildings use fixed ladders greater than 20 feet in height A5 Based on this data ERG estimated that all 28906 estimated fixed ladders on lift towers are infrequently climbed A4 Communications Towers Radio Television Cellular and Microwave Virtually all communication towers have fixed ladders The Federal Communications Commission FCC Antenna Structure Registration Database lists 93000 registered Albee	Economic Census Manufacturing As downloaded from httpfactfindercensusgovservletIQRTablebmydsnameEC0200A1NAICS20023133langen on	As downloaded from ftpftpeiadoegovpubconsumptionresidential2001hctableshousingunithouseholdpdf on August 24	United States Environmental Protection Agency	As downloaded from httpwwwepagovsafewatercwssvrhtml on August 23	Telephone conversation between Joe Shefchik and Ayesha Berlind	Telephone conversation between Wendell Kido Chief Policy and Planning Division Sacramento County Regional Sanitation District and Ayesha Berlind	Telephone conversation between
IEEE Standard for Fall Protection for Utility Work	0.5102040816326531	0.2222222222222222	0.34693877551020413	0.34615384615384615	0.37037037037037035	0.4418604651162791	0.44999999999999996	0.4385964912280702	0.6428571428571428	0.4545454545454546	0.4042553191489362	0.48	0.4693877551020408	0.5428571428571429	0.42105263157894735	0.5238095238095238	0.42105263157894735	0.3513513513513513	0.4054054054054054	0.44999999999999996	0.40909090909090906	0.4358974358974359	0.34883720930232553	0.40909090909090906	0.4838709677419355	0.31707317073170727	0.4285714285714286	0.5121951219512195	0.41666666666666663	0.4642857142857143	0.5185185185185186	0.36585365853658536	0.45945945945945943	0.48571428571428577	0.4	0.4716981132075472	0.4901960784313726	0.2432432432432432	0.4375	0.4137931034482759	0.42105263157894735	0.5483870967741935	0.4042553191489362	0.5294117647058824	0.39534883720930236	0.5294117647058824	0.4054054054054054	0.2857142857142857	0.5151515151515151	0.4385964912280702	0.4893617021276596	0.23809523809523814	0.4883720930232558	0.34782608695652173	0.39622641509433965	0.4736842105263158
Poison Poles – A Report About Their Toxic Trail and Safer Alternatives Estimate of Pole Miles and Distribution Poles by State	0.3793103448275862	0.33333333333333337	0.24137931034482762	0.24590163934426235	0.2063492063492064	0.3076923076923077	0.34693877551020413	0.33333333333333337	0.6216216216216216	0.39622641509433965	0.3214285714285714	0.38983050847457623	0.48275862068965514	0.40909090909090906	0.3191489361702128	0.4117647058823529	0.276595744680851	0.3913043478260869	0.3913043478260869	0.30612244897959184	0.3584905660377359	0.375	0.42307692307692313	0.3584905660377359	0.55	0.36	0.36363636363636365	0.31999999999999995	0.29824561403508776	0.3538461538461538	0.3650793650793651	0.19999999999999996	0.3913043478260869	0.4545454545454546	0.34693877551020413	0.32258064516129037	0.3666666666666667	0.34782608695652173	0.5609756097560976	0.3731343283582089	0.3191489361702128	0.55	0.3214285714285714	0.5348837209302326	0.3076923076923077	0.4418604651162791	0.4347826086956522	0.2941176470588235	0.28	0.21212121212121215	0.2857142857142857	0.2549019607843137	0.3076923076923077	0.23636363636363633	0.16129032258064513	0.3191489361702128
Standard Specification for Precast Reinforced Concrete Manhole Sections	0.5	0.3584905660377359	0.20833333333333337	0.37254901960784315	0.28301886792452835	0.23809523809523814	0.33333333333333337	0.3214285714285714	0.5555555555555556	0.39534883720930236	0.34782608695652173	0.34693877551020413	0.41666666666666663	0.3529411764705882	0.4054054054054054	0.36585365853658536	0.29729729729729726	0.2777777777777778	0.33333333333333337	0.28205128205128205	0.3023255813953488	0.3157894736842105	0.38095238095238093	0.34883720930232553	0.4666666666666667	0.30000000000000004	0.3529411764705882	0.4	0.276595744680851	0.4545454545454546	0.39622641509433965	0.15000000000000002	0.2777777777777778	0.2941176470588235	0.23076923076923073	0.3846153846153846	0.36	0.2777777777777778	0.3548387096774194	0.4035087719298246	0.2432432432432432	0.4	0.34782608695652173	0.4545454545454546	0.2857142857142857	0.33333333333333337	0.38888888888888884	0.2195121951219512	0.4461538461538461	0.3214285714285714	0.34782608695652173	0.31707317073170727	0.33333333333333337	0.28888888888888886	0.2692307692307693	0.29729729729729726
Standard Specification for Steel Transmission Tower Bolts ZincCoated and Bare	0.5102040816326531	0.40740740740740744	0.30612244897959184	0.34615384615384615	0.37037037037037035	0.3023255813953488	0.4	0.4035087719298246	0.5714285714285714	0.31818181818181823	0.36170212765957444	0.43999999999999995	0.3877551020408163	0.3142857142857143	0.26315789473684215	0.4285714285714286	0.26315789473684215	0.4054054054054054	0.2432432432432432	0.35	0.40909090909090906	0.3846153846153846	0.3023255813953488	0.40909090909090906	0.5483870967741935	0.31707317073170727	0.4285714285714286	0.41463414634146345	0.375	0.4285714285714286	0.40740740740740744	0.2195121951219512	0.29729729729729726	0.37142857142857144	0.30000000000000004	0.4716981132075472	0.4901960784313726	0.3513513513513513	0.375	0.4482758620689655	0.368421052631579	0.4193548387096774	0.36170212765957444	0.4117647058823529	0.34883720930232553	0.4117647058823529	0.3513513513513513	0.1428571428571429	0.4242424242424242	0.33333333333333337	0.3191489361702128	0.33333333333333337	0.3023255813953488	0.21739130434782605	0.24528301886792447	0.26315789473684215
UDI directory of Electric Power Producers and Distributors 115th Edition of the Electrical World Directory	0.4444444444444444	0.2542372881355932	0.37037037037037035	0.33333333333333337	0.3220338983050848	0.375	0.4222222222222223	0.3548387096774194	0.6363636363636364	0.4285714285714286	0.3846153846153846	0.38181818181818183	0.4444444444444444	0.5	0.39534883720930236	0.4042553191489362	0.4418604651162791	0.33333333333333337	0.4285714285714286	0.37777777777777777	0.4285714285714286	0.40909090909090906	0.375	0.3877551020408163	0.5	0.3913043478260869	0.44999999999999996	0.4782608695652174	0.3584905660377359	0.4426229508196722	0.423728813559322	0.34782608695652173	0.47619047619047616	0.5	0.4222222222222223	0.3448275862068966	0.3928571428571429	0.2857142857142857	0.5135135135135135	0.3650793650793651	0.39534883720930236	0.6111111111111112	0.42307692307692313	0.4871794871794872	0.33333333333333337	0.4871794871794872	0.5238095238095238	0.3191489361702128	0.3802816901408451	0.32258064516129037	0.3076923076923077	0.3191489361702128	0.375	0.33333333333333337	0.27586206896551724	0.34883720930232553
Ups  Downs Checking for Elevator Safety	0.46153846153846156	0.29824561403508776	0.34615384615384615	0.3090909090909091	0.33333333333333337	0.3913043478260869	0.34883720930232553	0.4	0.6129032258064516	0.4042553191489362	0.4	0.39622641509433965	0.42307692307692313	0.4736842105263158	0.36585365853658536	0.4666666666666667	0.31707317073170727	0.5	0.35	0.34883720930232553	0.36170212765957444	0.33333333333333337	0.34782608695652173	0.36170212765957444	0.6470588235294117	0.31818181818181823	0.42105263157894735	0.40909090909090906	0.33333333333333337	0.423728813559322	0.368421052631579	0.2272727272727273	0.30000000000000004	0.3157894736842105	0.34883720930232553	0.4642857142857143	0.5185185185185186	0.30000000000000004	0.4285714285714286	0.3770491803278688	0.31707317073170727	0.4117647058823529	0.36	0.5135135135135135	0.4347826086956522	0.29729729729729726	0.35	0.24444444444444446	0.3913043478260869	0.30000000000000004	0.31999999999999995	0.24444444444444446	0.30434782608695654	0.22448979591836737	0.25	0.2682926829268293
Window Cleaning Safety	0.5454545454545454	0.4285714285714286	0.40909090909090906	0.44680851063829785	0.4285714285714286	0.4736842105263158	0.48571428571428577	0.46153846153846156	0.7391304347826086	0.4358974358974359	0.4285714285714286	0.5111111111111111	0.4545454545454546	0.5333333333333333	0.4545454545454546	0.5135135135135135	0.4545454545454546	0.5	0.375	0.48571428571428577	0.4358974358974359	0.4117647058823529	0.368421052631579	0.4871794871794872	0.5384615384615384	0.38888888888888884	0.4666666666666667	0.4444444444444444	0.4418604651162791	0.5294117647058824	0.4693877551020408	0.38888888888888884	0.4375	0.4666666666666667	0.37142857142857144	0.5416666666666667	0.5652173913043479	0.375	0.4814814814814815	0.4716981132075472	0.4545454545454546	0.5384615384615384	0.4285714285714286	0.4482758620689655	0.5263157894736843	0.5172413793103448	0.4375	0.29729729729729726	0.5081967213114754	0.42307692307692313	0.4285714285714286	0.3513513513513513	0.42105263157894735	0.36585365853658536	0.33333333333333337	0.4545454545454546
Comments submitted to OSHA docket S 029 Ex 313 by Marc Lebel ProBel Enterprises Limited	0.16129032258064513	0.28358208955223885	0.22580645161290325	0.2615384615384615	0.22388059701492535	0.3571428571428571	0.4339622641509434	0.22857142857142854	0.6585365853658536	0.33333333333333337	0.23333333333333328	0.23809523809523814	0.3870967741935484	0.5	0.37254901960784315	0.38181818181818183	0.4509803921568627	0.43999999999999995	0.48	0.3584905660377359	0.368421052631579	0.34615384615384615	0.3214285714285714	0.368421052631579	0.5909090909090908	0.37037037037037035	0.5	0.40740740740740744	0.3114754098360656	0.21739130434782605	0.31343283582089554	0.4444444444444444	0.43999999999999995	0.5	0.3584905660377359	0.21212121212121215	0.28125	0.48	0.5555555555555556	0.295774647887324	0.4901960784313726	0.5909090909090908	0.2666666666666667	0.4893617021276596	0.2857142857142857	0.574468085106383	0.48	0.3090909090909091	0.26582278481012656	0.2571428571428571	0.33333333333333337	0.34545454545454546	0.3928571428571429	0.35593220338983056	0.33333333333333337	0.4901960784313726
Comments submitted to OSHA docket S029 Exhibit 3126 by Andy Kreidenweis Braco Window Cleaning Service Inc	0.18181818181818177	0.2676056338028169	0.303030303030303	0.24637681159420288	0.23943661971830987	0.43333333333333335	0.5087719298245614	0.2432432432432432	0.6888888888888889	0.4098360655737705	0.28125	0.25373134328358204	0.4242424242424242	0.5769230769230769	0.4545454545454546	0.423728813559322	0.49090909090909096	0.5185185185185186	0.4444444444444444	0.4035087719298246	0.34426229508196726	0.3928571428571429	0.30000000000000004	0.2786885245901639	0.6666666666666667	0.3793103448275862	0.5	0.4482758620689655	0.3538461538461538	0.26027397260273977	0.295774647887324	0.4482758620689655	0.40740740740740744	0.46153846153846156	0.4385964912280702	0.2571428571428571	0.2941176470588235	0.4814814814814815	0.5918367346938775	0.19999999999999996	0.4545454545454546	0.5833333333333333	0.28125	0.4901960784313726	0.4	0.5294117647058824	0.4444444444444444	0.38983050847457623	0.20481927710843373	0.21621621621621623	0.28125	0.35593220338983056	0.33333333333333337	0.33333333333333337	0.2571428571428571	0.4545454545454546
Comments submitted to OSHA docket S029 Exhibit 314 by Linda Amodeo Vice President City Wide Building Services Inc	0.16417910447761197	0.2222222222222222	0.28358208955223885	0.22857142857142854	0.2222222222222222	0.4426229508196722	0.48275862068965514	0.2533333333333333	0.6956521739130435	0.3870967741935484	0.29230769230769227	0.2647058823529411	0.4029850746268657	0.5849056603773585	0.4642857142857143	0.4	0.5	0.4545454545454546	0.4545454545454546	0.3793103448275862	0.3548387096774194	0.4035087719298246	0.3114754098360656	0.29032258064516125	0.6326530612244898	0.38983050847457623	0.5094339622641509	0.423728813559322	0.303030303030303	0.21621621621621623	0.3055555555555556	0.4576271186440678	0.4181818181818182	0.4716981132075472	0.4482758620689655	0.23943661971830987	0.30434782608695654	0.49090909090909096	0.6	0.21052631578947367	0.4285714285714286	0.5918367346938775	0.29230769230769227	0.5	0.3770491803278688	0.5384615384615384	0.4545454545454546	0.4	0.2142857142857143	0.2533333333333333	0.29230769230769227	0.33333333333333337	0.3770491803278688	0.375	0.295774647887324	0.5
Telephone conversation between Bob Johnson President Outdoor Amusement Business Association and Ayesha Berlind ERG	0.4035087719298246	0.3870967741935484	0.26315789473684215	0.2666666666666667	0.29032258064516125	0.33333333333333337	0.41666666666666663	0.41538461538461535	0.6111111111111112	0.34615384615384615	0.34545454545454546	0.4137931034482759	0.5087719298245614	0.34883720930232553	0.26086956521739135	0.31999999999999995	0.34782608695652173	0.4222222222222223	0.33333333333333337	0.29166666666666663	0.42307692307692313	0.36170212765957444	0.4117647058823529	0.2692307692307693	0.5384615384615384	0.30612244897959184	0.34883720930232553	0.30612244897959184	0.3214285714285714	0.375	0.4193548387096774	0.30612244897959184	0.4222222222222223	0.4883720930232558	0.375	0.3770491803278688	0.423728813559322	0.37777777777777777	0.55	0.3939393939393939	0.34782608695652173	0.5897435897435898	0.38181818181818183	0.47619047619047616	0.2941176470588235	0.5238095238095238	0.4222222222222223	0.31999999999999995	0.29729729729729726	0.2615384615384615	0.2727272727272727	0.28	0.2941176470588235	0.18518518518518523	0.180327868852459	0.26086956521739135
Telephone conversation between Michael Berry President National Ski Areas Association and Ayesha Berlind ERG	0.4385964912280702	0.3870967741935484	0.33333333333333337	0.33333333333333337	0.3548387096774194	0.2549019607843137	0.45833333333333337	0.41538461538461535	0.6111111111111112	0.3846153846153846	0.34545454545454546	0.4137931034482759	0.4385964912280702	0.39534883720930236	0.34782608695652173	0.4	0.34782608695652173	0.4222222222222223	0.33333333333333337	0.375	0.3846153846153846	0.3191489361702128	0.4117647058823529	0.3076923076923077	0.5897435897435898	0.30612244897959184	0.34883720930232553	0.3877551020408163	0.3571428571428571	0.34375	0.4516129032258065	0.30612244897959184	0.4222222222222223	0.4418604651162791	0.33333333333333337	0.3770491803278688	0.38983050847457623	0.37777777777777777	0.55	0.4545454545454546	0.30434782608695654	0.5384615384615384	0.38181818181818183	0.5238095238095238	0.37254901960784315	0.47619047619047616	0.37777777777777777	0.36	0.32432432432432434	0.23076923076923073	0.34545454545454546	0.28	0.37254901960784315	0.14814814814814814	0.21311475409836067	0.26086956521739135
Telephone conversation between Myron Liable President Outdoor Advertising Association of America and Ayesha Berlind ERG	0.43333333333333335	0.3538461538461538	0.2666666666666667	0.2063492063492064	0.2615384615384615	0.33333333333333337	0.2941176470588235	0.3529411764705882	0.641025641025641	0.34545454545454546	0.31034482758620685	0.3770491803278688	0.5	0.3913043478260869	0.30612244897959184	0.3207547169811321	0.34693877551020413	0.41666666666666663	0.33333333333333337	0.2941176470588235	0.4181818181818182	0.36	0.40740740740740744	0.2727272727272727	0.5714285714285714	0.2692307692307693	0.3913043478260869	0.2692307692307693	0.2542372881355932	0.34328358208955223	0.41538461538461535	0.3076923076923077	0.45833333333333337	0.5217391304347826	0.33333333333333337	0.40625	0.4193548387096774	0.375	0.5813953488372092	0.3623188405797102	0.3877551020408163	0.6190476190476191	0.3448275862068966	0.4666666666666667	0.33333333333333337	0.5555555555555556	0.41666666666666663	0.3207547169811321	0.24675324675324672	0.20588235294117652	0.24137931034482762	0.28301886792452835	0.2592592592592593	0.22807017543859653	0.15625	0.30612244897959184
Telephone conversation between Sid Roslund Director of Technical Services National Ski Areas Association and Ayesha Berlind ERG	0.4137931034482759	0.3650793650793651	0.31034482758620685	0.2786885245901639	0.3015873015873016	0.3076923076923077	0.4285714285714286	0.4242424242424242	0.6216216216216216	0.3584905660377359	0.3571428571428571	0.423728813559322	0.4137931034482759	0.36363636363636365	0.3191489361702128	0.4117647058823529	0.276595744680851	0.4782608695652174	0.34782608695652173	0.3877551020408163	0.39622641509433965	0.33333333333333337	0.3846153846153846	0.28301886792452835	0.6	0.28	0.36363636363636365	0.36	0.368421052631579	0.3538461538461538	0.39682539682539686	0.24	0.4347826086956522	0.4545454545454546	0.34693877551020413	0.3870967741935484	0.4	0.34782608695652173	0.5609756097560976	0.4029850746268657	0.3191489361702128	0.55	0.3928571428571429	0.4883720930232558	0.3846153846153846	0.4418604651162791	0.3913043478260869	0.2941176470588235	0.28	0.21212121212121215	0.2857142857142857	0.33333333333333337	0.3076923076923077	0.12727272727272732	0.16129032258064513	0.276595744680851
Comments submitted to OSHA Docket S029 Exhibit 419 by Michael C Wright LJB Inc	0.18181818181818177	0.2676056338028169	0.303030303030303	0.24637681159420288	0.21126760563380287	0.4666666666666667	0.4385964912280702	0.2702702702702703	0.6888888888888889	0.3770491803278688	0.28125	0.25373134328358204	0.36363636363636365	0.5769230769230769	0.4545454545454546	0.423728813559322	0.5272727272727273	0.4814814814814815	0.4814814814814815	0.4035087719298246	0.4098360655737705	0.3571428571428571	0.30000000000000004	0.3114754098360656	0.6666666666666667	0.3793103448275862	0.5384615384615384	0.4482758620689655	0.2615384615384615	0.28767123287671237	0.323943661971831	0.4482758620689655	0.4444444444444444	0.5	0.4035087719298246	0.2857142857142857	0.2941176470588235	0.4814814814814815	0.5918367346938775	0.2533333333333333	0.49090909090909096	0.625	0.375	0.4901960784313726	0.4	0.5294117647058824	0.4814814814814815	0.38983050847457623	0.22891566265060237	0.2702702702702703	0.3125	0.38983050847457623	0.43333333333333335	0.3650793650793651	0.3142857142857143	0.5272727272727273
Comments submitted to OSHA Docket S029 Exhibit 46 by Robert J Zeolla Jr President Sunset Window Cleaning Company	0.22388059701492535	0.2777777777777778	0.22388059701492535	0.3142857142857143	0.16666666666666663	0.4098360655737705	0.48275862068965514	0.2533333333333333	0.6956521739130435	0.3548387096774194	0.32307692307692304	0.2647058823529411	0.3731343283582089	0.5471698113207547	0.4642857142857143	0.4	0.5	0.5272727272727273	0.5272727272727273	0.3448275862068966	0.32258064516129037	0.4385964912280702	0.3770491803278688	0.3548387096774194	0.6326530612244898	0.38983050847457623	0.5094339622641509	0.423728813559322	0.303030303030303	0.29729729729729726	0.2777777777777778	0.38983050847457623	0.4545454545454546	0.5094339622641509	0.4137931034482759	0.23943661971830987	0.30434782608695654	0.49090909090909096	0.6	0.26315789473684215	0.4642857142857143	0.6326530612244898	0.32307692307692304	0.5384615384615384	0.34426229508196726	0.5384615384615384	0.49090909090909096	0.4	0.23809523809523814	0.28	0.29230769230769227	0.3666666666666667	0.3770491803278688	0.34375	0.23943661971830987	0.4642857142857143
conversation between Wendell Kido Chief Policy and Planning Division Sacramento County Regional Sanitation District and Ayesha Berlind ERG	0.4	0.32307692307692304	0.2666666666666667	0.2698412698412699	0.23076923076923073	0.40740740740740744	0.4117647058823529	0.32352941176470584	0.641025641025641	0.38181818181818183	0.3448275862068966	0.4426229508196722	0.4666666666666667	0.4782608695652174	0.3877551020408163	0.4339622641509434	0.3877551020408163	0.45833333333333337	0.375	0.33333333333333337	0.34545454545454546	0.36	0.33333333333333337	0.3090909090909091	0.5714285714285714	0.3076923076923077	0.3913043478260869	0.34615384615384615	0.3220338983050848	0.4029850746268657	0.3538461538461538	0.2692307692307693	0.375	0.4347826086956522	0.37254901960784315	0.40625	0.4193548387096774	0.375	0.5348837209302326	0.33333333333333337	0.34693877551020413	0.5238095238095238	0.3448275862068966	0.4666666666666667	0.37037037037037035	0.4222222222222223	0.375	0.28301886792452835	0.24675324675324672	0.23529411764705888	0.27586206896551724	0.24528301886792447	0.2962962962962963	0.26315789473684215	0.0625	0.3877551020408163
December 5 1989 letter from Mr Thomas J Shepich to Mr Carl Pedersen regarding Descent Control Devices Memorandum to Regional Administrators from Patricia K Clark Director Directorate of Compliance Programs March 12	0.375	0.33333333333333337	0.25	0.34328358208955223	0.21739130434782605	0.3793103448275862	0.4181818181818182	0.2222222222222222	0.6744186046511628	0.4576271186440678	0.3548387096774194	0.32307692307692304	0.34375	0.48	0.4716981132075472	0.368421052631579	0.3584905660377359	0.46153846153846156	0.42307692307692313	0.34545454545454546	0.35593220338983056	0.40740740740740744	0.3793103448275862	0.35593220338983056	0.6086956521739131	0.3928571428571429	0.48	0.3928571428571429	0.3650793650793651	0.2676056338028169	0.24637681159420288	0.2857142857142857	0.42307692307692313	0.48	0.38181818181818183	0.2941176470588235	0.2727272727272727	0.5	0.574468085106383	0.28767123287671237	0.39622641509433965	0.5652173913043479	0.29032258064516125	0.5510204081632653	0.3448275862068966	0.4693877551020408	0.42307692307692313	0.368421052631579	0.23456790123456794	0.2222222222222222	0.25806451612903225	0.368421052631579	0.31034482758620685	0.2786885245901639	0.17647058823529416	0.39622641509433965
Interview with Myron Liable President and JR Watson Director Legislation and Research Outdoor Advertising Association of America 	0.4576271186440678	0.34375	0.288135593220339	0.22580645161290325	0.21875	0.39622641509433965	0.36	0.3731343283582089	0.631578947368421	0.4444444444444444	0.33333333333333337	0.43333333333333335	0.5254237288135593	0.5111111111111111	0.45833333333333337	0.42307692307692313	0.41666666666666663	0.36170212765957444	0.4042553191489362	0.31999999999999995	0.37037037037037035	0.3877551020408163	0.39622641509433965	0.2592592592592593	0.5609756097560976	0.33333333333333337	0.4222222222222223	0.33333333333333337	0.27586206896551724	0.4242424242424242	0.40625	0.2941176470588235	0.44680851063829785	0.5111111111111111	0.4	0.4285714285714286	0.4098360655737705	0.4042553191489362	0.5714285714285714	0.3529411764705882	0.375	0.6097560975609756	0.4035087719298246	0.5	0.39622641509433965	0.5	0.44680851063829785	0.3846153846153846	0.3157894736842105	0.25373134328358204	0.26315789473684215	0.3076923076923077	0.28301886792452835	0.2857142857142857	0.17460317460317465	0.375
Personal communication between Ron Pietrzak American Ladder Institute and Maureen Kaplan Eastern Research Group Inc	0.4385964912280702	0.3548387096774194	0.33333333333333337	0.33333333333333337	0.32258064516129037	0.33333333333333337	0.33333333333333337	0.3846153846153846	0.6111111111111112	0.3076923076923077	0.3090909090909091	0.4137931034482759	0.4736842105263158	0.4418604651162791	0.3913043478260869	0.4	0.4347826086956522	0.33333333333333337	0.4666666666666667	0.33333333333333337	0.46153846153846156	0.36170212765957444	0.4117647058823529	0.3076923076923077	0.5384615384615384	0.34693877551020413	0.39534883720930236	0.30612244897959184	0.25	0.4375	0.4516129032258065	0.34693877551020413	0.4666666666666667	0.5348837209302326	0.33333333333333337	0.4098360655737705	0.38983050847457623	0.4222222222222223	0.55	0.4545454545454546	0.3913043478260869	0.641025641025641	0.4181818181818182	0.5238095238095238	0.2941176470588235	0.5714285714285714	0.4222222222222223	0.4	0.4054054054054054	0.29230769230769227	0.3090909090909091	0.36	0.33333333333333337	0.33333333333333337	0.2786885245901639	0.34782608695652173
Personal communication between Rosita DiChacho New York Department of Labor Division of Safety  Health Engineering Services Unit and Maureen F Kaplan Eastern Research Group	0.4242424242424242	0.295774647887324	0.2727272727272727	0.24637681159420288	0.23943661971830987	0.3666666666666667	0.368421052631579	0.3513513513513513	0.7333333333333334	0.3770491803278688	0.3125	0.4029850746268657	0.4545454545454546	0.5384615384615384	0.4545454545454546	0.4576271186440678	0.4545454545454546	0.4814814814814815	0.4814814814814815	0.368421052631579	0.3770491803278688	0.4285714285714286	0.4	0.4098360655737705	0.5833333333333333	0.4137931034482759	0.5	0.3793103448275862	0.29230769230769227	0.4246575342465754	0.3802816901408451	0.31034482758620685	0.40740740740740744	0.46153846153846156	0.33333333333333337	0.4285714285714286	0.4117647058823529	0.40740740740740744	0.5510204081632653	0.33333333333333337	0.4181818181818182	0.5833333333333333	0.40625	0.5294117647058824	0.4	0.4901960784313726	0.40740740740740744	0.3220338983050848	0.3012048192771084	0.2432432432432432	0.34375	0.3220338983050848	0.3666666666666667	0.33333333333333337	0.19999999999999996	0.4181818181818182
Personal communication between Stefan Bright International Window Cleaning Association and Andreas Lord Eastern Research Group Inc	0.423728813559322	0.28125	0.2542372881355932	0.22580645161290325	0.21875	0.3584905660377359	0.31999999999999995	0.28358208955223885	0.631578947368421	0.2962962962962963	0.29824561403508776	0.4	0.423728813559322	0.4222222222222223	0.375	0.3846153846153846	0.375	0.4042553191489362	0.4042553191489362	0.28	0.40740740740740744	0.3877551020408163	0.3207547169811321	0.2962962962962963	0.5609756097560976	0.2941176470588235	0.4222222222222223	0.2941176470588235	0.24137931034482762	0.3939393939393939	0.40625	0.2941176470588235	0.4042553191489362	0.4666666666666667	0.31999999999999995	0.39682539682539686	0.4098360655737705	0.4042553191489362	0.5238095238095238	0.3529411764705882	0.375	0.5609756097560976	0.33333333333333337	0.4545454545454546	0.3207547169811321	0.5	0.4042553191489362	0.2692307692307693	0.3157894736842105	0.22388059701492535	0.26315789473684215	0.3076923076923077	0.28301886792452835	0.2857142857142857	0.1428571428571429	0.375
Telephone conversation between Brian King Chairman ASTM and Ayesha Berlind ERG	0.4137931034482759	0.39682539682539686	0.31034482758620685	0.2786885245901639	0.3015873015873016	0.34615384615384615	0.3877551020408163	0.36363636363636365	0.6216216216216216	0.3584905660377359	0.2857142857142857	0.38983050847457623	0.4482758620689655	0.40909090909090906	0.3191489361702128	0.4117647058823529	0.36170212765957444	0.4782608695652174	0.30434782608695654	0.34693877551020413	0.39622641509433965	0.33333333333333337	0.34615384615384615	0.3207547169811321	0.65	0.31999999999999995	0.36363636363636365	0.31999999999999995	0.26315789473684215	0.3846153846153846	0.3650793650793651	0.28	0.34782608695652173	0.40909090909090906	0.30612244897959184	0.4193548387096774	0.4	0.3913043478260869	0.5121951219512195	0.3731343283582089	0.3191489361702128	0.5	0.3571428571428571	0.4883720930232558	0.3846153846153846	0.4418604651162791	0.34782608695652173	0.2941176470588235	0.2533333333333333	0.18181818181818177	0.2857142857142857	0.2549019607843137	0.3076923076923077	0.19999999999999996	0.12903225806451613	0.276595744680851
