	Comments submitted to OSHA docket S029 Exhibit 314 by	Institute of Electrical and Electronics Engineers IEEE Standard for Fall Protection for Utility Work IEEE Standard 13072004 httpstandardsieeeorgreadingieeestdnumericalhtml accessed	Occupational Safety and Health Administration 29 CFR Part	Occupational Safety and Health Administration Fixed Ladders Used on Outdoor Advertising StructuresBillboards in the Outdoor Advertising Industry	Occupational Safety and Health Administration Preliminary Regulatory Impact and Regulatory Flexibility Analysis of Draft Subparts D and I of 29 CFR Part	0030 Machine Shops Turned Product and Screw Nut	Electric Lighting Equipment Manufacturing	Household Appliance Manufacturing 279213 163 1712962 371 63608 2015 1236 0001 0019 Professional and Commercial Equipment and Supplies Merchant Wholesalers	Accessories	0024 Lawn and Garden Equipment and Supplies Stores	0039 Sporting Goods Hobby and Musical Instrument Stores	0050 Electronic Shopping and MailOrder Houses 12662263 13335 949551 396 	0095 Deep Sea Coastal and Great Lakes Water Transportation 1019668 645 1580880 417 	Rural Bus Transportation	Employee Bus Transportation	0102 Other Transit and Ground Passenger Transportation	Support Activities for Air Transportation	Motion Picture and Video Industries	Television Broadcasting	Other Subscription Programming	0263 Data Processing Hosting and Related Services	Monetary Authorities  Central Bank	0005 Securities and Commodity Contracts Intermediation and Brokerage	0000 Agencies Brokerages and Other Insurance Related Activities	Pools and Funds	Offices of Real Estate Agents and Brokers	Activities Related to Real Estate	Automotive Equipment Rental and Leasing	0040 Commercial and Industrial Machinery and Equipment Rental and Leasing	Legal Services 73138890 164606 444327 852  37841 657652 400 0001 0011 Accounting Tax Preparation Bookkeeping and Payroll Services	Specialized Design Services 12493910 29234 427376 623  26635 138628 474 0001 0018 Computer Systems Design and Related Services	Scientific Research and Development	Home Health Care Services	Health Care Services	General Medical and Surgical Hospitals	Psychiatric and Substance Abuse Hospitals 103678 48 2159950 508  109669 210 437 0000 0004 Specialty except Psychiatric and Substance Abuse Hospitals 140371 130 1079779 508 	0013 Residential Mental Retardation Mental Health and Substance Abuse Facilities 1155914 4046 285693 508 	Facilities for the Elderly	Care Facilities	Individual and Family Services 8057734 27310 295047 508  14981 86180 316 0001 0021 Community Food and Housing and Emergency and Other Relief Services 3126011 6774 461472 508 	Vocational Rehabilitation Services	Care Services	0006 Promoters of Performing Arts Sports and Similar Events 2931291	Boarding Houses	0091 Electronic and Precision Equipment Repair and	Death Care Services	Grantmaking and Giving Services	receipts and payroll data from US Census Bureau Statistics of US Businesses	1 Discussions with Outdoor Amusement Business Association OABA staff indicate that very few office and multifamily residential buildings use fixed ladders greater than 20 feet in height A5 Based on this data ERG estimated that all 28906 estimated fixed ladders on lift towers are infrequently climbed A4 Communications Towers Radio Television Cellular and Microwave Virtually all communication towers have fixed ladders The Federal Communications Commission FCC Antenna Structure Registration Database lists 93000 registered Albee	Economic Census Manufacturing As downloaded from httpfactfindercensusgovservletIQRTablebmydsnameEC0200A1NAICS20023133langen on	As downloaded from ftpftpeiadoegovpubconsumptionresidential2001hctableshousingunithouseholdpdf on August 24	United States Environmental Protection Agency	As downloaded from httpwwwepagovsafewatercwssvrhtml on August 23	Telephone conversation between Joe Shefchik and Ayesha Berlind	Telephone conversation between Wendell Kido Chief Policy and Planning Division Sacramento County Regional Sanitation District and Ayesha Berlind	Telephone conversation between
Federal Participation in the Development and Use of Voluntary Consensus Standards and in Conformity Assessment Activities	0.4181818181818182	0.2666666666666667	0.1636363636363637	0.2068965517241379	0.19999999999999996	0.34693877551020413	0.3913043478260869	0.33333333333333337	0.5882352941176471	0.4	0.3584905660377359	0.4285714285714286	0.4545454545454546	0.46341463414634143	0.36363636363636365	0.41666666666666663	0.2727272727272727	0.34883720930232553	0.39534883720930236	0.30434782608695654	0.36	0.33333333333333337	0.34693877551020413	0.36	0.45945945945945943	0.4042553191489362	0.41463414634146345	0.36170212765957444	0.33333333333333337	0.3870967741935484	0.33333333333333337	0.19148936170212771	0.3023255813953488	0.36585365853658536	0.34782608695652173	0.35593220338983056	0.4035087719298246	0.3023255813953488	0.42105263157894735	0.34375	0.31818181818181823	0.45945945945945943	0.3207547169811321	0.5	0.34693877551020413	0.35	0.39534883720930236	0.16666666666666663	0.33333333333333337	0.3015873015873016	0.28301886792452835	0.20833333333333337	0.26530612244897955	0.2692307692307693	0.18644067796610164	0.36363636363636365
Harmonized Tariff Schedule of the United States 2007	0.3846153846153846	0.26315789473684215	0.2692307692307693	0.3090909090909091	0.33333333333333337	0.30434782608695654	0.39534883720930236	0.30000000000000004	0.6129032258064516	0.3191489361702128	0.31999999999999995	0.3207547169811321	0.42307692307692313	0.42105263157894735	0.36585365853658536	0.33333333333333337	0.31707317073170727	0.4	0.35	0.34883720930232553	0.3191489361702128	0.4285714285714286	0.34782608695652173	0.36170212765957444	0.5294117647058824	0.40909090909090906	0.4736842105263158	0.4545454545454546	0.37254901960784315	0.38983050847457623	0.33333333333333337	0.2727272727272727	0.30000000000000004	0.368421052631579	0.3023255813953488	0.3214285714285714	0.33333333333333337	0.35	0.48571428571428577	0.3114754098360656	0.36585365853658536	0.5294117647058824	0.36	0.4054054054054054	0.34782608695652173	0.45945945945945943	0.4	0.24444444444444446	0.42028985507246375	0.33333333333333337	0.28	0.33333333333333337	0.30434782608695654	0.34693877551020413	0.3571428571428571	0.36585365853658536
Job Openings and Labor Turnover Survey	0.5	0.4716981132075472	0.41666666666666663	0.2941176470588235	0.39622641509433965	0.38095238095238093	0.4871794871794872	0.5357142857142857	0.6296296296296297	0.39534883720930236	0.34782608695652173	0.4285714285714286	0.45833333333333337	0.4117647058823529	0.3513513513513513	0.31707317073170727	0.29729729729729726	0.4444444444444444	0.33333333333333337	0.28205128205128205	0.4418604651162791	0.4736842105263158	0.38095238095238093	0.39534883720930236	0.5333333333333333	0.44999999999999996	0.5294117647058824	0.35	0.4042553191489362	0.38181818181818183	0.4339622641509434	0.4	0.5	0.5294117647058824	0.33333333333333337	0.46153846153846156	0.52	0.5	0.6129032258064516	0.4736842105263158	0.4054054054054054	0.4666666666666667	0.4347826086956522	0.33333333333333337	0.47619047619047616	0.5151515151515151	0.38888888888888884	0.36585365853658536	0.4769230769230769	0.3928571428571429	0.3913043478260869	0.36585365853658536	0.4285714285714286	0.28888888888888886	0.34615384615384615	0.3513513513513513
PPE Cost Survey Final Report	0.5	0.3584905660377359	0.25	0.37254901960784315	0.3207547169811321	0.38095238095238093	0.4358974358974359	0.4285714285714286	0.6296296296296297	0.34883720930232553	0.3913043478260869	0.4285714285714286	0.45833333333333337	0.2941176470588235	0.2432432432432432	0.41463414634146345	0.29729729729729726	0.38888888888888884	0.38888888888888884	0.33333333333333337	0.34883720930232553	0.3157894736842105	0.38095238095238093	0.39534883720930236	0.4	0.4	0.3529411764705882	0.30000000000000004	0.3191489361702128	0.4181818181818182	0.3584905660377359	0.30000000000000004	0.33333333333333337	0.3529411764705882	0.33333333333333337	0.42307692307692313	0.43999999999999995	0.33333333333333337	0.3548387096774194	0.368421052631579	0.29729729729729726	0.4	0.34782608695652173	0.4545454545454546	0.2857142857142857	0.3939393939393939	0.4444444444444444	0.2682926829268293	0.4461538461538461	0.3571428571428571	0.4347826086956522	0.2682926829268293	0.4285714285714286	0.37777777777777777	0.3076923076923077	0.3513513513513513
Regulatory Analysis	0.5348837209302326	0.45833333333333337	0.34883720930232553	0.3913043478260869	0.375	0.45945945945945943	0.4117647058823529	0.4901960784313726	0.4545454545454546	0.42105263157894735	0.36585365853658536	0.4545454545454546	0.5348837209302326	0.24137931034482762	0.25	0.38888888888888884	0.3125	0.3548387096774194	0.29032258064516125	0.3529411764705882	0.368421052631579	0.21212121212121215	0.3513513513513513	0.26315789473684215	0.43999999999999995	0.2571428571428571	0.31034482758620685	0.2571428571428571	0.33333333333333337	0.43999999999999995	0.41666666666666663	0.37142857142857144	0.4193548387096774	0.4482758620689655	0.2941176470588235	0.44680851063829785	0.4222222222222223	0.3548387096774194	0.3846153846153846	0.46153846153846156	0.3125	0.52	0.41463414634146345	0.2857142857142857	0.3513513513513513	0.5	0.4193548387096774	0.33333333333333337	0.5	0.4117647058823529	0.36585365853658536	0.2777777777777778	0.3513513513513513	0.4	0.36170212765957444	0.375
Residential Energy Consumption Survey Table HC14a	0.33333333333333337	0.3220338983050848	0.2962962962962963	0.29824561403508776	0.288135593220339	0.41666666666666663	0.4222222222222223	0.3548387096774194	0.696969696969697	0.30612244897959184	0.2692307692307693	0.3090909090909091	0.37037037037037035	0.35	0.2558139534883721	0.36170212765957444	0.34883720930232553	0.47619047619047616	0.33333333333333337	0.33333333333333337	0.34693877551020413	0.40909090909090906	0.33333333333333337	0.3877551020408163	0.5555555555555556	0.3913043478260869	0.4	0.26086956521739135	0.24528301886792447	0.34426229508196726	0.2542372881355932	0.30434782608695654	0.33333333333333337	0.4	0.28888888888888886	0.3448275862068966	0.3571428571428571	0.4285714285714286	0.5135135135135135	0.2698412698412699	0.34883720930232553	0.5	0.3076923076923077	0.3846153846153846	0.29166666666666663	0.4871794871794872	0.38095238095238093	0.276595744680851	0.323943661971831	0.22580645161290325	0.2692307692307693	0.276595744680851	0.375	0.33333333333333337	0.24137931034482762	0.34883720930232553
Standards applicable to step bolts and manhole steps load requirements for step bolts	0.41666666666666663	0.3207547169811321	0.25	0.2549019607843137	0.28301886792452835	0.2857142857142857	0.23076923076923073	0.3214285714285714	0.5555555555555556	0.2558139534883721	0.26086956521739135	0.34693877551020413	0.45833333333333337	0.3529411764705882	0.29729729729729726	0.36585365853658536	0.2432432432432432	0.33333333333333337	0.33333333333333337	0.17948717948717952	0.39534883720930236	0.368421052631579	0.33333333333333337	0.34883720930232553	0.4666666666666667	0.35	0.4117647058823529	0.30000000000000004	0.276595744680851	0.4545454545454546	0.39622641509433965	0.15000000000000002	0.2777777777777778	0.3529411764705882	0.23076923076923073	0.34615384615384615	0.36	0.2777777777777778	0.4193548387096774	0.4035087719298246	0.2432432432432432	0.4666666666666667	0.34782608695652173	0.3939393939393939	0.23809523809523814	0.3939393939393939	0.33333333333333337	0.1707317073170732	0.41538461538461535	0.3214285714285714	0.21739130434782605	0.31707317073170727	0.23809523809523814	0.24444444444444446	0.2692307692307693	0.2432432432432432
The use of ships stairs instead of fixed stairs in general industry	0.4893617021276596	0.34615384615384615	0.3191489361702128	0.28	0.3076923076923077	0.31707317073170727	0.3157894736842105	0.4181818181818182	0.6153846153846154	0.38095238095238093	0.33333333333333337	0.375	0.44680851063829785	0.2727272727272727	0.2222222222222222	0.25	0.2777777777777778	0.37142857142857144	0.2571428571428571	0.3157894736842105	0.4285714285714286	0.29729729729729726	0.36585365853658536	0.33333333333333337	0.4482758620689655	0.33333333333333337	0.4545454545454546	0.33333333333333337	0.30434782608695654	0.37037037037037035	0.42307692307692313	0.28205128205128205	0.4285714285714286	0.4545454545454546	0.26315789473684215	0.37254901960784315	0.4693877551020408	0.2571428571428571	0.4666666666666667	0.4285714285714286	0.38888888888888884	0.5862068965517242	0.37777777777777777	0.3125	0.36585365853658536	0.5	0.4285714285714286	0.25	0.4375	0.34545454545454546	0.28888888888888886	0.35	0.2682926829268293	0.2727272727272727	0.2941176470588235	0.2777777777777778
website Resource Center Loan Program Materials by subject	0.4901960784313726	0.4285714285714286	0.33333333333333337	0.37037037037037035	0.3214285714285714	0.37777777777777777	0.33333333333333337	0.423728813559322	0.6	0.3913043478260869	0.30612244897959184	0.46153846153846156	0.5294117647058824	0.4054054054054054	0.35	0.4545454545454546	0.44999999999999996	0.33333333333333337	0.3846153846153846	0.2857142857142857	0.3913043478260869	0.31707317073170727	0.33333333333333337	0.3913043478260869	0.5151515151515151	0.39534883720930236	0.45945945945945943	0.34883720930232553	0.24	0.4482758620689655	0.3928571428571429	0.39534883720930236	0.3846153846153846	0.45945945945945943	0.33333333333333337	0.4545454545454546	0.4339622641509434	0.4358974358974359	0.4117647058823529	0.43333333333333335	0.35	0.5151515151515151	0.4693877551020408	0.4444444444444444	0.33333333333333337	0.5	0.4358974358974359	0.31818181818181823	0.4117647058823529	0.3220338983050848	0.34693877551020413	0.31818181818181823	0.37777777777777777	0.41666666666666663	0.2727272727272727	0.35
National Occupational Exposure Survey Volume III Analysis of Management Interview Responses	0.4385964912280702	0.3548387096774194	0.29824561403508776	0.23333333333333328	0.25806451612903225	0.37254901960784315	0.33333333333333337	0.3846153846153846	0.6111111111111112	0.3846153846153846	0.3090909090909091	0.3793103448275862	0.5789473684210527	0.4418604651162791	0.34782608695652173	0.48	0.30434782608695654	0.37777777777777777	0.4222222222222223	0.33333333333333337	0.42307692307692313	0.4042553191489362	0.37254901960784315	0.3076923076923077	0.641025641025641	0.30612244897959184	0.39534883720930236	0.30612244897959184	0.2857142857142857	0.40625	0.3870967741935484	0.30612244897959184	0.4222222222222223	0.4883720930232558	0.33333333333333337	0.4426229508196722	0.4576271186440678	0.4222222222222223	0.55	0.33333333333333337	0.34782608695652173	0.5384615384615384	0.34545454545454546	0.5238095238095238	0.37254901960784315	0.5238095238095238	0.4222222222222223	0.31999999999999995	0.29729729729729726	0.19999999999999996	0.3090909090909091	0.28	0.2941176470588235	0.33333333333333337	0.2786885245901639	0.3913043478260869
American National Standard for Ladders—Fixed– Safety Requirements	0.4444444444444444	0.38983050847457623	0.2592592592592593	0.26315789473684215	0.288135593220339	0.41666666666666663	0.37777777777777777	0.4193548387096774	0.5757575757575757	0.34693877551020413	0.3846153846153846	0.49090909090909096	0.5185185185185186	0.44999999999999996	0.39534883720930236	0.5319148936170213	0.34883720930232553	0.4285714285714286	0.4285714285714286	0.4222222222222223	0.4285714285714286	0.40909090909090906	0.375	0.3877551020408163	0.5	0.34782608695652173	0.4	0.30434782608695654	0.3207547169811321	0.4098360655737705	0.423728813559322	0.30434782608695654	0.4285714285714286	0.5	0.37777777777777777	0.4137931034482759	0.3928571428571429	0.33333333333333337	0.45945945945945943	0.39682539682539686	0.39534883720930236	0.5555555555555556	0.42307692307692313	0.4871794871794872	0.33333333333333337	0.5384615384615384	0.4285714285714286	0.276595744680851	0.3802816901408451	0.3548387096774194	0.3846153846153846	0.3191489361702128	0.375	0.37254901960784315	0.3448275862068966	0.4883720930232558
American National Standard for Ladders—Portable Reinforced Plastic–Safety Requirements	0.4444444444444444	0.38983050847457623	0.2592592592592593	0.29824561403508776	0.288135593220339	0.375	0.37777777777777777	0.3870967741935484	0.5757575757575757	0.34693877551020413	0.34615384615384615	0.49090909090909096	0.5185185185185186	0.44999999999999996	0.39534883720930236	0.4893617021276596	0.34883720930232553	0.38095238095238093	0.4285714285714286	0.33333333333333337	0.3877551020408163	0.40909090909090906	0.375	0.3877551020408163	0.5	0.34782608695652173	0.4	0.30434782608695654	0.3207547169811321	0.4098360655737705	0.423728813559322	0.30434782608695654	0.4285714285714286	0.5	0.37777777777777777	0.3793103448275862	0.3928571428571429	0.38095238095238093	0.5135135135135135	0.4285714285714286	0.34883720930232553	0.5555555555555556	0.3846153846153846	0.4871794871794872	0.29166666666666663	0.5384615384615384	0.4285714285714286	0.276595744680851	0.4084507042253521	0.32258064516129037	0.34615384615384615	0.276595744680851	0.375	0.33333333333333337	0.27586206896551724	0.4418604651162791
American National Standard Safety Requirements for JobMade Wooden Ladders	0.4444444444444444	0.38983050847457623	0.2962962962962963	0.29824561403508776	0.3220338983050848	0.375	0.33333333333333337	0.3548387096774194	0.5757575757575757	0.34693877551020413	0.3076923076923077	0.4545454545454546	0.4814814814814815	0.44999999999999996	0.39534883720930236	0.5319148936170213	0.34883720930232553	0.38095238095238093	0.4285714285714286	0.37777777777777777	0.4285714285714286	0.36363636363636365	0.375	0.3877551020408163	0.5555555555555556	0.34782608695652173	0.4	0.30434782608695654	0.28301886792452835	0.4426229508196722	0.423728813559322	0.30434782608695654	0.4285714285714286	0.5	0.33333333333333337	0.4137931034482759	0.3571428571428571	0.38095238095238093	0.5135135135135135	0.4285714285714286	0.34883720930232553	0.5555555555555556	0.42307692307692313	0.4871794871794872	0.33333333333333337	0.5384615384615384	0.4285714285714286	0.276595744680851	0.3802816901408451	0.29032258064516125	0.34615384615384615	0.3191489361702128	0.375	0.2941176470588235	0.27586206896551724	0.4418604651162791
Dual Use Tower Transmission and Generation Utility Automation  Engineering TD Online	0.4509803921568627	0.3928571428571429	0.37254901960784315	0.33333333333333337	0.3571428571428571	0.4222222222222223	0.4285714285714286	0.4576271186440678	0.6	0.30434782608695654	0.34693877551020413	0.42307692307692313	0.4509803921568627	0.4054054054054054	0.25	0.31818181818181823	0.4	0.4358974358974359	0.33333333333333337	0.38095238095238093	0.4347826086956522	0.36585365853658536	0.37777777777777777	0.34782608695652173	0.5151515151515151	0.3023255813953488	0.4054054054054054	0.3023255813953488	0.36	0.4482758620689655	0.4285714285714286	0.39534883720930236	0.4871794871794872	0.5675675675675675	0.33333333333333337	0.49090909090909096	0.5094339622641509	0.3846153846153846	0.5294117647058824	0.43333333333333335	0.5	0.6363636363636364	0.3877551020408163	0.38888888888888884	0.37777777777777777	0.5555555555555556	0.3846153846153846	0.31818181818181823	0.3529411764705882	0.35593220338983056	0.34693877551020413	0.2272727272727273	0.33333333333333337	0.375	0.3090909090909091	0.4
Portable Dock Leveling Devices Safety Performance and Testing	0.46153846153846156	0.33333333333333337	0.34615384615384615	0.2727272727272727	0.29824561403508776	0.3913043478260869	0.39534883720930236	0.43333333333333335	0.6129032258064516	0.4042553191489362	0.31999999999999995	0.4716981132075472	0.3846153846153846	0.4736842105263158	0.36585365853658536	0.4222222222222223	0.31707317073170727	0.4	0.25	0.3023255813953488	0.276595744680851	0.4285714285714286	0.30434782608695654	0.36170212765957444	0.5294117647058824	0.31818181818181823	0.42105263157894735	0.36363636363636365	0.37254901960784315	0.3220338983050848	0.368421052631579	0.2272727272727273	0.35	0.42105263157894735	0.34883720930232553	0.4285714285714286	0.4814814814814815	0.35	0.48571428571428577	0.4098360655737705	0.31707317073170727	0.47058823529411764	0.31999999999999995	0.45945945945945943	0.3913043478260869	0.4054054054054054	0.25	0.28888888888888886	0.3913043478260869	0.33333333333333337	0.31999999999999995	0.19999999999999996	0.34782608695652173	0.22448979591836737	0.2142857142857143	0.31707317073170727
Technical And Analytical Support And Docket Review For OSHA’s Preliminary Analysis Of Costs Benefits And Economic Impacts For OSHA’s Proposed Standard For Walking And Working Surfaces	0.3846153846153846	0.2571428571428571	0.19999999999999996	0.20588235294117652	0.17142857142857137	0.38983050847457623	0.4285714285714286	0.31506849315068497	0.6818181818181819	0.43333333333333335	0.3650793650793651	0.3939393939393939	0.4461538461538461	0.4509803921568627	0.37037037037037035	0.4137931034482759	0.37037037037037035	0.4716981132075472	0.39622641509433965	0.3571428571428571	0.3666666666666667	0.38181818181818183	0.3220338983050848	0.2666666666666667	0.574468085106383	0.29824561403508776	0.4509803921568627	0.368421052631579	0.3125	0.36111111111111116	0.37142857142857144	0.29824561403508776	0.39622641509433965	0.4509803921568627	0.3928571428571429	0.42028985507246375	0.4328358208955224	0.39622641509433965	0.5416666666666667	0.2702702702702703	0.4444444444444444	0.574468085106383	0.3650793650793651	0.48	0.38983050847457623	0.48	0.4339622641509434	0.31034482758620685	0.2682926829268293	0.23287671232876717	0.33333333333333337	0.31034482758620685	0.3220338983050848	0.25806451612903225	0.13043478260869568	0.40740740740740744
101 Life Safety Code 2006 Edition 72223 Spiral stairs	0.3846153846153846	0.26315789473684215	0.34615384615384615	0.4181818181818182	0.4035087719298246	0.3913043478260869	0.4418604651162791	0.2666666666666667	0.6774193548387097	0.276595744680851	0.36	0.28301886792452835	0.2692307692307693	0.4736842105263158	0.36585365853658536	0.37777777777777777	0.41463414634146345	0.5	0.44999999999999996	0.4883720930232558	0.3191489361702128	0.4285714285714286	0.3913043478260869	0.4893617021276596	0.5882352941176471	0.40909090909090906	0.4736842105263158	0.40909090909090906	0.33333333333333337	0.288135593220339	0.26315789473684215	0.36363636363636365	0.44999999999999996	0.4736842105263158	0.39534883720930236	0.2857142857142857	0.37037037037037035	0.35	0.48571428571428577	0.2786885245901639	0.46341463414634143	0.5294117647058824	0.19999999999999996	0.5135135135135135	0.34782608695652173	0.5135135135135135	0.5	0.28888888888888886	0.3913043478260869	0.30000000000000004	0.36	0.37777777777777777	0.3913043478260869	0.3877551020408163	0.4285714285714286	0.46341463414634143
American National Standard for Ladders—Portable Metal– Safety Requirements	0.4545454545454546	0.4	0.2727272727272727	0.31034482758620685	0.30000000000000004	0.34693877551020413	0.34782608695652173	0.3650793650793651	0.5882352941176471	0.36	0.3207547169811321	0.4642857142857143	0.5272727272727273	0.46341463414634143	0.40909090909090906	0.5	0.36363636363636365	0.34883720930232553	0.4418604651162791	0.34782608695652173	0.4	0.37777777777777777	0.3877551020408163	0.4	0.5135135135135135	0.36170212765957444	0.41463414634146345	0.3191489361702128	0.2962962962962963	0.4193548387096774	0.43333333333333335	0.3191489361702128	0.4418604651162791	0.5121951219512195	0.34782608695652173	0.38983050847457623	0.368421052631579	0.39534883720930236	0.5263157894736843	0.4375	0.36363636363636365	0.5675675675675675	0.39622641509433965	0.5	0.30612244897959184	0.55	0.4418604651162791	0.29166666666666663	0.38888888888888884	0.3015873015873016	0.3584905660377359	0.29166666666666663	0.3877551020408163	0.34615384615384615	0.288135593220339	0.4545454545454546
American National Standard for Ladders—Wood–Safety Requirements	0.4716981132075472	0.3793103448275862	0.28301886792452835	0.3214285714285714	0.3448275862068966	0.4042553191489362	0.36363636363636365	0.3770491803278688	0.5625	0.33333333333333337	0.37254901960784315	0.4814814814814815	0.4716981132075472	0.4358974358974359	0.38095238095238093	0.5217391304347826	0.33333333333333337	0.41463414634146345	0.41463414634146345	0.40909090909090906	0.41666666666666663	0.39534883720930236	0.36170212765957444	0.375	0.5428571428571429	0.33333333333333337	0.3846153846153846	0.28888888888888886	0.3076923076923077	0.43333333333333335	0.4137931034482759	0.28888888888888886	0.41463414634146345	0.4871794871794872	0.36363636363636365	0.4385964912280702	0.4181818181818182	0.36585365853658536	0.5	0.4193548387096774	0.38095238095238093	0.5428571428571429	0.4117647058823529	0.4736842105263158	0.3191489361702128	0.5263157894736843	0.41463414634146345	0.26086956521739135	0.4285714285714286	0.34426229508196726	0.37254901960784315	0.30434782608695654	0.36170212765957444	0.36	0.29824561403508776	0.47619047619047616
American National Standard for Mobile Ladder Stands and Mobile Ladder Stand Platforms	0.4693877551020408	0.40740740740740744	0.30612244897959184	0.3076923076923077	0.33333333333333337	0.3023255813953488	0.35	0.368421052631579	0.5	0.36363636363636365	0.3191489361702128	0.43999999999999995	0.4693877551020408	0.48571428571428577	0.42105263157894735	0.47619047619047616	0.3157894736842105	0.29729729729729726	0.3513513513513513	0.30000000000000004	0.36363636363636365	0.3846153846153846	0.39534883720930236	0.40909090909090906	0.4838709677419355	0.31707317073170727	0.37142857142857144	0.36585365853658536	0.375	0.4285714285714286	0.4814814814814815	0.2682926829268293	0.3513513513513513	0.4285714285714286	0.30000000000000004	0.39622641509433965	0.37254901960784315	0.3513513513513513	0.4375	0.48275862068965514	0.3157894736842105	0.4838709677419355	0.3191489361702128	0.47058823529411764	0.34883720930232553	0.47058823529411764	0.3513513513513513	0.2857142857142857	0.4545454545454546	0.33333333333333337	0.3191489361702128	0.23809523809523814	0.34883720930232553	0.30434782608695654	0.3207547169811321	0.368421052631579
American National Standard Safety Requirements for Workplace Floor and Wall Openings Stairs and Railing Systems	0.4181818181818182	0.2666666666666667	0.19999999999999996	0.24137931034482762	0.23333333333333328	0.3877551020408163	0.34782608695652173	0.33333333333333337	0.5882352941176471	0.36	0.3207547169811321	0.3928571428571429	0.4545454545454546	0.41463414634146345	0.36363636363636365	0.41666666666666663	0.31818181818181823	0.4418604651162791	0.39534883720930236	0.30434782608695654	0.4	0.37777777777777777	0.30612244897959184	0.28	0.5135135135135135	0.23404255319148937	0.41463414634146345	0.276595744680851	0.2962962962962963	0.3870967741935484	0.3666666666666667	0.276595744680851	0.4418604651162791	0.5121951219512195	0.30434782608695654	0.423728813559322	0.4035087719298246	0.34883720930232553	0.4736842105263158	0.34375	0.40909090909090906	0.5675675675675675	0.3584905660377359	0.44999999999999996	0.30612244897959184	0.55	0.34883720930232553	0.25	0.36111111111111116	0.3015873015873016	0.3207547169811321	0.29166666666666663	0.30612244897959184	0.3076923076923077	0.2542372881355932	0.4545454545454546
Assessing Occupational Safety and Health Training A Literature Review	0.4181818181818182	0.3666666666666667	0.19999999999999996	0.1724137931034483	0.23333333333333328	0.30612244897959184	0.34782608695652173	0.3650793650793651	0.5882352941176471	0.36	0.3207547169811321	0.3214285714285714	0.4545454545454546	0.36585365853658536	0.36363636363636365	0.33333333333333337	0.2272727272727273	0.4418604651162791	0.3023255813953488	0.30434782608695654	0.31999999999999995	0.37777777777777777	0.3877551020408163	0.24	0.5675675675675675	0.276595744680851	0.36585365853658536	0.276595744680851	0.2962962962962963	0.32258064516129037	0.3666666666666667	0.23404255319148937	0.34883720930232553	0.36585365853658536	0.26086956521739135	0.35593220338983056	0.368421052631579	0.34883720930232553	0.5263157894736843	0.3125	0.31818181818181823	0.5135135135135135	0.3584905660377359	0.4	0.3877551020408163	0.44999999999999996	0.39534883720930236	0.29166666666666663	0.33333333333333337	0.23809523809523814	0.24528301886792447	0.29166666666666663	0.22448979591836737	0.1923076923076923	0.18644067796610164	0.2727272727272727
Data on Fixed Ladders and Cost Analysis Update in Support of OSHA’s rulemaking on Walking and Working Surfaces Submitted to OSHA	0.33333333333333337	0.29230769230769227	0.23333333333333328	0.1428571428571429	0.16923076923076918	0.4814814814814815	0.4117647058823529	0.3529411764705882	0.641025641025641	0.4181818181818182	0.31034482758620685	0.4098360655737705	0.4	0.5217391304347826	0.4285714285714286	0.4716981132075472	0.3877551020408163	0.5	0.45833333333333337	0.33333333333333337	0.4181818181818182	0.4	0.33333333333333337	0.38181818181818183	0.5714285714285714	0.34615384615384615	0.5217391304347826	0.3846153846153846	0.35593220338983056	0.3731343283582089	0.3846153846153846	0.34615384615384615	0.41666666666666663	0.4782608695652174	0.33333333333333337	0.375	0.4193548387096774	0.41666666666666663	0.4883720930232558	0.3623188405797102	0.4693877551020408	0.5714285714285714	0.4137931034482759	0.4666666666666667	0.4444444444444444	0.5111111111111111	0.41666666666666663	0.24528301886792447	0.35064935064935066	0.3529411764705882	0.3448275862068966	0.3207547169811321	0.37037037037037035	0.33333333333333337	0.25	0.4693877551020408
Guidance for Implementation of the AASHTO Strategic Highway Safety Plan Volume 8 A guide for Reducing Collisions Involving Utility Poles	0.4193548387096774	0.31343283582089554	0.19354838709677424	0.19999999999999996	0.19402985074626866	0.3571428571428571	0.4339622641509434	0.3142857142857143	0.6585365853658536	0.4035087719298246	0.30000000000000004	0.39682539682539686	0.4516129032258065	0.45833333333333337	0.4117647058823529	0.34545454545454546	0.33333333333333337	0.4	0.4	0.3207547169811321	0.368421052631579	0.42307692307692313	0.3571428571428571	0.29824561403508776	0.5909090909090908	0.37037037037037035	0.45833333333333337	0.37037037037037035	0.3114754098360656	0.3623188405797102	0.34328358208955223	0.2962962962962963	0.36	0.41666666666666663	0.3207547169811321	0.36363636363636365	0.40625	0.43999999999999995	0.5555555555555556	0.2676056338028169	0.37254901960784315	0.5454545454545454	0.3666666666666667	0.4893617021276596	0.3928571428571429	0.4893617021276596	0.4	0.2727272727272727	0.26582278481012656	0.22857142857142854	0.30000000000000004	0.2727272727272727	0.2857142857142857	0.288135593220339	0.18181818181818177	0.37254901960784315
