	Asian Clam, Corbicula fluminea.	Economic Sectors at Risk from Invasive Aquatic Weeds at Lake Istokpog.	Harmful Non-Native Species. Issues for Congress VII RL30123: Final Report from CRS to the U.S.	Present and Expected Economic Costs of Zebra Mussel Damages to Water Users with Great Lakes Intakes.	The Pacific Coast Dungeness Crab Fishery. Oregon: Pacific States Marine Fisheries Commission.	Microbial Ecology of Ballast Water during a Transoceanic Voyage and the Effects of Open-Ocean Exchange. Marine Ecology Progress Series 233:	The Effect of Aquatic Plants on Residential Shoreline Property Values at Gunterville Reservoir: Tennessee Valley Authority and U.S. Army Corps of Engineers.	Infrastructure and Rural Development Policy. U.S. Department of Agriculture. http://www.ers.usda.gov/Briefing/Infrastructure/InfrastructureWater.htm.	Report on the California Marine Invasive Species Program. California State Lands Commission. California: Marine Facilities Division. http://www.slc.ca.gov (accessed	Dietary shifts in a stressed fish assemblage: Consequences of a bivalve invasion in the San Francisco estuary.	In Ships or On Ships? Mechanisms of Transfer and Invasion for Nonnative Species to the Coasts or North America. Invasive Species: Vectors and Management Strategies:	Testimony Before Water Resources and Environment Subcommittee of the House Transportation and Infrastructure Committee. Washington, D.C.: Environmental Protection Agency. http://www.epa.gov/ow/speeches/	Aquatic Nuisance Species in the New York River Systems and the Great Lakes Basin: An Economic and Environmental Assessment.	Update on the environmental and economic costs associated with alien-invasive species in the United States.	Sound Regional Citizen’s Advisory Council.	Port State Information eX change. United States Coast Guard. http://cgmix.uscg.mil/psix	Info USA. www.referenceusa.com (accessed	Facilitative interactions among aquatic invaders: is an ‘invasional meltdown’ occurring in the Great Lakes?	Ballast Water Heating Offers a Superior Treatment Option.	Summary of a Survey of the Literature on the Economic Impacts of Aquatic Weeds. Aquatic Ecosystem Restoration Foundation.	Feasibility of Onshore Ballast Water Treatment at California Ports. California: URS Corporation/Dames & Moore, and San Francisco for the California Association of Port Authorities (CAPA).	Evaluation and Analysis Division.	Draft Programmatic Environmental Impact Statement for Standards for Living Organisms in Ship’s Ballast Water Discharged in U.S.	Agricultural Container Indicators. http://www.ams.usda.gov (accessed October 31,	Ballast Water Discharge Standard, Draft Programmatic Environmental Impact Statement.	The OTA Report on Harmful Nonindigenous Species. Exotic Pests of Eastern Forests Conference.	Full-Scale Shipboard Trials of Ballast Water Treatment Systems	Shipboard and Dockside Trials of Ballast Water Treatment Technology. Marine Environmental Engineering Technology Symposium.	Detection and Enumeration of Pathogenic Bacteria in Ballast Water of Transoceanic Vessels Entering the Great Lakes and Resistance to Common Antibiotics. Abstract Q-317. Chicago: General Meeting of the	economic impact of sea lamprey on Great Lakes, updated from 2001$ [2] From Leigh 1998, commercial and recreational fishing benefits lost due to ruffe invasion of Great Lakes, updated from 1998$ [3] From Connelly et al. 2007, cost of Zebra Mussel control at WTP and electric generation facilities, updated from 2004$ [4] From Piementel et al. 2005, cost of Zebra Mussel or Asian Clam, updated from 2005$ [5] From Rockwell	"All damages and control costs $ 1,000,000,000 2005 Pimentel, ""Aquatic Nuisance Species in the New York State Canal and Hudson River Systems and the Great Lake Basin: An Economic and Environmental Assessment,"""	Damages to tourism, electric industry, fishing, boating, other recreation for limited geographic area $ 12,500,000 2005 Ben Grumbles, AA Office of Water, USEPA, Testimony Before WATER RESOURCES AND INFRASTRUCTURE COMMITTEE,	Impacts on industry, recreation and fisheries of $3.1 billion over next ten years $ 310,000,000	Nonindigenous species in the United States-economic consequences,	Economic impact over next 10 years of $3.1 billion ($1991) $ 310,000,000	Survey to infrastructure owners and operators $17751000 annually in 1995 for respondents only (no scaling for non-response or universe of facilities), average $11,500,000 annually for 1989-1995 $ 17,751,000	"Historical Review of Asiatic Clam Invasions and Biofouling of Waters and Industries in the Americas All damages and control Pimentel et al., ""Update on the environmental and economic costs associated with alien-invasive species in the United States""."	"Original analysis Economic value of existing fishery harvest at risk from introduction of green crab Leigh, ""Benefits and Costs of the Ruffe Control Program for the Great Lakes Fishery,"""	Estimation of annual commercial and recreational fishing benefits lost due to ruffe invasion using a value per angler/day approach Recreational, commercial and sport fishing (assumes 10%, 35% and 60% reduction in the population of yellow perch and 1%, 12.5% and 25% reduction in the population of wall-eye)	Commission estimates Economic losses due to ruffe $ 90,000,000	Federal Policy on Non- Indigenous Species: An Overview of the U.S. Department of Agriculture, ” contractor report prepared for the Office of Technology Assessment,	Value of lost fishing opportunities and indirect impacts if sea lamprey is not controlled in the Great Lakes $ 500,000,000	As reported in Lovell et al	Pathways and Consequences of the Introduction of NonIndigenous Fishes in the United States, ” contractor report prepared for the Office of Technology Assessment,	Amount invested annually in alien species aquatic weed control (assume for 5 species: hydrilla, European loosestrife, erasion water milfoil, melaluca, salt cedar)	Available at http://www.aquatics.org/pubs/economics.htm Original analysis Economic value at risk from invasive aquatic weeds (primarily hydrilla) in a FL lake includes recreation, agriculture support, flood control and property values $ 40,103,000	Damage Caused by Aquatic Weeds,	"Spending by Florida for hydrilla control $ 7,000,000 1989 Carlton, ""Introduced Species in US Coastal Waters"","
Internet Ship Register	0.5862068965517242	0.3846153846153846	0.4222222222222223	0.5217391304347826	0.4736842105263158	0.5	0.4545454545454546	0.39534883720930236	0.36585365853658536	0.4736842105263158	0.3846153846153846	0.44680851063829785	0.4883720930232558	0.375	0.45945945945945943	0.3846153846153846	0.5333333333333333	0.55	0.4117647058823529	0.4	0.5111111111111111	0.6428571428571428	0.4545454545454546	0.4358974358974359	0.368421052631579	0.4418604651162791	0.45945945945945943	0.47619047619047616	0.5918367346938775	0.6071428571428572	0.5294117647058824	0.5185185185185186	0.4736842105263158	0.375	0.5555555555555556	0.4871794871794872	0.39534883720930236	0.5454545454545454	0.4883720930232558	0.5625	0.4893617021276596	0.4736842105263158	0.4285714285714286	0.4893617021276596	0.5135135135135135	0.5652173913043479	0.6129032258064516	0.4418604651162791
Omaha Info USA	0.5	0.5263157894736843	0.5454545454545454	0.6	0.5135135135135135	0.627906976744186	0.5348837209302326	0.47619047619047616	0.55	0.5675675675675675	0.42105263157894735	0.5652173913043479	0.6190476190476191	0.4838709677419355	0.6666666666666667	0.4736842105263158	0.31034482758620685	0.6923076923076923	0.5151515151515151	0.4871794871794872	0.5	0.6296296296296297	0.4883720930232558	0.5263157894736843	0.5135135135135135	0.5238095238095238	0.5555555555555556	0.6097560975609756	0.6666666666666667	0.7090909090909091	0.6799999999999999	0.5471698113207547	0.5675675675675675	0.4838709677419355	0.6571428571428571	0.6842105263157895	0.47619047619047616	0.627906976744186	0.6666666666666667	0.6129032258064516	0.4782608695652174	0.6216216216216216	0.6296296296296297	0.4782608695652174	0.5555555555555556	0.6	0.7333333333333334	0.5714285714285714
Port State Information eX change	0.3939393939393939	0.34883720930232553	0.3877551020408163	0.4	0.2857142857142857	0.41666666666666663	0.375	0.3191489361702128	0.28888888888888886	0.33333333333333337	0.3023255813953488	0.37254901960784315	0.4893617021276596	0.33333333333333337	0.46341463414634143	0.2093023255813954	0.3529411764705882	0.4545454545454546	0.368421052631579	0.36363636363636365	0.4285714285714286	0.625	0.33333333333333337	0.39534883720930236	0.23809523809523814	0.36170212765957444	0.36585365853658536	0.3913043478260869	0.4716981132075472	0.5333333333333333	0.49090909090909096	0.4482758620689655	0.38095238095238093	0.33333333333333337	0.44999999999999996	0.4418604651162791	0.3191489361702128	0.41666666666666663	0.44680851063829785	0.38888888888888884	0.37254901960784315	0.38095238095238093	0.5	0.37254901960784315	0.41463414634146345	0.48	0.5428571428571429	0.4042553191489362
An Ocean Blueprint for the 21st Century Final Report	0.30000000000000004	0.4	0.2857142857142857	0.4385964912280702	0.30612244897959184	0.3090909090909091	0.3090909090909091	0.2962962962962963	0.34615384615384615	0.30612244897959184	0.36	0.31034482758620685	0.33333333333333337	0.39534883720930236	0.33333333333333337	0.36	0.46341463414634143	0.4509803921568627	0.33333333333333337	0.2941176470588235	0.2142857142857143	0.4358974358974359	0.4181818181818182	0.28	0.3877551020408163	0.2592592592592593	0.25	0.3584905660377359	0.3666666666666667	0.34328358208955223	0.32258064516129037	0.2615384615384615	0.30612244897959184	0.4418604651162791	0.36170212765957444	0.36	0.2962962962962963	0.2727272727272727	0.2962962962962963	0.34883720930232553	0.3448275862068966	0.34693877551020413	0.3846153846153846	0.31034482758620685	0.29166666666666663	0.29824561403508776	0.47619047619047616	0.2962962962962963
Benefit Transfer of Outdoor Recreation Use Values A Technical Document Supporting the Forest Service Strategic Plan	0.3913043478260869	0.2857142857142857	0.25806451612903225	0.33333333333333337	0.23636363636363633	0.24590163934426235	0.14754098360655743	0.1333333333333333	0.2068965517241379	0.23636363636363633	0.2142857142857143	0.1875	0.30000000000000004	0.26530612244897955	0.33333333333333337	0.25	0.36170212765957444	0.368421052631579	0.2549019607843137	0.26315789473684215	0.12903225806451613	0.4222222222222223	0.21311475409836067	0.2857142857142857	0.19999999999999996	0.16666666666666663	0.2222222222222222	0.22033898305084743	0.2727272727272727	0.34246575342465757	0.32352941176470584	0.21126760563380287	0.34545454545454546	0.30612244897959184	0.4339622641509434	0.3571428571428571	0.16666666666666663	0.24590163934426235	0.33333333333333337	0.3877551020408163	0.15625	0.3090909090909091	0.37777777777777777	0.21875	0.2962962962962963	0.3015873015873016	0.45833333333333337	0.33333333333333337
Current status of understanding about the effectiveness of ballast water exchange in reducing aquatic nonindigenous species introductions to the Great Lakes basin and Chesapeake Bay	0.36363636363636365	0.2962962962962963	0.3666666666666667	0.21311475409836067	0.3584905660377359	0.288135593220339	0.2542372881355932	0.27586206896551724	0.2857142857142857	0.2075471698113207	0.37037037037037035	0.25806451612903225	0.2068965517241379	0.3191489361702128	0.34615384615384615	0.2592592592592593	0.4666666666666667	0.23636363636363633	0.3877551020408163	0.3090909090909091	0.33333333333333337	0.4418604651162791	0.35593220338983056	0.2592592592592593	0.3207547169811321	0.3448275862068966	0.2692307692307693	0.22807017543859653	0.3125	0.295774647887324	0.24242424242424243	0.3623188405797102	0.24528301886792447	0.36170212765957444	0.33333333333333337	0.2962962962962963	0.27586206896551724	0.15254237288135597	0.27586206896551724	0.36170212765957444	0.3548387096774194	0.2075471698113207	0.34883720930232553	0.32258064516129037	0.23076923076923073	0.21311475409836067	0.3913043478260869	0.31034482758620685
Dealing with the analytical challenges of valuation aquatic nuisance species control	0.3513513513513513	0.3191489361702128	0.3584905660377359	0.33333333333333337	0.30434782608695654	0.34615384615384615	0.2692307692307693	0.21568627450980393	0.26530612244897955	0.17391304347826086	0.36170212765957444	0.2727272727272727	0.2941176470588235	0.25	0.33333333333333337	0.3191489361702128	0.42105263157894735	0.29166666666666663	0.33333333333333337	0.29166666666666663	0.3584905660377359	0.33333333333333337	0.34615384615384615	0.276595744680851	0.26086956521739135	0.37254901960784315	0.28888888888888886	0.24	0.4385964912280702	0.40625	0.35593220338983056	0.4193548387096774	0.26086956521739135	0.30000000000000004	0.31818181818181823	0.23404255319148937	0.2941176470588235	0.34615384615384615	0.2549019607843137	0.35	0.2727272727272727	0.26086956521739135	0.33333333333333337	0.3090909090909091	0.15555555555555556	0.2592592592592593	0.3846153846153846	0.33333333333333337
Economic Sectors at Risk from Invasive Aquatic Weeds at Lake Istokpog	0.38095238095238093	0.0	0.31034482758620685	0.288135593220339	0.4117647058823529	0.368421052631579	0.22807017543859653	0.2142857142857143	0.2592592592592593	0.2941176470588235	0.2692307692307693	0.23333333333333328	0.2142857142857143	0.33333333333333337	0.31999999999999995	0.3076923076923077	0.3023255813953488	0.3207547169811321	0.3191489361702128	0.09433962264150941	0.3448275862068966	0.41463414634146345	0.26315789473684215	0.3076923076923077	0.21568627450980393	0.2857142857142857	0.31999999999999995	0.23636363636363633	0.32258064516129037	0.3623188405797102	0.28125	0.34328358208955223	0.33333333333333337	0.28888888888888886	0.3877551020408163	0.34615384615384615	0.2142857142857143	0.29824561403508776	0.3214285714285714	0.33333333333333337	0.33333333333333337	0.2941176470588235	0.31707317073170727	0.33333333333333337	0.24	0.2542372881355932	0.36363636363636365	0.3571428571428571
Harmful NonIndigenous Species in the United States	0.33333333333333337	0.26530612244897955	0.19999999999999996	0.2857142857142857	0.33333333333333337	0.33333333333333337	0.2592592592592593	0.2075471698113207	0.2549019607843137	0.25	0.22448979591836737	0.26315789473684215	0.3207547169811321	0.19047619047619047	0.36170212765957444	0.1428571428571429	0.25	0.36	0.2272727272727273	0.28	0.3090909090909091	0.4736842105263158	0.2592592592592593	0.26530612244897955	0.20833333333333337	0.2075471698113207	0.23404255319148937	0.2692307692307693	0.423728813559322	0.4545454545454546	0.34426229508196726	0.3125	0.25	0.1428571428571429	0.3913043478260869	0.30612244897959184	0.16981132075471694	0.37037037037037035	0.3207547169811321	0.2857142857142857	0.22807017543859653	0.25	0.368421052631579	0.22807017543859653	0.276595744680851	0.3571428571428571	0.46341463414634143	0.24528301886792447
Harmful NonNative Species	0.2571428571428571	0.28888888888888886	0.2549019607843137	0.42307692307692313	0.36363636363636365	0.4	0.31999999999999995	0.30612244897959184	0.3191489361702128	0.2727272727272727	0.28888888888888886	0.3207547169811321	0.30612244897959184	0.21052631578947367	0.34883720930232553	0.28888888888888886	0.33333333333333337	0.3913043478260869	0.19999999999999996	0.30434782608695654	0.37254901960784315	0.4117647058823529	0.36	0.33333333333333337	0.2727272727272727	0.26530612244897955	0.2558139534883721	0.29166666666666663	0.49090909090909096	0.4838709677419355	0.368421052631579	0.43333333333333335	0.2727272727272727	0.26315789473684215	0.2857142857142857	0.28888888888888886	0.26530612244897955	0.4	0.34693877551020413	0.26315789473684215	0.3207547169811321	0.31818181818181823	0.2941176470588235	0.3584905660377359	0.2558139534883721	0.3846153846153846	0.5135135135135135	0.3877551020408163
