	Pacific South (naut mi) Longitude Latitude Philadelphia,	vessels only) Chapter 3: Emission Inventory the U.S. Environmental Protection Agency,	Commercial Marine Port Inventory Development, prepared for the U.S. Environmental Protection Agency,	Estimation, Validation and Forecasts of Regional Commercial Marine Vessel Inventories, Final Report, prepared by University of Delaware for the California Air Resource Board, Contract Number 04-346, and the Commission for Environmental Cooperation	Estimation, Validation and Forecasts of Regional Commercial Marine Vessel Inventories, Tasks 1 and 2: Baseline Inventory and Ports Comparison, Final Report, prepared by University of Delaware for the California Air Resource Board, Contract Number 04-346, and the Commission for Environmental Cooperation in North America, Contract Number 113.111,	Global Trade and Fuels Assessment â€“ Future Trends and Effects of Designation Requiring Clean Fuels in the Marine Sector: Task Order No. 1, Draft Report, prepared for the U.S. Environmental Protection Agency,	RTI Estimates of Growth in Bunker Fuel Consumption, Memorandum with spreadsheet from Michael Gallaher and	National Oceanic and Atmospheric Administration, Exclusive Economic Zone, Available online at http://nauticalcharts.noaa.gov/csdl/eez.htm.	ICF International, 2/16/2009 Email to Penny Carey, EPA, Docket ID	U.S. Water Transportation Statistical Snapshot, available from www.marad.dot.gov, Docket ID	Corps of Engineers Navigation Data Center	Port-Wide Baseline Air Emissions Inventory, prepared for the Port of Los Angeles, Docket ID EPA-HQ-OAR-2007-0121-0171. Deleted: Deleted: www.marad.dot.gov Deleted: http://www.iwr.usace.army.mi l/ndc/db/pport/dbf/pport02.dbf. Regulatory Impact Analysis	The Motor Shipâ€™s Guide to Marine Diesel Engines	available at http://www.motorship.com/,	Corps of Engineers	Commercial Marine Activity for Deep Sea Ports in the United States, prepared for the U.S. Environmental Protection Agency, EPA Report Number: EPA420-R-99-020, available online at http://www.epa.gov/otaq/models/nonrdmdl/c-marine/r99020.pdf, Docket ID EPA-HQ-OAR-	Commercial Marine Activity for Great Lake and Inland River Ports in the United States, prepared for the U.S. Environmental Protection Agency, EPA Report Number: EPA420-R-99-019, available online at http://www.epa.gov/otaq/models/nonrdmdl/c-marine/r99019.pdf, Docket ID EPA-HQ-OAR-	Commercial Marine Emission Inventory Development, prepared for the U.S. Environmental Protection Agency,	Oceangoing Ship Survey,	Quantification of Emissions from Ships Associated with Ship Movements between Ports in the European Community, prepared for the European Commission,	Environmental Protection Agency	Chris Lindhjem of ENVIRON	Environmental Protection Agency, Exhaust and Crankcase Emission Factors for Nonroad Engine Modeling â€“ Compression Ignition	153 available online at http://www.epa.gov/otaq/models/nonrdmdl/nonrdmdl2004/420p04009.pdf, Docket ID	Analysis of Commercial Marine Vessels Emissions and Fuel Consumption Data, EPA420-R-00-002, available online at http://www.epa.gov/otaq/models/nonrdmdl/c-marine/r00002.pdf, Docket ID EPA-HQ-OAR-	Draft Port of Los Angeles Air Emissions Inventory for Calendar Year	Puget Sound Maritime Air Forum Maritime Air Emissions Inventory, Docket ID	for the Port Authority of	Houston-Galveston Area Vessel Emissions Inventory, Prepared for the Port of Houston Authority and the Texas Natural Resource Conservation Commission,	Update To The Commercial Marine Inventory For Texas To Review Emissions Factors, Consider A Ton-Mile EI Method, And Revise Emissions For The Beaumont-Port Arthur Non-Attainment Area Final Report, Submitted to the Houston Advanced Research Center, Docket ID EPA-HQ-OAR-2007-	Refinement of the Marine Emissions Inventory for the Corpus Christi Urban Airshed,	LADCO 2005 Commercial Marine Emissions, Docket ID	Emissions Estimation Methodology for Ocean-Going Vessels, Docket ID	Commercial Marine Inventories for Select Alaskan Ports, Final Report, Prepared for the Alaska Department of Conservation,	Inventory Contribution of U.S. Flagged Vessels, prepared for the U.S. Environmental Protection Agency,	Lloydâ€™s Register and International Maritime Organization, Marine Exhaust Emission Quantification Study â€“ Baltic Sea, in MEPC 45/INF.7.	Current Methodologies and Best Practices in Preparing Port Emission Inventories, Final Report, prepared for the U.S. Environmental Protection Agency, available online at http://www.epa.gov/sectors/ports/bp_portemissionsfinal.pdf,	Updated Emissions from Ocean Shipping,	Considering Alternative Input Parameters in an Activity-Based Ship Fuel Consumption and Emissions Model: Reply to Comment by Oyvind Endresen et al.	Marine Emission Inventory Study Eastern Canada and Great Lakes â€“ Interim Report 4: Gridding Results, prepared for Transportation Development Centre, Transport Canada,	Revision of MARPOL Annex VI and the NOx technical code. Input from the four subgroups and individual experts to the final report of the Informal Cross Government/Industry Scientific Group of Experts.	Transportation in Canada Annual Report	http://www.tc.gc.ca/pol/en/report/anre2004/8F_e.htm, Docket ID EPA-HQ-OAR-2007-	Emission Inventory Review SECA Inventory Progress Discussion, p 11, memorandum to California Air Resources Board, Docket ID	Oceangoing Ship Survey, Summary of Results, Docket ID	Administration, Office of Statistical and Economic Analysis	County Air Quality News, Issue 62,
HoustonGalveston Area Vessel Emissions Inventory	0.9056603773584906	0.75	0.7604166666666666	0.8464730290456431	0.8865671641791045	0.8514851485148515	0.8076923076923077	0.8267716535433071	0.8333333333333334	0.8095238095238095	0.7708333333333334	0.8693693693693694	0.8775510204081632	0.8333333333333334	0.8125	0.885593220338983	0.8823529411764706	0.76	0.8541666666666666	0.8356164383561644	0.7083333333333334	0.875	0.7560975609756098	0.8539325842696629	0.8265895953757225	0.6268656716417911	0.6027397260273972	0.8125	0.6712328767123288	0.8664122137404581	0.7283950617283951	0.7083333333333334	0.7846153846153846	0.8050847457627118	0.75	0.7969924812030075	0.863849765258216	0.7916666666666666	0.7847222222222222	0.8170731707317073	0.8469387755102041	0.7708333333333334	0.8524590163934426	0.7916666666666666	0.8431372549019608	0.8103448275862069	0.7708333333333334
Inventory Contribution of US Flagged Vessels	0.7924528301886793	0.75	0.75	0.8755186721991701	0.9014925373134328	0.8712871287128713	0.7980769230769231	0.8031496062992126	0.8	0.7857142857142857	0.8636363636363636	0.8693693693693694	0.8163265306122449	0.9318181818181818	0.75	0.8813559322033898	0.8862745098039215	0.76	0.8181818181818182	0.8424657534246576	0.7954545454545454	0.8409090909090909	0.7967479674796748	0.8539325842696629	0.8728323699421965	0.7910447761194029	0.821917808219178	0.8181818181818182	0.815068493150685	0.8778625954198473	0.7901234567901234	0.8541666666666666	0.7076923076923077	0.7966101694915254	0.5416666666666666	0.8195488721804511	0.863849765258216	0.8181818181818182	0.8194444444444444	0.8292682926829268	0.8673469387755102	0.7954545454545454	0.8688524590163934	0.75	0.803921568627451	0.7931034482758621	0.7727272727272727
Marine Emission Inventory Study Eastern Canada and Great Lakes Ð Interim Report 4 Gridding Results	0.7755102040816326	0.7755102040816326	0.7653061224489796	0.7842323651452282	0.8149253731343283	0.7524752475247525	0.8269230769230769	0.7795275590551181	0.826530612244898	0.8061224489795918	0.7959183673469388	0.7477477477477478	0.7653061224489796	0.8673469387755102	0.8775510204081632	0.8008474576271186	0.8	0.69	0.8979591836734694	0.7465753424657534	0.8163265306122449	0.8775510204081632	0.7560975609756098	0.8673469387755102	0.7745664739884393	0.7857142857142857	0.826530612244898	0.8571428571428571	0.684931506849315	0.7824427480916031	0.7755102040816326	0.8469387755102041	0.7857142857142857	0.7288135593220338	0.826530612244898	0.7593984962406015	0.755868544600939	0.7959183673469388	0.7708333333333334	0.40853658536585363	0.7755102040816326	0.7448979591836735	0.8367346938775511	0.7333333333333333	0.826530612244898	0.7653061224489796	0.8469387755102041
PortWide Baseline Air Emissions Inventory	0.8301886792452831	0.7625	0.78125	0.8630705394190872	0.8985074626865671	0.8712871287128713	0.8365384615384616	0.8267716535433071	0.8	0.7976190476190477	0.7317073170731707	0.8153153153153153	0.8163265306122449	0.8536585365853658	0.7560975609756098	0.885593220338983	0.8901960784313725	0.79	0.7804878048780488	0.8561643835616438	0.7317073170731707	0.8048780487804879	0.7886178861788617	0.8651685393258427	0.8497109826589595	0.5522388059701493	0.547945205479452	0.7804878048780488	0.8287671232876712	0.8816793893129771	0.7037037037037037	0.6458333333333334	0.8	0.8220338983050848	0.78125	0.8195488721804511	0.8544600938967136	0.8048780487804879	0.7916666666666666	0.8414634146341463	0.8673469387755102	0.8048780487804879	0.8688524590163934	0.8333333333333334	0.803921568627451	0.8103448275862069	0.8292682926829268
Puget Sound Maritime Air Forum Maritime Air Emissions Inventory	0.746031746031746	0.775	0.7708333333333334	0.8215767634854771	0.8656716417910447	0.8267326732673267	0.7980769230769231	0.8188976377952756	0.873015873015873	0.7976190476190477	0.7619047619047619	0.8693693693693694	0.7142857142857143	0.8412698412698413	0.8412698412698413	0.8516949152542372	0.8549019607843137	0.77	0.8253968253968254	0.815068493150685	0.7619047619047619	0.8571428571428571	0.7560975609756098	0.8764044943820225	0.838150289017341	0.7164179104477612	0.136986301369863	0.7936507936507936	0.815068493150685	0.8396946564885496	0.7283950617283951	0.6349206349206349	0.8	0.788135593220339	0.7604166666666666	0.7593984962406015	0.8215962441314554	0.7936507936507936	0.7638888888888888	0.7987804878048781	0.8163265306122449	0.7777777777777778	0.9365079365079365	0.775	0.746031746031746	0.8095238095238095	0.7301587301587301
Quantification of Emissions from Ships Associated with Ship Movements between Ports in the European Community	0.7706422018348624	0.7614678899082569	0.8073394495412844	0.7551867219917012	0.8029850746268656	0.7673267326732673	0.8348623853211009	0.8110236220472441	0.8165137614678899	0.7889908256880734	0.7981651376146789	0.7792792792792793	0.7889908256880734	0.8348623853211009	0.8807339449541285	0.788135593220339	0.792156862745098	0.7614678899082569	0.8532110091743119	0.2534246575342466	0.8348623853211009	0.8807339449541285	0.8048780487804879	0.8348623853211009	0.7803468208092486	0.7431192660550459	0.7706422018348624	0.8348623853211009	0.7054794520547946	0.7748091603053435	0.7614678899082569	0.8440366972477065	0.7614678899082569	0.7627118644067796	0.7889908256880734	0.8120300751879699	0.7464788732394366	0.7522935779816514	0.7777777777777778	0.7621951219512195	0.7653061224489796	0.8073394495412844	0.8623853211009175	0.8083333333333333	0.7981651376146789	0.7706422018348624	0.8440366972477065
The New York Northern New Jersey Long Island Nonattainment Area Commercial Marine Vessel Emission Inventory Vol 1  Report	0.8016528925619835	0.743801652892562	0.768595041322314	0.7717842323651453	0.7880597014925373	0.7722772277227723	0.8016528925619835	0.8503937007874016	0.8099173553719008	0.8016528925619835	0.8099173553719008	0.8018018018018018	0.7520661157024794	0.8842975206611571	0.8925619834710744	0.7669491525423728	0.7803921568627451	0.7603305785123967	0.8925619834710744	0.821917808219178	0.8347107438016529	0.8842975206611571	0.8373983739837398	0.8429752066115702	0.7745664739884393	0.71900826446281	0.6446280991735537	0.8512396694214877	0.8013698630136986	0.7633587786259542	0.7603305785123967	0.7355371900826446	0.7768595041322314	0.7933884297520661	0.7768595041322314	0.7894736842105263	0.7699530516431925	0.8512396694214877	0.7777777777777778	0.7560975609756098	0.7551020408163265	0.7933884297520661	0.8264462809917356	0.859504132231405	0.8264462809917356	0.8016528925619835	0.8512396694214877
Transportation in Canada Annual Report 2004 	0.8301886792452831	0.775	0.7916666666666666	0.8755186721991701	0.8985074626865671	0.8415841584158416	0.8076923076923077	0.7952755905511811	0.75	0.6785714285714286	0.8181818181818182	0.8783783783783784	0.8163265306122449	0.8181818181818182	0.8181818181818182	0.8686440677966102	0.8705882352941177	0.8	0.8181818181818182	0.821917808219178	0.8181818181818182	0.8636363636363636	0.8048780487804879	0.8089887640449438	0.838150289017341	0.7761194029850746	0.7808219178082192	0.7954545454545454	0.815068493150685	0.8740458015267175	0.7901234567901234	0.8541666666666666	0.7692307692307693	0.8050847457627118	0.7916666666666666	0.7969924812030075	0.8591549295774648	0.8636363636363636	0.8125	0.8292682926829268	0.8775510204081632	0.13636363636363635	0.8360655737704918	0.825	0.803921568627451	0.7413793103448276	0.8409090909090909
Update To The Commercial Marine Inventory For Texas To Review Emissions Factors Consider A TonMile EI Method And Revise Emissions For The BeaumontPort Arthur NonAttainment Area Final Report	0.8465608465608465	0.7671957671957672	0.708994708994709	0.7219917012448133	0.7074626865671642	0.7722772277227723	0.7777777777777778	0.7566137566137566	0.8359788359788359	0.8095238095238095	0.8518518518518519	0.7837837837837838	0.8412698412698413	0.8994708994708994	0.9259259259259259	0.7838983050847458	0.7803921568627451	0.7142857142857143	0.9259259259259259	0.7883597883597884	0.8941798941798942	0.9153439153439153	0.7301587301587301	0.8412698412698413	0.7566137566137566	0.7619047619047619	0.7619047619047619	0.8941798941798942	0.7248677248677249	0.2786259541984733	0.7566137566137566	0.8201058201058201	0.8201058201058201	0.6613756613756614	0.7619047619047619	0.7407407407407407	0.7746478873239436	0.8465608465608465	0.7301587301587301	0.746031746031746	0.8367346938775511	0.8412698412698413	0.873015873015873	0.7513227513227513	0.8624338624338624	0.8306878306878307	0.8941798941798942
Vessel Calls at US  World Ports 2005	0.8113207547169812	0.7375	0.8125	0.8796680497925311	0.9134328358208955	0.8861386138613861	0.8557692307692307	0.8740157480314961	0.8166666666666667	0.8214285714285714	0.8780487804878049	0.9009009009009009	0.8163265306122449	0.75	0.8333333333333334	0.8983050847457628	0.9019607843137255	0.81	0.8333333333333334	0.8698630136986302	0.8888888888888888	0.8888888888888888	0.8455284552845529	0.8314606741573034	0.861271676300578	0.835820895522388	0.821917808219178	0.8055555555555556	0.8493150684931506	0.9045801526717557	0.8024691358024691	0.875	0.8153846153846154	0.8305084745762712	0.7916666666666666	0.8646616541353384	0.8967136150234741	0.8918918918918919	0.8680555555555556	0.8597560975609756	0.8826530612244898	0.8947368421052632	0.8360655737704918	0.8583333333333333	0.8431372549019608	0.8448275862068966	0.8611111111111112
 PM Emission Factors	0.8490566037735849	0.8125	0.8854166666666666	0.9377593360995851	0.9522388059701492	0.9207920792079208	0.875	0.8818897637795275	0.8166666666666667	0.8571428571428571	0.7317073170731707	0.9234234234234234	0.8163265306122449	0.84375	0.85	0.940677966101695	0.9450980392156862	0.85	0.9545454545454546	0.8904109589041096	0.8709677419354839	0.88	0.8455284552845529	0.898876404494382	0.9017341040462428	0.7761194029850746	0.7945205479452054	0.84	0.8904109589041096	0.9274809160305344	0.8024691358024691	0.7083333333333334	0.8461538461538461	0.8898305084745762	0.8854166666666666	0.8796992481203008	0.9107981220657277	0.7027027027027027	0.8888888888888888	0.9085365853658537	0.9183673469387755	0.8157894736842105	0.9180327868852459	0.875	0.8627450980392157	0.8275862068965517	0.875
Category 3 Marine Engine CO and HC Emission Factors	0.8867924528301887	0.75	0.75	0.8464730290456431	0.8835820895522388	0.8514851485148515	0.7788461538461539	0.7952755905511811	0.8	0.7738095238095238	0.7058823529411765	0.8693693693693694	0.7843137254901961	0.8235294117647058	0.7450980392156863	0.8686440677966102	0.8745098039215686	0.74	0.8431372549019608	0.8287671232876712	0.8235294117647058	0.803921568627451	0.7642276422764228	0.8426966292134831	0.8323699421965318	0.7611940298507462	0.6712328767123288	0.8235294117647058	0.821917808219178	0.851145038167939	0.7037037037037037	0.7254901960784313	0.7692307692307693	0.7966101694915254	0.7604166666666666	0.7669172932330827	0.8356807511737089	0.7843137254901961	0.7847222222222222	0.823170731707317	0.8571428571428571	0.7058823529411765	0.8688524590163934	0.7833333333333333	0.8235294117647058	0.7758620689655172	0.803921568627451
Estimation of Particulate Matter Emission Factors for Diesel Engines on OceanGoing Vessels	0.7777777777777778	0.7333333333333333	0.7708333333333334	0.7634854771784232	0.8149253731343283	0.7970297029702971	0.7115384615384616	0.7244094488188977	0.7777777777777778	0.8333333333333334	0.7777777777777778	0.8243243243243243	0.7111111111111111	0.8111111111111111	0.8333333333333334	0.8050847457627118	0.8156862745098039	0.77	0.8666666666666667	0.7328767123287672	0.8111111111111111	0.8777777777777778	0.6178861788617886	0.8777777777777778	0.7687861271676301	0.7	0.7555555555555555	0.8555555555555555	0.7465753424657534	0.7977099236641222	0.6555555555555556	0.7555555555555555	0.6888888888888889	0.7966101694915254	0.7395833333333334	0.7443609022556391	0.7417840375586855	0.7444444444444445	0.7361111111111112	0.7621951219512195	0.7806122448979592	0.8111111111111111	0.8555555555555555	0.7583333333333333	0.7888888888888889	0.7666666666666667	0.8444444444444444
Refinement of the Marine Emissions Inventory for the Corpus Christi Urban Airshed	0.7654320987654321	0.654320987654321	0.75	0.7842323651452282	0.8208955223880597	0.7772277227722773	0.7307692307692307	0.7559055118110236	0.8024691358024691	0.8452380952380952	0.7901234567901234	0.8018018018018018	0.7654320987654321	0.8395061728395061	0.8641975308641975	0.8220338983050848	0.8274509803921568	0.66	0.8641975308641975	0.726027397260274	0.8024691358024691	0.8765432098765432	0.7073170731707317	0.9101123595505618	0.7803468208092486	0.6049382716049383	0.7777777777777778	0.7901234567901234	0.6438356164383562	0.7977099236641222	0.0	0.7530864197530864	0.7777777777777778	0.7288135593220338	0.7395833333333334	0.7518796992481203	0.7605633802816901	0.7283950617283951	0.7638888888888888	0.7621951219512195	0.7653061224489796	0.8148148148148148	0.8395061728395061	0.7416666666666667	0.7901234567901234	0.7901234567901234	0.8271604938271605
Revision of MARPOL Annex VI and the NOx technical code	0.8148148148148148	0.75	0.7604166666666666	0.8547717842323651	0.8925373134328358	0.8415841584158416	0.7403846153846154	0.8031496062992126	0.85	0.8095238095238095	0.8148148148148148	0.8423423423423423	0.8518518518518519	0.8148148148148148	0.8333333333333334	0.864406779661017	0.8705882352941177	0.76	0.8703703703703703	0.815068493150685	0.7962962962962963	0.8518518518518519	0.8130081300813008	0.8539325842696629	0.8439306358381503	0.7761194029850746	0.821917808219178	0.8148148148148148	0.7876712328767124	0.8625954198473282	0.7037037037037037	0.9074074074074074	0.8	0.7796610169491526	0.7291666666666666	0.8045112781954887	0.8450704225352113	0.8518518518518519	0.8402777777777778	0.8292682926829268	0.7244897959183674	0.7962962962962963	0.9344262295081968	0.775	0.8703703703703703	0.8103448275862069	0.8333333333333334
RTI Estimates of Growth in Bunker Fuel Consumption Memorandum with spreadsheet from Michael Gallaher and and Russ SmithMartin Ross RTI to Barry Garelick	0.8157894736842105	0.7828947368421053	0.75	0.7551867219917012	0.7701492537313432	0.7722772277227723	0.3157894736842105	0.7828947368421053	0.8223684210526315	0.7763157894736842	0.8486842105263158	0.8018018018018018	0.8355263157894737	0.9013157894736842	0.9210526315789473	0.8050847457627118	0.796078431372549	0.7631578947368421	0.9144736842105263	0.8092105263157895	0.868421052631579	0.9210526315789473	0.7894736842105263	0.8289473684210527	0.7803468208092486	0.7894736842105263	0.7960526315789473	0.875	0.7960526315789473	0.767175572519084	0.75	0.8421052631578947	0.7828947368421053	0.7631578947368421	0.7697368421052632	0.8026315789473685	0.7699530516431925	0.8355263157894737	0.8355263157894737	0.8170731707317073	0.7908163265306123	0.8289473684210527	0.8618421052631579	0.7828947368421053	0.8421052631578947	0.8092105263157895	0.8881578947368421
nan	0.9433962264150944	0.9625	0.96875	0.9875518672199171	0.991044776119403	0.9851485148514851	0.9711538461538461	0.9763779527559056	0.95	0.9642857142857143	0.926829268292683	0.9864864864864865	0.9591836734693877	0.96875	0.8888888888888888	0.9872881355932204	0.9882352941176471	0.97	0.9090909090909091	0.9794520547945206	0.9032258064516129	0.96	0.975609756097561	0.9662921348314607	0.9826589595375722	0.9552238805970149	0.958904109589041	1.0	0.9794520547945206	0.9885496183206107	0.9629629629629629	0.9583333333333334	0.9538461538461539	0.9745762711864406	0.96875	0.9774436090225563	0.9859154929577465	0.918918918918919	0.9791666666666666	0.9817073170731707	0.9846938775510204	0.9210526315789473	0.9508196721311475	0.975	0.9607843137254902	0.9482758620689655	0.9375
The Motor ShipÕs Guide to Marine Diesel Engines	0.8301886792452831	0.7625	0.7708333333333334	0.8755186721991701	0.9014925373134328	0.8514851485148515	0.7884615384615384	0.8031496062992126	0.7833333333333333	0.7976190476190477	0.8297872340425532	0.8783783783783784	0.061224489795918366	0.8936170212765957	0.7446808510638298	0.8686440677966102	0.8784313725490196	0.78	0.7872340425531915	0.815068493150685	0.8085106382978723	0.8085106382978723	0.7967479674796748	0.8764044943820225	0.8497109826589595	0.7761194029850746	0.726027397260274	0.8085106382978723	0.821917808219178	0.8740458015267175	0.7654320987654321	0.8333333333333334	0.7692307692307693	0.8050847457627118	0.78125	0.8045112781954887	0.863849765258216	0.7872340425531915	0.8125	0.823170731707317	0.8520408163265306	0.7659574468085106	0.8688524590163934	0.7916666666666666	0.7058823529411765	0.7758620689655172	0.7872340425531915
Considering Alternative Input Parameters in an ActivityBased Ship Fuel Consumption and Emissions Model Reply to Comment by Oyvind Endresen et al on ÒUpdated Emissions from Ocean ShippingÓ	0.8342245989304813	0.7540106951871658	0.7379679144385026	0.7510373443983402	0.755223880597015	0.801980198019802	0.7219251336898396	0.7700534759358288	0.8181818181818182	0.7967914438502673	0.8449197860962567	0.8153153153153153	0.839572192513369	0.893048128342246	0.9197860962566845	0.7754237288135594	0.7647058823529411	0.7433155080213903	0.9251336898395722	0.7486631016042781	0.8823529411764706	0.9197860962566845	0.7058823529411765	0.8235294117647058	0.7754010695187166	0.7754010695187166	0.7914438502673797	0.893048128342246	0.7700534759358288	0.7366412213740458	0.7593582887700535	0.8449197860962567	0.8288770053475936	0.7433155080213903	0.7540106951871658	0.7593582887700535	0.7699530516431925	0.8021390374331551	0.22994652406417113	0.7914438502673797	0.7959183673469388	0.8609625668449198	0.8770053475935828	0.7807486631016043	0.8449197860962567	0.8074866310160428	0.8877005347593583
Updated Emissions from Ocean Shipping	0.8301886792452831	0.75	0.8333333333333334	0.8879668049792531	0.9164179104477612	0.8712871287128713	0.7980769230769231	0.8110236220472441	0.8333333333333334	0.7857142857142857	0.8292682926829268	0.8783783783783784	0.7959183673469388	0.8648648648648649	0.8378378378378378	0.8983050847457628	0.8980392156862745	0.78	0.8378378378378378	0.8082191780821918	0.8378378378378378	0.8378378378378378	0.7886178861788617	0.8876404494382022	0.861271676300578	0.7611940298507462	0.7945205479452054	0.8378378378378378	0.8287671232876712	0.8854961832061069	0.7283950617283951	0.8541666666666666	0.7692307692307693	0.8559322033898306	0.8229166666666666	0.8421052631578947	0.8591549295774648	0.0	0.8402777777777778	0.8719512195121951	0.8826530612244898	0.868421052631579	0.8524590163934426	0.85	0.8431372549019608	0.8103448275862069	0.8378378378378378
