	Simplified Flow Sheet of Clinker and Cement Manufacture........................................ 2-2 2-2. Labor Costs per Metric Ton of Cement	Current Employment Statistics (National): Customizable Data Tables” Available at As obtained on	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Cement Association.	Cement Association. 2008b. “Market Research: Producer Price Indices—Competitive Building Materials.” Available at	Cement Association (PCA).	Department of Commerce, Bureau of the Census.	DC: Government Printing Office. Available at As obtained on	the Census.	Optimal Tariffs and Market Power: The Evidence.” American Economic Review 98(5):2032-2065.	Estimating Particulate MatterMortality Dose-Response Curves and Threshold Levels: An Analysis of Daily TimeSeries for the 20 Largest	A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S.	D&B Million Dollar Directory.	Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between	Multimarket Contact and Pricing: Evidence from the U.S.	Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics.” U.S. Geological Survey Data Series 140, Version 1.2. Available at	Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and	Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality. Special Report to the Health Effects Institute.	Reduction in Fine Particulate Air Pollution and Mortality.”	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Price and Seller Concentration in Cement: Effective Oligopoly or	Circular A-4: Regulatory Analysis.	Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds.”	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	U.S. and Canadian Portland Cement Industry: Plant Information Summary.	U.S. and Canadian Labor-Energy Input Survey	Flash Report: Capacity Expansion Update.” Available at < http://www.cement.org/econ/pdf/NONMEMBERCapacity Expansion.pdf>. As obtained on	Association (PCA). 2008a. “Cement and Concrete Basics: History & Manufacture of Portland Cement.” Available at concretebasics_history.asp>.	Association (PCA).	Cement Plant Operating Cost Study.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci.	Air Pollution and Cause-Specific Mortality in Milan, Italy, 1980–1989.” Arch Environ Health	The Cost of Environmental Regulation in a Concentrated Industry.” Available at	The Concentration-Response Relation between PM(2.5) and Daily Deaths.” Environ Health Perspectives	The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival.” Environmental Health Perspectives	Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death.”	Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix,	of the Census.	of the Census; generated by RTI International; using American FactFinder; “Sector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Department of Commerce, Bureau of Economic Analysis.	Department of Energy, Energy Information Administration.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey. 2008b. Minerals Commodity Summaries, Cement	Statistics (BLS). 2007b. “State and Area Employment, Hours and Earnings	Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C,	Environmental Protection Agency (EPA).	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency Science Advisory	Advisory on Plans for Health Effects Analysis for EPA’s Second Prospective Analysis— Benefits and Costs of the Clean Air Act,	International Trade Commission (USITC). 2006. Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review). Publication 3856. Available at	Trade Commission.	Cement Manufacture and the Environment Part I: Chemistry and	Microeconomic Analysis. 3rd Ed.
Cement and Concrete Basics History  Manufacture of Portland Cement	0.29166666666666663	0.36	0.3584905660377359	0.33333333333333337	0.3571428571428571	0.2941176470588235	0.26315789473684215	0.2727272727272727	0.5172413793103448	0.4385964912280702	0.28301886792452835	0.30434782608695654	0.2571428571428571	0.276595744680851	0.24444444444444446	0.3448275862068966	0.13636363636363635	0.19999999999999996	0.2857142857142857	0.21739130434782605	0.2558139534883721	0.28205128205128205	0.28	0.26530612244897955	0.1707317073170732	0.4285714285714286	0.3571428571428571	0.2222222222222222	0.375	0.2727272727272727	0.28301886792452835	0.3090909090909091	0.31999999999999995	0.34615384615384615	0.34615384615384615	0.34615384615384615	0.24444444444444446	0.4193548387096774	0.3571428571428571	0.19047619047619047	0.35	0.36363636363636365	0.3076923076923077	0.33333333333333337	0.276595744680851	0.3157894736842105	0.24444444444444446	0.2682926829268293	0.26530612244897955	0.4285714285714286	0.33333333333333337	0.16279069767441856	0.26315789473684215
DB Million Dollar Directory	0.46341463414634143	0.4418604651162791	0.4782608695652174	0.3846153846153846	0.5102040816326531	0.40740740740740744	0.3548387096774194	0.4054054054054054	0.6363636363636364	0.56	0.4347826086956522	0.4358974358974359	0.0	0.44999999999999996	0.42105263157894735	0.4901960784313726	0.3513513513513513	0.4418604651162791	0.3142857142857143	0.4358974358974359	0.38888888888888884	0.3125	0.4418604651162791	0.4285714285714286	0.4117647058823529	0.48571428571428577	0.4693877551020408	0.44680851063829785	0.43999999999999995	0.45945945945945943	0.4782608695652174	0.5	0.4883720930232558	0.4222222222222223	0.5111111111111111	0.4222222222222223	0.3157894736842105	0.5833333333333333	0.5102040816326531	0.2571428571428571	0.3939393939393939	0.3513513513513513	0.4222222222222223	0.4545454545454546	0.4	0.29032258064516125	0.42105263157894735	0.3529411764705882	0.4285714285714286	0.6071428571428572	0.46153846153846156	0.38888888888888884	0.29032258064516125
Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between PM25 Exposure and Mortality	0.27586206896551724	0.3666666666666667	0.3650793650793651	0.4418604651162791	0.2727272727272727	0.40909090909090906	0.33333333333333337	0.33333333333333337	0.5897435897435898	0.28358208955223885	0.17460317460317465	0.25	0.4222222222222223	0.08771929824561409	0.2727272727272727	0.32352941176470584	0.2592592592592593	0.16666666666666663	0.34615384615384615	0.1785714285714286	0.28301886792452835	0.30612244897959184	0.23333333333333328	0.22033898305084743	0.33333333333333337	0.42307692307692313	0.21212121212121215	0.25	0.47619047619047616	0.33333333333333337	0.17460317460317465	0.32307692307692304	0.2666666666666667	0.25806451612903225	0.29032258064516125	0.22580645161290325	0.23636363636363633	0.5121951219512195	0.303030303030303	0.23076923076923073	0.31999999999999995	0.37037037037037035	0.29032258064516125	0.3114754098360656	0.22807017543859653	0.33333333333333337	0.2727272727272727	0.2941176470588235	0.288135593220339	0.28767123287671237	0.4883720930232558	0.24528301886792447	0.33333333333333337
Flash Report Capacity Expansion Update	0.33333333333333337	0.36	0.39622641509433965	0.3939393939393939	0.4285714285714286	0.4117647058823529	0.368421052631579	0.40909090909090906	0.5172413793103448	0.4385964912280702	0.3207547169811321	0.21739130434782605	0.37142857142857144	0.23404255319148937	0.33333333333333337	0.4137931034482759	0.2272727272727273	0.24	0.33333333333333337	0.30434782608695654	0.3023255813953488	0.28205128205128205	0.24	0.26530612244897955	0.31707317073170727	0.33333333333333337	0.25	0.40740740740740744	0.4375	0.36363636363636365	0.24528301886792447	0.38181818181818183	0.31999999999999995	0.3076923076923077	0.42307692307692313	0.3076923076923077	0.15555555555555556	0.4838709677419355	0.3571428571428571	0.2857142857142857	0.35	0.36363636363636365	0.34615384615384615	0.4117647058823529	0.276595744680851	0.368421052631579	0.37777777777777777	0.31707317073170727	0.30612244897959184	0.46031746031746035	0.3939393939393939	0.3023255813953488	0.3157894736842105
Market Research Producer Price Indices�Competitive Building Materials	0.28301886792452835	0.38181818181818183	0.3448275862068966	0.42105263157894735	0.180327868852459	0.3846153846153846	0.3023255813953488	0.30612244897959184	0.5294117647058824	0.3548387096774194	0.24137931034482762	0.2941176470588235	0.4	0.23076923076923073	0.19999999999999996	0.39682539682539686	0.26530612244897955	0.19999999999999996	0.36170212765957444	0.21568627450980393	0.29166666666666663	0.31818181818181823	0.19999999999999996	0.2962962962962963	0.30434782608695654	0.36170212765957444	0.3114754098360656	0.288135593220339	0.45945945945945943	0.30612244897959184	0.24137931034482762	0.33333333333333337	0.2727272727272727	0.33333333333333337	0.33333333333333337	0.29824561403508776	0.31999999999999995	0.5	0.2786885245901639	0.3191489361702128	0.37777777777777777	0.30612244897959184	0.26315789473684215	0.3928571428571429	0.23076923076923073	0.34883720930232553	0.31999999999999995	0.30434782608695654	0.33333333333333337	0.3529411764705882	0.42105263157894735	0.20833333333333337	0.39534883720930236
Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality	0.28301886792452835	0.3090909090909091	0.27586206896551724	0.368421052631579	0.3114754098360656	0.33333333333333337	0.34883720930232553	0.26530612244897955	0.5294117647058824	0.3548387096774194	0.1724137931034483	0.21568627450980393	0.4	0.23076923076923073	0.19999999999999996	0.2698412698412699	0.1428571428571429	0.054545454545454564	0.276595744680851	0.21568627450980393	0.25	0.2727272727272727	0.19999999999999996	0.2592592592592593	0.21739130434782605	0.4042553191489362	0.2786885245901639	0.22033898305084743	0.4054054054054054	0.30612244897959184	0.1724137931034483	0.23333333333333328	0.23636363636363633	0.29824561403508776	0.26315789473684215	0.26315789473684215	0.24	0.4444444444444444	0.24590163934426235	0.276595744680851	0.37777777777777777	0.30612244897959184	0.26315789473684215	0.3571428571428571	0.23076923076923073	0.3023255813953488	0.19999999999999996	0.21739130434782605	0.2222222222222222	0.3529411764705882	0.42105263157894735	0.16666666666666663	0.3023255813953488
US and Canadian LaborEnergy Input Survey 2005	0.37254901960784315	0.3584905660377359	0.3571428571428571	0.5555555555555556	0.38983050847457623	0.5675675675675675	0.5121951219512195	0.44680851063829785	0.625	0.5	0.2857142857142857	0.4285714285714286	0.5263157894736843	0.43999999999999995	0.33333333333333337	0.34426229508196726	0.36170212765957444	0.3584905660377359	0.5111111111111111	0.4285714285714286	0.30434782608695654	0.4285714285714286	0.39622641509433965	0.3846153846153846	0.31818181818181823	0.06666666666666665	0.423728813559322	0.4035087719298246	0.6	0.36170212765957444	0.2857142857142857	0.3793103448275862	0.3584905660377359	0.38181818181818183	0.4181818181818182	0.4181818181818182	0.45833333333333337	0.5882352941176471	0.38983050847457623	0.4222222222222223	0.34883720930232553	0.3191489361702128	0.23636363636363633	0.2962962962962963	0.4	0.41463414634146345	0.375	0.36363636363636365	0.42307692307692313	0.33333333333333337	0.5	0.34782608695652173	0.5121951219512195
US and Canadian Portland Cement Industry Plant Information Summary	0.3191489361702128	0.34693877551020413	0.2692307692307693	0.375	0.4181818181818182	0.33333333333333337	0.3513513513513513	0.3023255813953488	0.5	0.5	0.3076923076923077	0.28888888888888886	0.4117647058823529	0.34782608695652173	0.2272727272727273	0.368421052631579	0.16279069767441856	0.22448979591836737	0.36585365853658536	0.33333333333333337	0.23809523809523814	0.3157894736842105	0.30612244897959184	0.33333333333333337	0.0	0.2682926829268293	0.4181818181818182	0.3584905660377359	0.4193548387096774	0.2093023255813954	0.23076923076923073	0.33333333333333337	0.30612244897959184	0.4509803921568627	0.37254901960784315	0.33333333333333337	0.31818181818181823	0.4	0.34545454545454546	0.2682926829268293	0.28205128205128205	0.2558139534883721	0.2549019607843137	0.4	0.26086956521739135	0.3513513513513513	0.2272727272727273	0.25	0.33333333333333337	0.3548387096774194	0.3125	0.19047619047619047	0.3513513513513513
Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US TechnolEnviron Sci	0.23333333333333328	0.25806451612903225	0.19999999999999996	0.4666666666666667	0.2941176470588235	0.4347826086956522	0.4	0.2857142857142857	0.6097560975609756	0.3623188405797102	0.16923076923076918	0.2068965517241379	0.4893617021276596	0.22033898305084743	0.19298245614035092	0.2571428571428571	0.2142857142857143	0.12903225806451613	0.37037037037037035	0.24137931034482762	0.23636363636363633	0.37254901960784315	0.19354838709677424	0.21311475409836067	0.24528301886792447	0.2592592592592593	0.20588235294117652	0.2727272727272727	0.5	0.3214285714285714	0.01538461538461533	0.25373134328358204	0.19354838709677424	0.3125	0.21875	0.21875	0.19298245614035092	0.5348837209302326	0.17647058823529416	0.2962962962962963	0.3076923076923077	0.25	0.1875	0.33333333333333337	0.2542372881355932	0.31999999999999995	0.22807017543859653	0.24528301886792447	0.2786885245901639	0.2533333333333333	0.4666666666666667	0.19999999999999996	0.36
The Cost of Environmental Regulation in a Concentrated Industry	0.2941176470588235	0.28301886792452835	0.2857142857142857	0.38888888888888884	0.3220338983050848	0.4054054054054054	0.31707317073170727	0.276595744680851	0.5	0.3666666666666667	0.1785714285714286	0.22448979591836737	0.42105263157894735	0.19999999999999996	0.20833333333333337	0.3114754098360656	0.23404255319148937	0.16981132075471694	0.37777777777777777	0.22448979591836737	0.21739130434782605	0.23809523809523814	0.16981132075471694	0.3076923076923077	0.2272727272727273	0.28888888888888886	0.288135593220339	0.33333333333333337	0.48571428571428577	0.3191489361702128	0.2142857142857143	0.31034482758620685	0.09433962264150941	0.3090909090909091	0.2727272727272727	0.2727272727272727	0.25	0.4117647058823529	0.22033898305084743	0.24444444444444446	0.2558139534883721	0.23404255319148937	0.23636363636363633	0.37037037037037035	0.19999999999999996	0.2682926829268293	0.20833333333333337	0.2272727272727273	0.3076923076923077	0.33333333333333337	0.33333333333333337	0.13043478260869568	0.31707317073170727
Invited Commentary Particulate MatterMortality ExposureResponse Relations and Thresholds	0.28301886792452835	0.2727272727272727	0.27586206896551724	0.42105263157894735	0.2786885245901639	0.3846153846153846	0.34883720930232553	0.34693877551020413	0.5294117647058824	0.32258064516129037	0.1724137931034483	0.21568627450980393	0.4	0.23076923076923073	0.24	0.3650793650793651	0.22448979591836737	0.09090909090909094	0.3191489361702128	0.2549019607843137	0.25	0.31818181818181823	0.054545454545454564	0.2222222222222222	0.26086956521739135	0.3191489361702128	0.2786885245901639	0.288135593220339	0.45945945945945943	0.30612244897959184	0.1724137931034483	0.2666666666666667	0.19999999999999996	0.22807017543859653	0.29824561403508776	0.22807017543859653	0.16000000000000003	0.5	0.24590163934426235	0.276595744680851	0.33333333333333337	0.30612244897959184	0.26315789473684215	0.3928571428571429	0.23076923076923073	0.3023255813953488	0.28	0.26086956521739135	0.2962962962962963	0.3529411764705882	0.368421052631579	0.125	0.3023255813953488
Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution	0.2692307692307693	0.2962962962962963	0.29824561403508776	0.3513513513513513	0.33333333333333337	0.3157894736842105	0.38095238095238093	0.29166666666666663	0.5757575757575757	0.4098360655737705	0.19298245614035092	0.28	0.3846153846153846	0.21568627450980393	0.26530612244897955	0.3548387096774194	0.25	0.18518518518518523	0.26086956521739135	0.24	0.23404255319148937	0.2558139534883721	0.2222222222222222	0.05660377358490565	0.28888888888888886	0.30434782608695654	0.2666666666666667	0.31034482758620685	0.38888888888888884	0.25	0.1578947368421053	0.3220338983050848	0.2962962962962963	0.3571428571428571	0.3214285714285714	0.25	0.18367346938775508	0.5428571428571429	0.30000000000000004	0.21739130434782605	0.2727272727272727	0.375	0.3214285714285714	0.2727272727272727	0.21568627450980393	0.23809523809523814	0.22448979591836737	0.19999999999999996	0.3207547169811321	0.4029850746268657	0.4054054054054054	0.23404255319148937	0.23809523809523814
Using MetaSmoothing to Estimate DoseResponse Trends Across Multiple Studies with Application to Air Pollution and Daily Death	0.2727272727272727	0.26315789473684215	0.2666666666666667	0.44999999999999996	0.33333333333333337	0.41463414634146345	0.37777777777777777	0.33333333333333337	0.6111111111111112	0.3125	0.1333333333333333	0.16981132075471694	0.38095238095238093	0.2222222222222222	0.23076923076923073	0.29230769230769227	0.21568627450980393	0.19298245614035092	0.30612244897959184	0.2075471698113207	0.28	0.30434782608695654	0.22807017543859653	0.25	0.29166666666666663	0.34693877551020413	0.2698412698412699	0.34426229508196726	0.4871794871794872	0.2941176470588235	0.19999999999999996	0.32258064516129037	0.26315789473684215	0.2542372881355932	0.18644067796610164	0.05084745762711862	0.23076923076923073	0.5789473684210527	0.2698412698412699	0.26530612244897955	0.276595744680851	0.2549019607843137	0.2542372881355932	0.31034482758620685	0.2592592592592593	0.28888888888888886	0.23076923076923073	0.20833333333333337	0.3214285714285714	0.3142857142857143	0.44999999999999996	0.28	0.28888888888888886
Reduction in Fine Particulate Air Pollution and Mortality	0.37777777777777777	0.4042553191489362	0.4	0.4	0.39622641509433965	0.3548387096774194	0.48571428571428577	0.36585365853658536	0.6153846153846154	0.4444444444444444	0.31999999999999995	0.34883720930232553	0.25	0.36363636363636365	0.33333333333333337	0.4545454545454546	0.31707317073170727	0.276595744680851	0.07692307692307687	0.3023255813953488	0.35	0.2222222222222222	0.3191489361702128	0.26086956521739135	0.3157894736842105	0.4358974358974359	0.39622641509433965	0.37254901960784315	0.3793103448275862	0.36585365853658536	0.31999999999999995	0.3846153846153846	0.36170212765957444	0.3877551020408163	0.4285714285714286	0.30612244897959184	0.2857142857142857	0.5714285714285714	0.3584905660377359	0.33333333333333337	0.4054054054054054	0.41463414634146345	0.4285714285714286	0.41666666666666663	0.31818181818181823	0.2571428571428571	0.2857142857142857	0.26315789473684215	0.3913043478260869	0.4666666666666667	0.4666666666666667	0.30000000000000004	0.2571428571428571
A MicroEconometric Model of Capital Utilization and Retirement The Case of the US Cement Industry	0.23636363636363633	0.22807017543859653	0.2666666666666667	0.4	0.33333333333333337	0.41463414634146345	0.33333333333333337	0.37254901960784315	0.5555555555555556	0.34375	0.16666666666666663	0.05660377358490565	0.4285714285714286	0.2222222222222222	0.23076923076923073	0.29230769230769227	0.13725490196078427	0.1228070175438597	0.34693877551020413	0.24528301886792447	0.28	0.30434782608695654	0.19298245614035092	0.2857142857142857	0.20833333333333337	0.30612244897959184	0.2698412698412699	0.3114754098360656	0.4871794871794872	0.33333333333333337	0.16666666666666663	0.25806451612903225	0.19298245614035092	0.3220338983050848	0.288135593220339	0.18644067796610164	0.23076923076923073	0.4736842105263158	0.2063492063492064	0.22448979591836737	0.276595744680851	0.2549019607843137	0.22033898305084743	0.3448275862068966	0.2222222222222222	0.37777777777777777	0.2692307692307693	0.29166666666666663	0.2857142857142857	0.3142857142857143	0.4	0.19999999999999996	0.28888888888888886
Estimating Particulate MatterMortality DoseResponse Curves and Threshold Levels An Analysis of Daily TimeSeries for the 20 Largest US Cities	0.23333333333333328	0.25806451612903225	0.2615384615384615	0.4666666666666667	0.2647058823529411	0.4347826086956522	0.36	0.2857142857142857	0.6097560975609756	0.2753623188405797	0.01538461538461533	0.1724137931034483	0.44680851063829785	0.2542372881355932	0.19298245614035092	0.19999999999999996	0.2142857142857143	0.16129032258064513	0.37037037037037035	0.24137931034482762	0.23636363636363633	0.33333333333333337	0.22580645161290325	0.24590163934426235	0.28301886792452835	0.2962962962962963	0.2647058823529411	0.24242424242424243	0.5	0.3214285714285714	0.16923076923076918	0.25373134328358204	0.22580645161290325	0.25	0.21875	0.15625	0.22807017543859653	0.5348837209302326	0.23529411764705888	0.2592592592592593	0.3076923076923077	0.25	0.15625	0.2698412698412699	0.2542372881355932	0.31999999999999995	0.22807017543859653	0.24528301886792447	0.2786885245901639	0.2533333333333333	0.4666666666666667	0.23636363636363633	0.36
Air Pollution and CauseSpecific Mortality in Milan Italy 1980�1989	0.33333333333333337	0.3571428571428571	0.35593220338983056	0.4358974358974359	0.32258064516129037	0.4	0.40909090909090906	0.36	0.6	0.3650793650793651	0.2542372881355932	0.3076923076923077	0.41463414634146345	0.3584905660377359	0.33333333333333337	0.34375	0.24	0.2142857142857143	0.33333333333333337	0.34615384615384615	0.30612244897959184	0.33333333333333337	0.3214285714285714	0.3090909090909091	0.23404255319148937	0.375	0.4193548387096774	0.2666666666666667	0.42105263157894735	0.31999999999999995	0.2542372881355932	0.14754098360655743	0.3571428571428571	0.4137931034482759	0.3793103448275862	0.3448275862068966	0.2941176470588235	0.5135135135135135	0.29032258064516125	0.29166666666666663	0.34782608695652173	0.36	0.24137931034482762	0.368421052631579	0.28301886792452835	0.40909090909090906	0.2941176470588235	0.3191489361702128	0.3090909090909091	0.30434782608695654	0.4871794871794872	0.26530612244897955	0.36363636363636365
Price and Seller Concentration in Cement Effective Oligopoly or Misspecified Transportation Costs	0.2692307692307693	0.2592592592592593	0.29824561403508776	0.4054054054054054	0.3666666666666667	0.368421052631579	0.38095238095238093	0.20833333333333337	0.6363636363636364	0.3114754098360656	0.1578947368421053	0.19999999999999996	0.3846153846153846	0.2941176470588235	0.18367346938775508	0.32258064516129037	0.20833333333333337	0.18518518518518523	0.3913043478260869	0.28	0.06382978723404253	0.34883720930232553	0.2222222222222222	0.24528301886792447	0.24444444444444446	0.30434782608695654	0.2666666666666667	0.31034482758620685	0.4444444444444444	0.20833333333333337	0.19298245614035092	0.288135593220339	0.2592592592592593	0.2857142857142857	0.25	0.25	0.18367346938775508	0.5428571428571429	0.2666666666666667	0.26086956521739135	0.2727272727272727	0.29166666666666663	0.25	0.34545454545454546	0.2941176470588235	0.23809523809523814	0.1428571428571429	0.15555555555555556	0.24528301886792447	0.34328358208955223	0.3513513513513513	0.19148936170212771	0.2857142857142857
Optimal Tariffs and Market Power The Evidence	0.21568627450980393	0.3584905660377359	0.4285714285714286	0.4444444444444444	0.35593220338983056	0.4054054054054054	0.36585365853658536	0.276595744680851	0.625	0.19999999999999996	0.25	0.22448979591836737	0.42105263157894735	0.28	0.20833333333333337	0.4098360655737705	0.276595744680851	0.24528301886792447	0.4222222222222223	0.26530612244897955	0.21739130434782605	0.47619047619047616	0.24528301886792447	0.34615384615384615	0.36363636363636365	0.4666666666666667	0.288135593220339	0.33333333333333337	0.48571428571428577	0.36170212765957444	0.2857142857142857	0.3448275862068966	0.3207547169811321	0.2727272727272727	0.23636363636363633	0.2727272727272727	0.20833333333333337	0.5294117647058824	0.35593220338983056	0.33333333333333337	0.34883720930232553	0.36170212765957444	0.34545454545454546	0.4444444444444444	0.36	0.31707317073170727	0.25	0.2727272727272727	0.3076923076923077	0.3939393939393939	0.38888888888888884	0.21739130434782605	0.31707317073170727
Multimarket Contact and Pricing Evidence from the US Cement Industry	0.2592592592592593	0.3214285714285714	0.2542372881355932	0.4358974358974359	0.29032258064516125	0.4	0.36363636363636365	0.28	0.5428571428571429	0.3650793650793651	0.18644067796610164	0.23076923076923073	0.41463414634146345	0.28301886792452835	0.05882352941176472	0.25	0.16000000000000003	0.1428571428571429	0.375	0.2692307692307693	0.18367346938775508	0.33333333333333337	0.2142857142857143	0.2727272727272727	0.14893617021276595	0.25	0.29032258064516125	0.30000000000000004	0.4736842105263158	0.28	0.11864406779661019	0.24590163934426235	0.2142857142857143	0.3448275862068966	0.27586206896551724	0.24137931034482762	0.2549019607843137	0.45945945945945943	0.25806451612903225	0.29166666666666663	0.30434782608695654	0.19999999999999996	0.1724137931034483	0.368421052631579	0.24528301886792447	0.2727272727272727	0.17647058823529416	0.19148936170212771	0.2727272727272727	0.30434782608695654	0.4358974358974359	0.10204081632653061	0.31818181818181823
Cement Manufacture and the Environment Part I Chemistry and Technology	0.2692307692307693	0.2962962962962963	0.26315789473684215	0.4054054054054054	0.30000000000000004	0.368421052631579	0.33333333333333337	0.25	0.5151515151515151	0.34426229508196726	0.1578947368421053	0.24	0.3846153846153846	0.2549019607843137	0.1428571428571429	0.29032258064516125	0.20833333333333337	0.14814814814814814	0.34782608695652173	0.24	0.19148936170212771	0.3023255813953488	0.14814814814814814	0.24528301886792447	0.19999999999999996	0.30434782608695654	0.30000000000000004	0.27586206896551724	0.4444444444444444	0.29166666666666663	0.1578947368421053	0.2542372881355932	0.14814814814814814	0.2857142857142857	0.25	0.25	0.18367346938775508	0.4285714285714286	0.23333333333333328	0.26086956521739135	0.2727272727272727	0.25	0.2142857142857143	0.38181818181818183	0.2549019607843137	0.23809523809523814	0.18367346938775508	0.19999999999999996	0.28301886792452835	0.34328358208955223	0.3513513513513513	0.06382978723404253	0.2857142857142857
