	Simplified Flow Sheet of Clinker and Cement Manufacture........................................ 2-2 2-2. Labor Costs per Metric Ton of Cement	Current Employment Statistics (National): Customizable Data Tables” Available at As obtained on	Consumer Price Index All Items – U.S. City Average Data: Customizable Data Tables.” Available at As obtained on	Cement Association.	Cement Association. 2008b. “Market Research: Producer Price Indices—Competitive Building Materials.” Available at	Cement Association (PCA).	Department of Commerce, Bureau of the Census.	DC: Government Printing Office. Available at As obtained on	the Census.	Optimal Tariffs and Market Power: The Evidence.” American Economic Review 98(5):2032-2065.	Estimating Particulate MatterMortality Dose-Response Curves and Threshold Levels: An Analysis of Daily TimeSeries for the 20 Largest	A Micro-Econometric Model of Capital Utilization and Retirement: The Case of the U.S.	D&B Million Dollar Directory.	Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between	Multimarket Contact and Pricing: Evidence from the U.S.	Historical Statistics for Mineral and Material Commodities in the United States: Cement End Use Statistics.” U.S. Geological Survey Data Series 140, Version 1.2. Available at	Historical Statistics for Mineral and Material Commodities in the United States: Cement Supply and	Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality. Special Report to the Health Effects Institute.	Reduction in Fine Particulate Air Pollution and Mortality.”	Estimating the Public Health Benefits of Proposed Air Pollution Regulations.	Price and Seller Concentration in Cement: Effective Oligopoly or	Circular A-4: Regulatory Analysis.	Invited Commentary: Particulate Matter-Mortality Exposure-Response Relations and Thresholds.”	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	U.S. and Canadian Portland Cement Industry: Plant Information Summary.	U.S. and Canadian Labor-Energy Input Survey	Flash Report: Capacity Expansion Update.” Available at < http://www.cement.org/econ/pdf/NONMEMBERCapacity Expansion.pdf>. As obtained on	Association (PCA). 2008a. “Cement and Concrete Basics: History & Manufacture of Portland Cement.” Available at concretebasics_history.asp>.	Association (PCA).	Cement Plant Operating Cost Study.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci.	Air Pollution and Cause-Specific Mortality in Milan, Italy, 1980–1989.” Arch Environ Health	The Cost of Environmental Regulation in a Concentrated Industry.” Available at	The Concentration-Response Relation between PM(2.5) and Daily Deaths.” Environ Health Perspectives	The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival.” Environmental Health Perspectives	Using Meta-Smoothing to Estimate Dose-Response Trends Across Multiple Studies, with Application to Air Pollution and Daily Death.”	Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix,	of the Census.	of the Census; generated by RTI International; using American FactFinder; “Sector 31: Annual Survey of Manufactures: General Statistics: Statistics for Industry Groups and Industries:	Department of Commerce, Bureau of Economic Analysis.	Department of Energy, Energy Information Administration.	Department of the Interior, U.S. Geological Survey.	Department of the Interior, U.S. Geological Survey. 2008b. Minerals Commodity Summaries, Cement	Statistics (BLS). 2007b. “State and Area Employment, Hours and Earnings	Regulatory Impact Analysis of Cement Kiln Dust Rulemaking. Appendix C,	Environmental Protection Agency (EPA).	Environmental Protection Agency, Office of Air Quality Planning and Standards.	Environmental Protection Agency Science Advisory	Advisory on Plans for Health Effects Analysis for EPA’s Second Prospective Analysis— Benefits and Costs of the Clean Air Act,	International Trade Commission (USITC). 2006. Gray Portland Cement and Cement Clinker from Japan Investigation No. 731-TA-461 (Second Review). Publication 3856. Available at	Trade Commission.	Cement Manufacture and the Environment Part I: Chemistry and	Microeconomic Analysis. 3rd Ed.
Circular A4 Regulatory Analysis	0.4222222222222223	0.36170212765957444	0.36	0.2666666666666667	0.39622641509433965	0.29032258064516125	0.37142857142857144	0.31707317073170727	0.46153846153846156	0.5185185185185186	0.31999999999999995	0.34883720930232553	0.3125	0.2727272727272727	0.38095238095238093	0.38181818181818183	0.31707317073170727	0.3191489361702128	0.28205128205128205	0.3023255813953488	0.35	0.0	0.36170212765957444	0.30434782608695654	0.3157894736842105	0.3846153846153846	0.39622641509433965	0.4117647058823529	0.31034482758620685	0.31707317073170727	0.36	0.42307692307692313	0.276595744680851	0.4285714285714286	0.4285714285714286	0.34693877551020413	0.38095238095238093	0.4285714285714286	0.3584905660377359	0.23076923076923073	0.3513513513513513	0.36585365853658536	0.3877551020408163	0.375	0.2272727272727273	0.2571428571428571	0.2857142857142857	0.26315789473684215	0.3913043478260869	0.4	0.4	0.35	0.3142857142857143
Consumer Price Index All Items � US City Average Data Customizable Data Tables	0.3571428571428571	0.2068965517241379	0.08196721311475408	0.41463414634146345	0.34375	0.38095238095238093	0.4347826086956522	0.23076923076923073	0.6216216216216216	0.4769230769230769	0.24590163934426235	0.2962962962962963	0.4418604651162791	0.34545454545454546	0.28301886792452835	0.303030303030303	0.3076923076923077	0.24137931034482762	0.4	0.33333333333333337	0.2941176470588235	0.3191489361702128	0.27586206896551724	0.29824561403508776	0.22448979591836737	0.28	0.34375	0.3548387096774194	0.44999999999999996	0.3076923076923077	0.180327868852459	0.3650793650793651	0.24137931034482762	0.3666666666666667	0.2666666666666667	0.2666666666666667	0.3207547169811321	0.5897435897435898	0.28125	0.31999999999999995	0.33333333333333337	0.2692307692307693	0.23333333333333328	0.35593220338983056	0.23636363636363633	0.30434782608695654	0.24528301886792447	0.22448979591836737	0.368421052631579	0.295774647887324	0.41463414634146345	0.2941176470588235	0.3913043478260869
Current Employment Statistics National Customizable Data Tables	0.28	0.11538461538461542	0.2727272727272727	0.37142857142857144	0.4482758620689655	0.38888888888888884	0.30000000000000004	0.34782608695652173	0.5483870967741935	0.4915254237288136	0.2727272727272727	0.25	0.3513513513513513	0.34693877551020413	0.36170212765957444	0.3666666666666667	0.26086956521739135	0.3076923076923077	0.4545454545454546	0.33333333333333337	0.28888888888888886	0.31707317073170727	0.3076923076923077	0.33333333333333337	0.3023255813953488	0.31818181818181823	0.3793103448275862	0.3928571428571429	0.47058823529411764	0.30434782608695654	0.3090909090909091	0.4035087719298246	0.3076923076923077	0.33333333333333337	0.2962962962962963	0.2962962962962963	0.276595744680851	0.5151515151515151	0.3448275862068966	0.18181818181818177	0.33333333333333337	0.30434782608695654	0.2962962962962963	0.3207547169811321	0.30612244897959184	0.35	0.3191489361702128	0.3023255813953488	0.37254901960784315	0.3846153846153846	0.37142857142857144	0.33333333333333337	0.35
CurrentDollar and �Real� Gross Domestic Product	0.375	0.36	0.3584905660377359	0.33333333333333337	0.3928571428571429	0.2941176470588235	0.3157894736842105	0.2272727272727273	0.5172413793103448	0.4736842105263158	0.3207547169811321	0.34782608695652173	0.37142857142857144	0.3191489361702128	0.33333333333333337	0.4137931034482759	0.31818181818181823	0.31999999999999995	0.33333333333333337	0.30434782608695654	0.34883720930232553	0.28205128205128205	0.31999999999999995	0.34693877551020413	0.2682926829268293	0.47619047619047616	0.4642857142857143	0.40740740740740744	0.375	0.31818181818181823	0.39622641509433965	0.4545454545454546	0.36	0.3846153846153846	0.3846153846153846	0.34615384615384615	0.33333333333333337	0.4838709677419355	0.3928571428571429	0.2857142857142857	0.4	0.36363636363636365	0.34615384615384615	0.4509803921568627	0.276595744680851	0.368421052631579	0.33333333333333337	0.31707317073170727	0.4285714285714286	0.4285714285714286	0.33333333333333337	0.3023255813953488	0.368421052631579
Economic Analysis of Air Pollution Regulations Portland Cement Final Report	0.2941176470588235	0.28301886792452835	0.3214285714285714	0.33333333333333337	0.3220338983050848	0.29729729729729726	0.31707317073170727	0.23404255319148937	0.5625	0.3666666666666667	0.1785714285714286	0.22448979591836737	0.42105263157894735	0.16000000000000003	0.25	0.34426229508196726	0.23404255319148937	0.16981132075471694	0.24444444444444446	0.1428571428571429	0.17391304347826086	0.19047619047619047	0.24528301886792447	0.15384615384615385	0.2272727272727273	0.33333333333333337	0.2542372881355932	0.29824561403508776	0.37142857142857144	0.23404255319148937	0.1785714285714286	0.31034482758620685	0.2075471698113207	0.34545454545454546	0.2727272727272727	0.23636363636363633	0.20833333333333337	0.47058823529411764	0.2542372881355932	0.15555555555555556	0.2093023255813954	0.3191489361702128	0.3090909090909091	0.2962962962962963	0.16000000000000003	0.2195121951219512	0.16666666666666663	0.18181818181818177	0.2692307692307693	0.33333333333333337	0.38888888888888884	0.21739130434782605	0.2682926829268293
Economic Analysis Resource Document	0.4222222222222223	0.276595744680851	0.36	0.2666666666666667	0.4339622641509434	0.29032258064516125	0.3142857142857143	0.31707317073170727	0.5384615384615384	0.4444444444444444	0.28	0.3023255813953488	0.25	0.2727272727272727	0.38095238095238093	0.38181818181818183	0.31707317073170727	0.276595744680851	0.28205128205128205	0.2558139534883721	0.35	0.16666666666666663	0.3191489361702128	0.30434782608695654	0.3157894736842105	0.4358974358974359	0.39622641509433965	0.4117647058823529	0.3793103448275862	0.36585365853658536	0.36	0.42307692307692313	0.276595744680851	0.3877551020408163	0.34693877551020413	0.26530612244897955	0.33333333333333337	0.5	0.39622641509433965	0.1282051282051282	0.2432432432432432	0.31707317073170727	0.3877551020408163	0.33333333333333337	0.2272727272727273	0.19999999999999996	0.23809523809523814	0.21052631578947367	0.3913043478260869	0.4666666666666667	0.4	0.30000000000000004	0.19999999999999996
EPA�s Review of the National Ambient Air Quality Standards for Particulate Matter Second Draft PM Staff Paper January 2005	0.29032258064516125	0.28125	0.3731343283582089	0.5319148936170213	0.3142857142857143	0.5	0.42307692307692313	0.3448275862068966	0.6744186046511628	0.2676056338028169	0.16417910447761197	0.30000000000000004	0.4693877551020408	0.2786885245901639	0.3220338983050848	0.2777777777777778	0.31034482758620685	0.21875	0.3928571428571429	0.2666666666666667	0.33333333333333337	0.4339622641509434	0.3125	0.3650793650793651	0.38181818181818183	0.4285714285714286	0.2857142857142857	0.2647058823529411	0.5652173913043479	0.4137931034482759	0.22388059701492535	0.30434782608695654	0.3125	0.24242424242424243	0.24242424242424243	0.24242424242424243	0.3220338983050848	0.6	0.3142857142857143	0.3214285714285714	0.37037037037037035	0.3448275862068966	0.24242424242424243	0.32307692307692304	0.34426229508196726	0.3846153846153846	0.2542372881355932	0.3090909090909091	0.33333333333333337	0.24675324675324672	0.574468085106383	0.29824561403508776	0.3846153846153846
Final Regulatory Analysis Control of Emissions from Nonroad Diesel Engines	0.36	0.2692307692307693	0.34545454545454546	0.37142857142857144	0.4137931034482759	0.38888888888888884	0.35	0.26086956521739135	0.5483870967741935	0.4576271186440678	0.23636363636363633	0.29166666666666663	0.4054054054054054	0.22448979591836737	0.3191489361702128	0.33333333333333337	0.30434782608695654	0.2692307692307693	0.31818181818181823	0.25	0.28888888888888886	0.2195121951219512	0.34615384615384615	0.2549019607843137	0.2558139534883721	0.36363636363636365	0.27586206896551724	0.3928571428571429	0.47058823529411764	0.30434782608695654	0.2727272727272727	0.4035087719298246	0.23076923076923073	0.40740740740740744	0.33333333333333337	0.2962962962962963	0.276595744680851	0.4545454545454546	0.31034482758620685	0.18181818181818177	0.19047619047619047	0.34782608695652173	0.33333333333333337	0.3584905660377359	0.18367346938775508	0.30000000000000004	0.23404255319148937	0.2558139534883721	0.37254901960784315	0.3846153846153846	0.37142857142857144	0.28888888888888886	0.30000000000000004
Gray Portland Cement and Cement Clinker from Japan Investigation No 731TA461 Second Review	0.3548387096774194	0.34375	0.34328358208955223	0.4893617021276596	0.37142857142857144	0.45833333333333337	0.5	0.31034482758620685	0.7209302325581395	0.323943661971831	0.28358208955223885	0.33333333333333337	0.5510204081632653	0.3114754098360656	0.35593220338983056	0.36111111111111116	0.3793103448275862	0.28125	0.4642857142857143	0.3666666666666667	0.29824561403508776	0.3584905660377359	0.34375	0.39682539682539686	0.34545454545454546	0.4285714285714286	0.34285714285714286	0.4117647058823529	0.5217391304347826	0.3793103448275862	0.28358208955223885	0.3623188405797102	0.3125	0.3939393939393939	0.33333333333333337	0.33333333333333337	0.38983050847457623	0.6444444444444444	0.22857142857142854	0.3928571428571429	0.37037037037037035	0.3448275862068966	0.33333333333333337	0.41538461538461535	0.2786885245901639	0.3846153846153846	0.3220338983050848	0.3090909090909091	0.3650793650793651	0.09090909090909094	0.4893617021276596	0.368421052631579	0.42307692307692313
Guidelines for Preparing Economic Analyses	0.375	0.31999999999999995	0.3584905660377359	0.3939393939393939	0.3928571428571429	0.3529411764705882	0.368421052631579	0.2272727272727273	0.6551724137931034	0.4035087719298246	0.24528301886792447	0.30434782608695654	0.4285714285714286	0.23404255319148937	0.28888888888888886	0.3448275862068966	0.2727272727272727	0.24	0.33333333333333337	0.17391304347826086	0.2093023255813954	0.28205128205128205	0.31999999999999995	0.22448979591836737	0.2682926829268293	0.38095238095238093	0.3571428571428571	0.33333333333333337	0.4375	0.2727272727272727	0.24528301886792447	0.34545454545454546	0.28	0.42307692307692313	0.2692307692307693	0.2692307692307693	0.28888888888888886	0.5483870967741935	0.3214285714285714	0.19047619047619047	0.19999999999999996	0.2727272727272727	0.3076923076923077	0.2941176470588235	0.23404255319148937	0.21052631578947367	0.15555555555555556	0.1707317073170732	0.30612244897959184	0.3650793650793651	0.3939393939393939	0.2558139534883721	0.21052631578947367
Historical Statistics for Mineral and Material Commodities in the United States Cement End Use Statistics	0.25	0.36	0.39622641509433965	0.33333333333333337	0.4285714285714286	0.3529411764705882	0.3157894736842105	0.31818181818181823	0.5172413793103448	0.4035087719298246	0.28301886792452835	0.13043478260869568	0.37142857142857144	0.276595744680851	0.15555555555555556	0.27586206896551724	0.09090909090909094	0.19999999999999996	0.4285714285714286	0.26086956521739135	0.2558139534883721	0.3846153846153846	0.31999999999999995	0.34693877551020413	0.2195121951219512	0.38095238095238093	0.3214285714285714	0.33333333333333337	0.4375	0.36363636363636365	0.24528301886792447	0.3090909090909091	0.31999999999999995	0.34615384615384615	0.3076923076923077	0.3076923076923077	0.24444444444444446	0.4193548387096774	0.3571428571428571	0.2857142857142857	0.35	0.31818181818181823	0.2692307692307693	0.37254901960784315	0.36170212765957444	0.368421052631579	0.28888888888888886	0.2682926829268293	0.26530612244897955	0.46031746031746035	0.33333333333333337	0.2093023255813954	0.26315789473684215
Historical Statistics for Mineral and Material Commodities in the United States Cement Supply and Demand Statistics	0.21568627450980393	0.28301886792452835	0.3214285714285714	0.38888888888888884	0.38983050847457623	0.4054054054054054	0.2195121951219512	0.3191489361702128	0.5	0.43333333333333335	0.2142857142857143	0.18367346938775508	0.3157894736842105	0.28	0.20833333333333337	0.24590163934426235	0.021276595744680882	0.16981132075471694	0.37777777777777777	0.26530612244897955	0.26086956521739135	0.33333333333333337	0.28301886792452835	0.3076923076923077	0.18181818181818177	0.33333333333333337	0.3220338983050848	0.26315789473684215	0.48571428571428577	0.276595744680851	0.2142857142857143	0.27586206896551724	0.3207547169811321	0.3090909090909091	0.2727272727272727	0.23636363636363633	0.20833333333333337	0.4117647058823529	0.288135593220339	0.19999999999999996	0.3023255813953488	0.19148936170212771	0.1636363636363637	0.33333333333333337	0.24	0.41463414634146345	0.29166666666666663	0.31818181818181823	0.2692307692307693	0.3939393939393939	0.38888888888888884	0.21739130434782605	0.31707317073170727
Integrated Science Assessment for Particulate Matter External Review Draft	0.33333333333333337	0.3214285714285714	0.2542372881355932	0.4358974358974359	0.32258064516129037	0.4	0.40909090909090906	0.24	0.6571428571428571	0.33333333333333337	0.18644067796610164	0.2692307692307693	0.41463414634146345	0.2075471698113207	0.21568627450980393	0.3125	0.31999999999999995	0.1428571428571429	0.33333333333333337	0.23076923076923073	0.26530612244897955	0.33333333333333337	0.25	0.2727272727272727	0.276595744680851	0.375	0.29032258064516125	0.3666666666666667	0.4736842105263158	0.36	0.18644067796610164	0.3114754098360656	0.25	0.3448275862068966	0.2068965517241379	0.2068965517241379	0.2941176470588235	0.5675675675675675	0.29032258064516125	0.29166666666666663	0.26086956521739135	0.28	0.27586206896551724	0.368421052631579	0.2075471698113207	0.2727272727272727	0.17647058823529416	0.19148936170212771	0.34545454545454546	0.33333333333333337	0.4871794871794872	0.22448979591836737	0.31818181818181823
Minerals Commodity Summaries Cement	0.2727272727272727	0.30434782608695654	0.34693877551020413	0.31034482758620685	0.42307692307692313	0.33333333333333337	0.3529411764705882	0.35	0.43999999999999995	0.5094339622641509	0.30612244897959184	0.2857142857142857	0.29032258064516125	0.34883720930232553	0.2682926829268293	0.37037037037037035	0.15000000000000002	0.26086956521739135	0.3157894736842105	0.38095238095238093	0.28205128205128205	0.2571428571428571	0.30434782608695654	0.28888888888888886	0.1351351351351351	0.3157894736842105	0.42307692307692313	0.36	0.4285714285714286	0.19999999999999996	0.30612244897959184	0.37254901960784315	0.34782608695652173	0.41666666666666663	0.41666666666666663	0.33333333333333337	0.31707317073170727	0.40740740740740744	0.34615384615384615	0.26315789473684215	0.33333333333333337	0.35	0.29166666666666663	0.36170212765957444	0.3023255813953488	0.3529411764705882	0.2682926829268293	0.2432432432432432	0.37777777777777777	0.4576271186440678	0.24137931034482762	0.23076923076923073	0.23529411764705888
Minerals Yearbook Cement	0.3023255813953488	0.4222222222222223	0.45833333333333337	0.2857142857142857	0.4117647058823529	0.31034482758620685	0.3939393939393939	0.33333333333333337	0.5	0.5	0.45833333333333337	0.36585365853658536	0.33333333333333337	0.4285714285714286	0.35	0.4716981132075472	0.33333333333333337	0.4222222222222223	0.45945945945945943	0.41463414634146345	0.42105263157894735	0.3529411764705882	0.4222222222222223	0.40909090909090906	0.33333333333333337	0.45945945945945943	0.4509803921568627	0.4285714285714286	0.40740740740740744	0.3846153846153846	0.41666666666666663	0.52	0.4222222222222223	0.44680851063829785	0.4893617021276596	0.4893617021276596	0.4	0.46153846153846156	0.4509803921568627	0.3513513513513513	0.4285714285714286	0.4871794871794872	0.4042553191489362	0.4782608695652174	0.38095238095238093	0.3939393939393939	0.44999999999999996	0.38888888888888884	0.5	0.5172413793103448	0.2857142857142857	0.368421052631579	0.33333333333333337
Regulatory Impact Analysis for the Clean Air Interstate Rule	0.30612244897959184	0.33333333333333337	0.33333333333333337	0.2941176470588235	0.29824561403508776	0.3142857142857143	0.23076923076923073	0.28888888888888886	0.4666666666666667	0.4137931034482759	0.2222222222222222	0.23404255319148937	0.38888888888888884	0.16666666666666663	0.30434782608695654	0.35593220338983056	0.19999999999999996	0.17647058823529416	0.34883720930232553	0.19148936170212771	0.2727272727272727	0.15000000000000002	0.2549019607843137	0.28	0.23809523809523814	0.34883720930232553	0.29824561403508776	0.3090909090909091	0.3939393939393939	0.28888888888888886	0.2222222222222222	0.3214285714285714	0.17647058823529416	0.39622641509433965	0.3207547169811321	0.28301886792452835	0.30434782608695654	0.375	0.22807017543859653	0.16279069767441856	0.2195121951219512	0.19999999999999996	0.24528301886792447	0.34615384615384615	0.125	0.28205128205128205	0.26086956521739135	0.2857142857142857	0.31999999999999995	0.34375	0.4117647058823529	0.2272727272727273	0.33333333333333337
Regulatory Impact Analysis of Cement Kiln Dust Rulemaking Appendix C p 12	0.3090909090909091	0.33333333333333337	0.30000000000000004	0.4	0.3015873015873016	0.41463414634146345	0.33333333333333337	0.2941176470588235	0.6111111111111112	0.40625	0.23333333333333328	0.3207547169811321	0.4285714285714286	0.2222222222222222	0.34615384615384615	0.32307692307692304	0.2941176470588235	0.22807017543859653	0.3877551020408163	0.28301886792452835	0.31999999999999995	0.26086956521739135	0.29824561403508776	0.2857142857142857	0.29166666666666663	0.3877551020408163	0.33333333333333337	0.34426229508196726	0.4871794871794872	0.33333333333333337	0.2666666666666667	0.3548387096774194	0.26315789473684215	0.38983050847457623	0.35593220338983056	0.3220338983050848	0.3076923076923077	0.5263157894736843	0.2698412698412699	0.22448979591836737	0.23404255319148937	0.2941176470588235	0.2542372881355932	0.3448275862068966	0.03703703703703709	0.37777777777777777	0.3076923076923077	0.33333333333333337	0.3928571428571429	0.2857142857142857	0.44999999999999996	0.31999999999999995	0.37777777777777777
Regulatory Impact Analysis 2006 National Ambient Air Quality Standards for Particulate Matter Chapter 5	0.2666666666666667	0.32258064516129037	0.32307692307692304	0.4666666666666667	0.23529411764705888	0.4347826086956522	0.4	0.3214285714285714	0.6097560975609756	0.30434782608695654	0.16923076923076918	0.27586206896551724	0.4893617021276596	0.288135593220339	0.29824561403508776	0.2857142857142857	0.25	0.19354838709677424	0.37037037037037035	0.24137931034482762	0.3090909090909091	0.33333333333333337	0.29032258064516125	0.3114754098360656	0.28301886792452835	0.37037037037037035	0.2941176470588235	0.24242424242424243	0.5	0.3214285714285714	0.19999999999999996	0.28358208955223885	0.25806451612903225	0.3125	0.3125	0.28125	0.33333333333333337	0.5348837209302326	0.23529411764705888	0.33333333333333337	0.34615384615384615	0.3214285714285714	0.1875	0.3015873015873016	0.2542372881355932	0.4	0.26315789473684215	0.3207547169811321	0.34426229508196726	0.19999999999999996	0.5111111111111111	0.2727272727272727	0.4
Regulatory Impact Analysis 2008 National Ambient Air Quality Standards for Groundlevel Ozone Chapter 6	0.32258064516129037	0.28125	0.31343283582089554	0.4893617021276596	0.2571428571428571	0.5	0.42307692307692313	0.27586206896551724	0.627906976744186	0.323943661971831	0.22388059701492535	0.30000000000000004	0.5510204081632653	0.3114754098360656	0.35593220338983056	0.2777777777777778	0.31034482758620685	0.25	0.4642857142857143	0.30000000000000004	0.29824561403508776	0.3584905660377359	0.34375	0.39682539682539686	0.34545454545454546	0.3571428571428571	0.2857142857142857	0.2647058823529411	0.5652173913043479	0.3448275862068966	0.25373134328358204	0.30434782608695654	0.25	0.3939393939393939	0.33333333333333337	0.36363636363636365	0.423728813559322	0.5555555555555556	0.22857142857142854	0.3571428571428571	0.37037037037037035	0.27586206896551724	0.1515151515151515	0.32307692307692304	0.2786885245901639	0.42307692307692313	0.2542372881355932	0.34545454545454546	0.3650793650793651	0.19480519480519476	0.5319148936170213	0.33333333333333337	0.46153846153846156
Sector 31 Annual Survey of Manufactures General StatisticsStatistics for Industry Groups and Industries 2006 and 2005	0.34545454545454546	0.368421052631579	0.4	0.5	0.3650793650793651	0.5121951219512195	0.4666666666666667	0.37254901960784315	0.6666666666666667	0.3125	0.2666666666666667	0.3584905660377359	0.4285714285714286	0.40740740740740744	0.3846153846153846	0.29230769230769227	0.2941176470588235	0.26315789473684215	0.3877551020408163	0.39622641509433965	0.36	0.3913043478260869	0.368421052631579	0.3928571428571429	0.33333333333333337	0.3877551020408163	0.4285714285714286	0.3114754098360656	0.5384615384615384	0.4117647058823529	0.30000000000000004	0.25806451612903225	0.368421052631579	0.38983050847457623	0.38983050847457623	0.38983050847457623	0.3846153846153846	0.5789473684210527	0.23809523809523814	0.34693877551020413	0.36170212765957444	0.2941176470588235	0.22033898305084743	0.3448275862068966	0.33333333333333337	0.4222222222222223	0.3076923076923077	0.33333333333333337	0.3571428571428571	0.22857142857142854	0.55	0.31999999999999995	0.33333333333333337
State and Area Employment Hours and Earnings 2005	0.36	0.3076923076923077	0.38181818181818183	0.4285714285714286	0.3793103448275862	0.4444444444444444	0.44999999999999996	0.3913043478260869	0.6129032258064516	0.38983050847457623	0.23636363636363633	0.33333333333333337	0.45945945945945943	0.30612244897959184	0.36170212765957444	0.30000000000000004	0.26086956521739135	0.2692307692307693	0.40909090909090906	0.25	0.28888888888888886	0.31707317073170727	0.3846153846153846	0.2941176470588235	0.3023255813953488	0.31818181818181823	0.4137931034482759	0.3214285714285714	0.5294117647058824	0.26086956521739135	0.3090909090909091	0.33333333333333337	0.34615384615384615	0.37037037037037035	0.2962962962962963	0.2962962962962963	0.4042553191489362	0.5757575757575757	0.3793103448275862	0.2727272727272727	0.23809523809523814	0.34782608695652173	0.2962962962962963	0.16981132075471694	0.30612244897959184	0.30000000000000004	0.23404255319148937	0.2093023255813954	0.33333333333333337	0.3538461538461538	0.4285714285714286	0.37777777777777777	0.30000000000000004
State Energy Consumption Price and Expenditure Estimates SEDS Technical Notes Prices and Expenditures Section 4	0.2962962962962963	0.2142857142857143	0.2542372881355932	0.4358974358974359	0.3870967741935484	0.4	0.31818181818181823	0.31999999999999995	0.5428571428571429	0.4285714285714286	0.18644067796610164	0.2692307692307693	0.41463414634146345	0.24528301886792447	0.2549019607843137	0.3125	0.24	0.2142857142857143	0.41666666666666663	0.2692307692307693	0.22448979591836737	0.28888888888888886	0.2142857142857143	0.23636363636363633	0.276595744680851	0.33333333333333337	0.32258064516129037	0.3666666666666667	0.4736842105263158	0.24	0.22033898305084743	0.34426229508196726	0.2857142857142857	0.31034482758620685	0.24137931034482762	0.2068965517241379	0.17647058823529416	0.5135135135135135	0.32258064516129037	0.25	0.30434782608695654	0.28	0.27586206896551724	0.33333333333333337	0.24528301886792447	0.31818181818181823	0.2549019607843137	0.23404255319148937	0.3090909090909091	0.33333333333333337	0.3846153846153846	0.26530612244897955	0.36363636363636365
Technical Support Document Calculating Benefit PerTon estimates Ozone NAAQS Docket EPAHQOAR2007	0.32258064516129037	0.3125	0.3731343283582089	0.4893617021276596	0.3142857142857143	0.45833333333333337	0.34615384615384615	0.3448275862068966	0.627906976744186	0.323943661971831	0.19402985074626866	0.2666666666666667	0.5102040816326531	0.2786885245901639	0.3220338983050848	0.33333333333333337	0.3448275862068966	0.28125	0.5	0.23333333333333328	0.33333333333333337	0.39622641509433965	0.375	0.39682539682539686	0.4181818181818182	0.5	0.34285714285714286	0.32352941176470584	0.5217391304347826	0.3793103448275862	0.34328358208955223	0.3623188405797102	0.34375	0.36363636363636365	0.2727272727272727	0.303030303030303	0.35593220338983056	0.5555555555555556	0.37142857142857144	0.2857142857142857	0.40740740740740744	0.3793103448275862	0.33333333333333337	0.29230769230769227	0.3114754098360656	0.42307692307692313	0.288135593220339	0.38181818181818183	0.33333333333333337	0.2987012987012987	0.5319148936170213	0.4035087719298246	0.5
The Clean Air Act Amendments CAAA Section 812 Prospective Study of Costs and Benefits 	0.23636363636363633	0.26315789473684215	0.30000000000000004	0.4	0.2698412698412699	0.36585365853658536	0.28888888888888886	0.2941176470588235	0.5555555555555556	0.3125	0.16666666666666663	0.24528301886792447	0.4285714285714286	0.2592592592592593	0.2692307692307693	0.29230769230769227	0.21568627450980393	0.19298245614035092	0.3877551020408163	0.24528301886792447	0.24	0.34782608695652173	0.26315789473684215	0.3214285714285714	0.25	0.3877551020408163	0.33333333333333337	0.180327868852459	0.4358974358974359	0.2941176470588235	0.23333333333333328	0.22580645161290325	0.26315789473684215	0.3220338983050848	0.2542372881355932	0.288135593220339	0.2692307692307693	0.4736842105263158	0.23809523809523814	0.22448979591836737	0.36170212765957444	0.2941176470588235	0.22033898305084743	0.31034482758620685	0.2962962962962963	0.33333333333333337	0.23076923076923073	0.25	0.2142857142857143	0.2571428571428571	0.4	0.24	0.37777777777777777
2007 North American Cement Industry Annua Yearbook	0.3076923076923077	0.33333333333333337	0.368421052631579	0.3513513513513513	0.30000000000000004	0.368421052631579	0.38095238095238093	0.375	0.5151515151515151	0.4426229508196722	0.33333333333333337	0.4	0.4871794871794872	0.37254901960784315	0.3877551020408163	0.3548387096774194	0.33333333333333337	0.33333333333333337	0.4347826086956522	0.36	0.44680851063829785	0.34883720930232553	0.37037037037037035	0.39622641509433965	0.33333333333333337	0.3913043478260869	0.4	0.31034482758620685	0.4444444444444444	0.41666666666666663	0.33333333333333337	0.38983050847457623	0.2962962962962963	0.4285714285714286	0.4285714285714286	0.4285714285714286	0.4285714285714286	0.48571428571428577	0.3666666666666667	0.34782608695652173	0.36363636363636365	0.41666666666666663	0.2857142857142857	0.3090909090909091	0.2941176470588235	0.4285714285714286	0.3877551020408163	0.37777777777777777	0.4339622641509434	0.31343283582089554	0.4054054054054054	0.276595744680851	0.38095238095238093
