	Industry-wide Uses of Chlorine by Industry................................................................. 2-7 2-2. Use of Caustic Soda by Industry................................................................................... 2-7 2-3. Use of Caustic Potash by Industry ................................................................................ 2-8 2-4. Income (or Loss) as Net a Percentage of Sales, Basic Chemicals, Resins, and Synthetics (NAICS 3251 and 3252): 2000–2005 ....................................................... 2-14 3-1. Capital Cost Factor ($/ton Cl2 produced) vs. Capacity ................................................ 3-5 4-1. Price Trends: Alkalis and Chlorine Manufacturing:	Oxychem Completes Taft,	Chlorine: Ensuring Rail Transportation Safety.”	Potassium Carbonate Handbook.” http://www.armandproducts.com/pdfs/k2so3P1_12.pdf. Accessed	ASHTA Chemicals Inc. 2009a. About ASHTA. http://www.ashtachemicals.com/aboutfs.htm.	Inc. 2009b. Potassium Hydroxide,	Investment under Uncertainty.	Energy Information Administration.	Potassium Hydroxide.” http://www.ercoworldwide.com/ products_potassiumhydroxide.asp. Accessed	Distributional Effects of Environmental and Energy Policy: An Introduction.	Potassium Carbonate Faces Pressures from the Video Glass.” Chemical Market Reporter,	Site Fact Sheet Ashtabula Complex.” http://www.millenniumchem.com/NR/rdonlyres/6AE8BF59-D7CD-4768-951F37AE6F1C7321/0/SiteFactSheetAshtabula.pdf. Accessed	Occidental Chemical Corporation. 2008a. “OxyChem Caustic Potash Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Pages/chem_products_basic_alkali.aspx #alk_koh. Accessed	Occidental Chemical Corporation. 2008b. “OxyChem Caustic Soda Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Documents/caustic_soda/caustic.pdf.	Form 10-K405. Filed	Form 10-K. Filed	BB&T Capital Markets Presentation Manufacturing and Materials Conference.” http://www.olin.com/. Accessed	Bill Would End Mercury Use at Chlorine Plants.” http://chronicle.augusta.com/stories/031308/met_190792.shtml. Accessed	Accessed	Chlorine Product Bulletin.” http://corporateportal.ppg.com/NA/Chemicals/CAD/ProductInformation/Bull /English/EN. Accessed	PPG Reaches Agreement with State of Maryland.” PPG News Release. http://corporateportal.ppg.com/PPG/Newsroom/News/20090811.htm.	The Effects of Environmental Regulation on Technology Diffusion: The Case of	Special Focus on Chlorine.”	The Innovation Group (TIG).	of Labor Statistics.	of Labor Statistics. 2009b. LAU Local Area Unemployment Statistics Series Id:	4-13 U.S. Bureau of Labor Statistics.	Quarterly Financial Report for Manufacturing, Mining, and Trade Corporations, 1st Quarter reports. http://www.census.gov/prod/www/abs/qfrmm.html. Accessed	Economic Census.	http://factfinder.census.gov/servlet/DatasetMainPageServlet?_program=ECN&_tabId=E CN1&_submenuId=datasets_4&_lang=en&_ts=24636668839. Accessed	Bureau; generated by RTI International; using American FactFinder; “Sector 31: Manufacturing: Industry Series: Industry Statistics by Employment Size:	Department of Transportation.	Environmental Protection Agency (EPA).	Federal Trade Commission (FTC).	Soda Ash. http://minerals.usgs.gov/minerals/pubs/ commodity/soda_ash/mcs-2009-sodaa.pdf. Accessed August 4,	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Environmental Protection Agency—Science Advisory Board (U.S.	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Environmental Protection Agency. RE: Docket No. EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants:	EPA requested documentation of these emission estimates using their authority under section 114 of the Clean Air Act.	EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants: Mercury Emissions from Mercury Cell Chlor-Alkali Plants—Memo: “Updated Cost Impacts Associated with the Conversion from Chlorine Production Utilizing Mercury Cell Chlor-Alkali Technology to Membrane Cell Technology,” from	B-4 Table B-3. Power Company Emission Factors: Fuel=Coal (Short tons per kWh)	Available on the internet at http://www.epa.gov/CAIR/pdfs/finaltech01.pdf U.S. Environmental Protection Agency	Available on the internet at http://www.epa.gov/cleanenergy/documents/egridzips/eGRID2007TechnicalSupportDoc ument.pdf U.S. Environmental Protection Agency
2009a About ASHTA	0.6333333333333333	0.6666666666666667	0.6216216216216216	0.5714285714285714	0.33333333333333337	0.4285714285714286	0.7241379310344828	0.6666666666666667	0.6216216216216216	0.6216216216216216	0.7142857142857143	0.6071428571428572	0.5833333333333333	0.5833333333333333	0.7777777777777778	0.76	0.6666666666666667	0.6326530612244898	0.8888888888888888	0.7142857142857143	0.6170212765957447	0.6666666666666667	0.6875	0.5714285714285714	0.52	0.4736842105263158	0.5625	0.6363636363636364	0.75	0.5918367346938775	0.6170212765957447	0.6296296296296297	0.6666666666666667	0.7037037037037037	0.44999999999999996	0.7073170731707317	0.6326530612244898	0.6842105263157895	0.6444444444444444	0.6	0.6842105263157895	0.6	0.6190476190476191	0.6363636363636364	0.5510204081632653
BBT Capital Markets Presentation Manufacturing Materials Conference	0.38235294117647056	0.368421052631579	0.28888888888888886	0.36	0.36170212765957444	0.4418604651162791	0.45945945945945943	0.42105263157894735	0.4222222222222223	0.33333333333333337	0.28	0.5	0.3571428571428571	0.3928571428571429	0.6571428571428571	0.6363636363636364	0.16000000000000003	0.368421052631579	0.7692307692307692	0.28	0.4181818181818182	0.2727272727272727	0.35	0.38888888888888884	0.4545454545454546	0.4347826086956522	0.4	0.3076923076923077	0.4375	0.368421052631579	0.34545454545454546	0.3142857142857143	0.368421052631579	0.37142857142857144	0.375	0.30612244897959184	0.33333333333333337	0.3913043478260869	0.3584905660377359	0.4482758620689655	0.30434782608695654	0.4117647058823529	0.28	0.3846153846153846	0.4035087719298246
ChlorAlkali Industry 2008 Mercury Use and Emissions in the United States Twelfth Annual Report	0.21518987341772156	0.3877551020408163	0.2857142857142857	0.3114754098360656	0.2068965517241379	0.37037037037037035	0.375	0.34693877551020413	0.3571428571428571	0.3214285714285714	0.3114754098360656	0.28	0.28358208955223885	0.25373134328358204	0.6086956521739131	0.5909090909090908	0.24590163934426235	0.2647058823529411	0.7297297297297297	0.3114754098360656	0.24242424242424243	0.2727272727272727	0.4117647058823529	0.44680851063829785	0.5454545454545454	0.22807017543859653	0.4901960784313726	0.23809523809523814	0.4883720930232558	0.2647058823529411	0.2727272727272727	0.4347826086956522	0.4285714285714286	0.4347826086956522	0.2542372881355932	0.33333333333333337	0.23529411764705888	0.368421052631579	0.25	0.33333333333333337	0.29824561403508776	0.21518987341772156	0.2786885245901639	0.17460317460317465	0.17647058823529416
ChlorAlkali Manufacturing Processes	0.4029850746268657	0.4054054054054054	0.31818181818181823	0.30612244897959184	0.34782608695652173	0.4285714285714286	0.4444444444444444	0.3513513513513513	0.36363636363636365	0.2727272727272727	0.26530612244897955	0.4920634920634921	0.34545454545454546	0.4181818181818182	0.6470588235294117	0.625	0.18367346938775508	0.3571428571428571	0.6799999999999999	0.26530612244897955	0.37037037037037035	0.2558139534883721	0.33333333333333337	0.4285714285714286	0.4375	0.4222222222222223	0.4358974358974359	0.2941176470588235	0.4193548387096774	0.3214285714285714	0.40740740740740744	0.4117647058823529	0.29729729729729726	0.4117647058823529	0.3191489361702128	0.29166666666666663	0.3214285714285714	0.37777777777777777	0.3076923076923077	0.4035087719298246	0.19999999999999996	0.4029850746268657	0.34693877551020413	0.33333333333333337	0.3928571428571429
Chlorine Product Bulletin	0.5161290322580645	0.5	0.4358974358974359	0.40909090909090906	0.46341463414634143	0.4054054054054054	0.4193548387096774	0.5	0.3846153846153846	0.3846153846153846	0.36363636363636365	0.5172413793103448	0.4	0.43999999999999995	0.5172413793103448	0.4814814814814815	0.31818181818181823	0.4117647058823529	0.7	0.31818181818181823	0.5102040816326531	0.368421052631579	0.3529411764705882	0.4	0.5555555555555556	0.5	0.47058823529411764	0.4347826086956522	0.3846153846153846	0.4509803921568627	0.5102040816326531	0.5172413793103448	0.375	0.3793103448275862	0.4285714285714286	0.39534883720930236	0.4509803921568627	0.4	0.4893617021276596	0.5384615384615384	0.30000000000000004	0.5483870967741935	0.36363636363636365	0.4347826086956522	0.4901960784313726
Chlorine Ensuring Rail Transportation Safety	0.4117647058823529	0.3157894736842105	0.06666666666666665	0.43999999999999995	0.3191489361702128	0.4883720930232558	0.45945945945945943	0.3157894736842105	0.4222222222222223	0.33333333333333337	0.36	0.40625	0.4285714285714286	0.3928571428571429	0.6571428571428571	0.6363636363636364	0.31999999999999995	0.4035087719298246	0.8461538461538461	0.31999999999999995	0.38181818181818183	0.13636363636363635	0.30000000000000004	0.33333333333333337	0.4545454545454546	0.3913043478260869	0.44999999999999996	0.2692307692307693	0.4375	0.368421052631579	0.3090909090909091	0.3142857142857143	0.368421052631579	0.37142857142857144	0.29166666666666663	0.34693877551020413	0.29824561403508776	0.3913043478260869	0.3207547169811321	0.4137931034482759	0.26086956521739135	0.38235294117647056	0.28	0.2692307692307693	0.29824561403508776
Olin Transportation of KOH	0.6129032258064516	0.375	0.3846153846153846	0.5	0.41463414634146345	0.5135135135135135	0.5483870967741935	0.4375	0.4871794871794872	0.4871794871794872	0.5	0.6206896551724138	0.52	0.48	0.5862068965517242	0.5555555555555556	0.4545454545454546	0.607843137254902	0.9	0.5	0.5510204081632653	0.42105263157894735	0.47058823529411764	0.4	0.40740740740740744	0.44999999999999996	0.5294117647058824	0.4782608695652174	0.6153846153846154	0.5686274509803921	0.5102040816326531	0.24137931034482762	0.5	0.3793103448275862	0.47619047619047616	0.5348837209302326	0.5294117647058824	0.55	0.574468085106383	0.5384615384615384	0.5	0.5483870967741935	0.5	0.5217391304347826	0.5294117647058824
PPG Industries Invests Nearly 6 milion in Marshall County Plant	0.4	0.44999999999999996	0.4042553191489362	0.42307692307692313	0.4285714285714286	0.33333333333333337	0.28205128205128205	0.35	0.36170212765957444	0.276595744680851	0.3076923076923077	0.4545454545454546	0.4137931034482759	0.4482758620689655	0.5675675675675675	0.5428571428571429	0.34615384615384615	0.38983050847457623	0.7857142857142857	0.3076923076923077	0.368421052631579	0.30434782608695654	0.4285714285714286	0.3157894736842105	0.6	0.41666666666666663	0.5714285714285714	0.33333333333333337	0.47058823529411764	0.288135593220339	0.4385964912280702	0.45945945945945943	0.35	0.3513513513513513	0.36	0.33333333333333337	0.3220338983050848	0.375	0.4181818181818182	0.43333333333333335	0.29166666666666663	0.4	0.3846153846153846	0.33333333333333337	0.35593220338983056
Sector 31 Manufacturing Industry Series Industry Statistics by Employment Size 2002	0.30666666666666664	0.4666666666666667	0.34615384615384615	0.33333333333333337	0.2962962962962963	0.28	0.36363636363636365	0.28888888888888886	0.42307692307692313	0.23076923076923073	0.368421052631579	0.323943661971831	0.3650793650793651	0.33333333333333337	0.5238095238095238	0.5	0.368421052631579	0.28125	0.7575757575757576	0.33333333333333337	0.29032258064516125	0.33333333333333337	0.44680851063829785	0.4883720930232558	0.44999999999999996	0.2075471698113207	0.36170212765957444	0.288135593220339	0.4871794871794872	0.21875	0.16129032258064513	0.4285714285714286	0.37777777777777777	0.47619047619047616	0.19999999999999996	0.3214285714285714	0.28125	0.3584905660377359	0.4	0.29230769230769227	0.28301886792452835	0.28	0.33333333333333337	0.22033898305084743	0.21875
2009b Potassium Hydroxide Liquid 	0.5	0.5263157894736843	0.5555555555555556	0.4	0.4042553191489362	0.11627906976744184	0.4054054054054054	0.42105263157894735	0.33333333333333337	0.37777777777777777	0.48	0.46875	0.3571428571428571	0.3928571428571429	0.5428571428571429	0.5151515151515151	0.52	0.4385964912280702	0.7692307692307692	0.52	0.4545454545454546	0.5	0.6	0.5555555555555556	0.4545454545454546	0.30434782608695654	0.44999999999999996	0.46153846153846156	0.5625	0.4736842105263158	0.5272727272727273	0.48571428571428577	0.4736842105263158	0.48571428571428577	0.33333333333333337	0.3877551020408163	0.4736842105263158	0.4782608695652174	0.5471698113207547	0.4482758620689655	0.3913043478260869	0.5	0.48	0.46153846153846156	0.4385964912280702
Form 10K405	0.6842105263157895	0.7777777777777778	0.8235294117647058	0.7435897435897436	0.7777777777777778	0.6875	0.7692307692307692	0.7037037037037037	0.7647058823529411	0.7647058823529411	0.7435897435897436	0.6603773584905661	0.7777777777777778	0.7777777777777778	0.16666666666666663	0.2727272727272727	0.7948717948717949	0.7391304347826086	1.0	0.7948717948717949	0.7272727272727273	0.7575757575757576	0.7241379310344828	0.76	0.7272727272727273	0.7142857142857143	0.6551724137931034	0.7073170731707317	0.7142857142857143	0.7391304347826086	0.7272727272727273	0.6666666666666667	0.7037037037037037	0.5833333333333333	0.6756756756756757	0.736842105263158	0.782608695652174	0.7714285714285715	0.8095238095238095	0.7446808510638299	0.6571428571428571	0.7894736842105263	0.6923076923076923	0.7073170731707317	0.782608695652174
Toxicological Effects of Methylmercury	0.4626865671641791	0.2432432432432432	0.2727272727272727	0.4693877551020408	0.3913043478260869	0.38095238095238093	0.38888888888888884	0.29729729729729726	0.31818181818181823	0.2727272727272727	0.3877551020408163	0.46031746031746035	0.4181818181818182	0.4181818181818182	0.5882352941176471	0.5625	0.30612244897959184	0.3928571428571429	0.76	0.34693877551020413	0.40740740740740744	0.16279069767441856	0.4358974358974359	0.4285714285714286	0.4375	0.4222222222222223	0.4358974358974359	0.2941176470588235	0.4193548387096774	0.3928571428571429	0.33333333333333337	0.3529411764705882	0.29729729729729726	0.4117647058823529	0.3191489361702128	0.29166666666666663	0.2857142857142857	0.37777777777777777	0.3076923076923077	0.4385964912280702	0.24444444444444446	0.4328358208955224	0.34693877551020413	0.37254901960784315	0.3571428571428571
nan	0.9183673469387755	0.8947368421052632	0.8461538461538461	0.8709677419354839	0.8571428571428572	0.8333333333333334	0.7777777777777778	0.7894736842105263	0.9230769230769231	0.8461538461538461	0.8709677419354839	0.9111111111111111	0.8918918918918919	0.8918918918918919	1.0	1.0	0.8709677419354839	0.8947368421052632	1.0	0.8709677419354839	0.8888888888888888	0.84	0.8095238095238095	0.7647058823529411	0.8571428571428572	0.8518518518518519	0.9047619047619048	0.8787878787878788	0.8461538461538461	0.8947368421052632	0.8888888888888888	0.75	0.7894736842105263	0.75	0.8620689655172413	0.8666666666666667	0.8947368421052632	0.8518518518518519	0.9411764705882353	0.8974358974358975	0.8518518518518519	0.9183673469387755	0.8709677419354839	0.8787878787878788	0.8947368421052632
Annual Report 2008	0.5161290322580645	0.5625	0.4358974358974359	0.5	0.41463414634146345	0.45945945945945943	0.5483870967741935	0.5	0.4871794871794872	0.4871794871794872	0.5	0.48275862068965514	0.43999999999999995	0.48	0.5862068965517242	0.5555555555555556	0.5	0.4509803921568627	0.8	0.5	0.4285714285714286	0.4736842105263158	0.47058823529411764	0.4	0.6296296296296297	0.4	0.5882352941176471	0.4782608695652174	0.6153846153846154	0.4901960784313726	0.5102040816326531	0.4482758620689655	0.4375	0.5172413793103448	0.38095238095238093	0.4883720930232558	0.5686274509803921	0.55	0.574468085106383	0.5	0.5	0.5483870967741935	0.5454545454545454	0.4782608695652174	0.4509803921568627
Potassium Hydroxide	0.5806451612903225	0.4375	0.4871794871794872	0.40909090909090906	0.5121951219512195	0.18918918918918914	0.29032258064516125	0.3125	0.23076923076923073	0.33333333333333337	0.4545454545454546	0.5517241379310345	0.4	0.43999999999999995	0.5172413793103448	0.4814814814814815	0.4545454545454546	0.4901960784313726	0.7	0.4545454545454546	0.5102040816326531	0.42105263157894735	0.5294117647058824	0.4666666666666667	0.4814814814814815	0.44999999999999996	0.47058823529411764	0.4782608695652174	0.46153846153846156	0.5294117647058824	0.5102040816326531	0.3793103448275862	0.375	0.3793103448275862	0.4285714285714286	0.34883720930232553	0.4509803921568627	0.4	0.5319148936170213	0.46153846153846156	0.35	0.5483870967741935	0.4545454545454546	0.4782608695652174	0.4901960784313726
Potassium Carbonate Handbook	0.5	0.5294117647058824	0.46341463414634143	0.26086956521739135	0.39534883720930236	0.23076923076923073	0.33333333333333337	0.3529411764705882	0.36585365853658536	0.31707317073170727	0.30434782608695654	0.5333333333333333	0.34615384615384615	0.3846153846153846	0.5483870967741935	0.5172413793103448	0.34782608695652173	0.4716981132075472	0.7272727272727273	0.3913043478260869	0.5294117647058824	0.4	0.4444444444444444	0.4375	0.4482758620689655	0.4285714285714286	0.4444444444444444	0.41666666666666663	0.3571428571428571	0.4339622641509434	0.4901960784313726	0.3548387096774194	0.4117647058823529	0.29032258064516125	0.40909090909090906	0.37777777777777777	0.4339622641509434	0.4285714285714286	0.4693877551020408	0.4444444444444444	0.33333333333333337	0.46875	0.34782608695652173	0.41666666666666663	0.4716981132075472
Causatic Potash Chemical Profile	0.4920634920634921	0.2727272727272727	0.35	0.33333333333333337	0.33333333333333337	0.368421052631579	0.375	0.3939393939393939	0.30000000000000004	0.30000000000000004	0.28888888888888886	0.4915254237288136	0.4117647058823529	0.4117647058823529	0.5333333333333333	0.5	0.28888888888888886	0.42307692307692313	0.7142857142857143	0.28888888888888886	0.43999999999999995	0.23076923076923073	0.3142857142857143	0.4193548387096774	0.3571428571428571	0.41463414634146345	0.37142857142857144	0.36170212765957444	0.33333333333333337	0.3846153846153846	0.48	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.34883720930232553	0.36363636363636365	0.3846153846153846	0.41463414634146345	0.375	0.4716981132075472	0.2195121951219512	0.4920634920634921	0.33333333333333337	0.36170212765957444	0.42307692307692313
2009 Industrial Directory	0.48484848484848486	0.5	0.4418604651162791	0.45833333333333337	0.33333333333333337	0.1707317073170732	0.2571428571428571	0.33333333333333337	0.39534883720930236	0.2558139534883721	0.45833333333333337	0.4193548387096774	0.40740740740740744	0.37037037037037035	0.5151515151515151	0.4838709677419355	0.45833333333333337	0.38181818181818183	0.6666666666666667	0.375	0.39622641509433965	0.33333333333333337	0.42105263157894735	0.4117647058823529	0.4838709677419355	0.2272727272727273	0.4736842105263158	0.43999999999999995	0.4666666666666667	0.38181818181818183	0.4339622641509434	0.3939393939393939	0.38888888888888884	0.3939393939393939	0.26086956521739135	0.4042553191489362	0.4545454545454546	0.40909090909090906	0.5294117647058824	0.3928571428571429	0.36363636363636365	0.48484848484848486	0.45833333333333337	0.4	0.34545454545454546
Letter to DL Jones 	0.7192982456140351	0.6296296296296297	0.5882352941176471	0.641025641025641	0.6666666666666667	0.5625	0.5384615384615384	0.4814814814814815	0.6470588235294117	0.5294117647058824	0.641025641025641	0.6981132075471699	0.6888888888888889	0.6444444444444444	0.6666666666666667	0.6363636363636364	0.641025641025641	0.6956521739130435	0.7333333333333334	0.5897435897435898	0.6818181818181819	0.5151515151515151	0.5862068965517242	0.52	0.4545454545454546	0.5428571428571429	0.5172413793103448	0.6585365853658536	0.5238095238095238	0.6521739130434783	0.6818181818181819	0.33333333333333337	0.5555555555555556	0.5	0.6216216216216216	0.5789473684210527	0.6521739130434783	0.6	0.6666666666666667	0.6595744680851063	0.6	0.7543859649122807	0.641025641025641	0.6585365853658536	0.6521739130434783
Letter to DL Jones RE Dcoket Response to USEPA Questions	0.4782608695652174	0.641025641025641	0.4347826086956522	0.4509803921568627	0.5	0.5	0.4736842105263158	0.4871794871794872	0.4782608695652174	0.3913043478260869	0.4509803921568627	0.5076923076923077	0.5087719298245614	0.5087719298245614	0.7222222222222222	0.7058823529411764	0.4509803921568627	0.48275862068965514	0.7037037037037037	0.4117647058823529	0.5	0.4222222222222223	0.46341463414634143	0.5135135135135135	0.47058823529411764	0.4042553191489362	0.41463414634146345	0.4716981132075472	0.4545454545454546	0.4482758620689655	0.4642857142857143	0.4444444444444444	0.4358974358974359	0.6111111111111112	0.4693877551020408	0.4	0.4137931034482759	0.4042553191489362	0.4444444444444444	0.38983050847457623	0.44680851063829785	0.4492753623188406	0.4117647058823529	0.39622641509433965	0.3793103448275862
Letter to DL Jones RE Information requested pursuant to section 114 of the Clean Air Act 	0.36	0.4222222222222223	0.34615384615384615	0.33333333333333337	0.33333333333333337	0.43999999999999995	0.40909090909090906	0.33333333333333337	0.3846153846153846	0.2692307692307693	0.33333333333333337	0.323943661971831	0.4285714285714286	0.39682539682539686	0.5238095238095238	0.55	0.33333333333333337	0.375	0.696969696969697	0.22807017543859653	0.3870967741935484	0.2549019607843137	0.4042553191489362	0.4418604651162791	0.5	0.3207547169811321	0.4042553191489362	0.2542372881355932	0.4358974358974359	0.25	0.32258064516129037	0.38095238095238093	0.4222222222222223	0.4285714285714286	0.3090909090909091	0.3214285714285714	0.3125	0.4339622641509434	0.33333333333333337	0.3846153846153846	0.16981132075471694	0.3866666666666667	0.368421052631579	0.2542372881355932	0.3125
Letter to DL Jones RE Response to Request for Information under Section 114 of the Clean Air Act 42 � 7414	0.31645569620253167	0.4693877551020408	0.3571428571428571	0.34426229508196726	0.31034482758620685	0.4444444444444444	0.45833333333333337	0.3877551020408163	0.4285714285714286	0.3214285714285714	0.3770491803278688	0.28	0.4328358208955224	0.3731343283582089	0.5652173913043479	0.5909090909090908	0.3770491803278688	0.3529411764705882	0.7297297297297297	0.2786885245901639	0.36363636363636365	0.3090909090909091	0.4117647058823529	0.4893617021276596	0.5	0.29824561403508776	0.4117647058823529	0.3015873015873016	0.4883720930232558	0.23529411764705888	0.33333333333333337	0.4347826086956522	0.4693877551020408	0.4782608695652174	0.288135593220339	0.3666666666666667	0.32352941176470584	0.4385964912280702	0.34375	0.33333333333333337	0.22807017543859653	0.3417721518987342	0.3770491803278688	0.2698412698412699	0.2647058823529411
RE Docket No EPAHQOAR20020017National Emission Standards for Hazardous Air Pollutants Mercury Emissions from Mercury Cell ChlorAlkali Plants 	0.29268292682926833	0.46153846153846156	0.38983050847457623	0.3125	0.34426229508196726	0.368421052631579	0.4901960784313726	0.42307692307692313	0.38983050847457623	0.3220338983050848	0.34375	0.28205128205128205	0.3142857142857143	0.2857142857142857	0.5918367346938775	0.574468085106383	0.34375	0.295774647887324	0.75	0.3125	0.2753623188405797	0.31034482758620685	0.4814814814814815	0.6	0.574468085106383	0.3666666666666667	0.5185185185185186	0.303030303030303	0.5217391304347826	0.2676056338028169	0.33333333333333337	0.5102040816326531	0.42307692307692313	0.5102040816326531	0.32258064516129037	0.3650793650793651	0.352112676056338	0.4	0.34328358208955223	0.11111111111111116	0.2666666666666667	0.1707317073170732	0.375	0.2727272727272727	0.23943661971830987
Memo Updated Cost Impacts Associated with the Conversion from Chlorine Producation Utilizing Mercury Cell ChlorAlkali Technology to Membrane Cell Technology	0.23076923076923073	0.375	0.34545454545454546	0.2666666666666667	0.26315789473684215	0.3584905660377359	0.3191489361702128	0.33333333333333337	0.3090909090909091	0.19999999999999996	0.2666666666666667	0.4054054054054054	0.2727272727272727	0.33333333333333337	0.6444444444444444	0.627906976744186	0.16666666666666663	0.31343283582089554	0.7222222222222222	0.2666666666666667	0.32307692307692304	0.2592592592592593	0.43999999999999995	0.3913043478260869	0.5348837209302326	0.2857142857142857	0.48	0.16129032258064513	0.5238095238095238	0.25373134328358204	0.2615384615384615	0.4222222222222223	0.33333333333333337	0.4222222222222223	0.24137931034482762	0.288135593220339	0.16417910447761197	0.3214285714285714	0.2698412698412699	0.3529411764705882	0.25	0.20512820512820518	0.2666666666666667	0.16129032258064513	0.16417910447761197
Capital and Annual Costs References Cited by Oceana in Their Comments on EPAs Cost Analysis of the Conversion of Mercury Cells to Membrane Cells	0.30666666666666664	0.28888888888888886	0.2692307692307693	0.29824561403508776	0.2962962962962963	0.36	0.36363636363636365	0.33333333333333337	0.3076923076923077	0.1923076923076923	0.22807017543859653	0.352112676056338	0.3015873015873016	0.33333333333333337	0.6190476190476191	0.6	0.22807017543859653	0.3125	0.696969696969697	0.26315789473684215	0.32258064516129037	0.17647058823529416	0.4042553191489362	0.39534883720930236	0.5	0.3207547169811321	0.4893617021276596	0.15254237288135597	0.4358974358974359	0.25	0.25806451612903225	0.38095238095238093	0.28888888888888886	0.38095238095238093	0.23636363636363633	0.25	0.1875	0.3207547169811321	0.2666666666666667	0.32307692307692304	0.2075471698113207	0.2533333333333333	0.26315789473684215	0.18644067796610164	0.21875
Documentation of Building Replacement Cost Estimates	0.4411764705882353	0.368421052631579	0.28888888888888886	0.4	0.36170212765957444	0.4418604651162791	0.4054054054054054	0.3157894736842105	0.4222222222222223	0.24444444444444446	0.31999999999999995	0.375	0.3928571428571429	0.3571428571428571	0.6	0.5757575757575757	0.28	0.368421052631579	0.6923076923076923	0.19999999999999996	0.4181818181818182	0.18181818181818177	0.4	0.5	0.5151515151515151	0.3913043478260869	0.44999999999999996	0.3076923076923077	0.3125	0.33333333333333337	0.3090909090909091	0.3142857142857143	0.368421052631579	0.37142857142857144	0.33333333333333337	0.30612244897959184	0.368421052631579	0.34782608695652173	0.3584905660377359	0.3793103448275862	0.26086956521739135	0.4411764705882353	0.36	0.3076923076923077	0.33333333333333337
Testimony of Richard Jackson Executive Vice President of Operation ASHTA Chemicals Inc	0.32499999999999996	0.31999999999999995	0.29824561403508776	0.32258064516129037	0.288135593220339	0.34545454545454546	0.3877551020408163	0.36	0.29824561403508776	0.26315789473684215	0.29032258064516125	0.368421052631579	0.2941176470588235	0.2941176470588235	0.6595744680851063	0.6444444444444444	0.29032258064516125	0.3913043478260869	0.736842105263158	0.29032258064516125	0.3731343283582089	0.25	0.42307692307692313	0.41666666666666663	0.5555555555555556	0.3448275862068966	0.5384615384615384	0.28125	0.5	0.30434782608695654	0.31343283582089554	0.44680851063829785	0.36	0.44680851063829785	0.30000000000000004	0.3114754098360656	0.18840579710144922	0.3448275862068966	0.2615384615384615	0.2857142857142857	0.27586206896551724	0.25	0.29032258064516125	0.21875	0.24637681159420288
Asia Mercury Storage Project Inception Workshop	0.4	0.5	0.36170212765957444	0.3846153846153846	0.3877551020408163	0.37777777777777777	0.3846153846153846	0.35	0.36170212765957444	0.3191489361702128	0.3846153846153846	0.5151515151515151	0.3793103448275862	0.4482758620689655	0.7297297297297297	0.7142857142857143	0.3076923076923077	0.35593220338983056	0.7142857142857143	0.34615384615384615	0.368421052631579	0.3913043478260869	0.38095238095238093	0.368421052631579	0.48571428571428577	0.375	0.47619047619047616	0.37037037037037035	0.5294117647058824	0.35593220338983056	0.368421052631579	0.45945945945945943	0.35	0.5675675675675675	0.31999999999999995	0.33333333333333337	0.3220338983050848	0.375	0.38181818181818183	0.43333333333333335	0.33333333333333337	0.4	0.3076923076923077	0.33333333333333337	0.35593220338983056
OxyChem Caustic Potash Handbook	0.47058823529411764	0.3157894736842105	0.4666666666666667	0.28	0.36170212765957444	0.2093023255813954	0.3513513513513513	0.42105263157894735	0.28888888888888886	0.33333333333333337	0.31999999999999995	0.46875	0.25	0.2857142857142857	0.6571428571428571	0.6363636363636364	0.36	0.4385964912280702	0.6923076923076923	0.4	0.49090909090909096	0.36363636363636365	0.44999999999999996	0.5	0.5151515151515151	0.4347826086956522	0.5	0.3846153846153846	0.375	0.4385964912280702	0.49090909090909096	0.48571428571428577	0.42105263157894735	0.4285714285714286	0.375	0.34693877551020413	0.368421052631579	0.4347826086956522	0.4716981132075472	0.4137931034482759	0.30434782608695654	0.4117647058823529	0.31999999999999995	0.3846153846153846	0.4385964912280702
OxyChem Caustic Soda Handbook	0.47058823529411764	0.3157894736842105	0.4222222222222223	0.31999999999999995	0.3191489361702128	0.2558139534883721	0.3513513513513513	0.42105263157894735	0.33333333333333337	0.37777777777777777	0.36	0.4375	0.2857142857142857	0.25	0.6571428571428571	0.6363636363636364	0.4	0.4736842105263158	0.6923076923076923	0.43999999999999995	0.49090909090909096	0.36363636363636365	0.4	0.5	0.4545454545454546	0.3913043478260869	0.44999999999999996	0.3846153846153846	0.375	0.4385964912280702	0.4545454545454546	0.48571428571428577	0.4736842105263158	0.4285714285714286	0.33333333333333337	0.3877551020408163	0.368421052631579	0.4347826086956522	0.4339622641509434	0.4137931034482759	0.34782608695652173	0.4117647058823529	0.31999999999999995	0.3846153846153846	0.4385964912280702
