	Industry-wide Uses of Chlorine by Industry................................................................. 2-7 2-2. Use of Caustic Soda by Industry................................................................................... 2-7 2-3. Use of Caustic Potash by Industry ................................................................................ 2-8 2-4. Income (or Loss) as Net a Percentage of Sales, Basic Chemicals, Resins, and Synthetics (NAICS 3251 and 3252): 2000–2005 ....................................................... 2-14 3-1. Capital Cost Factor ($/ton Cl2 produced) vs. Capacity ................................................ 3-5 4-1. Price Trends: Alkalis and Chlorine Manufacturing:	Oxychem Completes Taft,	Chlorine: Ensuring Rail Transportation Safety.”	Potassium Carbonate Handbook.” http://www.armandproducts.com/pdfs/k2so3P1_12.pdf. Accessed	ASHTA Chemicals Inc. 2009a. About ASHTA. http://www.ashtachemicals.com/aboutfs.htm.	Inc. 2009b. Potassium Hydroxide,	Investment under Uncertainty.	Energy Information Administration.	Potassium Hydroxide.” http://www.ercoworldwide.com/ products_potassiumhydroxide.asp. Accessed	Distributional Effects of Environmental and Energy Policy: An Introduction.	Potassium Carbonate Faces Pressures from the Video Glass.” Chemical Market Reporter,	Site Fact Sheet Ashtabula Complex.” http://www.millenniumchem.com/NR/rdonlyres/6AE8BF59-D7CD-4768-951F37AE6F1C7321/0/SiteFactSheetAshtabula.pdf. Accessed	Occidental Chemical Corporation. 2008a. “OxyChem Caustic Potash Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Pages/chem_products_basic_alkali.aspx #alk_koh. Accessed	Occidental Chemical Corporation. 2008b. “OxyChem Caustic Soda Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Documents/caustic_soda/caustic.pdf.	Form 10-K405. Filed	Form 10-K. Filed	BB&T Capital Markets Presentation Manufacturing and Materials Conference.” http://www.olin.com/. Accessed	Bill Would End Mercury Use at Chlorine Plants.” http://chronicle.augusta.com/stories/031308/met_190792.shtml. Accessed	Accessed	Chlorine Product Bulletin.” http://corporateportal.ppg.com/NA/Chemicals/CAD/ProductInformation/Bull /English/EN. Accessed	PPG Reaches Agreement with State of Maryland.” PPG News Release. http://corporateportal.ppg.com/PPG/Newsroom/News/20090811.htm.	The Effects of Environmental Regulation on Technology Diffusion: The Case of	Special Focus on Chlorine.”	The Innovation Group (TIG).	of Labor Statistics.	of Labor Statistics. 2009b. LAU Local Area Unemployment Statistics Series Id:	4-13 U.S. Bureau of Labor Statistics.	Quarterly Financial Report for Manufacturing, Mining, and Trade Corporations, 1st Quarter reports. http://www.census.gov/prod/www/abs/qfrmm.html. Accessed	Economic Census.	http://factfinder.census.gov/servlet/DatasetMainPageServlet?_program=ECN&_tabId=E CN1&_submenuId=datasets_4&_lang=en&_ts=24636668839. Accessed	Bureau; generated by RTI International; using American FactFinder; “Sector 31: Manufacturing: Industry Series: Industry Statistics by Employment Size:	Department of Transportation.	Environmental Protection Agency (EPA).	Federal Trade Commission (FTC).	Soda Ash. http://minerals.usgs.gov/minerals/pubs/ commodity/soda_ash/mcs-2009-sodaa.pdf. Accessed August 4,	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Environmental Protection Agency—Science Advisory Board (U.S.	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Environmental Protection Agency. RE: Docket No. EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants:	EPA requested documentation of these emission estimates using their authority under section 114 of the Clean Air Act.	EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants: Mercury Emissions from Mercury Cell Chlor-Alkali Plants—Memo: “Updated Cost Impacts Associated with the Conversion from Chlorine Production Utilizing Mercury Cell Chlor-Alkali Technology to Membrane Cell Technology,” from	B-4 Table B-3. Power Company Emission Factors: Fuel=Coal (Short tons per kWh)	Available on the internet at http://www.epa.gov/CAIR/pdfs/finaltech01.pdf U.S. Environmental Protection Agency	Available on the internet at http://www.epa.gov/cleanenergy/documents/egridzips/eGRID2007TechnicalSupportDoc ument.pdf U.S. Environmental Protection Agency
Tessenderlo Upgrades Chlorine Expands VCM PVC	0.47058823529411764	0.42105263157894735	0.33333333333333337	0.48	0.4893617021276596	0.4883720930232558	0.5135135135135135	0.42105263157894735	0.4222222222222223	0.4222222222222223	0.36	0.53125	0.4285714285714286	0.5	0.6	0.5757575757575757	0.31999999999999995	0.368421052631579	0.7692307692307692	0.36	0.4545454545454546	0.36363636363636365	0.4	0.4444444444444444	0.6363636363636364	0.4782608695652174	0.6	0.3846153846153846	0.5	0.4035087719298246	0.4545454545454546	0.4285714285714286	0.42105263157894735	0.3142857142857143	0.45833333333333337	0.30612244897959184	0.29824561403508776	0.3913043478260869	0.39622641509433965	0.5517241379310345	0.34782608695652173	0.4411764705882353	0.4	0.34615384615384615	0.4035087719298246
Uhde Opens New Electrolysis Plant	0.4411764705882353	0.368421052631579	0.37777777777777777	0.4	0.44680851063829785	0.39534883720930236	0.3513513513513513	0.368421052631579	0.28888888888888886	0.33333333333333337	0.4	0.4375	0.3571428571428571	0.3928571428571429	0.6	0.5757575757575757	0.36	0.368421052631579	0.6923076923076923	0.31999999999999995	0.34545454545454546	0.36363636363636365	0.4	0.4444444444444444	0.5151515151515151	0.34782608695652173	0.5	0.3846153846153846	0.5	0.4035087719298246	0.4545454545454546	0.4285714285714286	0.3157894736842105	0.4285714285714286	0.375	0.34693877551020413	0.368421052631579	0.30434782608695654	0.4716981132075472	0.4137931034482759	0.30434782608695654	0.38235294117647056	0.31999999999999995	0.2692307692307693	0.33333333333333337
Oxychem Completes Taft LA KOH Conversion	0.41666666666666663	0.19047619047619047	0.34693877551020413	0.37037037037037035	0.2941176470588235	0.4042553191489362	0.41463414634146345	0.38095238095238093	0.30612244897959184	0.34693877551020413	0.40740740740740744	0.4411764705882353	0.33333333333333337	0.33333333333333337	0.5897435897435898	0.5675675675675675	0.33333333333333337	0.4426229508196722	0.7333333333333334	0.37037037037037035	0.423728813559322	0.25	0.40909090909090906	0.4	0.45945945945945943	0.31999999999999995	0.5	0.2857142857142857	0.5	0.4098360655737705	0.423728813559322	0.33333333333333337	0.33333333333333337	0.3846153846153846	0.3076923076923077	0.3207547169811321	0.3114754098360656	0.4	0.368421052631579	0.4193548387096774	0.31999999999999995	0.38888888888888884	0.37037037037037035	0.3214285714285714	0.3770491803278688
Potassium Carbonate Faces Pressures from the Video Glass	0.42028985507246375	0.3846153846153846	0.3913043478260869	0.2941176470588235	0.33333333333333337	0.31818181818181823	0.368421052631579	0.3846153846153846	0.34782608695652173	0.26086956521739135	0.13725490196078427	0.41538461538461535	0.368421052631579	0.368421052631579	0.5	0.47058823529411764	0.2941176470588235	0.4137931034482759	0.7037037037037037	0.2941176470588235	0.3928571428571429	0.28888888888888886	0.31707317073170727	0.4054054054054054	0.4117647058823529	0.36170212765957444	0.41463414634146345	0.28301886792452835	0.3939393939393939	0.3448275862068966	0.3928571428571429	0.38888888888888884	0.3846153846153846	0.2777777777777778	0.30612244897959184	0.31999999999999995	0.31034482758620685	0.4042553191489362	0.37037037037037035	0.4576271186440678	0.23404255319148937	0.4492753623188406	0.2941176470588235	0.3207547169811321	0.3448275862068966
Distributional Effects of Environmental Energy Policy An Introduction	0.3802816901408451	0.46341463414634143	0.375	0.3584905660377359	0.36	0.26086956521739135	0.25	0.1707317073170732	0.33333333333333337	0.0	0.3584905660377359	0.4029850746268657	0.35593220338983056	0.38983050847457623	0.5789473684210527	0.5555555555555556	0.3207547169811321	0.3666666666666667	0.6551724137931034	0.2075471698113207	0.3793103448275862	0.19148936170212771	0.4883720930232558	0.4358974358974359	0.4444444444444444	0.26530612244897955	0.4418604651162791	0.2727272727272727	0.4285714285714286	0.23333333333333328	0.27586206896551724	0.368421052631579	0.1707317073170732	0.42105263157894735	0.21568627450980393	0.2692307692307693	0.23333333333333328	0.22448979591836737	0.3571428571428571	0.2786885245901639	0.18367346938775508	0.352112676056338	0.3584905660377359	0.19999999999999996	0.19999999999999996
Chloralkali Market Wire	0.6	0.4666666666666667	0.45945945945945943	0.5238095238095238	0.5384615384615384	0.6	0.5862068965517242	0.5333333333333333	0.5135135135135135	0.5675675675675675	0.4285714285714286	0.6428571428571428	0.5416666666666667	0.5416666666666667	0.5555555555555556	0.52	0.4285714285714286	0.5102040816326531	0.8888888888888888	0.5238095238095238	0.574468085106383	0.4444444444444444	0.4375	0.4285714285714286	0.52	0.5789473684210527	0.5625	0.5	0.5833333333333333	0.5510204081632653	0.6170212765957447	0.4814814814814815	0.4666666666666667	0.40740740740740744	0.55	0.5121951219512195	0.5510204081632653	0.5789473684210527	0.4222222222222223	0.64	0.4736842105263158	0.6	0.4285714285714286	0.5454545454545454	0.6326530612244898
Estimating the Mortality Risk Reduction and Economic Cobenefits from Controlling Ozone Air Pollution	0.33333333333333337	0.37777777777777777	0.3076923076923077	0.29824561403508776	0.37037037037037035	0.36	0.40909090909090906	0.28888888888888886	0.34615384615384615	0.1923076923076923	0.22807017543859653	0.3802816901408451	0.2698412698412699	0.33333333333333337	0.6190476190476191	0.6	0.22807017543859653	0.3125	0.696969696969697	0.26315789473684215	0.32258064516129037	0.21568627450980393	0.44680851063829785	0.5348837209302326	0.5	0.3584905660377359	0.4893617021276596	0.22033898305084743	0.4358974358974359	0.28125	0.25806451612903225	0.47619047619047616	0.28888888888888886	0.4285714285714286	0.2727272727272727	0.25	0.25	0.3207547169811321	0.2666666666666667	0.2615384615384615	0.16981132075471694	0.2533333333333333	0.29824561403508776	0.22033898305084743	0.25
Estimating the Public Health Benefits of Proposed Air Pollution Regulations	0.36111111111111116	0.4285714285714286	0.30612244897959184	0.2592592592592593	0.2941176470588235	0.3191489361702128	0.41463414634146345	0.2857142857142857	0.26530612244897955	0.18367346938775508	0.2592592592592593	0.3529411764705882	0.2666666666666667	0.33333333333333337	0.5897435897435898	0.5675675675675675	0.2222222222222222	0.3114754098360656	0.6666666666666667	0.18518518518518523	0.3220338983050848	0.25	0.40909090909090906	0.44999999999999996	0.45945945945945943	0.31999999999999995	0.40909090909090906	0.25	0.4444444444444444	0.2786885245901639	0.2542372881355932	0.3846153846153846	0.2857142857142857	0.4358974358974359	0.23076923076923073	0.28301886792452835	0.2786885245901639	0.28	0.33333333333333337	0.32258064516129037	0.19999999999999996	0.33333333333333337	0.2962962962962963	0.2142857142857143	0.24590163934426235
Hidden Costs of EnergyUnpriced Consequences of Energy Production and Use	0.4492753623188406	0.4358974358974359	0.30434782608695654	0.33333333333333337	0.41666666666666663	0.31818181818181823	0.3157894736842105	0.28205128205128205	0.34782608695652173	0.26086956521739135	0.37254901960784315	0.4769230769230769	0.368421052631579	0.4035087719298246	0.6666666666666667	0.6470588235294117	0.33333333333333337	0.3448275862068966	0.7037037037037037	0.2941176470588235	0.4285714285714286	0.28888888888888886	0.41463414634146345	0.45945945945945943	0.47058823529411764	0.36170212765957444	0.41463414634146345	0.3207547169811321	0.3939393939393939	0.3793103448275862	0.3928571428571429	0.38888888888888884	0.33333333333333337	0.4444444444444444	0.34693877551020413	0.28	0.31034482758620685	0.3191489361702128	0.4444444444444444	0.38983050847457623	0.19148936170212771	0.3913043478260869	0.37254901960784315	0.28301886792452835	0.3448275862068966
Investment under Uncertainty	0.4920634920634921	0.5151515151515151	0.5	0.4666666666666667	0.47619047619047616	0.26315789473684215	0.0	0.2727272727272727	0.4	0.25	0.4666666666666667	0.5593220338983051	0.4901960784313726	0.4901960784313726	0.6	0.5714285714285714	0.4666666666666667	0.46153846153846156	0.6190476190476191	0.4222222222222223	0.52	0.33333333333333337	0.48571428571428577	0.3548387096774194	0.5	0.31707317073170727	0.4285714285714286	0.4042553191489362	0.40740740740740744	0.46153846153846156	0.43999999999999995	0.4	0.33333333333333337	0.4	0.34883720930232553	0.40909090909090906	0.3846153846153846	0.31707317073170727	0.5	0.4716981132075472	0.36585365853658536	0.4920634920634921	0.4666666666666667	0.36170212765957444	0.3846153846153846
Site Fact Sheet Ashtabula Complex	0.4545454545454546	0.2777777777777778	0.39534883720930236	0.375	0.24444444444444446	0.41463414634146345	0.48571428571428577	0.5	0.3023255813953488	0.39534883720930236	0.33333333333333337	0.3870967741935484	0.37037037037037035	0.37037037037037035	0.5757575757575757	0.5483870967741935	0.375	0.4545454545454546	0.6666666666666667	0.375	0.4716981132075472	0.38095238095238093	0.26315789473684215	0.47058823529411764	0.4193548387096774	0.36363636363636365	0.42105263157894735	0.31999999999999995	0.4	0.38181818181818183	0.39622641509433965	0.4545454545454546	0.4444444444444444	0.3939393939393939	0.30434782608695654	0.3191489361702128	0.3090909090909091	0.4545454545454546	0.4117647058823529	0.5357142857142857	0.36363636363636365	0.48484848484848486	0.29166666666666663	0.36	0.4181818181818182
1997 Directory of Chemical Producers	0.42028985507246375	0.33333333333333337	0.3913043478260869	0.33333333333333337	0.375	0.31818181818181823	0.368421052631579	0.3846153846153846	0.30434782608695654	0.26086956521739135	0.33333333333333337	0.3538461538461538	0.4035087719298246	0.368421052631579	0.5	0.47058823529411764	0.33333333333333337	0.31034482758620685	0.7037037037037037	0.2941176470588235	0.3571428571428571	0.24444444444444446	0.41463414634146345	0.5135135135135135	0.47058823529411764	0.36170212765957444	0.41463414634146345	0.3207547169811321	0.4545454545454546	0.31034482758620685	0.4285714285714286	0.38888888888888884	0.3846153846153846	0.38888888888888884	0.30612244897959184	0.36	0.3793103448275862	0.4042553191489362	0.40740740740740744	0.35593220338983056	0.19148936170212771	0.42028985507246375	0.37254901960784315	0.3207547169811321	0.3448275862068966
2009a Producer Price Index Industry Data Series IDPCU PC325181325181	0.3513513513513513	0.5454545454545454	0.4901960784313726	0.3928571428571429	0.39622641509433965	0.22448979591836737	0.34883720930232553	0.4545454545454546	0.4509803921568627	0.37254901960784315	0.5	0.3142857142857143	0.3870967741935484	0.3548387096774194	0.5609756097560976	0.5897435897435898	0.5	0.3015873015873016	0.75	0.4285714285714286	0.3770491803278688	0.43999999999999995	0.4782608695652174	0.5238095238095238	0.5384615384615384	0.3076923076923077	0.3913043478260869	0.48275862068965514	0.5263157894736843	0.3015873015873016	0.4426229508196722	0.5121951219512195	0.5	0.5121951219512195	0.37037037037037035	0.4181818181818182	0.39682539682539686	0.42307692307692313	0.5593220338983051	0.40625	0.3846153846153846	0.43243243243243246	0.4285714285714286	0.3448275862068966	0.3650793650793651
2009b LAU Local Area Unemployment Statistics Series ID	0.3802816901408451	0.46341463414634143	0.45833333333333337	0.4339622641509434	0.24	0.26086956521739135	0.35	0.36585365853658536	0.41666666666666663	0.29166666666666663	0.4716981132075472	0.3731343283582089	0.38983050847457623	0.35593220338983056	0.5789473684210527	0.5555555555555556	0.4716981132075472	0.3666666666666667	0.7241379310344828	0.39622641509433965	0.3448275862068966	0.4042553191489362	0.4418604651162791	0.4871794871794872	0.38888888888888884	0.061224489795918324	0.39534883720930236	0.4181818181818182	0.5428571428571429	0.33333333333333337	0.3793103448275862	0.368421052631579	0.36585365853658536	0.4736842105263158	0.21568627450980393	0.3846153846153846	0.3666666666666667	0.34693877551020413	0.5	0.4098360655737705	0.4285714285714286	0.4084507042253521	0.39622641509433965	0.2727272727272727	0.2666666666666667
2009c LAU Local Area Unemployment Series ID	0.4	0.44999999999999996	0.44680851063829785	0.46153846153846156	0.26530612244897955	0.28888888888888886	0.33333333333333337	0.35	0.4042553191489362	0.3191489361702128	0.5	0.3939393939393939	0.4137931034482759	0.3793103448275862	0.5675675675675675	0.5428571428571429	0.46153846153846156	0.35593220338983056	0.7142857142857143	0.3846153846153846	0.33333333333333337	0.3913043478260869	0.4285714285714286	0.4736842105263158	0.4285714285714286	0.08333333333333337	0.4285714285714286	0.4444444444444444	0.5294117647058824	0.35593220338983056	0.4035087719298246	0.3513513513513513	0.35	0.45945945945945943	0.24	0.37254901960784315	0.38983050847457623	0.33333333333333337	0.49090909090909096	0.4	0.41666666666666663	0.4285714285714286	0.42307692307692313	0.2962962962962963	0.288135593220339
2009d Current Employment Statistics CESNational	0.4	0.4	0.3191489361702128	0.3846153846153846	0.26530612244897955	0.24444444444444446	0.33333333333333337	0.35	0.36170212765957444	0.3191489361702128	0.3846153846153846	0.303030303030303	0.3448275862068966	0.31034482758620685	0.5135135135135135	0.48571428571428577	0.3846153846153846	0.288135593220339	0.7142857142857143	0.3076923076923077	0.29824561403508776	0.30434782608695654	0.33333333333333337	0.4736842105263158	0.48571428571428577	0.20833333333333337	0.47619047619047616	0.37037037037037035	0.3529411764705882	0.288135593220339	0.368421052631579	0.4054054054054054	0.35	0.3513513513513513	0.19999999999999996	0.2941176470588235	0.35593220338983056	0.33333333333333337	0.4181818181818182	0.33333333333333337	0.29166666666666663	0.37142857142857144	0.3076923076923077	0.2962962962962963	0.3220338983050848
Historic Exchange Rates	0.5873015873015873	0.4545454545454546	0.35	0.4666666666666667	0.47619047619047616	0.368421052631579	0.4375	0.33333333333333337	0.4	0.4	0.4666666666666667	0.5254237288135593	0.4509803921568627	0.4901960784313726	0.6666666666666667	0.6428571428571428	0.4666666666666667	0.5	0.7142857142857143	0.4222222222222223	0.48	0.28205128205128205	0.4285714285714286	0.4193548387096774	0.4285714285714286	0.5121951219512195	0.48571428571428577	0.44680851063829785	0.40740740740740744	0.5	0.48	0.4	0.33333333333333337	0.4666666666666667	0.4418604651162791	0.40909090909090906	0.46153846153846156	0.41463414634146345	0.45833333333333337	0.4716981132075472	0.36585365853658536	0.5238095238095238	0.4666666666666667	0.4042553191489362	0.46153846153846156
PPG Canada Fact Sheet No 12	0.5	0.5294117647058824	0.5609756097560976	0.4347826086956522	0.4883720930232558	0.4871794871794872	0.5757575757575757	0.5882352941176471	0.5609756097560976	0.5609756097560976	0.4347826086956522	0.5	0.5384615384615384	0.5384615384615384	0.6129032258064516	0.5862068965517242	0.5217391304347826	0.5094339622641509	0.7272727272727273	0.4782608695652174	0.4117647058823529	0.55	0.4444444444444444	0.5	0.5862068965517242	0.5238095238095238	0.5555555555555556	0.5	0.5714285714285714	0.4339622641509434	0.5686274509803921	0.6129032258064516	0.5294117647058824	0.4838709677419355	0.5	0.5111111111111111	0.5094339622641509	0.5238095238095238	0.5918367346938775	0.5185185185185186	0.4285714285714286	0.53125	0.4782608695652174	0.45833333333333337	0.5094339622641509
Revised Conversion Costs and Baseline EmissionsConversation from Mercury Cell ChlorAlkali to Membrane Cell Technology	0.28	0.37777777777777777	0.2692307692307693	0.33333333333333337	0.33333333333333337	0.4	0.36363636363636365	0.28888888888888886	0.3846153846153846	0.1923076923076923	0.26315789473684215	0.352112676056338	0.3015873015873016	0.33333333333333337	0.6190476190476191	0.6	0.19298245614035092	0.3125	0.696969696969697	0.26315789473684215	0.3548387096774194	0.13725490196078427	0.44680851063829785	0.4418604651162791	0.5	0.3584905660377359	0.44680851063829785	0.15254237288135597	0.4358974358974359	0.28125	0.22580645161290325	0.4285714285714286	0.28888888888888886	0.38095238095238093	0.23636363636363633	0.2857142857142857	0.21875	0.28301886792452835	0.19999999999999996	0.32307692307692304	0.2075471698113207	0.28	0.26315789473684215	0.22033898305084743	0.25
Historical ECU Cash Margins	0.53125	0.47058823529411764	0.36585365853658536	0.4782608695652174	0.4418604651162791	0.4871794871794872	0.4545454545454546	0.4117647058823529	0.46341463414634143	0.41463414634146345	0.4347826086956522	0.5666666666666667	0.46153846153846156	0.5	0.6774193548387097	0.6551724137931034	0.3913043478260869	0.39622641509433965	0.8181818181818181	0.3913043478260869	0.4901960784313726	0.30000000000000004	0.38888888888888884	0.5	0.4482758620689655	0.47619047619047616	0.5	0.41666666666666663	0.4285714285714286	0.4339622641509434	0.4901960784313726	0.4838709677419355	0.3529411764705882	0.4193548387096774	0.4545454545454546	0.37777777777777777	0.39622641509433965	0.38095238095238093	0.4285714285714286	0.5185185185185186	0.33333333333333337	0.46875	0.4347826086956522	0.375	0.4716981132075472
Consultation on EPAs Particulate Matter National Ambient Air Quality Standards Scope and Methods Plan for Health Risk and Exposure Assessment	0.3076923076923077	0.375	0.3090909090909091	0.2666666666666667	0.29824561403508776	0.3207547169811321	0.44680851063829785	0.375	0.2727272727272727	0.2727272727272727	0.23333333333333328	0.29729729729729726	0.2727272727272727	0.2727272727272727	0.6444444444444444	0.627906976744186	0.2666666666666667	0.34328358208955223	0.7222222222222222	0.2666666666666667	0.29230769230769227	0.2962962962962963	0.4	0.5217391304347826	0.4883720930232558	0.3214285714285714	0.48	0.22580645161290325	0.47619047619047616	0.25373134328358204	0.29230769230769227	0.4666666666666667	0.375	0.4666666666666667	0.27586206896551724	0.2542372881355932	0.22388059701492535	0.3571428571428571	0.3015873015873016	0.2647058823529411	0.25	0.23076923076923073	0.2666666666666667	0.22580645161290325	0.28358208955223885
Sector 31 ECO731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007	0.28205128205128205	0.45833333333333337	0.34545454545454546	0.3666666666666667	0.33333333333333337	0.3584905660377359	0.4042553191489362	0.375	0.49090909090909096	0.2727272727272727	0.4	0.29729729729729726	0.36363636363636365	0.303030303030303	0.6	0.5813953488372092	0.4	0.25373134328358204	0.7777777777777778	0.33333333333333337	0.3538461538461538	0.2962962962962963	0.43999999999999995	0.5217391304347826	0.4883720930232558	0.2857142857142857	0.36	0.32258064516129037	0.5238095238095238	0.22388059701492535	0.29230769230769227	0.5111111111111111	0.45833333333333337	0.5111111111111111	0.27586206896551724	0.38983050847457623	0.28358208955223885	0.3928571428571429	0.39682539682539686	0.2941176470588235	0.2857142857142857	0.2564102564102564	0.3666666666666667	0.22580645161290325	0.22388059701492535
State Electricity Profiles Table 10	0.4545454545454546	0.38888888888888884	0.34883720930232553	0.45833333333333337	0.37777777777777777	0.36585365853658536	0.48571428571428577	0.38888888888888884	0.4418604651162791	0.3023255813953488	0.45833333333333337	0.4516129032258065	0.4814814814814815	0.4444444444444444	0.5151515151515151	0.4838709677419355	0.45833333333333337	0.4545454545454546	0.75	0.45833333333333337	0.39622641509433965	0.33333333333333337	0.4736842105263158	0.5294117647058824	0.29032258064516125	0.31818181818181823	0.3157894736842105	0.4	0.5333333333333333	0.4181818181818182	0.3584905660377359	0.3939393939393939	0.33333333333333337	0.4545454545454546	0.34782608695652173	0.44680851063829785	0.38181818181818183	0.36363636363636365	0.4509803921568627	0.3928571428571429	0.31818181818181823	0.4242424242424242	0.33333333333333337	0.28	0.34545454545454546
Supplemental Tables to the Annual Energy Outlook 2010 Table 2	0.36111111111111116	0.38095238095238093	0.30612244897959184	0.37037037037037035	0.2941176470588235	0.4042553191489362	0.5121951219512195	0.38095238095238093	0.4285714285714286	0.34693877551020413	0.4444444444444444	0.38235294117647056	0.30000000000000004	0.33333333333333337	0.5897435897435898	0.5675675675675675	0.37037037037037035	0.34426229508196726	0.8	0.40740740740740744	0.35593220338983056	0.33333333333333337	0.4545454545454546	0.44999999999999996	0.5675675675675675	0.31999999999999995	0.5	0.3214285714285714	0.5555555555555556	0.34426229508196726	0.3220338983050848	0.4358974358974359	0.38095238095238093	0.4871794871794872	0.23076923076923073	0.39622641509433965	0.34426229508196726	0.4	0.4035087719298246	0.32258064516129037	0.31999999999999995	0.3055555555555556	0.2962962962962963	0.2857142857142857	0.2786885245901639
The Emissions and Generation Resource Integrated Database for 2007 eGRID2007 Technical Support Document	0.3157894736842105	0.4347826086956522	0.28301886792452835	0.3793103448275862	0.23636363636363633	0.33333333333333337	0.4222222222222223	0.34782608695652173	0.4339622641509434	0.24528301886792447	0.31034482758620685	0.3055555555555556	0.375	0.3125	0.5813953488372092	0.5609756097560976	0.3448275862068966	0.3538461538461538	0.7647058823529411	0.27586206896551724	0.3015873015873016	0.23076923076923073	0.41666666666666663	0.36363636363636365	0.46341463414634143	0.2592592592592593	0.45833333333333337	0.30000000000000004	0.5	0.2615384615384615	0.2698412698412699	0.34883720930232553	0.4347826086956522	0.4418604651162791	0.2142857142857143	0.4035087719298246	0.29230769230769227	0.40740740740740744	0.34426229508196726	0.303030303030303	0.33333333333333337	0.2894736842105263	0.3448275862068966	0.23333333333333328	0.10769230769230764
Users Manual for the CoBenefits Risk Assessment COBRA Screening Model	0.31506849315068497	0.39534883720930236	0.31999999999999995	0.34545454545454546	0.34615384615384615	0.45833333333333337	0.38095238095238093	0.34883720930232553	0.4	0.31999999999999995	0.2727272727272727	0.3913043478260869	0.3114754098360656	0.3114754098360656	0.6	0.5789473684210527	0.19999999999999996	0.32258064516129037	0.6774193548387097	0.2727272727272727	0.33333333333333337	0.26530612244897955	0.37777777777777777	0.5121951219512195	0.4736842105263158	0.33333333333333337	0.37777777777777777	0.26315789473684215	0.45945945945945943	0.32258064516129037	0.30000000000000004	0.44999999999999996	0.39534883720930236	0.4	0.28301886792452835	0.33333333333333337	0.29032258064516125	0.2941176470588235	0.24137931034482762	0.33333333333333337	0.2549019607843137	0.31506849315068497	0.34545454545454546	0.26315789473684215	0.32258064516129037
Guidelines for Preparing Economic Analyses	0.4411764705882353	0.42105263157894735	0.33333333333333337	0.36	0.4042553191489362	0.34883720930232553	0.3513513513513513	0.21052631578947367	0.28888888888888886	0.15555555555555556	0.31999999999999995	0.4375	0.3571428571428571	0.4285714285714286	0.5428571428571429	0.5151515151515151	0.28	0.33333333333333337	0.6153846153846154	0.24	0.3090909090909091	0.2727272727272727	0.4	0.4444444444444444	0.5151515151515151	0.30434782608695654	0.5	0.3076923076923077	0.375	0.33333333333333337	0.3090909090909091	0.37142857142857144	0.21052631578947367	0.37142857142857144	0.25	0.22448979591836737	0.29824561403508776	0.26086956521739135	0.39622641509433965	0.3448275862068966	0.17391304347826086	0.4117647058823529	0.36	0.2692307692307693	0.26315789473684215
Electric Power Annual 2007 State Data Tables	0.4	0.55	0.4042553191489362	0.3846153846153846	0.26530612244897955	0.33333333333333337	0.4871794871794872	0.44999999999999996	0.4042553191489362	0.276595744680851	0.46153846153846156	0.36363636363636365	0.3793103448275862	0.3793103448275862	0.6216216216216216	0.6	0.3846153846153846	0.38983050847457623	0.7142857142857143	0.3846153846153846	0.4035087719298246	0.34782608695652173	0.4285714285714286	0.4736842105263158	0.4285714285714286	0.33333333333333337	0.4285714285714286	0.40740740740740744	0.47058823529411764	0.35593220338983056	0.4035087719298246	0.4054054054054054	0.35	0.45945945945945943	0.31999999999999995	0.4117647058823529	0.38983050847457623	0.375	0.4181818181818182	0.33333333333333337	0.375	0.37142857142857144	0.3076923076923077	0.33333333333333337	0.22033898305084743
Summary of 2005 Cell Room Mercury Emissions Data for Occidental Chemical Company Mercury Cell ChlorAlkali Plants	0.28205128205128205	0.375	0.3090909090909091	0.30000000000000004	0.29824561403508776	0.3584905660377359	0.44680851063829785	0.375	0.34545454545454546	0.2727272727272727	0.2666666666666667	0.2702702702702703	0.2727272727272727	0.24242424242424243	0.5555555555555556	0.5813953488372092	0.2666666666666667	0.28358208955223885	0.7222222222222222	0.2666666666666667	0.2615384615384615	0.2592592592592593	0.4	0.5217391304347826	0.5348837209302326	0.2857142857142857	0.52	0.29032258064516125	0.47619047619047616	0.25373134328358204	0.32307692307692304	0.4222222222222223	0.375	0.4666666666666667	0.24137931034482762	0.288135593220339	0.28358208955223885	0.3571428571428571	0.3015873015873016	0.23529411764705888	0.25	0.2564102564102564	0.30000000000000004	0.22580645161290325	0.22388059701492535
