	Clash in Alabama Over Tennessee Coal Ash,‚Äù The New York Times,	Plant-by-plant disaggregated data comparison to statewide benchmarks	State-by-state aggregated plant data comparison to statewide benchmarks	National aggregated plant data comparison to statewide benchmarks Step 3: On a plant-by-plant basis, EPA compared the plant ZCTA percentage children, to the respective statewide average percentage children. Step 4: For purpose of summary, EPA aggregated the plant level children population comparison data for each state as displayed in Exhibit 7J below. There are no data displayed for DC, ID, RI or VT because there are no coal-fired electric utility plants in those states.	administration, and enforcement costs to RCRA-authorized state government programs/agencies. Consistent with the ‚Äúdirect cost‚Äù scope of EO 13132, not included in Exhibit 7L are potential indirect costs in the form of potential lost annual revenues to electricity plants associated with potential reductions in CCR sold by plants for beneficial use under the three Subtitle C options for which such an possible indirect effect is estimated in this RIA. EPA‚Äôs 2008 guidance194 for compliance with EO 13132 describes two numerical methods (i.e., numerical tests) for evaluating whether an EPA rule may have federalism implications with respect to ‚Äúsubstantial direct compliance costs‚Äù:	25 million test: Annualized direct compliance cost expenditures to state/local governments	1% test: Annualized direct compliance costs faced by state/local governments is likely to equal or exceed 1% of their annual revenues* [* Note: Page 29 of ‚ÄúAttachment A: Guidance for Implementing the Federalism 1% Test‚Äù to EPA‚Äôs Nov	Private sector $100 million direct cost threshold test	State/local government $100 million direct cost threshold test*	25 million threshold test: sub-total State/Local govt cost $96.7	State/local govt cost as percentage of State/Local government electric utility annual revenues	227% 0.131% 0.215% **Type of owner entity assigned by EPA ORCR based on business type disclosed in owner name or plant-by-plant internet research on type of ownership. Size class determined according to the following numerical criteria consistent with EPA‚Äôs
Coal Combustion Waste Management at Landfills and Surface Impoundments 19942004	0.5471698113207547	0.36	0.31999999999999995	0.3802816901408451	0.28	0.33333333333333337	0.37142857142857144	0.36170212765957444	0.29166666666666663	0.2592592592592593	0.26530612244897955	0.32352941176470584
Cost Analyses for Selected Groundwater Cleanup Projects Pump and Treat Systems and Permeable Reactive Barriers	0.39622641509433965	0.28	0.28	0.2676056338028169	0.33333333333333337	0.33333333333333337	0.34285714285714286	0.36170212765957444	0.375	0.37037037037037035	0.26530612244897955	0.2647058823529411
Current Population Survey CPS  Definitions and Explanations	0.5217391304347826	0.34883720930232553	0.34883720930232553	0.3125	0.38235294117647056	0.31818181818181823	0.39682539682539686	0.35	0.36585365853658536	0.4042553191489362	0.23809523809523814	0.3770491803278688
Demand Responsiveness in Electricity Markets	0.4666666666666667	0.23809523809523814	0.23809523809523814	0.3650793650793651	0.4626865671641791	0.3023255813953488	0.4193548387096774	0.28205128205128205	0.30000000000000004	0.3913043478260869	0.2682926829268293	0.43333333333333335
Energy  Water Emerging Issues and Trands	0.5609756097560976	0.368421052631579	0.368421052631579	0.4576271186440678	0.5238095238095238	0.3846153846153846	0.4482758620689655	0.4285714285714286	0.38888888888888884	0.4285714285714286	0.3513513513513513	0.4642857142857143
EPA’s Action Development Process Final Guidance for EPA Rulewriters Regulatory Flexibility Act	0.4814814814814815	0.2549019607843137	0.2941176470588235	0.2222222222222222	0.3157894736842105	0.2692307692307693	0.2676056338028169	0.375	0.3877551020408163	0.38181818181818183	0.28	0.30434782608695654
EPA’s Action Development Process Final Guidance for EPA Rulewriters Regulatory Flexibility Act as amended by the Small Business Regulatory Enforcement Fairness Act	0.4736842105263158	0.2592592592592593	0.2592592592592593	0.19999999999999996	0.2911392405063291	0.3090909090909091	0.2702702702702703	0.37254901960784315	0.34615384615384615	0.3448275862068966	0.28301886792452835	0.2777777777777778
Estimation of Costs for Regulating Fossil Fuel Combustion Ash Management at Large Electric Utilities Under Part 258	0.4814814814814815	0.33333333333333337	0.37254901960784315	0.33333333333333337	0.3157894736842105	0.3076923076923077	0.352112676056338	0.375	0.3877551020408163	0.2727272727272727	0.36	0.2753623188405797
Estimation of the Marginal Greenhouse Gas Abatement Curve for the Beneficial Use of Fly Ash as a Substitute for Portland Cement in ReadyMix Concrete Production	0.4642857142857143	0.3207547169811321	0.3207547169811321	0.2432432432432432	0.3076923076923077	0.33333333333333337	0.28767123287671237	0.36	0.33333333333333337	0.33333333333333337	0.3076923076923077	0.295774647887324
Form EIA860 Annual Electric Generator Report Existing Electric Generating Units in the United States 2005	0.5636363636363637	0.3846153846153846	0.34615384615384615	0.34246575342465757	0.3246753246753247	0.24528301886792447	0.33333333333333337	0.3877551020408163	0.31999999999999995	0.2857142857142857	0.37254901960784315	0.3142857142857143
GDP Calculator	0.6666666666666667	0.5151515151515151	0.5757575757575757	0.5925925925925926	0.6551724137931034	0.5294117647058824	0.6226415094339622	0.4666666666666667	0.5483870967741935	0.5675675675675675	0.5	0.607843137254902
Guidelines and Discount Rates for BenefitCost Analysis of Federal Programs	0.5102040816326531	0.30434782608695654	0.34782608695652173	0.31343283582089554	0.4084507042253521	0.3191489361702128	0.36363636363636365	0.34883720930232553	0.36363636363636365	0.4	0.28888888888888886	0.34375
Human and Ecological Risk Assessment of Coal Combustion Wastes	0.44680851063829785	0.31818181818181823	0.31818181818181823	0.3538461538461538	0.42028985507246375	0.33333333333333337	0.40625	0.41463414634146345	0.38095238095238093	0.375	0.34883720930232553	0.3548387096774194
Industrial Production Capacity Utilization	0.5813953488372092	0.30000000000000004	0.35	0.4426229508196722	0.4461538461538461	0.31707317073170727	0.43333333333333335	0.3513513513513513	0.42105263157894735	0.4545454545454546	0.33333333333333337	0.4137931034482759
Introduction to the Hazard Ranking System	0.5217391304347826	0.2558139534883721	0.2093023255813954	0.375	0.4117647058823529	0.31818181818181823	0.39682539682539686	0.35	0.2682926829268293	0.3191489361702128	0.2857142857142857	0.3770491803278688
NAICS  North American Industrial Classification System	0.3913043478260869	0.3023255813953488	0.2558139534883721	0.3125	0.38235294117647056	0.31818181818181823	0.3650793650793651	0.30000000000000004	0.2682926829268293	0.3191489361702128	0.23809523809523814	0.34426229508196726
National Seismic Hazard Maps	0.4883720930232558	0.30000000000000004	0.25	0.47540983606557374	0.5076923076923077	0.2682926829268293	0.4666666666666667	0.29729729729729726	0.26315789473684215	0.36363636363636365	0.28205128205128205	0.4482758620689655
OMB Circular A4	0.5675675675675675	0.6470588235294117	0.6470588235294117	0.6	0.6271186440677966	0.5428571428571429	0.7037037037037037	0.6129032258064516	0.625	0.631578947368421	0.5757575757575757	0.6153846153846154
Plant managers conference slide presentation	0.5121951219512195	0.1578947368421053	0.21052631578947367	0.423728813559322	0.46031746031746035	0.23076923076923073	0.4137931034482759	0.19999999999999996	0.2222222222222222	0.33333333333333337	0.18918918918918914	0.3928571428571429
Report to Congress Study on Increasing the Usage of Recovered Mineral Components in Federal Funded Projects Involving Procurement of Cement or Concrete to Address the Safe Accountable Flexible Efficient Transportation Equity Act A Legacy for Uses by the EPA the Department of Transportation DOT and the Department of Energy DOE	0.4516129032258065	0.35593220338983056	0.35593220338983056	0.17500000000000004	0.26190476190476186	0.3666666666666667	0.26582278481012656	0.4285714285714286	0.4035087719298246	0.3650793650793651	0.31034482758620685	0.2727272727272727
Section 4B3 of OMB’s 31 March 1995 guidance for implementing the UMRA	0.5272727272727273	0.3846153846153846	0.34615384615384615	0.34246575342465757	0.3246753246753247	0.3207547169811321	0.41666666666666663	0.3877551020408163	0.31999999999999995	0.3214285714285714	0.33333333333333337	0.2857142857142857
Shaping Our Environmental Future Foresight in the Office of Research  Development	0.45833333333333337	0.33333333333333337	0.28888888888888886	0.2727272727272727	0.37142857142857144	0.30434782608695654	0.3846153846153846	0.33333333333333337	0.2558139534883721	0.30612244897959184	0.18181818181818177	0.33333333333333337
special wastes	0.5882352941176471	0.3548387096774194	0.3548387096774194	0.6153846153846154	0.6428571428571428	0.4375	0.6470588235294117	0.4285714285714286	0.4482758620689655	0.5428571428571429	0.4	0.5918367346938775
Status of State Electric Industry Restructuring Activity as of February 2003	0.5294117647058824	0.375	0.33333333333333337	0.2753623188405797	0.28767123287671237	0.30612244897959184	0.32352941176470584	0.37777777777777777	0.30434782608695654	0.3076923076923077	0.276595744680851	0.2727272727272727
Supporting Statement” for Information Collection Request ICR 12190015 “Refuse Piles and impoundment Structures Recordkeeping and Reporting Requirements	0.5636363636363637	0.34615384615384615	0.34615384615384615	0.36986301369863017	0.3246753246753247	0.3207547169811321	0.33333333333333337	0.34693877551020413	0.31999999999999995	0.3214285714285714	0.33333333333333337	0.2857142857142857
Table 23 Existing Capacity by Producer Type 2007	0.52	0.276595744680851	0.3191489361702128	0.2941176470588235	0.3055555555555556	0.29166666666666663	0.34328358208955223	0.36363636363636365	0.37777777777777777	0.33333333333333337	0.34782608695652173	0.23076923076923073
TVA Coal Combustion Products Remediation Plan Proposed	0.3913043478260869	0.2558139534883721	0.3023255813953488	0.3125	0.4117647058823529	0.2727272727272727	0.39682539682539686	0.30000000000000004	0.36585365853658536	0.36170212765957444	0.33333333333333337	0.3114754098360656
Unit Cost Compendium	0.5675675675675675	0.4117647058823529	0.4117647058823529	0.5636363636363637	0.5932203389830508	0.37142857142857144	0.5925925925925926	0.4193548387096774	0.4375	0.4736842105263158	0.3939393939393939	0.5384615384615384
US Census Bureau ZIP Code Tabulation Area ZCTA Frequently Asked Questions	0.4509803921568627	0.375	0.375	0.33333333333333337	0.4794520547945206	0.4693877551020408	0.38235294117647056	0.4666666666666667	0.4782608695652174	0.46153846153846156	0.44680851063829785	0.4242424242424242
User’s Manual for the Subtitle D Municipal Landfill Cost Model	0.5	0.33333333333333337	0.28888888888888886	0.3939393939393939	0.4285714285714286	0.3913043478260869	0.4769230769230769	0.38095238095238093	0.34883720930232553	0.30612244897959184	0.2727272727272727	0.39682539682539686
Waste and MaterialsFlow Benchmark Sector Report Beneficial Use of Secondary Materials – Coal Combustion Products	0.4545454545454546	0.23076923076923073	0.23076923076923073	0.28767123287671237	0.37662337662337664	0.4339622641509434	0.38888888888888884	0.3877551020408163	0.4	0.3928571428571429	0.33333333333333337	0.3142857142857143
Wastes from the Combustion of Coal by Electric Utility Power Plants	0.4042553191489362	0.2272727272727273	0.2727272727272727	0.3538461538461538	0.3913043478260869	0.4222222222222223	0.40625	0.31707317073170727	0.38095238095238093	0.375	0.3023255813953488	0.32258064516129037
1992 OMB Circular A94	0.6	0.6756756756756757	0.6756756756756757	0.6206896551724138	0.5483870967741935	0.5263157894736843	0.6140350877192983	0.5882352941176471	0.6	0.5609756097560976	0.6111111111111112	0.5636363636363637
Corrective Measures Study Scope of Work	0.5454545454545454	0.36585365853658536	0.31707317073170727	0.4193548387096774	0.48484848484848486	0.38095238095238093	0.47540983606557374	0.42105263157894735	0.3846153846153846	0.4222222222222223	0.25	0.4576271186440678
Economic Analysis of Wet Versus Dry Ash Disposal Systems Interagency EnergyEnvironment RD Program Report	0.5	0.30612244897959184	0.30612244897959184	0.22857142857142854	0.32432432432432434	0.31999999999999995	0.33333333333333337	0.34782608695652173	0.3191489361702128	0.3584905660377359	0.20833333333333337	0.31343283582089554
Engineering aspects of karst	0.5384615384615384	0.2777777777777778	0.2777777777777778	0.4736842105263158	0.540983606557377	0.3513513513513513	0.4642857142857143	0.3939393939393939	0.3529411764705882	0.44999999999999996	0.2571428571428571	0.4814814814814815
EPA’s Action Development Process  Guidance on Executive Order 13132 Federalism	0.5	0.3877551020408163	0.4285714285714286	0.3142857142857143	0.3513513513513513	0.24	0.30434782608695654	0.30434782608695654	0.36170212765957444	0.39622641509433965	0.375	0.34328358208955223
Memoranda 0127 Guidance for Implementing EO 13211	0.6	0.4042553191489362	0.4042553191489362	0.38235294117647056	0.33333333333333337	0.33333333333333337	0.3731343283582089	0.36363636363636365	0.33333333333333337	0.37254901960784315	0.34782608695652173	0.29230769230769227
Proposed Rulemaking to Establish LightDuty Vehicle Greenhouse Gas Emission Standards and Corporate Average Fuel Economy Standards	0.4285714285714286	0.24528301886792447	0.24528301886792447	0.18918918918918914	0.3076923076923077	0.33333333333333337	0.28767123287671237	0.36	0.33333333333333337	0.29824561403508776	0.2692307692307693	0.295774647887324
The PUC Ratemaking Process and the Role of Consumers	0.4042553191489362	0.2272727272727273	0.2727272727272727	0.32307692307692304	0.42028985507246375	0.33333333333333337	0.375	0.2682926829268293	0.2857142857142857	0.33333333333333337	0.3023255813953488	0.32258064516129037
Lisa Jackson’s 14 January 2009 Senate confirmation hearing testimony	0.56	0.36170212765957444	0.3191489361702128	0.4117647058823529	0.36111111111111116	0.41666666666666663	0.4029850746268657	0.36363636363636365	0.28888888888888886	0.2941176470588235	0.26086956521739135	0.3846153846153846
Power Price Volatility and Risk Management An Introduction	0.45833333333333337	0.19999999999999996	0.24444444444444446	0.303030303030303	0.4	0.30434782608695654	0.3846153846153846	0.33333333333333337	0.34883720930232553	0.3877551020408163	0.31818181818181823	0.3650793650793651
TVA Estimates cleanup cost at between 525m825m	0.4347826086956522	0.34883720930232553	0.34883720930232553	0.40625	0.4411764705882353	0.2727272727272727	0.4285714285714286	0.44999999999999996	0.46341463414634143	0.36170212765957444	0.38095238095238093	0.34426229508196726
